,amd,msft,Ratio,Spread
0,140.6699981689453,329.0450134277344,2.339127160807593,93.06233863253105
1,143.3592071533203,330.6600036621094,2.3065138976980664,99.57461193658717
2,143.18499755859375,331.010009765625,2.311764608091501,98.69811373242315
3,142.94000244140625,330.54998779296875,2.3125086200307523,98.41771727922234
4,141.889892578125,330.45001220703125,2.3289186157152417,95.3440757707725
5,143.11000061035156,331.81500244140625,2.31860108326633,97.66646706043569
6,143.8699951171875,333.2699890136719,2.316466256513118,98.50831784097669
7,145.74000549316406,335.55999755859375,2.30245632572268,101.86981025171382
8,148.4600067138672,335.0299987792969,2.2567020317129134,110.62013213492382
9,147.60000610351562,334.42999267578125,2.265785764542835,108.62106481419117
10,148.49000549316406,334.6199035644531,2.2534843503649666,111.12088894825006
11,147.48500061035156,335.1099853515625,2.272163162116447,107.59350526772702
12,146.59140014648438,335.4200134277344,2.2881288608510406,104.58285908782646
13,146.0800018310547,334.489990234375,2.2897726317201266,103.9673464352342
14,152.07000732421875,340.2200012207031,2.2372590572402733,116.34018782016146
15,152.64999389648438,340.114990234375,2.228070775194496,118.19802045365121
16,153.66000366210938,340.6099853515625,2.216646994884542,120.7554528678745
17,153.77000427246094,340.8299865722656,2.216492014712818,120.8678928798572
18,154.34500122070312,341.2950134277344,2.211247599393939,122.14060814830297
19,154.27980041503906,341.4700927734375,2.213316920652117,121.76848047588787
20,154.35000610351562,342.45001220703125,2.2186588834817758,121.00073500700317
21,152.908203125,341.9200134277344,2.2361129516918083,117.1733510596412
22,152.5,341.7900085449219,2.241245957671619,116.06969415069186
23,152.10000610351562,341.6000061035156,2.2458908112799865,115.05084453583144
24,152.06460571289062,341.5580139160156,2.246137503956067,114.98585050335213
25,152.91000366210938,341.04998779296875,2.230396832287042,118.0488182349058
26,154.39999389648438,341.3299865722656,2.2106865289198536,122.27183256273962
27,153.14999389648438,341.25,2.2282077283702297,118.57409881573453
28,148.8800048828125,341.92498779296875,2.2966481500461207,104.99445161475693
29,148.4199981689453,341.2799987792969,2.2994205834096597,104.24921926044713
30,148.35009765625,339.9014892578125,2.2912117661386144,105.4164771122223
