,dis,chtr,Ratio,Spread
0,151.39999389648438,640.25,4.2288641070735675,-30.173189883510595
1,151.86500549316406,640.530029296875,4.217759234372841,-28.566963840742524
2,151.63999938964844,638.3599853515625,4.209707121610155,-27.30962608864997
3,151.831298828125,641.6199951171875,4.225874375503497,-29.793656094041758
4,151.4990997314453,640.8900146484375,4.230322264518471,-30.411195395574573
5,151.61500549316406,639.9299926757812,4.220756320222104,-28.98101770315038
6,151.8800048828125,639.7899780273438,4.212470091247314,-27.766069618007982
7,152.60000610351562,648.22998046875,4.247902716524308,-33.285486515316
8,153.30999755859375,645.7999877929688,4.212380132262083,-27.97551152768603
9,153.57000732421875,649.25,4.227713544541911,-30.370830018966167
10,154.03579711914062,650.219970703125,4.221226382853107,-29.45138872872139
11,153.8699951171875,651.6599731445312,4.235133514160617,-31.563944099432383
12,153.88999938964844,649.9000244140625,4.223146578670912,-29.72285079963553
13,153.6199951171875,648.2999877929688,4.220153680505064,-29.218049231371488
14,153.55520629882812,645.97998046875,4.206825649477701,-27.16084880369494
15,153.6649932861328,649.6599731445312,4.2277682070035825,-30.395505723324227
16,152.9499969482422,649.969970703125,4.249558572551478,-33.605787209891396
17,152.65499877929688,651.530029296875,4.2679901379373355,-36.36246514675276
18,152.77000427246094,652.967529296875,4.274186758104203,-37.33346124208044
19,152.47149658203125,651.469970703125,4.272732840610818,-37.04675788079755
20,152.8300018310547,652.260009765625,4.2678793558261106,-36.3825698980175
21,156.1123046875,660.22998046875,4.2291988564922836,-31.038332238377343
22,155.06739807128906,661.47998046875,4.265757913630872,-36.52685166096678
23,154.72999572753906,659.8599853515625,4.264589953931729,-36.27548256741131
24,155.5800018310547,659.2449951171875,4.237337622820354,-32.212559931062465
25,155.25999450683594,658.7999877929688,4.243205018044506,-33.06561813540788
26,155.20199584960938,658.0250244140625,4.239797438247432,-32.52591830189892
27,155.2100067138672,656.239990234375,4.228077841940737,-30.70838915737756
28,155.11000061035156,657.1400146484375,4.236606357182762,-32.01407452290909
29,155.57000732421875,653.9600219726562,4.20363817692544,-26.968128123609695
30,154.9532012939453,652.4099731445312,4.21036782523075,-27.920067797351358
31,154.82000732421875,652.5,4.214571561371631,-28.550377601458145
32,155.2386932373047,654.8499755859375,4.21834248878213,-29.202011587249167
33,154.9499969482422,655.8599853515625,4.232720221160371,-31.383077990316174
34,154.88999938964844,656.1099853515625,4.235973839092232,-31.876449803129226
35,156.7899932861328,663.5,4.23177516685743,-31.559401535023035
36,156.33999633789062,661.72998046875,4.232633977031589,-31.61473249504167
37,156.1699981689453,661.6649780273438,4.236825163509011,-32.239304154995985
38,156.27000427246094,660.0499877929688,4.22377916264822,-30.218652969151954
39,156.5,660.6699829101562,4.221533437125599,-29.90570217216584
40,156.32000732421875,660.489990234375,4.22524283065361,-30.45582493482363
41,155.92999267578125,657.22998046875,4.214904196367796,-28.77785574282536
42,155.91000366210938,655.4299926757812,4.203899539995134,-27.05895062401357
43,155.6999969482422,655.1500244140625,4.207771594445487,-27.630845602311474
44,155.55099487304688,654.3900146484375,4.206916292515639,-27.47524218259668
45,155.77000427246094,656.1099853515625,4.212043187749711,-28.3068314947488
46,155.9499969482422,656.5850219726562,4.210227860347881,-28.05175267740362
47,155.65499877929688,658.2899780273438,4.229160535735397,-30.953328075202485
48,154.91000366210938,651.97998046875,4.208766154901478,-27.665300350988623
49,157.3300018310547,648.030029296875,4.118922149335177,-13.898960726238847
50,156.19000244140625,644.1749877929688,4.124303590011321,-14.668169351292995
