,cl,pm,Ratio,Spread
0,82.30000305175781,101.97669982910156,1.2390850066550938,0.8002093947468951
1,82.66999816894531,102.37999725341797,1.2384177999398656,0.8646481714763554
2,83.4749984741211,102.87000274658203,1.232345068906755,1.3922987691435595
3,83.52999877929688,102.8499984741211,1.2312941455425082,1.4818326991708888
4,83.28500366210938,102.93000030517578,1.235876757870684,1.0921157392811354
5,83.37999725341797,103.19000244140625,1.2375870213545277,0.9522015162645887
6,83.44999694824219,103.37000274658203,1.238705890075643,0.8606926257332306
7,82.2699966430664,102.12680053710938,1.2413614282761305,0.6121755277421757
8,82.93199920654297,102.5199966430664,1.2361934792834228,1.0558622608801274
9,82.67500305175781,101.98999786376953,1.2336255712010047,1.2609745767113567
10,82.7300033569336,101.70999908447266,1.2294209471459951,1.6105030135746234
11,83.0250015258789,102.04499816894531,1.229087579566474,1.6484313447576768
12,82.87000274658203,101.65499877929688,1.2266802873189193,1.842486148039251
13,83.16000366210938,101.77999877929688,1.2239056553297318,2.084096192949227
14,83.95999908447266,101.5,1.208909017470096,3.375424047490805
15,84.79000091552734,102.08999633789062,1.2040334383248625,3.8346899438417754
16,84.80000305175781,101.88999938964844,1.2015329684299625,4.0473312784162605
17,84.71499633789062,101.95999908447266,1.203564935277803,3.8698687670287573
18,84.30000305175781,101.90499877929688,1.2088374269302231,3.4002475999245636
19,84.44999694824219,102.11000061035156,1.209117872117069,3.38486333965019
20,84.05999755859375,101.48999786376953,1.2073519011587677,3.5118411125217595
21,84.08000183105469,101.62000274658203,1.2086108531582953,3.4071250023738546
22,83.86799621582031,102.0199966430664,1.216435365649311,2.739120268817084
23,83.73999786376953,102.19000244140625,1.2203248751886964,2.407302975818988
24,83.79000091552734,102.49500274658203,1.2232366825000047,2.1655149574638646
25,83.91999816894531,102.55999755859375,1.2221162988126255,2.2648585884086945
26,83.7699966430664,102.31999969482422,1.2214397015055054,2.315229236557082
27,83.27999877929688,101.99500274658203,1.2247238741787498,2.020786282288322
28,84.37000274658203,103.23999786376953,1.2236576330792162,2.1537399300963305
29,84.19000244140625,103.25,1.2263926476526585,1.9161870640886691
30,84.125,103.21730041503906,1.2269515651119056,1.8667126051509173
31,83.94999694824219,102.86000061035156,1.2252531786721563,2.0027790508069447
32,83.98999786376953,102.91999816894531,1.2253839836486238,1.9933493927015549
33,83.62999725341797,102.43000030517578,1.2247997568957167,2.028245796916673
34,83.6500015258789,102.9000015258789,1.2301255188147797,1.5835333488781431
35,84.19000244140625,101.6500015258789,1.2073880339488563,3.516185538209763
36,83.7300033569336,100.80000305175781,1.2038695689770407,3.784667623975958
37,83.27999877929688,100.11499786376953,1.2021493675700892,3.900791165100822
38,82.79000091552734,99.5999984741211,1.203043814140616,3.7963506522383117
39,82.33000183105469,99.04000091552734,1.202963667105977,3.774831822477177
40,82.9800033569336,99.55999755859375,1.1998071044941068,4.07654668387516
41,83.68000030517578,100.61000061035156,1.2023183585496309,3.91145777856155
42,82.38999938964844,99.19000244140625,1.2039082798423784,3.700677324910382
43,82.51000213623047,100.68000030517578,1.2202157035330725,2.3623831626059317
44,82.11000061035156,100.95500183105469,1.229509208143001,1.581712276684266
45,81.86000061035156,101.41000366210938,1.2388224151721496,0.8106683012079487
46,81.93000030517578,102.0199966430664,1.2452092794221736,0.2891667348953406
47,81.80999755859375,102.0,1.2467913830084865,0.1574596764966658
48,81.75,102.13999938964844,1.2494189527785742,-0.05838674146389722
49,81.05000305175781,101.88999938964844,1.2571251764738662,-0.6933008879081
50,81.5250015258789,101.99500274658203,1.2510886333955507,-0.1978260994087775
51,81.38999938964844,101.9800033569336,1.252979532150038,-0.3534921683034524
52,81.37000274658203,101.61000061035156,1.2487402873366589,-0.008768549545186355
53,81.56999969482422,101.58000183105469,1.2453108031272941,0.2740600873526604
54,81.11000061035156,100.79000091552734,1.2426334626690183,0.4825446145251051
55,81.37999725341797,101.37000274658203,1.2456378246231077,0.2438640557158125
56,83.01000213623047,102.69999694824219,1.2372002687061472,0.9744708083827704
57,83.19999694824219,102.51000213623047,1.232091417022537,1.4046510916631634
58,82.86000061035156,102.2699966430664,1.2342504934798417,1.214843897937422
59,82.5,101.79000091552734,1.233818192915483,1.2397381659220714
60,82.38999938964844,101.80999755859375,1.2357081965385384,1.0806822077228817
61,82.87999725341797,101.94000244140625,1.2299711126884991,1.5701172274213435
62,82.68000030517578,102.22000122070312,1.2363328597412224,1.0372885905234968
63,81.94000244140625,102.45999908447266,1.2504270933814026,-0.1381913201786118
64,81.875,102.69999694824219,1.25435110776479,-0.46036322784683237
65,82.16999816894531,102.37999725341797,1.2459535053526467,0.23256388263311023
66,82.62999725341797,102.48999786376953,1.2403485570675128,0.7040796606364326
67,82.01000213623047,102.3499984741211,1.2480184832101693,0.06030070481737382
68,82.48999786376953,102.82499694824219,1.246514724343374,0.1920977468749301
69,83.09500122070312,103.5199966430664,1.2458029378700388,0.2619242852810062
70,82.0199966430664,103.16999816894531,1.2578639647831154,-0.7470642485153773
71,81.75,102.72260284423828,1.256545600541141,-0.640990196053741
72,82.08999633789062,103.13999938964844,1.256425922655836,-0.6285740545740792
73,82.31999969482422,103.58999633789062,1.2583818843770445,-0.7878079862184022
74,82.33000183105469,103.2699966430664,1.2543422123927757,-0.45516390506188587
75,82.31999969482422,102.83460235595703,1.249205572609139,-0.03241400428480845
76,82.41999816894531,102.86000061035156,1.2479980938546993,0.06860267012113197
77,81.83999633789062,102.06999969482422,1.247189690397963,0.12538349582850983
