,ma,avgo,Ratio,Spread
0,347.2752990722656,616.3651733398438,1.774860391702038,-68.85448856735928
1,335.0569152832031,626.1403198242188,1.8687580863537188,-97.9486442131892
2,348.69696044921875,631.3276977539062,1.8105339861310532,-81.56916337708793
3,355.39776611328125,640.0809936523438,1.8010270594900732,-79.72752886181269
4,358.4796142578125,649.4594116210938,1.811705284736257,-84.23310492558761
5,358.21124267578125,658.720703125,1.8389168865959111,-93.91873021548753
6,358.6784973144531,653.5625,1.8221401753755602,-88.02173079786206
7,359.185546875,657.0892333984375,1.8293866195766246,-90.74674645075896
8,358.88726806640625,649.7329711914062,1.810409643930817,-83.86210562470359
9,357.2270202636719,650.0552978515625,1.819726003289874,-86.80952109079686
10,368.7892761230469,648.0136108398438,1.7571378909175044,-66.48625684835582
11,373.2033996582031,655.438232421875,1.7562493616675399,-66.93151892689747
12,371.7220458984375,628.1624755859375,1.6898714577654215,-41.99799387466653
13,368.3275146484375,622.3302612304688,1.6896111109822265,-41.53301805497694
14,367.97906494140625,604.8628540039062,1.6437425702470854,-24.616559562605353
15,362.2650146484375,606.826416015625,1.6750897588179299,-35.61485086951081
16,364.63427734375,607.6959228515625,1.6665902264549641,-32.738215129896794
17,365.649658203125,607.6470336914062,1.6618285291924089,-31.08386386744582
18,367.84967041015625,583.4096069335938,1.5860000806391532,-3.3679037195628956
19,370.4578552246094,582.6084594726562,1.572671361279192,1.5571562976565982
20,364.64422607421875,564.4571533203125,1.5479667932694054,10.516284764582048
21,359.09942626953125,550.9561157226562,1.5342717793960552,15.250202252532683
22,362.3546142578125,535.0811157226562,1.47667807906525,36.27211919781285
23,353.47491455078125,520.9254760742188,1.4737268604654576,36.38768587484247
24,347.8405456542969,529.0828247070312,1.5210498928806964,19.3215956106174
25,337.228759765625,521.814453125,1.5473604727178745,9.811218682050418
26,343.1020812988281,544.2642211914062,1.5863040501855015,-3.351989519564831
27,348.94549560546875,529.7959594726562,1.5182771124567374,20.355544468994076
28,380.7809753417969,547.1753540039062,1.4369818594869408,53.31258848013038
29,384.63348388671875,572.3605346679688,1.4880673645057352,34.21877383949839
30,390.28778076171875,579.0426635742188,1.483630008718464,36.47689554376648
31,394.9565734863281,589.505615234375,1.4925833744979595,33.395971734167965
32,388.3067626953125,567.4465942382812,1.4613358528693254,44.94069249125862
33,380.4723815917969,576.541748046875,1.5153314036482102,23.458263661181768
34,374.4297790527344,574.0701904296875,1.5331851859700398,16.375603975449216
35,372.677734375,586.36962890625,1.573395925811405,1.3059327279429962
36,379.6460876464844,597.2330322265625,1.5731310071676252,1.4604907858422902
37,372.6976623535156,577.7140502929688,1.5500876679633921,9.993020320329657
38,368.0985107421875,560.1880493164062,1.5218427485265116,20.247105988935964
39,372.4687194824219,565.2290649414062,1.5175208960549542,22.116014307038476
40,379.81536865234375,588.8607788085938,1.5503869179859213,10.10040164194009
41,381.19903564453125,583.4290771484375,1.5305103701586646,17.719878359743625
42,372.01080322265625,565.6392822265625,1.5204915484349941,20.981766039526683
43,368.2777404785156,566.6064453125,1.5385302532167413,14.112097794199991
44,366.6252136230469,564.1348876953125,1.53872365220178,13.970774525379563
45,359.5971374511719,552.1480102539062,1.5354627519216002,14.845260156553246
46,367.7103271484375,566.6162109375,1.5409309151895756,13.205170686031972
47,367.4216003417969,574.44140625,1.563439399631435,4.923457071361718
48,359.18902587890625,573.884521484375,1.597722870514004,-7.536533734831159
49,342.9228820800781,556.9642333984375,1.6241675971578275,-16.3353412753059
50,342.53460693359375,572.2628784179688,1.6706717126801491,-32.24790473459115
51,339.4486083984375,565.2484741210938,1.6651960271335602,-30.112904702811257
52,329.264892578125,582.2373046875,1.7682945185215944,-63.20364388714649
53,311.50555419921875,557.5308837890625,1.7897943592765024,-66.577272426229
54,312.90911865234375,562.65966796875,1.798156827107012,-69.48682082181159
55,326.6467590332031,583.2434692382812,1.7855480059393318,-68.34945135743857
56,323.12274169921875,574.1678466796875,1.7769341881053857,-64.84580331983778
57,323.3218688964844,564.5158081054688,1.7459870872087706,-54.8789162178037
58,327.10467529296875,554.69775390625,1.6957805736327043,-39.079705043051895
59,333.4857177734375,579.081787109375,1.7364515367425415,-53.37439907759046
60,343.1219787597656,593.1104125976562,1.7285701567165368,-52.166720199357265
61,344.8740234375,588.7630615234375,1.7071829755543662,-45.04913635419468
62,348.5074768066406,596.324462890625,1.7110808306172396,-46.86552920487265
63,344.01788330078125,591.3871459960938,1.71905931262019,-49.0269006121892
64,347.95001220703125,601.2716674804688,1.728040368978951,-52.69416491465558
65,340.63323974609375,589.5086059570312,1.7306256030575522,-52.49996525097294
66,347.7708435058594,616.1131591796875,1.7716067079364202,-67.81894790993618
67,347.4423522949219,618.5130004882812,1.7801888468774372,-70.73818072096748
68,348.9056701660156,622.4569091796875,1.7840263498254736,-72.36837494360026
69,365.8885498046875,630.9053955078125,1.724310301168462,-53.96450395576955
70,360.6025695800781,620.6964111328125,1.721275618905361,-52.11340898328712
71,355.7645568847656,619.3095703125,1.7407849048692567,-58.37615694636549
72,362.32476806640625,616.654052734375,1.7019373420846453,-45.348008903592195
73,365.25146484375,624.3944702148438,1.709492035800464,-48.460900941218206
74,361.6777038574219,604.005859375,1.6700113192852692,-33.722916438511284
75,351.95184326171875,592.08544921875,1.682291087699924,-37.18048042313075
76,348.4528503417969,593.1181640625,1.7021475458751774,-43.74560261656206
77,351.1643371582031,577.33251953125,1.644052252581548,-23.67271031574962
78,346.2796936035156,571.0477905273438,1.649094073593538,-25.11130014128816
79,344.7146301269531,575.434326171875,1.6693063649777538,-31.972424582828303
80,354.02532958984375,582.78125,1.6461569308478057,-24.59780329267398
81,356.6969299316406,564.3991088867188,1.5822931500836952,-1.99148062068918
82,355.68011474609375,576.8407592773438,1.621796483306715,-16.0408609880621
83,362.7279052734375,587.777587890625,1.6204366395453829,-15.834126580540845
84,364.14349365234375,587.8759155273438,1.6144073030962969,-13.694206889866058
85,363.2961120605469,582.9681396484375,1.6046638548977372,-10.126262286339005
86,350.0777282714844,577.2833862304688,1.649014889009983,-25.341660797557502
87,353.4870300292969,578.1980590820312,1.6356980878028549,-20.865740831737362
88,343.0299072265625,550.8460693359375,1.6058251998771575,-10.047955176476597
89,360.4351501464844,550.3247680664062,1.5268343496541579,17.993520056514562
90,377.6409606933594,569.4052734375,1.5077953206984114,26.11785759458592
91,362.23944091796875,545.2596435546875,1.5052464805403802,25.91148587245214
92,357.9130859375,566.85791015625,1.583786490151513,-2.527365617121581
93,356.6669921875,571.5985107421875,1.6026111842771755,-9.238218323788095
94,367.3633117675781,593.7180786132812,1.6161605135705883,-14.44537784948688
95,352.2608947753906,570.43798828125,1.6193622304995674,-15.044364919931757
96,346.030517578125,570.546142578125,1.6488318619160809,-25.003635062508074
97,326.96051025390625,553.6491088867188,1.6933210327350356,-38.25900553239416
98,324.3088684082031,571.81494140625,1.7631800949905396,-60.61746237887548
99,324.84716796875,557.7700805664062,1.7170230667366113,-45.721473081999484
100,320.2317199707031,562.1566162109375,1.755468247375267,-57.405690948487525
101,331.7554016113281,578.5520629882812,1.7439115088353274,-55.58055184210645
102,328.695068359375,573.0738525390625,1.7434817485989742,-54.941165181064385
103,337.7964172363281,598.1342163085938,1.7706943762228504,-65.61099699719188
104,334.845703125,561.173095703125,1.6759154752947079,-33.31537666849551
105,331.1772766113281,537.2142944335938,1.6221351293496868,-15.156881450014287
106,335.12481689453125,534.2440795898438,1.5941644803881483,-5.945041837145317
107,347.33636474609375,517.6912231445312,1.4904607627910442,29.916015176483192
108,339.62066650390625,515.5668334960938,1.5180667266317958,19.840784351280426
109,343.67791748046875,522.8744506835938,1.5214083421967568,18.94826020224746
110,348.79180908203125,541.5910034179688,1.552762964369366,8.317500188650394
111,356.65704345703125,573.673828125,1.608474692002302,-11.329266069829435
112,356.7467346191406,570.57568359375,1.5993858618016255,-8.089307006280654
113,355.9393005371094,564.1729125976562,1.5850256258477895,-2.9632045694111815
114,361.94036865234375,567.2415161132812,1.5672236789318639,3.456737364036081
115,356.6969299316406,554.0425415039062,1.553258508869381,8.36508676212332
116,359.0096435546875,551.9869384765625,1.5375267722926196,14.07742020838378
117,362.87744140625,563.5532836914062,1.5530127238206985,8.62661559358906
118,361.1927490234375,556.0488891601562,1.5394796563982924,13.467270947901222
119,347.9045715332031,547.0593872070312,1.5724409276835885,1.4462671659976476
120,333.6993103027344,532.3556518554688,1.5953154094700164,-6.310543540744852
121,318.7364196777344,509.09515380859375,1.5972293166978717,-6.708511789959409
122,321.12890625,511.6031494140625,1.5931395133136275,-5.433644554793495
123,324.36871337890625,518.0354614257812,1.597057422799733,-6.743358955794242
124,307.8108215332031,488.9917907714844,1.5886114345682207,-3.8800792422260946
125,309.7148132324219,490.4375915527344,1.583513511782503,-2.3153973184338446
126,316.4037780761719,499.5809326171875,1.5789347891317438,-0.8825299965754485
127,315.1576843261719,491.9747009277344,1.5610430124196688,4.753449572148662
128,315.76580810546875,492.4507141113281,1.559544135148556,5.238966904076272
129,329.4626770019531,504.856689453125,1.532363829636861,14.489696758534416
130,327.7978820800781,501.5047912597656,1.5299207794675513,15.20931650141352
131,317.2909851074219,494.30517578125,1.557892278641003,5.79602782030434
132,321.5774841308594,486.33203125,1.5123323467886114,20.54673928135451
133,314.4898376464844,481.770263671875,1.5319104339817469,13.901925880466075
134,317.2411193847656,473.8665466308594,1.4937109903969628,26.155812143959274
135,318.2579345703125,472.33935546875,1.4841400768419692,29.290733282816568
136,319.16510009765625,478.59686279296875,1.4995275568867978,24.46758417129353
137,323.5480041503906,494.3944396972656,1.5280404556829306,15.60000431164263
138,322.53961181640625,494.5431823730469,1.5332789035988152,13.856849389945177
139,323.6678161621094,478.84478759765625,1.4794328125531837,31.33909630706858
140,322.3399353027344,477.3671875,1.4809433620183226,30.71712718751376
141,322.84912109375,477.7242126464844,1.4797135300478679,31.165197471925858
142,324.5064697265625,480.6100158691406,1.4810491028857298,30.899899053652284
143,332.0343322753906,490.34832763671875,1.4768000774992807,33.064212711637246
144,330.4768371582031,486.97662353515625,1.473557504733788,33.973294672880165
145,339.83172607421875,504.7674255371094,1.48534520707719,30.973907623425184
146,340.72027587890625,507.514404296875,1.4895339086812909,29.63185296111117
147,346.3612060546875,513.375244140625,1.4821961442747933,32.69012906808114
148,343.32611083984375,508.2581787109375,1.4803947694733652,33.008275649439206
149,343.6555480957031,508.84326171875,1.480678151534002,32.944079976150356
150,340.73028564453125,506.8400573730469,1.487511027715953,30.322026753463938
151,342.7170715332031,523.4011840820312,1.52721071565098,16.90229218338589
152,351.8822937011719,529.1727905273438,1.5038346628964852,25.622210483617827
153,353.22015380859375,531.0272216796875,1.5033887957804513,25.88312716436183
154,349.9753723144531,531.9098510742188,1.5198493755620535,19.87003497749827
155,348.4478454589844,526.7927856445312,1.5118267841508,22.571862367144313
156,353.5596008300781,542.193603515625,1.533528158315251,15.253459531472624
157,355.4964599609375,548.2031860351562,1.5420777638556336,12.306327818816209
158,356.93414306640625,546.8545532226562,1.5320881004116103,15.9281428758191
159,351.5927734375,540.9937133789062,1.5386940638445024,13.343514761038529
160,345.9818115234375,528.3695068359375,1.5271597790340625,17.09598945356543
161,352.810791015625,545.8330688476562,1.5470985659944931,10.430018976911862
162,350.0152893066406,540.8944702148438,1.5453452655920357,10.948530300380122
163,353.6993408203125,553.5880737304688,1.5651374199526835,4.079938191550974
164,359.3702087402344,554.31201171875,1.5424539882197819,12.32245200161986
165,358.67132568359375,547.0628051757812,1.5252482314640878,18.466624654090587
166,354.75762939453125,534.1113891601562,1.505567026343394,25.229928087163266
167,356.78436279296875,553.8062744140625,1.5522156578802184,8.73959768831815
168,353.7093505859375,543.8695678710938,1.5376171621421548,13.814270919450616
169,344.9534912109375,524.3532104492188,1.5200692957433475,19.48636461526251
170,340.3409118652344,525.3746948242188,1.5436718787198074,11.171733767212169
171,339.1628112792969,526.4258422851562,1.5521331489720738,8.257841085158299
172,344.1148376464844,545.555419921875,1.5853876678294654,-3.0418758754618187
173,331.42529296875,516.52880859375,1.55850751150261,5.92075365964643
174,328.8194885253906,509.90435791015625,1.5507120949456215,8.425055493497604
175,327.281982421875,502.1791687011719,1.5343929567557124,13.719228046563837
176,323.8475036621094,494.95965576171875,1.5283726141614526,15.50833973408299
177,324.7261047363281,487.9187316894531,1.5025546901615272,23.9384575405715
178,322.0404357910156,496.0604553222656,1.5403669856048086,11.550307878354653
179,323.5579833984375,494.0572509765625,1.5269511998662937,15.952971648222496
180,328.0906677246094,500.92962646484375,1.5268024230585882,16.247417200681802
181,329.538330078125,507.6730651855469,1.5405584687680816,11.792939340358368
182,335.30902099609375,518.0560302734375,1.545010714994968,10.53426046223313
183,337.8749084472656,524.66064453125,1.5528251178590766,7.9866805906563565
184,324.9158020019531,499.4619140625,1.5372041340713174,12.695213627126174
185,325.32513427734375,506.5028991699219,1.5569129028257676,6.301441286537675
186,316.4494323730469,495.98114013671875,1.5673314261219171,2.7894484452131616
187,314.6224060058594,498.3215026855469,1.5838716288892227,-2.4397036305499062
188,313.524169921875,497.6669616699219,1.587332044588244,-3.5216306563795063
189,312.765380859375,488.9599914550781,1.5633443513204022,3.9855857200578777
190,304.009521484375,482.1400146484375,1.5859372176710518,-3.038701199364602
191,297.87939453125,477.6099853515625,1.6033669804624813,-8.201277799704604
192,293.1070861816406,468.67999267578125,1.5990060110158402,-6.816985956297123
193,289.6427001953125,462.260009765625,1.5959663732381753,-5.8746918930570535
194,286.0185546875,464.75,1.6248945824783276,-14.094973586319616
195,289.71258544921875,465.9599914550781,1.6083526048154795,-9.464175018725149
196,286.3080749511719,450.1300048828125,1.572187598828917,0.9827944018846264
197,283.8819885253906,444.010009765625,1.5640654487169494,3.266800513054357
198,290.0121154785156,456.7799987792969,1.5750376429123203,0.18941739659748547
199,300.78472900390625,479.8599853515625,1.5953601997704165,-5.857529210420586
200,303.71002197265625,484.79998779296875,1.5962594340617988,-6.172225830789336
201,299.2300109863281,479.5,1.6024462199478662,-7.955775008214977
202,294.9700012207031,460.4800109863281,1.5611079400640024,4.328530374069595
203,291.7799987792969,437.70001220703125,1.5001028653033501,22.064679864088298
204,286.04998779296875,430.760009765625,1.5058906769728353,19.944716875434658
205,283.3800048828125,430.57000732421875,1.519408567666143,15.913095148478243
206,293.9599914550781,437.9700012207031,1.48989663203073,25.241570503437508
207,288.69000244140625,427.1000061035156,1.4794416242045016,27.778960605628576
208,295.0400085449219,435.3699951171875,1.475630363706756,29.549237817586963
209,300.3800048828125,434.8299865722656,1.4475996388038752,38.53254295188207
210,297.760009765625,435.29998779296875,1.4619155478118273,33.91995540014374
211,296.2799987792969,430.29998779296875,1.4523423436136345,36.57984673294657
212,302.3699951171875,449.7300109863281,1.4873499958619547,26.778977204759705
213,305.6000061035156,456.5199890136719,1.4938481017537522,25.096107688144848
214,311.4100036621094,460.07000732421875,1.477377097440359,30.732524997911348
215,319.510009765625,461.17999267578125,1.4433976356924705,42.42980571551083
216,319.3699951171875,455.3999938964844,1.4259323069137504,47.98842134605416
217,329.4700012207031,472.8999938964844,1.4353355150525566,46.45797295068092
218,328.17999267578125,470.1199951171875,1.4325065683746083,47.198284048861574
219,333.19000244140625,467.8999938964844,1.4043038220475053,57.339825976751335
220,319.82000732421875,456.0299987792969,1.4258957799253464,48.069950009780364
221,309.1700134277344,444.1199951171875,1.4364911725858447,43.14079284606935
222,318.3699951171875,465.29998779296875,1.4615070356165265,36.50728468183734
223,325.1300048828125,475.2200012207031,1.4616307141261478,37.27581180482132
224,325.75,482.1099853515625,1.4799999550316578,31.366128469532377
225,315.6400146484375,469.4700012207031,1.4873589514422079,28.020782379888253
226,337.2699890136719,506.57000732421875,1.5019717846988276,25.120853810199996
227,339.2900085449219,518.0900268554688,1.526982857754486,16.794773551464168
228,339.3699951171875,513.219970703125,1.512272676097678,21.791299894061403
229,343.510009765625,524.4199829101562,1.5266512415983602,17.137241906713307
230,342.760009765625,511.7300109863281,1.492968830687812,28.64135675474204
231,341.2699890136719,512.1099853515625,1.500600702779776,25.905446853785797
232,343.69000244140625,515.1599731445312,1.4989088116764697,26.68184578989456
233,338.25,517.4400024414062,1.5297561047787325,15.800395976343504
234,344.9599914550781,530.0499877929688,1.536554965569083,13.799865085523999
235,348.6400146484375,533.6400146484375,1.5306332957407391,16.0284802873229
236,351.2900085449219,529.9099731445312,1.50846867333196,23.94854047519032
237,344.5899963378906,522.2100219726562,1.515453227088458,21.054815802199123
238,343.1300048828125,521.3900146484375,1.5195115764548346,19.56636819627004
239,356.3999938964844,551.030029296875,1.5460999964464661,10.908100704688133
240,360.79998779296875,550.75,1.5264690095167819,18.145148529056023
241,360.05999755859375,540.7999877929688,1.5019718698547249,26.92513052881275
242,356.0899963378906,530.6400146484375,1.4901851220356046,30.807964955340417
243,347.5299987792969,525.8200073242188,1.51302048505501,22.093394047981683
244,347.4200134277344,518.5,1.492429854239964,29.239498829020867
245,351.1700134277344,531.0800170898438,1.5123159631599132,22.588767118173614
246,348.8299865722656,544.719970703125,1.561562915091526,5.248896966068451
247,358.1700134277344,556.6300048828125,1.554094379805249,8.106778699331636
248,357.1499938964844,571.0399780273438,1.5988799882014078,-7.9159909499813415
249,357.510009765625,574.4400024414062,1.6067801928622791,-10.746778876283264
250,346.25,558.0,1.6115523465703971,-12.11045944039103
251,345.8399963378906,555.9099731445312,1.6074195553755422,-10.668706910010377
