,rtx,ba,Ratio,Spread
0,80.39675903320312,192.6300048828125,2.3959921668391893,-48.708848055399805
1,79.17535400390625,188.47999572753906,2.3805387181248356,-46.772859055504675
2,81.76470947265625,199.52000427246094,2.440172606975194,-53.11918691323324
3,82.14578247070312,201.69000244140625,2.4552691127306256,-54.59842052979095
4,82.956787109375,204.22000122070312,2.4617636282302944,-55.658324972601854
5,83.28900146484375,203.1699981689453,2.439337662784963,-54.006122600167224
6,84.0511474609375,206.1300048828125,2.452435345735295,-55.5846002092592
7,83.92412567138672,203.66000366210938,2.426715822570025,-53.34484922946066
8,83.83618927001953,202.7100067138672,2.4179296372951655,-52.55425310268918
9,84.0902328491211,201.32000732421875,2.3940950155939893,-50.70375323123161
10,84.97941589355469,207.86000061035156,2.4460041108156974,-55.63193951233685
11,87.9595947265625,213.6300048828125,2.4287288447260136,-55.99982422196165
12,87.51988983154297,213.07000732421875,2.4345323986848344,-56.236872259743215
13,87.9986801147461,211.33999633789062,2.401626888747801,-53.63896625760594
14,88.3699951171875,215.5,2.4386105228842134,-57.12589352025682
15,87.67623138427734,209.30999755859375,2.3873060492439064,-52.19346481638285
16,88.64358520507812,216.02000427246094,2.436950217804207,-57.149965686354754
17,88.98556518554688,217.4499969482422,2.4436547264135444,-57.96005705885616
18,89.46434783935547,223.89999389648438,2.5026728445897253,-63.54217282096308
19,90.21673583984375,225.9600067138672,2.504635139038949,-64.23834468649983
20,88.67288970947266,225.00999450683594,2.53752860929713,-66.08683614324676
21,87.64692687988281,217.0800018310547,2.476755427244535,-60.016588866326764
22,86.33759307861328,214.19000244140625,2.4808428727724556,-59.499996623853455
23,85.21391296386719,205.44000244140625,2.4108739441236304,-52.78687248613627
24,86.10308837890625,204.1999969482422,2.3715757563728412,-49.93507381761855
25,88.24295806884766,204.10000610351562,2.3129325055521783,-45.95617752402483
26,86.94340515136719,194.27000427246094,2.2344420940753325,-38.48185319819441
27,87.23654174804688,189.75,2.1751206111313817,-33.430485194816605
28,88.26251220703125,190.57000732421875,2.1591273866895144,-32.39073329050017
29,88.1257095336914,200.24000549316406,2.2722087181222657,-42.3087113423009
30,88.65335083007812,208.33999633789062,2.350052134376916,-49.45225576918141
31,90.42192077636719,207.52000427246094,2.295018757516802,-45.426406994995226
32,90.68573760986328,206.38999938964844,2.275881575530139,-43.81818581809667
33,90.88116455078125,206.4499969482422,2.271647793783332,-43.52393627952119
