,txn,avgo,Ratio,Spread
0,187.82000732421875,632.8099975585938,3.3692363586496095,-31.74985356269599
1,188.67999267578125,632.8699951171875,3.354197687534795,-29.05773260841886
2,188.69000244140625,632.3599853515625,3.3513168539383993,-28.515689667768243
3,188.07000732421875,632.1199951171875,3.3610887993823466,-30.259803042601334
4,189.44500732421875,635.9453125,3.3568861036893654,-29.684855992627945
5,191.16000366210938,640.47998046875,3.350491568313891,-28.73120586103005
6,191.1300048828125,641.9600219726562,3.3587610818419695,-30.307249227894204
7,189.8699951171875,638.8099975585938,3.3644599672756144,-31.189498382299007
8,188.82000732421875,636.1500244140625,3.369081663691195,-31.889688103411345
9,188.67059326171875,636.5999755859375,3.3741345939526632,-32.817793009814864
10,188.91929626464844,636.6599731445312,3.3700102939863976,-32.08189312977697
11,188.1699981689453,636.5700073242188,3.382951658173929,-34.38982531679301
12,187.02999877929688,628.8200073242188,3.362134478043024,-30.2880426023695
13,187.5,631.4299926757812,3.367626627604167,-31.393933659513095
14,185.82000732421875,636.3300170898438,3.4244429663570894,-41.67025772345289
15,186.08999633789062,637.5650024414062,3.4261111020914603,-42.04122630839481
16,186.18499755859375,636.2000122070312,3.4170315575873107,-40.3722138976334
17,186.09750366210938,635.7750244140625,3.4163543943524175,-40.22722339978179
18,185.8699951171875,634.0499877929688,3.4112552022891713,-39.23025787568781
19,185.3000030517578,635.1599731445312,3.4277386005607298,-42.16432745450879
20,183.27000427246094,629.530029296875,3.4349867115241364,-43.03077009931724
21,182.0500030517578,628.969970703125,3.4549297454518877,-46.37495003605113
22,180.94000244140625,624.2899780273438,3.450259586624618,-45.24717278288858
23,180.3800048828125,622.5,3.4510476945846613,-45.24929463883723
24,180.1699981689453,618.9400024414062,3.435311143540261,-42.36135895200789
25,181.26499938964844,624.2000122070312,3.4435771622145697,-44.1171542264932
26,180.8300018310547,622.1900024414062,3.4407454301897538,-43.49922030481639
27,182.08999633789062,627.0999755859375,3.443901302640896,-44.37696871193975
28,182.27000427246094,631.030029296875,3.4620618560671037,-47.73096241407063
29,182.2100067138672,631.9299926757812,3.4681409878225304,-48.82292951889258
30,181.97000122070312,631.7750244140625,3.4718636048576563,-49.43602499189615
31,180.82000732421875,630.72998046875,3.48816477668769,-52.07118267612623
32,181.2100067138672,630.760009765625,3.4808232790455262,-50.85313892348984
33,181.8350067138672,634.1799926757812,3.4876672217122486,-52.27300163692519
34,182.74000549316406,634.6400146484375,3.4729123102285238,-49.83685347121434
35,177.36000061035156,619.2999877929688,3.4917680743220716,-51.71387689505809
36,176.75,614.4400024414062,3.4763225032045617,-48.80601080873748
37,177.0500030517578,614.3699951171875,3.470036625402294,-47.77593602388083
38,178.50999450683594,618.52001953125,3.4649041429865943,-47.25370700379665
39,177.91000366210938,618.2999877929688,3.4753525662742257,-48.953761355731785
40,177.5500030517578,615.0800170898438,3.464263624431147,-46.885861839160384
41,177.2100067138672,614.2999877929688,3.4665084618209545,-47.19388620984728
42,177.77000427246094,601.1649780273438,3.3817008695458113,-32.266776560929884
43,177.7675018310547,602.8200073242188,3.391058551844432,-33.92981415156123
44,177.02000427246094,602.0599975585938,3.4010845273279458,-35.56194032824487
45,178.3800048828125,603.0900268554688,3.3809284132023167,-32.23970612381288
46,177.1300048828125,602.0499877929688,3.3989158877474157,-35.19990745475468
47,177.33999633789062,603.5499877929688,3.403349499585017,-36.0278944140498
48,177.1999969482422,601.5800170898438,3.3949211481395083,-34.505948681747896
49,177.52999877929688,601.0399780273438,3.3855685357974306,-32.90984029565209
50,176.22999572753906,596.75,3.3861999345594223,-32.78012204369975
51,175.4774932861328,595.6790161132812,3.394617765265029,-34.11729068680245
52,177.16000366210938,598.3400268554688,3.3773990431647327,-31.393944654296774
53,177.2449951171875,600.3200073242188,3.386950401207721,-33.101936121686094
54,178.52999877929688,605.3900146484375,3.3909708104397365,-34.059684601992444
55,177.63999938964844,602.75,3.3930984129192914,-34.267839160443145
56,175.25,590.744384765625,3.370866674839515,-29.910681605086438
57,176.17999267578125,591.3400268554688,3.3564539189401263,-27.530168281117994
58,177.1300048828125,592.5399780273438,3.3452264534140475,-25.68989768912968
59,176.02999877929688,590.4600219726562,3.354314753549274,-27.130172713094794
60,174.24000549316406,588.0050048828125,3.3746842650661053,-30.40347838099342
61,174.61000061035156,588.5900268554688,3.370883825657434,-29.804444823129984
62,174.1199951171875,586.9000244140625,3.370664144684031,-29.682554195134344
63,173.10000610351562,584.0399780273438,3.374003220300765,-30.086668811101276
64,172.19000244140625,583.0900268554688,3.386317547988222,-32.04890436510618
65,172.44000244140625,585.4400024414062,3.395035920625982,-33.59883187235528
66,172.75999450683594,585.7100219726562,3.3903104919899745,-32.84481525503509
67,172.57000732421875,583.010009765625,3.378397085365392,-30.752798569717015
68,172.5,583.8699951171875,3.3847535948822465,-31.83682082222083
69,171.94000244140625,581.010009765625,3.379143896218227,-30.768935353950724
70,174.3699951171875,591.8800048828125,3.394391360079079,-33.86248658519594
71,174.75,592.5499877929688,3.3908439930928114,-33.316380789806885
72,174.11000061035156,589.2899780273438,3.384584320036514,-32.10449215238168
73,174.4199981689453,590.3300170898438,3.384531723925619,-32.15247941027769
74,172.8800048828125,584.6199951171875,3.3816518892018474,-31.370732116675526
75,172.72000122070312,583.0499877929688,3.375694671562342,-30.31276728227158
76,173.02999877929688,585.1300048828125,3.3816679709346653,-31.400732567511227
77,174.41000366210938,593.8200073242188,3.4047359374789483,-35.67445398861878
78,175.0800018310547,595.469970703125,3.4011307086787106,-35.18029437636733
79,174.4499969482422,594.0,3.4049871618870515,-35.72646045747604
80,175.0,593.010009765625,3.388628627232143,-32.97635468377473
81,174.5500030517578,592.3800048828125,3.3937553395926274,-33.78642657638943
82,174.97000122070312,594.2000122070312,3.3960107907727624,-34.262358988138885
83,175.1199951171875,592.5999755859375,3.3839652358908476,-32.182313052255836
84,175.17999267578125,585.3001098632812,3.34113559958037,-24.690443603684002
85,175.44000244140625,585.2750244140625,3.3360409044085237,-23.83327690075123
86,174.77000427246094,581.5,3.3272299924731925,-22.20237547784643
87,174.86000061035156,579.7999877929688,3.315795412153539,-20.21435768194158
88,175.22999572753906,580.0700073242188,3.3103351108114834,-19.300321682671893
89,174.60000610351562,577.1900024414062,3.305784549052111,-18.43640475303357
90,173.64999389648438,573.4400024414062,3.302274820598285,-17.726626516896886
91,177.15499877929688,586.8099975585938,3.312410045452079,-19.879931944934583
92,176.02000427246094,585.760009765625,3.3278036333809453,-22.46214485002963
93,174.97000122070312,583.25,3.3334285645017623,-23.312346781107635
94,175.89999389648438,586.739990234375,3.3356453132094273,-23.82618160167044
95,176.91000366210938,589.4400024414062,3.331863604317208,-23.29396831892268
96,176.5399932861328,586.0700073242188,3.3197577297645364,-21.108077563314396
97,176.55999755859375,586.6199951171875,3.3224966200087875,-21.59404783729144
98,177.02000427246094,592.5,3.3470793452702194,-26.001942769651123
99,178.4199981689453,595.5399780273438,3.33785441172031,-24.561671088763887
100,178.36000061035156,592.8021240234375,3.323627057607404,-22.015820810773334
101,177.7899932861328,592.0501098632812,3.3300530525947196,-23.087939708935096
102,177.64999389648438,593.3200073242188,3.339825655552473,-24.805862140695695
103,178.99000549316406,597.3099975585938,3.3371136891853217,-24.507557561695876
104,179.11500549316406,597.8300170898438,3.3376880705433694,-24.627553053601787
105,182.91000366210938,607.094970703125,3.3190911297810413,-21.747782692120836
106,180.33990478515625,597.4249877929688,3.312772004092478,-20.302610456146454
107,180.08999633789062,596.3800048828125,3.3115665334562236,-20.057382638321542
108,180.6649932861328,599.5150146484375,3.318379525240622,-21.352291589175252
109,179.97000122070312,598.8049926757812,3.3272489226771023,-22.866377883121686
110,180.0,599.75,3.3319444444444444,-23.715383344382644
111,179.4199981689453,598.0900268554688,3.3334635657074063,-23.911527602135493
112,182.86000061035156,614.4998779296875,3.360493688497238,-29.312709300632946
113,181.51499938964844,610.8300170898438,3.36517653716654,-29.947111030617293
114,179.6300048828125,600.77001953125,3.3444859054765486,-25.91945840615233
115,179.56500244140625,601.4500122070312,3.349483496391732,-26.807471395362086
116,178.32000732421875,597.5531005859375,3.35101545559874,-26.894783580197327
117,177.8300018310547,594.8800048828125,3.345217335418864,-25.789799690482937
118,177.3800048828125,592.5,3.3402862988499735,-24.849871583097524
119,175.77999877929688,591.0206909179688,3.3622749745267284,-28.490889737095586
120,176.36500549316406,595.1599731445312,3.374592207112197,-30.758037973861178
121,175.206298828125,592.6699829101562,3.3826979216743656,-31.976131903997725
122,175.0749969482422,592.47998046875,3.3841495975802083,-32.20632072950514
123,174.83999633789062,591.3599853515625,3.382292368667851,-31.838372759527147
124,174.47999572753906,591.3300170898438,3.3890992180744943,-32.960475684361995
125,173.35000610351562,586.9099731445312,3.38569340917161,-32.15661584960037
126,173.89999389648438,580.2000122070312,3.336400417313418,-23.686588203833594
127,172.27999877929688,578.5869140625,3.3584102516956227,-27.25778598326383
128,172.36000061035156,578.0800170898438,3.3539105073264053,-26.494867765700178
129,172.84500122070312,578.77001953125,3.3484915123014027,-25.632774981208627
130,173.22999572753906,581.1900024414062,3.355019435291784,-26.820701429366295
131,173.6699981689453,584.5999755859375,3.366154095408244,-28.82258214243643
132,173.9199981689453,588.260009765625,3.382359797371842,-31.68256824343564
133,170.57000732421875,574.0999755859375,3.3657732950359245,-28.243149019536418
134,169.88499450683594,573.9400024414062,3.378403160959055,-30.27534862870118
135,170.97999572753906,570.989990234375,3.3395134197117535,-23.82112193053024
136,169.83999633789062,566.5499877929688,3.3357866227566193,-23.029336774700482
137,170.69000244140625,569.8300170898438,3.338391287945834,-23.589183071611274
138,169.47000122070312,565.4000244140625,3.336283828060721,-23.063428926313918
139,168.4600067138672,559.9299926757812,3.323815566663451,-20.825573846752263
140,167.07000732421875,558.6699829101562,3.3439274460914596,-24.01382944539216
141,167.22000122070312,563.6300048828125,3.370589646981959,-28.493842103259226
142,169.64500427246094,565.219970703125,3.331780815633951,-22.32333179408272
143,171.22999572753906,565.9400024414062,3.3051452231648084,-17.971086058873084
144,170.2100067138672,565.0753784179688,3.319871665171208,-20.370623038121266
145,169.5449981689453,561.8200073242188,3.3136926089933123,-19.243407179075575
146,169.4600067138672,559.5900268554688,3.302195235955202,-17.28541571168637
147,172.13499450683594,560.9299926757812,3.258663319930017,-10.064906154880987
148,174.11000061035156,566.1699829101562,3.2517947327862746,-8.984497035194181
149,173.76499938964844,566.7999877929688,3.2618766137246293,-10.718572173081384
150,174.8800048828125,573.6400146484375,3.280192123924259,-13.990367018418624
