,fcx,apd,Ratio,Spread
0,48.994998931884766,249.89999389648438,5.100520447891172,113.89200116393346
1,49.43000030517578,249.47000122070312,5.046935053216686,117.55191568670904
2,49.349998474121094,251.6750030517578,5.099797585277232,114.7528935196537
3,49.64500045776367,249.02999877929688,5.016215056562713,119.58831237555637
4,49.869998931884766,250.4949951171875,5.02295970487843,119.79394866488263
5,49.92499923706055,251.4949951171875,5.037456163454412,119.20233056477093
6,50.08000183105469,252.3800048828125,5.039536654455777,119.46822811903513
7,50.285301208496094,251.3699951171875,4.9988761939585755,122.00260305931607
8,50.70000076293945,251.9600067138672,4.969625304188244,124.49177059419134
9,50.80500030517578,253.11000061035156,4.981989943705716,124.12140714537139
10,50.47999954223633,251.9658966064453,4.991400532712503,122.85235310205991
11,50.58000183105469,252.322998046875,4.988592109776395,123.23777708163112
12,50.35499954223633,252.30999755859375,5.010624562650693,121.5801166182469
13,50.790000915527344,253.0800018310547,4.982870590059075,124.0400341927803
14,50.83000183105469,251.09469604492188,4.939891540423181,126.32235014691344
15,50.939998626708984,251.5050048828125,4.9372793809017255,126.72877678435088
16,50.70000076293945,250.94000244140625,4.949506877026276,125.51177486665227
17,50.63999938964844,250.8300018310547,4.95319914799067,125.17626022500332
18,50.415000915527344,250.55499267578125,4.9698500074530925,123.78063675305987
19,50.35020065307617,251.6999969482422,4.998986968940002,122.15448507226193
20,49.75,249.9499969482422,5.02412054167321,119.44794465427555
21,51.4900016784668,250.514892578125,4.865311408270759,131.8027080879216
22,50.68000030517578,250.98550415039062,4.952357984195953,125.31776807366771
23,50.25,249.71499633789062,4.9694526634406095,123.39548739128554
24,49.959999084472656,247.6649932861328,4.95726576910819,123.29220921171378
25,50.6150016784668,249.30999755859375,4.925614724708347,126.51065438580048
26,50.75,249.19000244140625,4.910147831357759,127.63302341442841
27,50.95000076293945,248.97999572753906,4.88675156033844,129.3280526438487
28,51.5099983215332,248.50999450683594,4.824500147633454,133.9560829187622
29,51.42499923706055,250.5500030517578,4.872144030508677,131.28494901017604
30,51.09000015258789,250.7100067138672,4.9072226652003215,128.63754892107318
