,sbux,low,Ratio,Spread
0,107.41999816894531,243.69180297851562,2.2685887835824405,6.165378908464402
1,106.7699966430664,243.22999572753906,2.2780743970673742,5.101086250845651
2,106.95999908447266,243.4600067138672,2.276178092724107,5.317170691864232
3,107.04000091552734,244.3350067138672,2.2826513884906334,4.630002231020922
4,107.62999725341797,244.80999755859375,2.2745517402753572,5.5402286842214155
5,107.8499984741211,244.91000366210938,2.2708391945028743,5.956750357085878
6,108.0999984741211,245.69000244140625,2.27280301488833,5.763711703202472
7,109.72000122070312,245.0,2.2329565919998444,10.25722220582453
8,110.23999786376953,245.1199951171875,2.2235123355145348,11.358096267952373
9,110.65010070800781,246.11390686035156,2.2242537990075246,11.327040592334367
10,110.76390075683594,247.1300048828125,2.2311421247735406,10.578126933602288
11,110.68000030517578,246.91000366210938,2.2308457081795203,10.601143275790673
12,110.44999694824219,246.72000122070312,2.2337710098472727,10.251134520271886
13,110.38999938964844,247.02000427246094,2.2377027415367903,9.81026677044731
14,111.19000244140625,247.3300018310547,2.224390650242049,11.378548778217247
15,111.38500213623047,248.02000427246094,2.226691201829109,11.14637451812946
16,111.58000183105469,249.28500366210938,2.2341369382620764,10.339203309799426
17,111.58000183105469,249.49000549316406,2.2359742014605937,10.134201478744739
18,111.44499969482422,248.72999572753906,2.2318632187056364,10.577247761118098
19,111.65509796142578,249.52000427246094,2.234739020681924,10.280516435850597
20,111.76000213623047,249.75999450683594,2.2347887413458496,10.286824471874649
21,112.7300033569336,250.67999267578125,2.2237202626709838,11.644234455549803
22,112.7699966430664,249.1300048828125,2.2091869495336205,13.28812010549542
23,112.72000122070312,250.21499633789062,2.2197923494338463,12.08574737289548
24,112.49079895019531,250.13999938964844,2.223648527026611,11.622613947368404
25,112.62999725341797,250.60000610351562,2.224984570848071,11.489422647568869
26,112.47000122070312,250.32000732421875,2.2256602170120776,11.393776261153914
27,112.37999725341797,250.11000061035156,2.2255740053663744,11.39246801531949
28,113.70999908447266,251.8000030517578,2.2144051101847353,12.82509774013722
29,113.91000366210938,253.16000366210938,2.222456285868066,11.93467597767734
30,113.9800033569336,253.42999267578125,2.223460126441246,11.829035082617121
31,114.0999984741211,252.74000549316406,2.2150745738220827,12.800751661367837
32,114.3499984741211,253.39500427246094,2.215959839560536,12.73271300748446
33,114.04000091552734,253.0800018310547,2.2192213240906424,12.319890625410448
34,114.20999908447266,253.77999877929688,2.2220471133319477,12.019022263425096
35,115.58000183105469,254.1750030517578,2.199126137956719,14.840565926766498
36,115.86000061035156,254.19000244140625,2.193940972745822,15.482959011564855
37,115.9000015258789,253.67999267578125,2.1887833419841494,16.086884546768214
38,115.8499984741211,254.4199981689453,2.19611567993053,15.229479863480844
39,115.69999694824219,254.38099670410156,2.1986257857716076,14.91630167055622
40,115.5999984741211,254.0500030517578,2.1976644152692697,15.012514855254903
41,115.58000183105469,254.1300048828125,2.1987368130888143,14.88556409571181
42,116.62999725341797,256.55999755859375,2.199777103665112,14.920793199106196
43,116.18000030517578,256.8500061035156,2.210793642871707,13.57426359348069
44,116.23999786376953,256.6860046386719,2.208241649655755,13.879129756391205
45,116.0989990234375,256.80499267578125,2.2119483788481134,13.429098931264047
46,116.30999755859375,257.3500061035156,2.2126215416165738,13.379476410159167
47,116.29000091552734,257.69000244140625,2.2159257065325106,12.99253114378008
48,116.37999725341797,257.6099853515625,2.2135245869667415,13.283845280724005
49,116.5,257.6539001464844,2.2116214604848445,13.521677794537094
50,116.69000244140625,256.6400146484375,2.1993316417771487,14.981658719930703
51,116.70500183105469,257.1199951171875,2.2031617418540583,14.53689442569738
52,116.75,257.07501220703125,2.2019272994178265,14.687525859403717
53,116.79499816894531,256.79998779296875,2.1987241904101458,15.068198797016247
54,116.70500183105469,256.9100036621094,2.201362406334728,14.746885880775505
55,116.26000213623047,256.3999938964844,2.2054015928542774,14.212107339668602
56,116.8550033569336,257.3800048828125,2.2025587051385838,14.629064317840754
57,116.97000122070312,258.1099853515625,2.206634031443254,14.169080491252554
58,116.79000091552734,257.6400146484375,2.2060108967272387,14.21643918757577
59,117.33000183105469,258.8688049316406,2.2063308692723784,14.255484924777942
60,117.16999816894531,258.9263000488281,2.209834463558555,13.822326729277119
61,117.41999816894531,259.364990234375,2.208865561905371,13.970596669143685
62,116.95999908447266,258.510009765625,2.210242918853991,13.745572656645106
63,116.4000015258789,256.82501220703125,2.206400419590476,14.115785266345153
64,115.69999694824219,253.7100067138672,2.192826390716009,15.587291660790594
65,115.48999786376953,254.78500366210938,2.2061218146583603,14.019250356713268
66,115.33000183105469,254.59500122070312,2.207534875388763,13.833607632407688
67,116.04000091552734,255.82000732421875,2.204584671715453,14.27556613555414
68,116.41999816894531,255.05999755859375,2.190860690346843,15.927748843271058
69,116.69000244140625,255.5500030517578,2.189990553647281,16.07167031661039
70,116.0199966430664,258.4849853515625,2.2279347770263023,11.563621267120492
71,115.83000183105469,260.1449890136719,2.2459206155682327,9.457540090265876
72,115.63999938964844,259.67999267578125,2.2455897098441753,9.476441000809768
73,114.8499984741211,259.364990234375,2.2582933711820394,7.936647296397337
74,114.51000213623047,259.2900085449219,2.2643437578181973,7.213371813336846
75,114.31999969482422,260.0,2.2743177107598553,6.057284930911988
76,114.2300033569336,259.8500061035156,2.2747964498570865,5.995981780296245
77,112.91999816894531,258.864990234375,2.2924636417995155,3.905314411701295
78,112.55000305175781,258.44000244140625,2.2962238599190328,3.461612683123076
79,112.80999755859375,257.80999755859375,2.2853470715189643,4.702043199292473
80,112.29000091552734,258.260009765625,2.299937729628365,3.0311618129458795
81,111.51499938964844,257.0400085449219,2.304981481879307,2.4315830623469994
82,110.69999694824219,256.1000061035156,2.3134599201773716,1.4580897628728282
83,110.44000244140625,254.74000549316406,2.306591813308913,2.207664739867494
84,111.63999938964844,256.1400146484375,2.2943390903689624,3.6250570215380664
85,111.18000030517578,257.17999267578125,2.3131857525620885,1.505074512945737
86,111.54000091552734,257.2550048828125,2.306392350468417,2.275286319518
87,111.36000061035156,257.114990234375,2.308863046202917,1.992688961153715
88,111.45999908447266,257.4100036621094,2.309438415363928,1.9324560010644634
89,111.3363037109375,257.9100036621094,2.3164951149422137,1.1420389932113837
90,111.1500015258789,257.7699890136719,2.319118177912536,0.8446458260217016
91,109.46499633789062,254.3300018310547,2.32339113268686,0.32850958278312437
92,108.70500183105469,251.15499877929688,2.3104272531049928,1.7191667503571013
93,107.93499755859375,252.39500427246094,2.3383982024500014,-1.3286859601372951
94,108.04000091552734,252.19000244140625,2.334228066497192,-0.877152994864292
95,107.5916976928711,251.5,2.3375409570906336,-1.2396950166323277
96,107.66999816894531,251.7100067138672,2.3377915017599262,-1.2658647014736912
97,107.58000183105469,251.10000610351562,2.33407698298655,-0.8671611382222748
98,105.3499984741211,242.5800018310547,2.302610397195627,2.4171509340059005
