,klac,asml,Ratio,Spread
0,378.8399963378906,701.5349731445312,1.8517975396632256,-110.72019628299608
1,381.885009765625,701.1400146484375,1.8359977394209568,-105.57642840500523
2,380.6449890136719,700.72998046875,1.8409016293225955,-107.10025176663032
3,379.75,702.8400268554688,1.8507966474140058,-110.606066128002
4,383.0050048828125,704.27001953125,1.8388010875908385,-106.95976009690958
5,384.8399963378906,712.2899780273438,1.8508730506325832,-112.11798256313637
6,384.489990234375,709.1699829101562,1.844443290910811,-109.54383471642632
7,380.6600036621094,701.75,1.8435086251480843,-108.09685540660166
8,377.19000244140625,692.4500122070312,1.835812210623473,-104.20846094257604
9,377.6575012207031,692.8800048828125,1.8346782538231468,-103.90937223929666
10,378.32501220703125,692.0900268554688,1.8293530814101593,-102.07838650882672
11,377.5450134277344,688.0750122070312,1.8224979478870411,-99.27980837500559
12,373.125,682.0999755859375,1.828073636411223,-100.19794373225477
13,373.82000732421875,684.5599975585938,1.8312556421434831,-101.57407646104878
14,375.3999938964844,681.640380859375,1.8157708895630287,-96.19041313750063
15,375.05499267578125,679.4400024414062,1.8115743443222274,-94.52807669291656
16,372.4800109863281,675.3009033203125,1.8129856190997036,-94.40475533283802
17,371.0899963378906,675.1400146484375,1.8193430739472118,-96.4116451486874
18,370.6600036621094,674.5499877929688,1.8198618171057996,-96.49220753735756
19,369.9800109863281,671.3699951171875,1.8146115335457857,-94.37268821415978
20,366.05999755859375,667.5800170898438,1.8236901642960508,-96.69611394826961
21,363.8699951171875,671.4000244140625,1.8451645736764646,-103.93150986992566
22,360.8399963378906,670.1799926757812,1.8572774622473518,-107.43687162226297
23,358.8399963378906,665.9849853515625,1.8559385579874386,-106.36093716560163
24,357.44000244140625,665.5349731445312,1.8619487706993003,-108.09426644720565
25,359.1400146484375,666.3599853515625,1.855432305430691,-106.26804767950307
26,355.4100036621094,662.3300170898438,1.8635660512232661,-108.0551674493579
27,360.2699890136719,668.22998046875,1.854803344286863,-106.37580660487163
28,364.4649963378906,676.5,1.856145327527766,-108.10355937403392
29,365.80499267578125,679.2899780273438,1.8569729545200855,-108.80376429130717
30,365.04998779296875,679.9450073242188,1.8626079442847066,-110.63625121060909
31,362.739990234375,677.9500122070312,1.8689695938101325,-112.24378144798845
32,362.760009765625,675.3900146484375,1.8618094510604934,-109.65256270102316
33,366.3999938964844,678.4349975585938,1.8516239324781916,-107.02085774072782
34,367.19000244140625,680.760009765625,1.853972072331289,-108.11382283895693
35,351.25,655.6599731445312,1.8666476103758898,-107.87280077975788
36,348.95001220703125,651.3099975585938,1.8664850975049487,-107.10973995420136
37,347.114990234375,647.0499877929688,1.8640796450653863,-105.7115138117183
38,345.6600036621094,649.7550048828125,1.8797517734159461,-110.68563547166912
39,347.0,649.3599853515625,1.8713544246442724,-108.20084283034862
40,344.8699951171875,647.5900268554688,1.8777801375136054,-109.7527045531275
41,345.5199890136719,646.4600219726562,1.8709772011108639,-107.60901050701386
42,335.2449951171875,623.0999755859375,1.8586406498570636,-100.27319145871638
43,337.20001220703125,624.8699951171875,1.853113797438225,-98.9942906096951
44,339.4200134277344,625.510009765625,1.8428789847974059,-96.17213247141285
45,342.29998779296875,629.5,1.839030156146943,-95.67069775485606
46,342.260009765625,627.6099853515625,1.833722805598414,-93.8430302966118
47,344.3399963378906,630.75,1.8317651353549522,-93.73923010383055
48,344.25,628.2000122070312,1.8248366367669753,-91.3295948787088
49,350.9200134277344,626.9967041015625,1.7867225581611952,-79.72415781889504
50,348.7099914550781,617.94873046875,1.7720992962954891,-74.1227939718915
51,349.1099853515625,616.4600219726562,1.7658046112656032,-72.01028042094129
52,352.1050109863281,623.1452026367188,1.769770901275003,-74.02460948748558
53,351.80499267578125,623.4600219726562,1.772175025802515,-74.80731830952163
54,355.2449951171875,626.989990234375,1.764950946114089,-72.97247743157959
55,352.9200134277344,624.6099853515625,1.7698344145605125,-74.21836620133763
56,347.5450134277344,617.8599853515625,1.7777840609991522,-75.85087453289827
57,345.32000732421875,617.0800170898438,1.7869802038735372,-78.54088435499216
58,347.2099914550781,621.5900268554688,1.7902423379307901,-80.1033950092783
59,343.75,616.4099731445312,1.7931926491477272,-80.31932403309816
60,342.29998779296875,612.77001953125,1.7901549558391103,-78.94071728610606
61,343.0299987792969,613.4849853515625,1.7884295470795675,-78.5172043761811
62,341.2099914550781,610.9299926757812,1.790480958867856,-78.80057943226313
63,335.75,600.8900146484375,1.7896947569573716,-77.27565700723414
64,336.1400146484375,599.7473754882812,1.7842189247107212,-75.52477579313222
65,335.8699951171875,600.39501953125,1.7875815888875926,-76.5935251329172
66,335.67498779296875,602.6500244140625,1.795337890309997,-79.15265104270259
67,335.6499938964844,603.9896850585938,1.7994628215153976,-80.53129057942328
68,334.010009765625,602.1901245117188,1.802910412577982,-81.28934503544235
69,331.2900085449219,597.739990234375,1.804280161842923,-81.0811517617077
70,339.0,612.77001953125,1.8075811785582596,-84.08716848026586
71,335.3424987792969,610.6900024414062,1.8210933736833852,-87.71115780069874
72,336.0199890136719,605.0999755859375,1.8007856537407285,-81.06456024119291
73,337.25,606.1300048828125,1.797272067851186,-80.17634259094109
74,329.82000732421875,594.8800048828125,1.8036504507685467,-80.51368687153092
75,328.7799987792969,592.4199829101562,1.8018735479947348,-79.6755961161216
76,330.2200012207031,594.2100219726562,1.7994367990311857,-79.21989890651821
77,336.0849914550781,609.4284057617188,1.813316337403827,-85.29161674131649
78,338.8299865722656,615.4000244140625,1.81625018092314,-86.98231549786169
79,337.5150146484375,615.4949951171875,1.8236077460384972,-89.12803282559275
80,336.989990234375,612.6749877929688,1.8180806716747169,-87.12682020372779
81,334.8999938964844,611.3400268554688,1.8254405434370666,-89.05128470163231
82,336.1199951171875,615.1500244140625,1.8301500456692312,-90.95864590728502
83,336.6000061035156,612.6400146484375,1.8200831953046086,-87.70004151986723
84,329.1400146484375,603.1500244140625,1.8325028789292053,-89.84417975536451
85,329.510009765625,605.7899780273438,1.8384569818022587,-91.90711250307163
86,325.1050109863281,599.219970703125,1.8431582118195171,-92.2068612659171
87,324.6499938964844,600.5399780273438,1.8498074520796932,-94.23648431973913
88,325.30999755859375,603.9000244140625,1.856383231214067,-96.56723094897092
