,v,msft,Ratio,Spread
0,225.32000732421875,310.6628112792969,1.378762653918594,-31.60434645144693
1,226.14999389648438,312.09649658203125,1.3800420296490796,-32.01009472615294
2,226.50999450683594,311.8999938964844,1.376981155182852,-31.367731866648057
3,227.0,312.1000061035156,1.3748898947291437,-30.960873062518658
4,227.67999267578125,313.6000061035156,1.3773718209403027,-31.61870323281221
5,228.08999633789062,315.3799133300781,1.3826994536966757,-32.890821586647576
6,228.19000244140625,315.4200134277344,1.3822692057191537,-32.807064286765524
7,224.9199981689453,313.2200012207031,1.3925840466414756,-34.656947085020704
8,224.61500549316406,311.9700012207031,1.388909883984566,-33.784680020937
9,225.08999633789062,314.7300109863281,1.3982407752758397,-35.95641439321912
10,224.7550048828125,314.5299987792969,1.3994349044342445,-36.171288561768506
11,223.4499969482422,313.94000244140625,1.4049675843769391,-37.197542441220264
12,223.25,313.17498779296875,1.4027994973929172,-36.68022368987374
13,223.9499969482422,314.05999755859375,1.4023666078958563,-36.69828836668751
14,221.05499267578125,311.9800109863281,1.4113230703814301,-38.203759905918105
15,223.30999755859375,312.1300048828125,1.397743084927998,-35.56093390038876
16,223.66000366210938,311.3699951171875,1.3921576947999363,-34.3674421413653
17,224.08999633789062,311.760009765625,1.3912268055711978,-34.22491155595651
18,224.6999969482422,311.1300048828125,1.384646235462472,-32.83942190332584
19,224.97500610351562,311.25,1.3834870165834665,-32.61881862627587
20,222.17999267578125,308.05999755859375,1.386533476072861,-32.890435796813165
21,224.8699951171875,308.5592956542969,1.3721674850105992,-30.058170217383633
22,225.1750030517578,307.8299865722656,1.3670699784625253,-28.951109301450515
23,225.39999389648438,306.69500732421875,1.360669989481319,-27.537479255920857
24,225.27670288085938,306.55999755859375,1.36081536012502,-27.555165213840155
25,226.42999267578125,307.6099853515625,1.3585213765917512,-27.1768054601597
26,225.60000610351562,307.0,1.3608155660205714,-27.59475713662556
27,226.36000061035156,309.4200134277344,1.3669376771223796,-29.073518596219913
28,227.24000549316406,312.8800048828125,1.3768702575226117,-31.443625426514984
29,228.77000427246094,313.29998779296875,1.369497669894844,-29.968707321846125
30,228.85000610351562,313.82000732421875,1.3712912342343075,-30.38964471466261
31,227.66000366210938,313.3500061035156,1.3763946282307298,-31.393459593931368
32,227.7100067138672,313.8999938964844,1.3785076836386934,-31.881518688130996
33,227.39999389648438,314.1260070800781,1.3813808949488038,-32.4914822448992
34,227.74000549316406,315.07000732421875,1.3834635976316247,-33.01437867620098
35,227.00999450683594,312.3800048828125,1.3760627833212242,-31.228493661255925
36,226.99000549316406,312.4800109863281,1.3766245359897074,-31.353256125890766
37,226.50999450683594,310.6700134277344,1.371551017446864,-30.137751397898057
38,227.10479736328125,312.4200134277344,1.3756645260468947,-31.151089021724772
39,226.1199951171875,312.1099853515625,1.3802847695526015,-32.06073693534859
40,226.02000427246094,310.94000244140625,1.3757189477201168,-31.014592524745012
