,dow,apd,Ratio,Spread
0,63.43000030517578,249.89999389648438,3.9397760159886515,61.0675385798022
1,63.861000061035156,249.47000122070312,3.906453093159709,63.610520849350394
2,63.560001373291016,251.6750030517578,3.959644392920292,59.929863669784595
3,63.650001525878906,249.02999877929688,3.9124900677032333,63.01609646562713
4,63.80500030517578,250.4949951171875,3.925946147152791,62.3109864229105
5,64.08000183105469,251.4949951171875,3.9247033072852857,62.659189883707256
6,64.19999694824219,252.3800048828125,3.931152910899363,62.36245988036302
7,64.12000274658203,251.3699951171875,3.920305432778338,62.98029560558149
8,64.37999725341797,251.9600067138672,3.9136380469555005,63.664915096071525
9,64.27999877929688,253.11000061035156,3.937616761310091,62.02467559657248
10,64.26499938964844,251.9658966064453,3.9207328872554386,63.09524463019363
11,64.33999633789062,252.322998046875,3.921712968738216,63.10581804118942
12,64.125,252.30999755859375,3.9346588313230995,62.06479235315629
13,64.2699966430664,253.0800018310547,3.937762798348575,62.00563859456531
14,64.30999755859375,251.09469604492188,3.904442630652348,64.18705010257236
15,64.3478012084961,251.5050048828125,3.9085252356626805,63.962074824072715
16,64.41999816894531,250.94000244140625,3.8953742560392666,64.8810250904067
17,64.25,250.8300018310547,3.9039689000942364,64.15760443529916
18,64.36499786376953,250.55499267578125,3.892721214814432,64.99639416387231
19,64.2699966430664,251.6999969482422,3.9162908058965358,63.38564347737781
20,63.72999954223633,249.9499969482422,3.9220147300109534,62.488291038759314
21,63.83000183105469,250.514892578125,3.924720122070309,62.41365971356214
22,63.90999984741211,250.98550415039062,3.927171096066803,62.33524088337401
23,63.869998931884766,249.71499633789062,3.9097385394385773,63.40964297399978
24,63.4900016784668,247.6649932861328,3.90085031876965,63.596697772965115
25,64.11000061035156,249.30999755859375,3.88878482584726,64.9912573828712
26,64.07499694824219,249.19000244140625,3.8890365089317798,64.93964596716546
27,64.19000244140625,248.97999572753906,3.878797106368898,65.71347065767435
28,63.90999984741211,248.50999450683594,3.888436787672732,64.8107505269287
29,63.869998931884766,250.5500030517578,3.9228120751804156,62.57463626013259
30,63.816898345947266,250.7100067138672,3.928583387973269,62.154305338010886
31,63.82500076293945,251.13470458984375,3.9347387636173337,61.76932981119137
32,63.904998779296875,251.38999938964844,3.9338080618364795,61.90622775346418
33,64.01000213623047,252.64500427246094,3.9469613473026377,61.16600506598934
34,64.0199966430664,252.63999938964844,3.9462669890191293,61.220008326763946
35,63.869998931884766,251.27999877929688,3.9342414745814955,61.84464053259353
36,63.93000030517578,252.99000549316406,3.957297110675627,60.42879240153775
37,63.59000015258789,251.9346923828125,3.9618602261091462,59.8172442793001
38,63.88999938964844,252.24000549316406,3.948035810030582,60.98268667966346
39,63.72999954223633,251.75999450683594,3.9504157589077793,60.678293480165564
40,63.6349983215332,251.85000610351562,3.957727865898176,60.12253546945226
41,63.5,251.7100067138672,3.963937113604208,59.600701424863814
42,61.93000030517578,247.67999267578125,3.999353971504526,55.93374354525969
43,62.0099983215332,250.50999450683594,4.039832305879057,53.495934456282555
44,61.935001373291016,250.4199981689453,4.043271052173368,53.2182559427477
45,61.45000076293945,250.92999267578125,4.083482336213693,50.33053098778163
46,61.58000183105469,250.0800018310547,4.061058694300652,51.81785607776402
47,61.58000183105469,249.52000427246094,4.051964872573752,52.37785363635777
48,61.66999816894531,250.0,4.053835048204859,52.33906773052934
49,60.5,248.9600067138672,4.115041433287061,47.64310891437259
50,60.29999923706055,250.80999755859375,4.159369829717099,44.812608161945775
51,60.290000915527344,251.08999633789062,4.16470380701593,44.483592303015826
52,60.72999954223633,250.2899932861328,4.121356745805042,47.440702190377465
53,61.040000915527344,250.5449981689453,4.104603447101386,48.70548859958393
54,61.43000030517578,251.2100067138672,4.089370103628365,49.952464088758575
55,61.27000045776367,251.3800048828125,4.102823616854724,48.99806173398724
56,61.599998474121094,252.99000549316406,4.1069807103883,49.005886574920794
57,62.119998931884766,253.42999267578125,4.079684433891731,51.115217671655955
58,62.209999084472656,252.88999938964844,4.065102123635437,52.09643948117031
59,62.18000030517578,252.47000122070312,4.060308780662516,52.36936770954543
60,61.79999923706055,252.0,4.077669953252674,50.97640197578511
61,62.03499984741211,252.89500427246094,4.076650356967977,51.23349544224669
62,61.70000076293945,251.1999969482422,4.071312704085528,51.28615942452831
