,ge,hon,Ratio,Spread
0,71.08118438720703,204.11500549316406,2.871575751766737,14.35205707343695
1,70.88999938964844,203.4373016357422,2.8697602396290707,14.433771790711628
2,70.69477081298828,203.83999633789062,2.8833815287005704,13.422482726967498
3,69.36026763916016,199.75999450683594,2.8800349437240826,13.342380945029358
4,69.71116638183594,200.7100067138672,2.8791658084516647,13.486240341924454
5,70.52302551269531,203.05999755859375,2.879343251120722,13.667092562816773
6,70.30413818359375,203.02000427246094,2.8877390366736324,13.024739050161795
7,69.5355224609375,201.5800018310547,2.8989499855170417,12.068702945138053
8,68.84465026855469,199.5,2.8978286507633424,11.9950194496877
9,69.5316162109375,199.6300048828125,2.871068094795849,14.006522773792252
10,69.92974090576172,200.75,2.870738506961344,14.127618733674918
11,70.17955017089844,200.64999389648438,2.859094898839755,15.006365904904325
12,69.8438720703125,197.75,2.831314962047396,16.859936153669448
13,70.47618865966797,197.82000732421875,2.8069055816780706,18.761076279319408
14,70.79624938964844,198.9499969482422,2.810177073834252,18.628825608099955
15,71.06947326660156,199.1300048828125,2.8019062999921203,19.300550108461263
16,70.48399353027344,198.1699981689453,2.811560302465406,18.435415890332106
17,71.22950744628906,200.49000549316406,2.8147043645408396,18.439430866230023
18,71.88134002685547,201.91000366210938,2.808934886114729,19.051418178219958
19,72.70101165771484,201.6999969482422,2.7743767569269897,21.816622196882005
20,72.06869506835938,201.27999877929688,2.792890846551011,20.265472915958636
21,72.88056182861328,202.0399932861328,2.772206857587792,22.03634525817827
22,73.33333587646484,202.99000549316406,2.7680454334590068,22.497784885265528
23,73.34894561767578,203.4199981689453,2.7733186408602544,22.116453120962827
24,73.3434829711914,202.79629516601562,2.765021334556364,22.723127183218704
25,73.7548828125,204.47999572753906,2.772426555776233,22.32190087861522
26,74.87689208984375,202.0,2.6977615438101115,28.299583940309983
27,75.0273208618164,203.2100067138672,2.708480116038459,27.558515247763776
28,75.40140533447266,202.88499450683594,2.6907322696023974,29.049676922838326
29,75.72599792480469,203.0749969482422,2.6817077689737947,29.871540795633077
30,75.83138275146484,204.3350067138672,2.694596871371438,28.940051641080057
31,76.33099365234375,205.14999389648438,2.687636883529358,29.682522810453744
32,76.45589447021484,205.2100067138672,2.6840312069569925,30.011868635209478
33,75.308349609375,205.08999633789062,2.7233367535166293,26.55458851441122
34,75.55035400390625,206.4250030517578,2.73228373014751,25.97399241251855
35,76.15924835205078,206.7449951171875,2.7146406981525883,27.55213264630302
36,76.66276550292969,206.67999267578125,2.695963174820284,29.18677055928813
37,76.79937744140625,207.07000732421875,2.6962459100948037,29.222622128316427
38,76.62763214111328,207.2550048828125,2.704703239441654,28.502235626275077
39,76.5339584350586,207.5500030517578,2.7118681340371324,27.915224421585034
40,76.7213134765625,195.0,2.54166660037136,41.04927732826902
41,77.30679321289062,195.66000366210938,2.5309548557174377,42.21441459815596
42,76.93988800048828,195.99000549316406,2.547313371341537,40.740643512988235
43,77.0335693359375,195.0449981689453,2.5319480825089253,41.977687656388404
44,76.80718231201172,194.38999938964844,2.5308830963227273,41.926960518626025
45,76.73692321777344,193.18499755859375,2.517497307135311,42.91294068115382
46,76.76034545898438,191.75,2.4980346147928483,44.4209533904021
47,76.51834869384766,189.61000061035156,2.4779677534467868,45.80656595151273
48,76.77595520019531,189.14999389648438,2.4636618769935303,47.06962040539627
49,77.1584701538086,191.16000366210938,2.4774986243383106,46.25204080536289
50,77.33802032470703,191.4197998046875,2.4751060216049385,46.55196406197165
51,77.40046691894531,191.4333953857422,2.4732847617859144,46.73303591026788
52,77.85324096679688,192.00999450683594,2.4663070171828174,47.56788862329264
53,77.28337097167969,191.46499633789062,2.4774410578965624,46.336406771720185
54,77.33020782470703,191.72000122070312,2.479238147856736,46.22740840678005
55,77.56050109863281,191.85499572753906,2.473617279542318,46.810316936591356
56,77.33802032470703,191.5800018310547,2.4771774739862455,46.391762035604465
57,77.85324096679688,193.00999450683594,2.479151697604362,46.56788862329264
58,78.2825927734375,193.77000427246094,2.4752629851346737,47.14631554113162
59,78.1576919555664,193.52000427246094,2.476019946731275,47.006956898993074
60,77.97814178466797,192.49000549316406,2.468512343173217,47.47723627910306
61,78.01326751708984,191.5500030517578,2.4553516234888666,48.5267376630544
62,78.2786865234375,191.9499969482422,2.452136149356188,48.95414574576238
63,77.7822036743164,192.3699951171875,2.473187773422622,46.986440433871245
