,lrcx,asml,Ratio,Spread
0,561.030029296875,701.5349731445312,1.2504410397135919,-20.588436353712723
1,564.5399780273438,701.1400146484375,1.2419669854000623,-15.933300491852151
2,563.4661865234375,700.72998046875,1.2436060889336134,-16.826573742493792
3,561.02001953125,702.8400268554688,1.2527895661240642,-21.905639352354115
4,567.1099853515625,704.27001953125,1.2418579071476925,-15.94397575669916
5,570.6749877929688,712.2899780273438,1.248153490627051,-19.636935804654968
6,569.3699951171875,709.1699829101562,1.2455345188398892,-18.100867031346638
7,562.530029296875,701.75,1.2474889578377544,-18.982847998144848
8,555.97998046875,692.4500122070312,1.2454585354372338,-17.632939224854226
9,557.27001953125,692.8800048828125,1.2433469962472257,-16.497155407289483
10,558.0499877929688,692.0900268554688,1.240193606297914,-14.760495992338406
11,555.6400146484375,688.0750122070312,1.2383467606133218,-13.670570520649903
12,548.5999755859375,682.0999755859375,1.2433467115222052,-16.24033536854256
13,547.9400024414062,684.5599975585938,1.2493338586496008,-19.501395438404984
14,550.5800170898438,681.640380859375,1.2380405385256559,-13.377478188316331
15,551.3099975585938,679.4400024414062,1.232410087700604,-10.291090740236996
16,546.9500122070312,675.3009033203125,1.2346665842374969,-11.443895386444296
17,545.9000244140625,675.1400146484375,1.2367466284199085,-12.557422546090493
18,543.5650024414062,674.5499877929688,1.2409739125279355,-14.80151337163693
19,543.9849853515625,671.3699951171875,1.2341700840939562,-11.111769179451699
20,537.1400146484375,667.5800170898438,1.242841715165794,-15.629829672914411
21,533.0,671.4000244140625,1.2596623347355769,-24.47475275903969
22,528.0399780273438,670.1799926757812,1.2691841916580737,-29.274915321087747
23,524.77001953125,665.9849853515625,1.2690987681545767,-29.04879878183351
24,520.4949951171875,665.5349731445312,1.2786577765165419,-33.78756955866572
25,521.1799926757812,666.3599853515625,1.2785601801988122,-33.78117044923124
26,518.3400268554688,662.3300170898438,1.2777906061160205,-33.19819216836913
27,525.5399780273438,668.22998046875,1.2715112235171995,-30.359261799117576
28,533.739990234375,676.5,1.2674710765122479,-28.67657002716271
29,535.2025146484375,679.2899780273438,1.2692204528851179,-29.691418591336742
30,531.8699951171875,679.9450073242188,1.2784045228466134,-34.391271721325325
31,529.030029296875,677.9500122070312,1.2814962755669717,-35.84326658499458
32,530.0399780273438,675.3900146484375,1.2742246672827298,-32.05745034569509
33,535.20751953125,678.4349975585938,1.267611109337153,-28.83036347873474
34,535.8200073242188,680.760009765625,1.270501288604747,-30.411972624130613
35,508.9949951171875,655.6599731445312,1.2881462085763271,-37.87061950994678
36,509.0,651.3099975585938,1.2795874215296537,-33.514569280157275
37,505.9750061035156,647.0499877929688,1.2788180838730818,-32.92612611535401
38,503.6400146484375,649.7550048828125,1.290117913558496,-38.465223845701644
39,504.3299865722656,649.3599853515625,1.2875696520942752,-37.232755394645096
40,501.3999938964844,647.5900268554688,1.2915636911418986,-39.0190563877203
41,504.19000244140625,646.4600219726562,1.282175407767598,-34.50269684103648
42,492.260009765625,623.0999755859375,1.2657944241349364,-25.62260120970643
43,492.5091857910156,624.8699951171875,1.268747899825641,-27.090184966255265
44,491.9750061035156,625.510009765625,1.2714263976938953,-28.37855672435228
45,493.54998779296875,629.5,1.2754533797376137,-30.45692321144554
46,493.8888854980469,627.6099853515625,1.2707513851393288,-28.155573685107697
47,499.5299987792969,630.75,1.2626869287957998,-24.44872390219541
48,497.9800109863281,628.2000122070312,1.2614964423226183,-23.780023677760028
49,503.80999755859375,626.9967041015625,1.2445102462037625,-15.500607416553748
50,496.55999755859375,617.94873046875,1.2444593473235477,-15.2522739704184
51,495.52899169921875,616.4600219726562,1.2440443088077509,-15.01494210782198
52,499.95001220703125,623.1452026367188,1.2464150163450178,-16.33413798199888
53,500.6000061035156,623.4600219726562,1.2454255181206195,-15.860031467922795
54,506.760009765625,626.989990234375,1.2372523051381974,-11.91333548478974
55,502.9700012207031,624.6099853515625,1.2418434177697286,-14.133428739873011
56,496.30999755859375,617.8599853515625,1.244907393344658,-15.466964721736986
57,493.85400390625,617.0800170898438,1.2495191133592312,-17.66794272779589
58,498.3699951171875,621.5900268554688,1.2472460881384062,-16.696697632393807
59,492.4100036621094,616.4099731445312,1.2518226042530005,-18.750544655298768
60,492.1700134277344,612.77001953125,1.245037289581283,-15.401877622819825
61,492.13299560546875,613.4849853515625,1.2465837300683222,-16.16177358332982
62,492.0400085449219,610.9299926757812,1.241626660568609,-13.719643345456007
63,481.6300048828125,600.8900146484375,1.2476174834552567,-16.314739327567963
64,478.4949951171875,599.7473754882812,1.2534036543922429,-18.97719781144201
65,477.20001220703125,600.39501953125,1.258162204888568,-21.19661891058604
66,476.0,602.6500244140625,1.2660714798614758,-24.908130778432337
67,476.3500061035156,603.9896850585938,1.2679535579292944,-25.82297379895283
68,477.1199951171875,602.1901245117188,1.2621355857530394,-23.088844111663093
69,475.885009765625,597.739990234375,1.2560597160409908,-20.1376652452941
70,481.05999755859375,612.77001953125,1.2737912581405477,-28.88658688029716
71,476.6600036621094,610.6900024414062,1.2811857461284015,-32.14703366805861
72,475.510009765625,605.0999755859375,1.2725283656682356,-27.95280439961573
73,477.05499267578125,606.1300048828125,1.270566316648433,-27.107620771809252
74,467.2799987792969,594.8800048828125,1.273069693624492,-27.721955822295854
75,466.0,592.4199829101562,1.2712875169745843,-26.815524014770403
76,466.8299865722656,594.2100219726562,1.2728617249626317,-27.598172291655146
77,474.04998779296875,609.4284057617188,1.285578359782331,-34.053326716640754
78,476.55999755859375,615.4000244140625,1.291337979617977,-36.97843739621953
79,473.8349914550781,615.4949951171875,1.29896484264932,-40.38086647416344
80,473.1300048828125,612.6749877929688,1.2949400407288045,-38.416532001306905
81,471.7900085449219,611.3400268554688,1.2957884138770597,-38.70798287413834
82,473.9649963378906,615.1500244140625,1.2978807067337115,-39.878103192933395
83,472.8800048828125,612.6400146484375,1.2955506858452597,-38.68499472528174
84,466.5350036621094,603.1500244140625,1.292829090378173,-36.89620831521222
85,466.3900146484375,605.7899780273438,1.298891397758559,-39.712141397642995
86,459.1600036621094,599.219970703125,1.3050352076050686,-41.917512725204915
87,459.44000244140625,600.5399780273438,1.3071129523684268,-42.89767335831732
88,461.05999755859375,603.9000244140625,1.3098078940091,-44.29146124359829
89,458.6400146484375,600.030029296875,1.3082810268022897,-43.35870459086357
90,456.1600036621094,597.5700073242188,1.3100008824247025,-43.90877976837203
91,466.5199890136719,612.6400146484375,1.3132127863238963,-46.404422481143
92,465.2300109863281,606.3499755859375,1.3033337516219616,-41.68008583096639
93,462.2200012207031,601.2750244140625,1.3008416399682425,-40.258514368868646
94,466.0450134277344,604.9793090820312,1.298113468981125,-39.32021543248936
95,471.2699890136719,607.3585815429688,1.2887699104585861,-35.35770787405829
96,470.0238952636719,604.97998046875,1.287126009049755,-34.4915449569246
97,470.7699890136719,605.6300048828125,1.2864668925725087,-34.23600295091421
98,475.2250061035156,606.4500122070312,1.2761323676535061,-29.648762355667827
99,479.9599914550781,605.5999755859375,1.2617717859148239,-23.051668164513785
100,479.3500061035156,607.219970703125,1.2667569896139645,-25.412029021410717
101,479.3699951171875,607.5700073242188,1.2674343690945682,-25.7378041076081
102,477.3550109863281,607.7050170898438,1.273067220629321,-28.318487712326487
103,479.1400146484375,613.5150146484375,1.2804503817085615,-31.961948724925264
104,479.19000244140625,617.1699829101562,1.2879441970111256,-35.55624462914727
105,490.0,645.2960205078125,1.3169306540975765,-50.56171823584032
106,484.0,642.6849975585938,1.327861565203706,-55.23315613076818
107,482.81500244140625,634.9099731445312,1.3150170767976146,-48.896414770183696
108,486.2900085449219,635.0449829101562,1.30589765726493,-44.813658555471534
109,481.7699890136719,631.3599853515625,1.3105008608862216,-46.61480520539544
110,482.82000732421875,634.4000244140625,1.3139472573431619,-48.38039139586306
111,482.78900146484375,633.7789916992188,1.312745298207399,-47.79699184049218
112,482.8699951171875,642.02001953125,1.329591869495719,-55.939714155553816
113,481.4700012207031,637.3599853515625,1.3237792255708998,-52.97891343139827
114,477.7250061035156,625.8300170898438,1.3100214748947767,-45.99440855341925
115,476.4549865722656,625.2999877929688,1.3124009726323376,-47.00585717448246
116,472.0,621.2899780273438,1.3162923263291182,-48.40305828781129
117,471.510009765625,622.3300170898438,1.3198659714545347,-50.03781979961968
118,469.54998779296875,620.0,1.3204131958648178,-50.08676658803199
119,461.5849914550781,611.1099853515625,1.323938162341737,-50.86421426533775
120,468.1499938964844,618.02001953125,1.3201324951163074,-49.806019574813945
121,464.7699890136719,613.6314697265625,1.3202906474852265,-49.519928638810825
122,465.0,613.0599975585938,1.3184085969002015,-48.66928213723236
123,465.94500732421875,611.0599975585938,1.3114423117606229,-45.522285664556534
124,466.80999755859375,610.72998046875,1.3083052712299537,-44.142392322645264
125,463.1300048828125,607.6099853515625,1.311964197839672,-45.48896430014497
126,476.1700134277344,595.489990234375,1.2505827192848824,-17.541743910335754
127,470.5450134277344,585.739990234375,1.2448118108137853,-14.619050951723125
128,471.0899963378906,587.094970703125,1.246248010501224,-15.312561969816215
129,472.6390075683594,588.3250122070312,1.2447660958706204,-14.662501201550413
130,473.3800048828125,588.97998046875,1.2442012218377387,-14.41808880858207
131,474.2200012207031,591.010009765625,1.2462781161576681,-15.42857803213792
132,476.44000244140625,599.6400146484375,1.2585845260173818,-21.364070920995687
133,464.7900085449219,572.0999755859375,1.2308783860844206,-7.964135922778155
134,460.6650085449219,564.7000122070312,1.2258365661214843,-5.570864374222651
135,466.1700134277344,573.97998046875,1.2312674859721073,-8.16916888495507
136,463.8450012207031,568.7100219726562,1.2260777209541536,-5.721178782172615
137,467.6499938964844,570.5999755859375,1.2201432332579938,-2.9928473665136153
138,461.45001220703125,565.760009765625,1.2260483146586085,-5.678068860845883
139,456.82000732421875,560.4199829101562,1.2267851099446472,-5.957680216592053
140,451.6600036621094,547.1500244140625,1.2114201389932902,1.049357508674234
141,456.510009765625,555.4500122070312,1.2167312880876426,-1.3639670271736577
142,462.3999938964844,563.010009765625,1.2175822171218795,-1.7750347848293586
143,461.1099853515625,562.5499877929688,1.2199909038275667,-2.8807522650078
144,459.5,562.5700073242188,1.2243090474955793,-4.8548810099918
145,456.4949951171875,557.989990234375,1.2223353951364408,-3.9221689860731885
146,456.7300109863281,557.1400146484375,1.2198454256274285,-2.7869444226740825
147,464.80999755859375,567.4099731445312,1.2207353028653471,-3.249871946475423
148,470.5050048828125,577.0800170898438,1.2265119628930954,-6.007637917496027
149,472.6400146484375,578.9600219726562,1.2249492299193128,-5.296288630302797
150,480.0950012207031,586.469970703125,1.221570666663785,-3.7577960597443507
151,484.32000732421875,591.8499755859375,1.2220225607771245,-4.009727356701319
152,487.4049987792969,592.905029296875,1.2164525000396023,-1.3203928216166787
153,484.6300048828125,590.780029296875,1.2190331249500956,-2.563523553932214
154,480.2099914550781,578.1900024414062,1.2040357608750292,4.66174084852355
155,481.6600036621094,578.844970703125,1.2017708888056067,5.766715440344797
156,477.3500061035156,575.4600219726562,1.2055305637680562,3.920432761009124
157,476.30999755859375,575.0,1.207196999742307,3.118151149336768
158,473.6700134277344,570.8499755859375,1.20516384698908,4.063912053040667
159,468.92999267578125,566.5399780273438,1.2081547072614955,2.6207403572109342
160,465.760009765625,563.780029296875,1.2104517723206305,1.5331430177085394
