,unp,ba,Ratio,Spread
0,251.83999633789062,214.5500030517578,0.8519298212024221,-25.603572145144064
1,250.94000244140625,213.19000244140625,0.8495656346826788,-24.92149625597373
2,251.02000427246094,213.57000732421875,0.8508087151986764,-25.241239375652505
3,253.75,212.28500366210938,0.8365911474368842,-21.899853331787803
4,251.1300048828125,210.40499877929688,0.8378329737120837,-21.993372343141267
5,251.63999938964844,210.30999755859375,0.8357574235761389,-21.51421531293628
6,250.7100067138672,209.3699951171875,0.8351082506097947,-21.274734317166867
7,252.25,211.08999633789062,0.8368285285942145,-21.834728205375093
8,251.6199951171875,209.36000061035156,0.8320483454140674,-20.57928667891654
9,251.22999572753906,209.0399932861328,0.8320662215543655,-20.553048266377125
10,251.9949951171875,204.07080078125,0.8098208485702231,-15.007616300363457
11,249.7449951171875,200.86990356445312,0.8043000159831,-13.501542380275685
12,249.4499969482422,201.4600067138672,0.8076167936601245,-14.313854316007541
13,248.5,200.0399932861328,0.8049899126202528,-13.60943064813245
14,247.14999389648438,199.1300048828125,0.8057050770805019,-13.716340820340013
15,247.30999755859375,200.91000366210938,0.8123812447756339,-15.375816073369469
16,246.3000030517578,198.69000244140625,0.8066991472982372,-13.916598061436906
17,245.97999572753906,198.8699951171875,0.8084803584494197,-14.337637789753023
18,245.6699981689453,198.69000244140625,0.8087678752892272,-14.391152262517386
19,247.1300048828125,201.5399932861328,0.8155221515157652,-16.141386044126712
20,245.9499969482422,198.86000061035156,0.8085383333108954,-14.350240007372724
21,245.1999969482422,198.2100067138672,0.808360559464877,-14.265187209791383
22,245.6199951171875,197.89999389648438,0.8057161380614168,-13.638808756273596
23,244.92999267578125,196.5,0.8022700603274463,-12.758562509780978
24,240.4149932861328,189.77999877929688,0.7893850387002608,-9.439506244723878
25,239.08999633789062,191.00999450683594,0.7989041676042928,-11.667562281573742
26,237.64999389648438,190.14999389648438,0.8001262309281184,-11.892250420116971
27,237.38999938964844,189.90499877929688,0.7999705095731081,-11.843097412796999
28,238.8300018310547,193.27000427246094,0.8092367072424078,-14.12341415706627
29,239.57000732421875,195.8800048828125,0.8176315853166085,-16.17600207874799
30,242.08999633789062,198.42999267578125,0.8196538298874105,-16.82779605490692
31,245.6699981689453,200.25,0.8151178470815539,-15.951149821111136
32,246.87869262695312,201.42010498046875,0.8158667029431547,-16.210799901119977
33,247.4499969482422,203.35000610351562,0.8217822130183711,-17.71036330273072
34,247.7899932861328,202.00999450683594,0.8152467814693675,-16.11424783304978
35,247.57000732421875,201.49000549316406,0.813870822523715,-15.759964300800538
36,246.63999938964844,200.94000244140625,0.8147097102605644,-15.910494188435655
37,246.41000366210938,201.47000122070312,0.8176210309098068,-16.61373835314442
38,244.39999389648438,201.30499267578125,0.8236702033676973,-17.962779309286567
39,245.97000122070312,206.77000427246094,0.8406309844546086,-22.245175355259654
40,244.1199951171875,204.16000366210938,0.8363100431986503,-21.028700719704666
41,243.83999633789062,203.9199981689453,0.8362860942893555,-20.999605650630578
42,242.63999938964844,202.42999267578125,0.834281211609735,-20.413503616960163
43,244.0,204.2449951171875,0.8370696521196209,-21.204079072605317
44,245.9499969482422,205.33999633789062,0.8348851347255859,-20.83023573491179
45,244.25999450683594,199.83999633789062,0.8181446034229639,-16.603238183440915
46,245.13999938964844,197.27499389648438,0.8047442048937801,-13.375367841319848
47,243.7050018310547,194.02000427246094,0.7961264759225696,-11.201297014196546
48,241.36000061035156,193.60989379882812,0.8021623024081336,-12.55756996263438
49,243.08999633789062,194.39999389648438,0.7997038003417959,-12.044542477072673
50,242.6300048828125,194.6999969482422,0.8024563863907931,-12.691036299654263
51,242.4199981689453,194.80999755859375,0.80360530909182,-12.959225474951358
52,246.77000427246094,196.2100067138672,0.7951128715677696,-11.082571659084783
53,249.8699951171875,199.0,0.7964141509134389,-11.537481966005378
54,250.27999877929688,197.25,0.7881173124582758,-9.478644740103595
55,251.2550048828125,198.66619873046875,0.7906954881282002,-10.160415444495959
56,251.60499572753906,198.22999572753906,0.7878619228300247,-9.460580158331856
57,253.0800018310547,198.5500030517578,0.7845345409168333,-8.669532057205549
58,252.3699951171875,197.94000244140625,0.7843246276146782,-8.59434741106819
59,260.80999755859375,191.97000122070312,0.7360530770204659,3.7331261482913423
60,260.489990234375,190.67999267578125,0.7320050666984077,4.78208764067835
61,262.30999755859375,190.19000244140625,0.7250581533741289,6.643007125394286
62,261.82000732421875,190.72000122070312,0.728439370122427,5.743920850817995
63,258.3500061035156,189.92999267578125,0.735165427477018,3.9201343253147005
64,256.7799987792969,190.24000549316406,0.7408676937360525,2.4275059572252875
65,255.2899932861328,188.85000610351562,0.7397469978067246,2.6951515593008484
66,259.0400085449219,184.6300048828125,0.7127470614285228,9.739869768275208
67,258.9200134277344,181.9499969482422,0.7027266627229075,12.329490805022965
68,263.4100036621094,182.7949981689453,0.693956173370798,14.866596273748764
69,263.5150146484375,182.10000610351562,0.6910422404069088,15.640688368529277
70,264.0950012207031,180.0800018310547,0.6818758439148288,18.097570309636517
71,263.6499938964844,179.92990112304688,0.6824574446745175,17.91246711529228
72,264.5899963378906,180.83999633789062,0.683472538043168,17.71043325007465
73,268.260009765625,176.2899932861328,0.6571609142941391,25.024891526969974
74,266.8450012207031,178.1300048828125,0.6675410971460698,22.119017953856506
75,265.4700012207031,175.3699951171875,0.6606019298255497,23.84330237149259
76,264.5199890136719,175.00999450683594,0.6616134952953988,23.487701728228807
77,263.260009765625,173.9499053955078,0.6607532437242248,23.598705424908097
78,262.7799987792969,172.5399932861328,0.6565948477343793,24.647046955480782
79,261.42999267578125,169.17999267578125,0.6471330658896277,26.99014899030444
80,256.9200134277344,170.86000061035156,0.665031884168146,21.91297754583885
81,259.0799865722656,172.6999969482422,0.666589493202983,21.699991343778258
82,262.6199951171875,178.9040985107422,0.6812280170476387,18.16241820460396
83,260.92999267578125,177.50999450683594,0.6802973958129876,18.283519759981083
84,257.3800048828125,176.49000549316406,0.6857176243100997,16.629463433850127
85,254.22999572753906,174.7322998046875,0.6873000933845349,16.014409610680325
86,253.4499969482422,173.69000244140625,0.6853028389535788,16.4691691506029
87,254.22999572753906,182.29330444335938,0.7170408980328388,8.453404972008451
88,255.88999938964844,178.9199981689453,0.6992066848868936,13.077116970496002
89,255.76499938964844,178.52999877929688,0.6980235732228282,13.372959510327286
90,254.0800018310547,179.5366973876953,0.706614830344163,11.09702840539432
91,252.6300048828125,178.3227996826172,0.7058654800934505,11.21870895134449
92,252.47000122070312,178.7100067138672,0.7078464999793906,10.710978393827043
93,253.69000244140625,178.5500030517578,0.7038117439925398,11.789953829652513
