,tsm,amat,Ratio,Spread
0,113.86216735839844,144.80728149414062,1.2717769637946357,-6.667762364749967
1,112.51133728027344,143.6777801513672,1.2770071321208813,-7.191631870554522
2,114.95851135253906,150.0288848876953,1.3050698301720975,-10.547477367396402
3,118.7369384765625,150.92062377929688,1.271050321118791,-6.814547796619683
4,118.13004302978516,154.0614776611328,1.3041684715401987,-10.698221412843798
5,120.10736083984375,161.22506713867188,1.342341268772496,-15.441640005483157
6,119.48088073730469,158.17335510253906,1.3238382084770965,-13.156718667548267
7,118.8446273803711,159.5010528564453,1.3420972943602263,-15.263169256247783
8,117.87554168701172,156.52859497070312,1.3279141094963083,-13.476839856331429
9,117.76786041259766,155.914306640625,1.3239121955207638,-12.994349805649795
10,126.07847595214844,158.460693359375,1.2568417579818845,-5.368820981991439
11,130.5812530517578,156.90513610839844,1.2015900632092018,1.6979848817434466
12,124.37523651123047,152.32757568359375,1.2247419981375418,-1.3204114315066469
13,125.75544738769531,154.90367126464844,1.2317849801535132,-2.2071750492068296
14,120.89045715332031,149.4244842529297,1.236032088648824,-2.6825734160554524
15,122.36854553222656,148.2156982421875,1.2112238287833037,0.3353433483471755
16,126.44064331054688,151.04940795898438,1.194627012360232,2.48574515546539
17,129.4359893798828,158.0841827392578,1.2213309721401764,-0.8828261898676479
18,136.24893188476562,155.73594665527344,1.1430250828460748,9.80422371905487
19,137.6878662109375,165.4657440185547,1.201745284984383,1.835633858062176
20,131.00218200683594,150.96023559570312,1.152349016505891,8.158088361058043
21,128.24176025390625,141.755615234375,1.1053779592054307,13.98404479567713
22,125.61839294433594,137.87161254882812,1.0975431966393794,14.65713361056424
23,121.89868927001953,133.81918334960938,1.097790174373283,14.15676988633876
24,123.29847717285156,138.0102996826172,1.1193187689507405,11.678947142371408
25,119.89201354980469,131.7681884765625,1.099057264742862,13.751660774080813
26,120.47933959960938,134.33441162109375,1.114999568121216,11.904305076375602
27,113.92090606689453,128.95428466796875,1.1319632991002249,9.257128676603537
28,115.12490844726562,131.233154296875,1.139919727771058,8.451917703630665
29,120.03883361816406,136.91050720214844,1.1405517954102429,8.789044903015673
30,120.44996643066406,137.33657836914062,1.1401960701101332,8.866186551675975
31,121.52672576904297,139.466796875,1.1476224344269053,8.053885472915136
32,117.30779266357422,135.255859375,1.1529997820596527,7.100989918231614
33,118.46286010742188,134.3245086669922,1.1338955394558852,9.44610455608173
34,119.72560119628906,134.8793487548828,1.1265706532870052,10.43681733930614
35,121.09601593017578,137.4752960205078,1.135258620727674,9.518211886068878
36,122.8677749633789,142.87521362304688,1.162837152911992,6.286868098727064
37,122.07489013671875,138.4859161376953,1.1344340837218605,9.70570106755016
38,118.45307159423828,131.27281188964844,1.108226322229315,12.48582052058253
39,117.23926544189453,130.64857482910156,1.1143755834418194,11.624399436105444
40,121.88890075683594,138.55526733398438,1.1367340789330544,9.408705089120781
41,120.98834991455078,139.6649932861328,1.1543672873030553,7.196735017294964
42,117.2294921875,135.21624755859375,1.1534319993668936,7.044764570017884
43,116.78898620605469,132.12490844726562,1.1313130864425285,9.596939089040797
44,114.43970489501953,129.29598999023438,1.1298175760663063,9.550415773139315
45,113.4510498046875,126.91374969482422,1.1186652738190923,10.722575295161528
46,109.5159912109375,132.43260192871094,1.209253557077651,0.3873429171613574
47,108.87972259521484,134.715576171875,1.2372880180151709,-2.674402837043606
48,104.74888610839844,133.20681762695312,1.2716776528688358,-6.221650031218479
49,105.76692199707031,128.6508026123047,1.216361412274702,-0.41959312840555674
