,pypl,amzn,Ratio,Spread
0,118.18199920654297,169.22000122070312,1.4318593555433314,-10.679350387548482
1,119.41999816894531,169.58248901367188,1.4200510099971775,-9.381067821682649
2,120.16010284423828,169.00050354003906,1.4064610427232394,-7.806235064255446
3,120.18000030517578,169.02499389648438,1.4064319642808738,-7.804033061220139
4,120.84500122070312,169.34100341796875,1.4013074740981284,-7.227946674188928
5,121.27999877929688,170.03500366210938,1.4020036722752278,-7.3383995379052465
6,121.19000244140625,169.3155059814453,1.3971078683929155,-6.739631562928793
7,122.40989685058594,168.18099975585938,1.3739166855204676,-3.968642159891516
8,120.58999633789062,166.46249389648438,1.3804005220305338,-4.691525121753642
9,121.55000305175781,167.15150451660156,1.3751666007398284,-4.092690805733753
10,121.26000213623047,167.41400146484375,1.3806201427966431,-4.744222752525616
11,118.8499984741211,166.6719970703125,1.4023727321006603,-7.235228052079435
12,118.16000366210938,165.88926696777344,1.4039375577725164,-7.378123064213355
13,118.51000213623047,166.35000610351562,1.4036790406289232,-7.369340730947442
14,117.91999816894531,165.11700439453125,1.4002459884536824,-6.927826842405636
15,117.13999938964844,165.05450439453125,1.409036240861693,-7.911691897566641
16,116.81999969482422,164.75149536132812,1.4103021382615835,-8.037961098142404
17,117.08000183105469,165.17050170898438,1.4107490530050026,-8.10817568247819
18,117.19999694824219,165.218994140625,1.409718416746964,-7.995695173201966
19,116.91999816894531,165.12950134277344,1.4123289764695948,-8.28181955055689
20,115.63999938964844,162.95350646972656,1.4091448229833994,-7.822937612625566
21,117.0199966430664,164.49449157714844,1.405695575935525,-7.512662255901063
22,116.75,164.7624969482422,1.41124194388216,-8.14286697885808
23,116.08889770507812,164.27450561523438,1.4150750749013998,-8.541741571354123
24,115.08000183105469,163.1824951171875,1.4179917667776072,-8.803160610499447
25,115.98999786376953,164.09295654296875,1.414716437323296,-8.492866216859653
26,115.79000091552734,163.15460205078125,1.4090560563153287,-7.822806782733807
27,116.66999816894531,163.60250854492188,1.4022671733311884,-7.0902006926826004
28,119.05000305175781,166.22000122070312,1.3962200500611313,-6.514926909607993
29,119.91999816894531,166.34750366210938,1.387153987675652,-5.475334590165602
30,121.94999694824219,167.15249633789062,1.370664210912881,-3.5570925108995084
31,121.5199966430664,167.07550048828125,1.3748807200762387,-4.056940247443066
32,121.5199966430664,167.2239990234375,1.3761027291221444,-4.205438782599316
33,121.86000061035156,167.4499969482422,1.374117808218835,-3.975322826938708
34,121.9000015258789,168.36898803710938,1.381205791054607,-4.840652857233465
35,119.23999786376953,165.8489990234375,1.3908839482949191,-5.889047477623933
36,118.87000274658203,165.25,1.3901741076955731,-5.7863953350805275
37,117.69000244140625,164.68800354003906,1.3993372429576716,-6.807364281204286
38,118.4800033569336,165.13999938964844,1.3938216974230382,-6.199577252309467
39,118.1500015258789,164.4499969482422,1.3918746917004652,-5.952270868025295
40,117.47000122070312,163.6405029296875,1.393040786832368,-6.054994375600785
41,117.63999938964844,164.0550079345703,1.3945512477536284,-6.241447557651156
42,112.43000030517578,158.3144989013672,1.4081161475731054,-7.490130205398259
43,111.88999938964844,158.89625549316406,1.420111326838245,-8.796295735722083
44,111.19000244140625,158.33358764648438,1.4239912237606196,-9.172670827058568
45,111.7699966430664,159.10751342773438,1.4235261537659223,-9.16853684600963
46,111.5199966430664,157.80450439453125,1.4150332599058817,-8.200901752783778
47,112.02999877929688,158.60150146484375,1.4157056430688213,-8.313733119798542
48,112.47000122070312,158.72525024414062,1.4112674359509385,-7.8472204895992945
49,111.12000274658203,158.5500030517578,1.4268358453278989,-9.48299052613362
50,111.22000122070312,157.35475158691406,1.4148062386248486,-8.153591532259071
51,111.18000030517578,155.39100646972656,1.3976525098326755,-6.243507473643973
52,112.52010345458984,156.43199157714844,1.390258156314976,-5.486749888286084
53,112.63999938964844,156.48199462890625,1.3892222609802931,-5.37591305153245
54,113.45500183105469,157.85775756835938,1.391368868896804,-5.658353671523571
55,113.04000091552734,157.74349975585938,1.3954661931906573,-6.100817827561883
56,113.01000213623047,156.27017211914062,1.3827994793837912,-4.6677334260723455
57,111.9800033569336,156.1824951171875,1.3947355816677334,-5.9617954192574985
58,112.76499938964844,156.69569396972656,1.3895773938532106,-5.421925422364154
59,112.33999633789062,155.8040008544922,1.3868969728810805,-5.100372099011281
60,111.63600158691406,155.5313720703125,1.3932008479291849,-5.772149288264899
61,111.80999755859375,154.8520050048828,1.3849566978456735,-4.859367364585665
62,111.20999908447266,154.52249145507812,1.389465809973672,-5.334749223766323
63,110.18000030517578,152.0500030517578,1.3800145455673516,-4.243999815584289
64,110.19999694824219,151.69326782226562,1.3765269693565567,-3.860439174206107
65,110.22000122070312,151.24899291992188,1.3722463368246822,-3.389328625175949
66,110.93000030517578,151.87860107421875,1.369139102644827,-3.066476018113434
67,110.36000061035156,151.54925537109375,1.3732263005884644,-3.501782488744567
68,110.83999633789062,151.33450317382812,1.3653420080644163,-2.643118058210831
69,109.80000305175781,151.1219940185547,1.3763387050847202,-3.825755486618476
70,111.4800033569336,154.51100158691406,1.3859974608379317,-4.9610497689385795
71,111.59500122070312,154.41250610351562,1.3836865846538384,-4.708285138894723
72,111.32499694824219,153.46449279785156,1.3785268089358322,-4.122481419894342
