,amd,acn,Ratio,Spread
0,121.52999877929688,339.2749938964844,2.791697501064085,94.2535562384968
1,121.2750015258789,338.2799987792969,2.7893629727731746,94.33891101442623
2,121.34600067138672,337.69000244140625,2.7828688261090195,95.18217944087104
3,121.74030303955078,338.5299987792969,2.7807553482868843,95.74876037362941
4,122.41999816894531,338.64990234375,2.7662956004655164,98.05350296189573
5,123.6897964477539,340.25,2.7508332115634153,100.98310013248022
6,123.27999877929688,340.67999267578125,2.763465250236469,99.09125449167499
7,125.2249984741211,338.05999755859375,2.699620696169998,108.64956036488769
8,122.69000244140625,340.2799987792969,2.773494107164977,97.3865807380331
9,123.30500030517578,340.1000061035156,2.7582012510585896,99.7604278933187
10,123.27010345458984,339.5307922363281,2.7543644624375956,100.20515578016585
11,121.31109619140625,338.79998779296875,2.7928194405102533,93.94768089296906
12,118.81999969482422,337.1000061035156,2.8370645259158307,86.7612850356669
13,119.19999694824219,338.3599853515625,2.8385905538108505,86.85685305976921
14,113.41000366210938,340.82000732421875,3.005202330648436,63.74244599831752
15,111.69000244140625,343.3399963378906,3.074044129580984,55.086773261024575
16,110.73500061035156,341.6700134277344,3.085474434862602,53.3500206873332
17,109.7699966430664,341.17999267578125,3.108135220092783,50.3976257804876
18,109.70999908447266,340.6700134277344,3.1051865488161297,50.69357841082649
19,110.12000274658203,339.9200134277344,3.0868144292548614,52.906166207828846
20,109.3499984741211,337.2300109863281,3.0839507607870464,52.84936671398651
21,107.69999694824219,337.6650085449219,3.1352369369814825,46.52839222443072
22,107.54000091552734,338.19500732421875,3.144829872094486,45.42764672591284
23,107.16000366210938,337.5799865722656,3.150242394883664,44.68712020571678
24,106.418701171875,338.8999938964844,3.1845905857198247,40.72269753523943
25,107.2698974609375,339.5299987792969,3.1651936546591486,43.12912725116081
26,106.86499786376953,338.45001220703125,3.167080138236507,42.764733529888815
27,108.19000244140625,340.739990234375,3.149459123257841,45.201385299590015
28,107.89019775390625,340.69000244140625,3.1577475019418184,44.18189318799972
29,110.0436019897461,342.3800048828125,3.1113122316253845,50.17363373676295
30,109.55599975585938,342.8949890136719,3.1298604346434513,47.9192478810391
31,109.2499008178711,342.8500061035156,3.1382180078595754,46.872297687296395
32,109.00980377197266,343.55999755859375,3.151643115304148,45.305818737397544
33,110.64710235595703,343.9800109863281,3.108802703930989,50.72646760195744
34,110.52999877929688,344.4100036621094,3.115986677515643,49.87873655445702
35,108.4800033569336,343.1499938964844,3.1632557455535113,43.82588898306784
36,108.55999755859375,343.80999755859375,3.1670044702518263,43.45124507256935
37,107.125,342.6700134277344,3.198786589757147,39.4722263459189
38,107.5199966430664,345.05999755859375,3.2092634703485685,38.4912961416357
39,107.52909851074219,344.3800048828125,3.202668018726195,39.20375750446243
40,106.18000030517578,342.8599853515625,3.22904487065489,35.91119911319424
41,106.83000183105469,342.82000732421875,3.2090236960434417,38.26989862437142
42,102.31999969482422,336.7900085449219,3.291536449857497,28.211567716638456
43,103.5198974609375,336.05999755859375,3.2463324037333363,33.22192054513164
44,102.69999694824219,335.79998779296875,3.2697176024474683,30.557135740740705
45,103.19999694824219,338.0400085449219,3.275581575011662,30.100742712351916
46,102.8311996459961,338.1499938964844,3.288398803676223,28.675163175465684
47,103.75,339.7699890136719,3.274891460372741,30.332763625922325
48,103.63999938964844,340.0400085449219,3.280972699222971,29.670343818208266
49,104.31500244140625,339.8949890136719,3.258351925022395,32.22327166266973
50,102.32209777832031,338.3800048828125,3.307008087499428,26.6290557785278
51,101.82980346679688,338.2200012207031,3.3214244720700536,25.03291987626477
52,102.81500244140625,341.0400085449219,3.3170257301630555,25.727368960726835
53,103.38999938964844,341.5350036621094,3.3033659510428857,27.283534839238598
54,104.56999969482422,343.0799865722656,3.2808643738501098,29.947914445334106
55,103.68000030517578,342.0400085449219,3.2989969862861486,27.8130373020133
56,101.58000183105469,341.7850036621094,3.3646879060955093,20.576811189055547
57,101.87000274658203,343.6549987792969,3.3734660794521996,19.74132341745525
58,102.2301025390625,343.5,3.360067059198609,21.18089014298795
59,101.05999755859375,340.489990234375,3.3691866065696443,20.01683654332345
60,100.61799621582031,339.7200012207031,3.3763343934222423,19.21009385934866
61,100.875,340.7049865722656,3.377496768993959,19.141906656833783
62,101.01000213623047,339.2099914550781,3.3581822025663497,21.118488879863435
63,96.94000244140625,327.29998779296875,3.3763150355891494,18.50976396079932
64,96.17140197753906,327.45001220703125,3.404858465965876,15.617945355341021
65,96.25,327.5350036621094,3.4029610770089285,15.813333124020176
66,97.83000183105469,328.7799987792969,3.3607277177309682,20.204608145135694
67,97.56230163574219,329.2799987792969,3.375074114268993,18.749653165209793
68,97.69000244140625,328.1400146484375,3.358992798114152,20.345178690677017
69,97.36000061035156,327.6300048828125,3.3651397168128,19.677987626909783
70,97.55999755859375,331.0209045410156,3.3929982864360686,17.000528171732697
71,97.42130279541016,331.6300048828125,3.404080990163444,15.896668180480901
72,96.4885025024414,330.9599914550781,3.4300458901484556,13.239144682039353
