,amd,txn,Ratio,Spread
0,121.52999877929688,187.82000732421875,1.545462101627328,70.67513073207726
1,121.2750015258789,188.67999267578125,1.555802847262952,69.2727644795986
2,121.34600067138672,188.69000244140625,1.5549750415952455,69.41377038174505
3,121.74030303955078,188.07000732421875,1.5448458943224324,70.87244933105865
4,122.41999816894531,189.44500732421875,1.5475004914048096,70.94316551697011
5,123.6897964477539,191.16000366210938,1.5454791676599988,71.92903879712634
6,123.27999877929688,191.1300048828125,1.5503731892874586,71.08739513466423
7,125.2249984741211,189.8699951171875,1.5162307640708488,76.48443254517628
8,122.69000244140625,188.82000732421875,1.5390007626285163,72.14246644996302
9,123.30500030517578,188.67059326171875,1.530113075664128,73.59998517218685
10,123.27010345458984,188.91929626464844,1.5325637844884457,73.27705632954229
11,121.31109619140625,188.1699981689453,1.551135914822237,69.8595325867168
12,118.81999969482422,187.02999877929688,1.5740615995595215,65.70095270158933
13,119.19999694824219,187.5,1.5729866174528038,66.03920823617241
14,113.41000366210938,185.82000732421875,1.6384798635387203,55.40384561797421
15,111.69000244140625,186.08999633789062,1.6661293962771233,51.475402251726535
16,110.73500061035156,186.18499755859375,1.681356360070215,49.349105608970376
17,109.7699966430664,186.09750366210938,1.695340342108539,47.384029471275284
18,109.70999908447266,185.8699951171875,1.6941937532428057,47.48392279898732
19,110.12000274658203,185.3000030517578,1.6827097569020835,48.92599545608246
20,109.3499984741211,183.27000427246094,1.675994575489947,49.31818988490619
21,107.69999694824219,182.0500030517578,1.6903436231223508,47.02862658236975
22,107.54000091552734,180.94000244140625,1.6825367388971346,47.79831453757029
23,107.16000366210938,180.3800048828125,1.683277330332837,47.55005534087783
24,106.418701171875,180.1699981689453,1.6930294786999502,46.18330659124334
25,107.2698974609375,181.26499938964844,1.6898030452173813,46.89880569526909
26,106.86499786376953,180.8300018310547,1.6921349875622982,46.47257904321384
27,108.19000244140625,182.08999633789062,1.6830575120516083,48.030878329365066
