,pfe,dhr,Ratio,Spread
0,48.494998931884766,268.29998779296875,5.5325289968521965,-6.978349287764026
1,48.279998779296875,270.54998779296875,5.603769565731312,-10.411298933340653
2,48.61989974975586,271.6099853515625,5.586395421412328,-9.601131621371145
3,48.39500045776367,271.5799865722656,5.611736419122153,-10.808548418529917
4,48.529998779296875,271.4100036621094,5.59262333585498,-9.895792935010697
5,48.66999816894531,271.95001220703125,5.587631445208342,-9.665512592356698
6,48.650001525878906,272.6000061035156,5.603288747247184,-10.425529768096432
7,48.4900016784668,262.8500061035156,5.420705238297419,-1.5558629237257051
8,48.14500045776367,262.44500732421875,5.451137290038138,-3.04909103795368
9,47.7952995300293,261.7749938964844,5.477002895065316,-4.303162702912893
10,47.9375,263.67449951171875,5.5003806938559325,-5.4202688941100305
11,47.89360046386719,264.114990234375,5.514619650147909,-6.102298704456281
12,48.09000015258789,262.625,5.461114559507175,-3.531700203682284
13,47.97999954223633,263.0199890136719,5.481867268092363,-4.5319221972489245
14,46.915000915527344,256.2099914550781,5.461152860604143,-3.5816402381127332
15,47.35499954223633,257.32000732421875,5.433850909336676,-2.2707451764723388
16,48.0099983215332,261.4599914550781,5.445948773087322,-2.8068687309740668
17,48.040000915527344,261.0799865722656,5.434637418749094,-2.261786951682474
18,47.80500030517578,259.2900085449219,5.423909777003995,-1.7648028379687517
19,47.724998474121094,258.6700134277344,5.420010931336087,-1.5849847929949092
20,47.43000030517578,257.2699890136719,5.42420382370517,-1.8080661079247093
21,48.2672004699707,262.6200866699219,5.440963720970521,-2.551815227673025
22,48.525001525878906,263.17999267578125,5.423595763009395,-1.693277274097376
23,48.915000915527344,265.2699890136719,5.423080528441038,-1.6374628569415464
24,48.86280059814453,265.5199890136719,5.433990392760141,-2.1746735691374184
25,48.915000915527344,264.3800048828125,5.404886025441921,-0.7474787260821714
26,49.11000061035156,265.8699951171875,5.413764850598405,-1.164563582933944
27,48.7599983215332,264.75,5.429655642196405,-1.9703116734840833
28,48.380001068115234,262.9800109863281,5.435717345604705,-2.2911007864329704
29,48.42499923706055,261.07000732421875,5.3912237777469505,-0.13351326280193376
30,48.81999969482422,264.1600036621094,5.410897282125854,-1.0501825314332578
31,48.76499938964844,264.17999267578125,5.417409945294901,-1.372788035052487
32,49.064998626708984,263.6600036621094,5.373688189987712,0.7978230218245344
33,49.165000915527344,263.0618896484375,5.350592591270694,1.946158375763467
34,49.20000076293945,263.7699890136719,5.361178555354009,1.4306312324230461
35,50.03499984741211,263.3500061035156,5.263315817060735,6.444852142619617
36,50.435001373291016,264.57000732421875,5.245761874100547,7.425694305388696
37,50.560001373291016,263.1499938964844,5.204707016394521,9.53346866685839
38,50.82500076293945,264.1050109863281,5.196360197182881,10.036501398325832
39,50.71500015258789,264.1286926269531,5.208098034748308,9.407586777806067
40,50.4900016784668,263.4800109863281,5.218459144926078,8.818307133226732
41,50.27000045776367,262.5199890136719,5.222199853255192,8.567863146093451
42,52.52000045776367,268.54998779296875,5.113289898177654,14.917561174032151
43,52.584999084472656,272.260009765625,5.177522382918861,11.565167330950963
44,52.185001373291016,269.29998779296875,5.1604863601824125,12.324366908933051
45,52.08000183105469,267.3299865722656,5.133064077829197,13.716651463954257
46,52.15999984741211,265.7099914550781,5.09413328666375,15.77680266455743
47,52.26499938964844,266.260009765625,5.094422900124633,15.804501019692417
48,52.25,266.8900146484375,5.1079428640849285,15.091968183039363
49,51.40999984741211,271.29998779296875,5.277183205567069,6.060240724254946
50,51.98500061035156,270.6199951171875,5.2057322677668685,9.903937892978227
51,52.09000015258789,269.739990234375,5.178344969173013,11.36165944147259
52,52.16999816894531,269.1449890136719,5.158999395439561,12.39681674559133
53,52.05820083618164,268.2950134277344,5.153751169234861,12.63167362776354
54,52.209999084472656,270.75,5.185788254122408,11.011894295370062
55,52.25,270.8800048828125,5.18430631354665,11.101977948664363
56,52.685001373291016,277.3800048828125,5.2648761061517595,6.995393554030521
57,52.529998779296875,277.07000732421875,5.274510065920992,6.452553282409859
58,52.84000015258789,278.1000061035156,5.263058389485932,7.128209174743823
59,52.869998931884766,276.5,5.2298090710429115,8.893271185940556
60,52.43000030517578,272.5400085449219,5.1981691199421425,10.432351710237661
61,52.90999984741211,277.05999755859375,5.236439205398052,8.553362163453606
62,52.93000030517578,278.1600036621094,5.2552428123623,7.563400327991438
63,53.8911018371582,276.3800048828125,5.128490519973875,14.631463803693656
64,53.94499969482422,276.2099914550781,5.120214904396027,15.098027958745682
65,54.01499938964844,278.7550048828125,5.160696251645867,12.938158974799272
66,53.935001373291016,279.3299865722656,5.179011392601758,11.923021201930531
67,53.95500183105469,279.55999755859375,5.181354611643965,11.803054483655806
68,53.875,280.0,5.197215777262181,10.922874970035899
69,54.2400016784668,281.3900146484375,5.1878688410909275,11.541131483176649
70,53.7599983215332,285.9100036621094,5.318266603211371,4.380122013818912
71,54.040000915527344,286.20001220703125,5.296077116179272,5.6307122328467685
72,54.0,288.67498779296875,5.345833107277199,2.935648110802468
73,54.060001373291016,290.8299865722656,5.379762840996775,1.1107821356657936
74,54.154998779296875,291.1300048828125,5.375865782386644,1.3334478623751451
75,54.27000045776367,291.8399963378906,5.377556548299992,1.2562057014046317
76,54.5,292.239990234375,5.362201655676605,2.121689404337438
77,54.6150016784668,288.510009765625,5.2826146827598945,6.48441916719505
78,54.29999923706055,292.6549987792969,5.389594896707762,0.6062591676794895
79,54.38999938964844,291.0412902832031,5.35100741954769,2.715156375614548
80,53.959999084472656,288.7099914550781,5.35044470632981,2.680555912586236
