,shw,apd,Ratio,Spread
0,260.17498779296875,249.89999389648438,0.9605073724278962,41.08983724330193
1,257.44000244140625,249.47000122070312,0.969041325570539,38.46091586907369
2,256.69500732421875,251.6750030517578,0.9804437011658726,35.42268250723532
3,257.32501220703125,249.02999877929688,0.9677644494929214,38.772308757473525
4,257.04998779296875,250.4949951171875,0.9744991519662677,36.99971441223312
5,260.010009765625,251.4949951171875,0.967251204458963,39.31031817664535
6,259.4100036621094,252.3800048828125,0.9729000474921788,37.7542382354207
7,254.8300018310547,251.3699951171875,0.9864222945139675,33.64179572097095
8,253.9600067138672,251.9600067138672,0.9921247442623776,32.07874772909298
9,253.9149932861328,253.11000061035156,0.9968296764780876,30.878409063318657
10,252.75999450683594,251.9658966064453,0.9968582927771461,30.730717485315665
11,252.69000244140625,252.322998046875,0.9985476101508355,30.295334195145983
12,252.5850067138672,252.30999755859375,0.9989112213790862,30.190903375805533
13,253.19000244140625,253.0800018310547,0.9995655412564047,30.09754986862481
14,254.72000122070312,251.09469604492188,0.9857674891708245,33.79406582991078
15,254.0825958251953,251.5050048828125,0.9898553030206124,32.670857992851154
16,253.25,250.94000244140625,0.9908785881200641,32.30465286262853
17,252.28500366210938,250.8300018310547,0.9942327058289862,31.33536401554477
18,252.27000427246094,250.55499267578125,0.9932016824527921,31.5935972697294
19,251.5399932861328,251.6999969482422,1.0006360963122367,29.632120301550117
20,249.83999633789062,249.9499969482422,1.0004402842297628,29.480777558715886
21,251.08999633789062,250.514892578125,0.9977095711969676,30.31393057297936
22,252.80999755859375,250.98550415039062,0.9927831437608385,31.767035300340865
23,252.60000610351562,249.71499633789062,0.9885787422964561,32.802680497597464
24,253.23500061035156,247.6649932861328,0.9780045913448228,35.562886116813104
25,254.64500427246094,249.30999755859375,0.9790492386484876,35.494884810794815
26,253.77999877929688,249.19000244140625,0.9819134827016751,34.647424122464656
27,255.25999450683594,248.97999572753906,0.9753976380379155,36.51271565251443
28,255.33999633789062,248.50999450683594,0.97325134358498,37.07219403436574
29,256.0199890136719,250.5500030517578,0.9786345355962734,35.792715760168164
30,256.79998779296875,250.7100067138672,0.9762851192811922,36.50509308672417
31,257.1650085449219,251.13470458984375,0.976550837965093,36.48864862463029
32,257.3800048828125,251.38999938964844,0.9767269975152446,36.47381409577309
33,258.04998779296875,252.64500427246094,0.9790545096834332,35.96814417227671
34,259.07000732421875,252.63999938964844,0.9751804232339278,37.11397859322261
35,258.6700134277344,251.27999877929688,0.9714307253844015,38.0266104638568
36,260.739990234375,252.99000549316406,0.970276961603609,38.63174636434013
