,jnj,unh,Ratio,Spread
0,177.98379516601562,516.0900268554688,2.8996461524718145,17.389654904980944
1,177.77999877929688,511.2900085449219,2.8759703681833044,21.578824169246786
2,177.24000549316406,507.75,2.86475955914808,23.50028397960432
3,176.94920349121094,509.8247985839844,2.8811929555213136,20.553850091335335
4,176.92999267578125,509.6099853515625,2.880291677202559,20.711081791167544
5,177.5500030517578,510.4100036621094,2.8747394812114937,21.769451418441804
6,177.75999450683594,510.3999938964844,2.8712871831060753,22.40887901687006
7,178.0,516.0841064453125,2.899348912614115,17.44414687003018
8,179.6999969482422,519.1900024414062,2.889204291922972,19.43373628088625
9,179.00999450683594,518.4100952148438,2.8959840853748924,18.145464870669002
10,178.5850067138672,516.6223754882812,2.892865336203867,18.659347547439552
11,179.02000427246094,519.3300170898438,2.900960812733784,17.255545764039766
12,178.72000122070312,518.9000244140625,2.9034244677139838,16.78632437131762
13,179.66000366210938,520.8099975585938,2.898864449196455,17.693867297997826
14,179.60000610351562,517.3400268554688,2.880512301081386,20.98400433460756
15,179.86000061035156,520.1799926757812,2.892138279275882,18.92333298117012
16,180.00999450683594,519.7550048828125,2.887367483715326,19.79790494042686
17,179.8699951171875,518.6300048828125,2.883360310011232,20.503277806582332
18,179.82000732421875,516.989990234375,2.875041536964419,21.99346155687533
19,178.71499633789062,514.8099975585938,2.8806200269017115,20.86134984260093
20,177.22999572753906,510.010009765625,2.8776732046514213,21.210271445608555
21,175.98500061035156,512.1400146484375,2.910134459597309,15.348580774823176
22,176.4499969482422,512.1300048828125,2.902408692208903,16.752347191868466
23,176.27999877929688,510.5799865722656,2.8964147385292045,17.792821535313124
24,176.9499969482422,509.55999755859375,2.8796835622870334,20.82102938495052
25,178.10000610351562,512.6500244140625,2.878439117605078,21.177982169423785
26,177.89849853515625,511.8500061035156,2.8772025077118006,21.37401182279882
27,178.1999969482422,512.4000244140625,2.875421061667515,21.727689701640088
28,176.47940063476562,507.75,2.877106326141815,21.22048520677015
29,176.24000549316406,508.7749938964844,2.886830333855264,19.477940345393336
30,176.35000610351562,508.27850341796875,2.8822142660976975,20.304141124495914
31,176.5800018310547,508.82501220703125,2.881555141753008,20.447009969050896
32,176.61000061035156,508.760009765625,2.8806976275827343,20.60192924371472
33,176.1199951171875,507.75,2.882977595259136,20.14322117291988
34,176.4499969482422,509.7699890136719,2.889033708304353,19.11236306100909
35,178.98500061035156,520.52001953125,2.9081767620540258,15.960625105190502
36,178.97000122070312,523.780029296875,2.926635892743596,12.655656922936714
37,178.4499969482422,522.52001953125,2.928103269639182,12.357032018884183
38,179.06500244140625,524.2100219726562,2.9274845158209435,12.510416131113743
39,178.35499572753906,519.9899291992188,2.915477231675486,14.602370466957268
40,178.07940673828125,518.52001953125,2.91173487731406,15.24624355025378
41,177.66000366210938,518.22998046875,2.916976076699677,14.279184912388246
42,180.02000427246094,523.5599975585938,2.9083434348006336,16.02291503301649
43,180.13999938964844,523.6400146484375,2.9068503187667267,16.302565276203154
44,180.63999938964844,525.739990234375,2.910429539474979,15.701264559128958
45,181.1999969482422,527.5499877929688,2.911423822725878,15.569775535913777
46,180.99000549316406,527.6300048828125,2.915243874627878,14.860340613266771
47,181.38999938964844,530.72998046875,2.9259054096398973,12.959286628048972
48,182.2899932861328,531.75,2.9170553490850963,14.636863566381976
49,181.55999755859375,531.385009765625,2.9267736115392617,12.81380129827619
50,182.3800048828125,533.7000122070312,2.9263076977652123,12.956647595050981
51,182.38189697265625,536.7000122070312,2.9427263402545725,9.962318850047836
52,182.41000366210938,537.4849853515625,2.9465762543768323,9.261591283777307
53,181.9199981689453,536.3800048828125,2.9484389307473915,8.897853916107351
54,181.74000549316406,536.2100219726562,2.950423713907201,8.528335826718035
55,181.8699951171875,537.030029296875,2.9528236856818575,8.09795286797305
56,180.91000366210938,542.510009765625,2.9987839189859615,-0.2594577368752198
57,182.36000061035156,544.0900268554688,2.9836039977759454,2.5066731457992546
58,182.8699951171875,545.2100219726562,2.981407757042223,2.9153099299184078
59,183.0,546.2100219726562,2.9847542184298157,2.304980031319701
60,182.19000244140625,548.969970703125,3.0131728599085896,-2.882814668959213
61,182.52000427246094,546.8800048828125,2.996274337504643,0.1962820531143734
62,182.24000549316406,546.3099975585938,2.997750115734529,-0.07296489035616105
