,wfc,schw,Ratio,Spread
0,48.119998931884766,83.5999984741211,1.7373233651243276,-6.2096667949554245
1,47.970001220703125,84.11000061035156,1.7533875019801117,-6.966026589984736
2,47.95000076293945,84.16999816894531,1.7553701111512867,-7.058873089477302
3,47.94499969482422,84.41999816894531,1.7607675191633938,-7.317086891025724
4,47.790000915527344,84.10919952392578,1.7599748464662206,-7.260859706353443
5,47.944400787353516,84.25,1.757243778552405,-7.1480723733718605
6,48.029998779296875,84.37000274658203,1.7566105536306897,-7.127488168813613
7,48.290000915527344,85.37999725341797,1.7680678325678925,-7.710452709259798
8,48.40999984741211,85.66000366210938,1.769469199175975,-7.793371737853164
9,48.41080093383789,85.47000122070312,1.7655151241458147,-7.602053584528406
10,48.439998626708984,85.56999969482422,1.7665153204121353,-7.654097491867219
11,48.47999954223633,85.5199966430664,1.7640263500530855,-7.538396558311774
12,48.480098724365234,85.47000122070312,1.762991484539767,-7.488238238282392
13,48.36000061035156,85.13999938964844,1.7605458708663464,-7.355486684991845
14,48.70500183105469,85.5,1.755466518543164,-7.1488540291048395
15,48.680198669433594,85.38999938964844,1.7541012921803256,-7.079590365868299
16,48.68989944458008,85.69000244140625,1.7599133171129364,-7.363660772822442
17,48.654998779296875,85.62000274658203,1.7597370238351355,-7.350982260581333
18,48.720001220703125,85.69999694824219,1.7590310919742906,-7.3242158379966185
19,48.540000915527344,85.57499694824219,1.7629788902799095,-7.494850040791107
20,48.779998779296875,85.81999969482422,1.7593276310463501,-7.345678027177058
21,48.959999084472656,86.02999877929688,1.7571487007355915,-7.260042908855226
22,48.65999984741211,85.55000305175781,1.7581176185784066,-7.272768764208692
23,48.46500015258789,85.44000244140625,1.7629217408935467,-7.483037496002012
24,48.689998626708984,85.61000061035156,1.7582666466412682,-7.283496044101653
25,48.60499954223633,85.52999877929688,1.7596954960358306,-7.343097512895781
26,48.564998626708984,85.56500244140625,1.761865641119335,-7.4437990568027885
27,48.43000030517578,85.5199966430664,1.7658475346721558,-7.620515777911379
28,48.57500076293945,85.1449966430664,1.7528563109777286,-7.007365655366115
29,48.49700164794922,84.9186019897461,1.7510072603289903,-6.90907748584479
30,48.45000076293945,84.80000305175781,1.7502580333625781,-6.867673245703983
31,48.505001068115234,84.9000015258789,1.7503350099230888,-6.877338698677036
32,48.4900016784668,84.72000122070312,1.747164328483106,-6.721973532851663
33,48.540000915527344,85.05000305175781,1.7521631942234137,-6.969856144306732
34,48.45000076293945,85.0,1.754385937286063,-7.067670193946171
