,qcom,v,Ratio,Spread
0,158.3699951171875,225.32000732421875,1.422744296717891,32.51393906364183
1,158.24000549316406,226.14999389648438,1.4291581524638788,31.47232315005664
2,158.0050048828125,226.50999450683594,1.433562149976398,30.72973027703773
3,158.0749969482422,227.0,1.4360272300009953,30.35367522273185
4,159.3300018310547,227.67999267578125,1.4289838075643868,31.71689067758257
5,161.2100067138672,228.08999633789062,1.4148625199348153,34.36762511681184
6,161.19000244140625,228.19000244140625,1.4156585333160163,34.23505109846235
7,158.77999877929688,224.9199981689453,1.4165512022807267,33.58145384178857
8,155.6199951171875,224.61500549316406,1.4433556904048277,28.741809023587024
9,155.36000061035156,225.08999633789062,1.44882849802778,27.843534654180985
10,155.5749969482422,224.7550048828125,1.4446730470294376,28.528550457092535
11,153.3699951171875,223.4499969482422,1.4569342378703716,26.24370967396476
12,152.07510375976562,223.25,1.4680246436173405,24.3355613982296
13,152.8000030517578,223.9499969482422,1.4656413120121718,24.815735258541196
14,154.11000061035156,221.05499267578125,1.4343974550664753,29.843478374876952
15,153.82000732421875,223.30999755859375,1.4517617145076933,27.116350516154256
16,153.94000244140625,223.66000366210938,1.4529037294723992,26.961702217561424
17,153.67999267578125,224.08999633789062,1.458159858262444,26.108401175060408
18,153.74000549316406,224.6999969482422,1.461558403276064,25.596104309210546
19,154.125,224.97500610351562,1.4596918481979928,25.947884672757908
20,152.80999755859375,222.17999267578125,1.4539624123126378,26.602011067398934
21,146.89999389648438,224.8699951171875,1.5307692611318013,14.290239260900421
22,145.3699951171875,225.1750030517578,1.548978541756412,11.494319945403305
23,144.69500732421875,225.39999389648438,1.5577593039643005,10.170416605945746
24,143.0500030517578,225.27670288085938,1.574810891820468,7.6155617828994195
25,145.1199951171875,226.42999267578125,1.5602949303638978,9.832318333097191
26,145.43870544433594,225.60000610351562,1.5511689643707671,11.181180601118456
27,147.00999450683594,226.36000061035156,1.53975926174071,12.97932003626235
28,151.47000122070312,227.24000549316406,1.500231093033784,19.36041995491061
29,152.14999389648438,228.77000427246094,1.5035820798527615,18.93748185956329
30,152.6804962158203,228.85000610351562,1.4988817286788647,19.721163243634578
31,152.9600067138672,227.66000366210938,1.4883629293242568,21.36622217926461
32,152.85499572753906,227.7100067138672,1.4897125581669288,21.145256206159047
33,153.44000244140625,227.39999389648438,1.4820124496760292,22.407688006621072
34,153.80999755859375,227.74000549316406,1.480658013835588,22.670046203146853
35,148.1999969482422,227.00999450683594,1.5317813709950183,14.266707178729973
36,146.08560180664062,226.99000549316406,1.5538150419067909,10.844359510007877
37,145.83839416503906,226.50999450683594,1.5531574919187898,10.92190460142831
38,146.08999633789062,227.10479736328125,1.5545540629490606,10.736722147497204
39,146.36000061035156,226.1199951171875,1.544957598894645,12.161104296707549
40,145.88999938964844,226.02000427246094,1.5492494702724502,11.49591061609945
41,145.47000122070312,226.24000549316406,1.55523478101797,10.592132236126247
42,139.24000549316406,221.61000061035156,1.591568456389004,5.079405326705597
43,139.3699951171875,221.38999938964844,1.5885054685084508,5.5110358887283155
44,138.3300018310547,221.02000427246094,1.5977734500603655,4.187872065157592
45,138.60000610351562,220.75999450683594,1.592784883010451,4.887461733899158
46,138.1999969482422,218.96749877929688,1.5844247728985352,6.028723374961743
47,139.5,219.2899932861328,1.5719712780367943,7.822696175603824
48,139.25,219.0,1.5727109515260322,7.70567747345396
49,139.61000061035156,215.75,1.5453763989454703,11.541775730262628
50,137.73190307617188,215.33670043945312,1.5634482326172632,8.897442444508386
51,137.75999450683594,214.6699981689453,1.5582898281713633,9.609878911209336
52,139.1699981689453,215.50999450683594,1.5485377404777843,11.065436149322721
53,139.50999450683594,215.77000427246094,1.5466275734236967,11.358956725672499
54,140.50010681152344,216.2801971435547,1.5393596635032307,12.460714165594794
55,139.17999267578125,216.25,1.5537434356944735,10.34170219255546
56,137.97000122070312,216.86000061035156,1.5717909595684671,7.7617774704582985
57,138.10000610351562,218.35000610351562,1.58110062601914,6.483426160654119
58,139.17660522460938,219.16000366210938,1.5746899653747068,7.426183597499374
59,137.57000732421875,218.2104949951172,1.5861778249444196,5.760073841256485
60,137.22999572753906,217.16000366210938,1.582452892392899,6.25700999024923
61,137.10499572753906,217.9499969482422,1.5896575890010731,5.2635107099750655
62,136.67999267578125,217.27999877929688,1.5896986422490305,5.241583530431768
63,136.5399932861328,214.27999877929688,1.5693570332192146,8.013657810675085
64,136.80999755859375,214.36000061035156,1.566844561330719,8.373235882736964
65,136.36000061035156,215.4550018310547,1.5800454742349037,6.545618051533069
66,136.88999938964844,216.08999633789062,1.5785667126990377,6.7734869724932025
67,136.07000732421875,216.50999450683594,1.5911661854397496,5.018502399841651
68,136.125,215.5449981689453,1.5834343299830693,6.0730294509751275
69,135.30999755859375,214.91000366210938,1.5882788229971416,5.381160901283067
70,138.61000061035156,214.13499450683594,1.5448740607742562,11.528733270295959
71,138.0399932861328,214.5,1.5538974966144699,10.235728519668044
72,137.5800018310547,213.4600067138672,1.5515336812976026,10.526833658903286
73,137.94000244140625,213.0500030517578,1.5445121015004808,11.522935577821329
74,136.33999633789062,211.7899932861328,1.5533959144406524,10.178058681621053
75,135.72500610351562,210.90499877929688,1.55391408579818,10.061819596187377
76,136.05999755859375,211.3300018310547,1.553211859643362,10.182198697185783
77,141.65499877929688,211.5749969482422,1.4935935813877135,19.046133865127956
78,141.9499969482422,212.05599975585938,1.4938781564974548,19.045402222639495
79,140.7794952392578,211.5850067138672,1.5029532983782465,17.610762353183645
80,140.72000122070312,211.4499969482422,1.5026293001277566,17.648913003677166
81,140.31500244140625,211.85000610351562,1.5098172142496415,16.58954641474901
82,140.78500366210938,213.56500244140625,1.516958460675061,15.639734602193045
83,140.49000549316406,213.3300018310547,1.5184710192173412,15.39446404741588
84,138.83990478515625,213.6999969482422,1.5391828255639184,12.338025850096699
85,139.49000549316406,215.8000030517578,1.5470642666390422,11.296414873582023
86,138.61000061035156,215.1999969482422,1.5525575066779906,10.463730828889709
87,138.14999389648438,214.6699981689453,1.5538907539134406,10.244816619248724
88,138.36000061035156,215.10000610351562,1.554640106639481,10.156709685333595
