,cmcsa,googl,Ratio,Spread
0,47.744998931884766,142.66799926757812,2.988124462440871,-9.326221112770412
1,47.690101623535156,143.37025451660156,3.0062895577024324,-10.181793041551089
2,47.5099983215332,142.89100646972656,3.007598642767439,-10.205535780679753
3,47.474998474121094,142.8560028076172,3.0090786182013014,-10.268279358982625
4,47.70500183105469,143.02149963378906,2.998039914981952,-9.791425001130932
5,47.72999954223633,143.1595001220703,2.999361020219334,-9.859612119774965
6,47.779998779296875,142.50601196289062,2.9825453244808084,-9.066486567670665
7,47.619998931884766,142.57574462890625,2.994030823747925,-9.583065283235186
8,47.68000030517578,141.7740020751953,2.9734480110690225,-8.613751465824578
9,47.70000076293945,142.20074462890625,2.9811476384585136,-8.984636931635634
10,47.60490036010742,142.343505859375,2.990101959727194,-9.392993661121011
11,47.57500076293945,142.1685028076172,2.9883026910714277,-9.301493919483221
12,47.61000061035156,141.80325317382812,2.9784341809690438,-8.838497045281912
13,47.709999084472656,141.90550231933594,2.974334626753733,-8.661471404940471
14,47.185001373291016,140.51150512695312,2.977884943042291,-8.733682818741443
15,47.11750030517578,141.0386199951172,2.993338336745855,-9.449314026861344
16,47.125,140.6169891357422,2.9839148888221154,-9.006738091230147
17,47.1349983215332,140.70999145507812,2.9852550432954192,-9.071817193441234
18,47.095001220703125,140.45223999023438,2.982317365956264,-8.925769250747067
19,47.099998474121094,140.86099243164062,2.990679341720916,-9.32056541041598
20,46.81999969482422,139.02450561523438,2.9693401649168107,-8.266056517307732
21,46.915000915527344,139.36949157714844,2.9706807813579656,-8.345723975109905
22,47.29499816894531,140.00375366210938,2.9602232600156477,-7.918733350923588
23,47.34000015258789,139.49600219726562,2.9466836026116896,-7.285300774892562
24,47.45500183105469,139.70748901367188,2.943999233443226,-7.175611999287014
25,47.77000045776367,140.02700805664062,2.931274999263333,-6.615405878545516
26,47.67499923706055,139.35525512695312,2.92302584912522,-6.208971452969905
27,47.709999084472656,140.1269989013672,2.9370572540415725,-6.882967986971721
28,47.970001220703125,143.01449584960938,2.9813319201644397,-9.04433344616561
29,47.88999938964844,142.96949768066406,2.9853727187887027,-9.222763628819848
30,47.8650016784668,143.60501098632812,3.0002090452434316,-9.928090304121127
