,csco,amd,Ratio,Spread
0,63.63999938964844,145.7899932861328,2.2908547247699493,-29.293311302454292
1,63.50389862060547,145.97000122070312,2.29859905283578,-29.7264368641546
2,63.48500061035156,145.40989685058594,2.2904606671276633,-29.20147865483124
3,63.53499984741211,145.27999877929688,2.2866136637791206,-28.97859295142174
4,63.584999084472656,144.1699981689453,2.2673586576201017,-27.775604708949736
5,63.619998931884766,144.6199951171875,2.2731844945804855,-28.160509605257467
6,63.380001068115234,143.92999267578125,2.2709054946385687,-27.916850635829952
7,63.060001373291016,150.32000732421875,2.383761561221383,-34.90199464324014
8,62.7400016784668,150.7449951171875,2.402693514254801,-35.92211179518157
9,62.84120178222656,149.89999389648438,2.385377581032843,-34.888900542242006
10,62.8650016784668,150.13999938964844,2.3882922990691022,-35.08464344009064
11,62.93000030517578,149.99000549316406,2.3834419953248895,-34.81376633129985
12,63.07849884033203,150.35499572753906,2.3836172149265376,-34.90258180843181
13,63.15999984741211,150.27000427246094,2.379195766869813,-34.666016327241444
14,62.619998931884766,146.60000610351562,2.341105215651322,-32.00030161200065
15,62.25,142.0399932861328,2.2817669604198043,-28.12840578571096
16,61.83000183105469,142.53500366210938,2.3052725123892825,-29.404520784901088
17,61.630001068115234,141.97000122070312,2.303585895833327,-29.211475966478154
18,61.49980163574219,141.55999755859375,2.3017960024821043,-29.043614737564987
19,61.22999954223633,143.81500244140625,2.3487670017407556,-31.80039243314794
20,61.25,144.41000366210938,2.3577143455038265,-32.358197182102565
21,61.58000183105469,141.5299072265625,2.298309565089834,-28.86436960445797
22,61.150001525878906,140.33999633789062,2.295012147767457,-28.474165122124695
23,60.81999969482422,139.8612060546875,2.2995923504845015,-28.60910598101929
24,60.619998931884766,139.39639282226562,2.299511634417833,-28.516250371580746
25,60.74409866333008,138.16920471191406,2.274611159805123,-27.058263936048583
26,60.59000015258789,135.85000610351562,2.24211925666604,-25.025654813202685
27,60.290000915527344,136.1199951171875,2.2577540728172485,-25.85357671409877
28,60.724998474121094,134.80999755859375,2.220008249420461,-23.734578952105473
29,60.779998779296875,136.00999450683594,2.237742633077581,-24.832287376664716
30,60.775001525878906,135.41000366210938,2.228054302959577,-24.241590328999088
31,60.71500015258789,134.27000427246094,2.211479929754029,-23.213180354596126
32,60.89500045776367,135.0500030517578,2.2177519014131137,-23.658417982658158
33,60.900001525878906,136.17999267578125,2.2361246184519845,-24.779106715119077
34,60.93000030517578,136.1699981689453,2.2348596337915687,-24.7133210479112
35,60.790000915527344,133.9149932861328,2.202911519481939,-22.718684372836556
36,60.869998931884766,133.3800048828125,2.1912273241875435,-22.03491717702385
37,61.18000030517578,133.43020629882812,2.1809448452640825,-21.508583922690242
38,61.189998626708984,132.67999267578125,2.168328087163372,-20.739775611019915
39,61.209999084472656,132.25999450683594,2.1607579886467727,-20.282580970326116
40,61.415000915527344,132.28900146484375,2.1540177398482716,-19.93032941378808
41,61.150001525878906,131.99000549316406,2.158462832373036,-20.124174277398133
42,60.619998931884766,128.49989318847656,2.1197607300004173,-17.619750737791684
43,60.994998931884766,128.10000610351562,2.100172282100855,-16.522445770175104
44,60.915000915527344,125.91000366210938,2.0669786057577597,-14.481222121261235
45,61.42499923706055,127.34829711914062,2.073232376082888,-14.971030379461505
46,61.5099983215332,130.8800048828125,2.127784237591086,-18.34465845907848
47,61.34000015258789,130.47999572753906,2.127160016350835,-18.260808671914837
48,61.84000015258789,132.0,2.1345407450565155,-18.850922434168247
49,61.790000915527344,134.8000030517578,2.181582797450382,-21.7439131180465
50,61.97999954223633,136.8000030517578,2.207163666700825,-23.390557278188204
51,62.099998474121094,137.30999755859375,2.2111111261269176,-23.677380049034788
52,62.185001373291016,137.5303955078125,2.2116329093928906,-23.739691219697058
53,62.23500061035156,137.3000030517578,2.206154120755655,-23.41631113152193
54,62.310001373291016,137.83999633789062,2.212164874016121,-23.816819422223297
55,62.380001068115234,137.30999755859375,2.201186200825156,-23.156636539057494
56,62.43000030517578,139.65310668945312,2.236955085804719,-25.40675803779643
57,62.14500045776367,137.19769287109375,2.2077028217956007,-23.481381526475282
58,62.20500183105469,138.0200958251953,2.218794176713477,-24.192195065331383
59,62.13999938964844,137.60000610351562,2.2143548029457762,-23.892995650459675
60,62.04499816894531,137.91000366210938,2.222741683166588,-24.379674676233357
61,61.9900016784668,137.0800018310547,2.2113243768256194,-23.651954274360058
62,62.119998931884766,137.47000122070312,2.2129749450163456,-23.80018723939566
63,61.72999954223633,137.9499053955078,2.234730380989571,-25.005404877041975
64,61.8849983215332,136.05999755859375,2.1985941867796894,-22.827233252204074
65,61.630001068115234,133.4149932861328,2.164773502740634,-20.656468031907842
66,61.88999938964844,134.0800018310547,2.166424352130153,-20.837936633102508
67,61.71419906616211,133.91000366210938,2.169841068804087,-20.99488856915989
68,61.720001220703125,133.875,2.1690699506190785,-20.949094170157615
69,61.5099983215332,132.75,2.158185719760089,-20.21465357626598
70,61.25,134.531005859375,2.1964245854591837,-22.47919937936819
71,61.224998474121094,135.3000030517578,2.2098816892408277,-23.294693935062007
72,61.39500045776367,135.63999938964844,2.209300405217216,-23.31852381034127
73,61.26499938964844,134.0850067138672,2.188607003177783,-22.005304653674408
74,61.290000915527344,134.589599609375,2.1959470973882427,-22.463400185871215
75,61.30500030517578,135.8800048828125,2.2164587587701323,-23.725909879122746
76,61.34000015258789,136.8800048828125,2.2314966505104845,-24.660817827188275
77,59.96500015258789,135.9582061767578,2.267292684579278,-26.296218024204286
78,60.060001373291016,133.42999267578125,2.221611548865502,-23.59132305604779
79,59.685001373291016,134.23980712890625,2.2491380420572202,-25.098555391828434
80,59.72999954223633,133.08900451660156,2.2281768882735644,-23.864066038965824
81,59.6682014465332,132.5399932861328,2.221283532484178,-23.429985733983536
82,59.63999938964844,132.6898956298828,2.224847367334371,-23.63233772786449
83,59.7400016784668,131.92999267578125,2.208402895364083,-22.686452415020476
84,58.959999084472656,132.04820251464844,2.2396235509681994,-24.25529627407247
85,58.869998931884766,128.85000610351562,2.1887210538699153,-21.224480438557087
86,59.25,130.8699951171875,2.2087762888976794,-22.537750678010802
87,59.25,130.6300048828125,2.2047258208069622,-22.297760443635802
88,59.03499984741211,129.63999938964844,2.1959854277077873,-21.70760815364104
89,59.22999954223633,129.27999877929688,2.182677693372403,-20.984950811868664
90,58.88999938964844,128.27000427246094,2.1781288096771143,-20.6072821357539
91,58.7400016784668,126.65080261230469,2.156125280785155,-19.26704337195897
92,58.875,127.0,2.157112526539278,-19.365173443478945
93,58.81999969482422,127.9906005859375,2.1759707794966183,-20.45806255309939
