,msft,acn,Ratio,Spread
0,337.5299987792969,415.260009765625,1.23029067421398,-38.5326907709157
1,336.6499938964844,414.2200012207031,1.2304173733271195,-38.47780058514976
2,336.3900146484375,415.510009765625,1.2352031620197648,-40.058841981425836
3,337.8817138671875,416.4800109863281,1.2326207483073073,-39.358965778230264
4,337.2300109863281,416.010009765625,1.2336090982794847,-39.61851104663017
5,337.70001220703125,416.6300048828125,1.2337281309524863,-39.71236495666826
6,336.2099914550781,414.6199951171875,1.2332173512237394,-39.37035366121207
7,332.54998779296875,408.82501220703125,1.2293640872467813,-37.672548928747936
8,331.989990234375,407.0400085449219,1.2260610877381086,-36.51443255650232
9,332.6400146484375,407.3299865722656,1.2245369427450479,-36.07674304847287
10,332.32000732421875,406.739990234375,1.2239407236096695,-35.84497777987442
11,333.7265930175781,407.864990234375,1.2221531000764205,-35.39538039147603
12,333.5799865722656,407.2200012207031,1.220756692885364,-34.914509445406644
13,334.739990234375,407.2900085449219,1.2167354377340738,-33.68595476553761
14,333.5799865722656,410.3500061035156,1.230139764438832,-38.044514328219144
15,328.3900146484375,407.92999267578125,1.2422119263050564,-41.43439664711578
16,327.7799987792969,407.4800109863281,1.243150932039314,-41.66729506867559
17,327.6400146484375,408.0299987792969,1.245360702407241,-42.373987602712724
18,326.54998779296875,404.3089904785156,1.2381228160842737,-39.87320601688261
19,329.6864013671875,406.94000244140625,1.234324499748407,-38.993170877404985
20,329.0400085449219,404.4800109863281,1.2292730381785986,-37.2567815850846
21,323.2300109863281,400.1549987792969,1.237988383437027,-39.4357506324861
22,322.9739990234375,403.3900146484375,1.248986035619432,-42.95735818961949
23,321.6400146484375,402.1549987792969,1.2503263911950282,-43.215666419363025
24,321.3550109863281,402.42999267578125,1.2522910143539117,-43.809706659173706
25,319.989990234375,399.69000244140625,1.2490703291957832,-42.5977840862873
26,317.92999267578125,398.8949890136719,1.2546629704749408,-44.10882765257926
27,315.9800109863281,397.25,1.2571997790619365,-44.64673875664166
28,317.4599914550781,386.1099853515625,1.2162477028422607,-31.849965197619287
29,315.5299987792969,382.80999755859375,1.213228533070027,-30.710500891602255
30,315.95001220703125,383.19000244140625,1.2128184448061199,-30.620323225619376
31,314.8870849609375,379.3299865722656,1.2046540003992936,-27.950197509391803
32,314.82000732421875,377.9599914550781,1.2005589945426638,-26.655292215807624
33,315.1199951171875,378.81500244140625,1.202129373924786,-27.174482926421224
34,313.8399963378906,378.010009765625,1.2044672896269308,-27.80238036501358
35,312.82000732421875,374.6300048828125,1.1975896557490056,-25.564198582425394
36,312.54998779296875,373.760009765625,1.195840743443578,-24.99647587617604
37,313.1120910644531,374.1300048828125,1.1948756230106714,-24.737226470638706
38,313.8800048828125,372.6099853515625,1.1871096583252474,-22.357568526590814
39,313.8399963378906,371.17999267578125,1.182704553297778,-20.97236327516983
40,314.760009765625,370.45001220703125,1.1769284556919217,-19.21247702290363
41,314.1099853515625,370.75,1.1803190515737476,-20.24013235124558
42,306.30999755859375,364.17999267578125,1.1889262367485005,-22.401793823554176
43,308.6199951171875,365.1600036621094,1.183202674614303,-20.795886198495527
44,305.9800109863281,363.6300048828125,1.188410980542975,-22.221208333871363
45,309.94830322265625,368.7900085449219,1.1898436116941598,-22.93892126231022
46,311.9700012207031,370.510009765625,1.1876462746926355,-22.395739796822415
47,311.739990234375,370.69500732421875,1.1891159906867248,-22.838222341993987
48,314.0899963378906,372.8699951171875,1.1871438105786176,-22.38250409921564
49,312.29998779296875,368.81500244140625,1.180963870821227,-20.331330169317727
50,315.239990234375,370.01568603515625,1.1737587155743043,-18.24083840988546
51,314.82000732421875,371.7449951171875,1.1808175670815746,-20.440295877917
52,315.03338623046875,374.5199890136719,1.1888263447090162,-22.976423511146454
53,314.4464111328125,374.7300109863281,1.1917134294404579,-23.843532684524195
54,315.25,375.0199890136719,1.1895955242305214,-23.23393599161223
55,314.989990234375,375.1099853515625,1.1908631924222541,-23.614999343652148
56,322.4599914550781,383.0150146484375,1.1877908106370314,-23.157762147285684
57,318.6000061035156,379.8399963378906,1.1922159104243006,-24.303790810642244
58,319.2311096191406,378.943115234375,1.1870494566976066,-22.700423104707927
59,318.9700012207031,377.7799987792969,1.184374697725576,-21.829603524402234
60,319.07989501953125,377.7900085449219,1.1839981598395501,-21.71659306491559
61,317.7200012207031,377.1099853515625,1.186925544198284,-22.558898183469996
62,318.2900085449219,377.239990234375,1.1852083951957708,-22.05081037962994
63,317.7699890136719,374.1000061035156,1.1772666363638895,-19.49296027706909
64,314.3699951171875,373.05999755859375,1.1866908526671842,-22.25906289569004
65,310.0,369.4200134277344,1.191677462670111,-23.511054370243773
66,310.07000732421875,366.8999938964844,1.1832811469341582,-20.912665387062038
67,309.239990234375,366.6000061035156,1.1854870575622096,-21.541837294895135
68,306.989990234375,363.8699951171875,1.185282930037513,-21.3305808648109
69,304.82000732421875,361.4700012207031,1.1858473608532827,-21.359766675849773
70,307.0899963378906,354.8500061035156,1.1555244727447087,-12.198640371635824
71,306.885009765625,353.010009765625,1.1503005964195732,-10.588115528350917
72,308.69000244140625,353.5,1.1451618037649254,-9.057513084454419
73,307.3699951171875,350.82000732421875,1.141360617162601,-7.85519794740704
74,307.7699890136719,349.7950134277344,1.1365468561400107,-6.382432295704993
75,309.760009765625,352.635009765625,1.1384136061735042,-6.994706928705986
76,310.20001220703125,353.30999755859375,1.138974802240789,-7.177135542096741
77,309.55999755859375,348.114990234375,1.1245477225088927,-2.698590356462338
78,305.6700134277344,347.4649963378906,1.1367323619398384,-6.403225461452811
79,305.37811279296875,348.1300048828125,1.1399965822659577,-7.395001141390841
80,303.8269958496094,348.17999267578125,1.1459810926351195,-9.181381320294483
81,303.989990234375,350.4800109863281,1.1529327354368133,-11.298936142276679
82,303.3500061035156,349.0299987792969,1.150585105510739,-10.56535191103463
83,302.7699890136719,348.4100036621094,1.150741540788498,-10.594654877288596
84,310.4501037597656,349.69000244140625,1.1263967968005753,-3.2771763191635355
85,307.2300109863281,350.2099914550781,1.1398951239521409,-7.4018868193348535
86,311.0575866699219,352.2300109863281,1.1323627073597027,-5.137140265064849
87,309.9079895019531,351.8699951171875,1.1354014966915524,-6.064036886887001
88,307.7850036621094,347.5899963378906,1.129327264818528,-4.160607110677992
89,306.7970886230469,346.8450012207031,1.1305355040277518,-4.52152999607741
90,303.30999755859375,343.9800109863281,1.1340872828297646,-5.560151542426203
91,309.8599853515625,354.7049865722656,1.1447266615268914,-8.952766418638495
92,310.80938720703125,354.239990234375,1.139733884544531,-7.424965525561978
93,310.260009765625,352.57000732421875,1.1363694843900616,-6.369981252578858
94,308.4700012207031,350.0799865722656,1.13489151355691,-5.883779246509013
95,307.0007019042969,347.9049987792969,1.1332384474083428,-5.353593385844382
96,305.05999755859375,345.8870849609375,1.133832976231182,-5.508194195512564
97,301.6400146484375,342.6000061035156,1.1357909742273986,-6.049603132416129
98,299.12799072265625,339.0,1.1332941433565542,-5.261673343769436
99,303.79998779296875,343.5,1.1306781231146255,-4.531622718166053
100,301.7250061035156,339.9150085449219,1.126572215324785,-3.269462189502425
101,299.8900146484375,337.94000244140625,1.1268798090445757,-3.348630791829768
102,299.5299987792969,337.17999267578125,1.125696905318075,-2.991639519857207
103,297.2300109863281,335.8999938964844,1.1301012060721385,-4.286353955158253
104,295.760009765625,335.5899963378906,1.1346699528574837,-5.621944073155609
105,287.3699951171875,327.24029541015625,1.138742043255803,-6.664415422178896
106,284.6700134277344,324.8900146484375,1.1412863994223026,-7.33661963027574
107,280.2300109863281,320.6499938964844,1.1442385944599212,-8.066943935667458
108,286.1700134277344,325.9649963378906,1.1390606319421568,-6.7324316155662896
109,287.4800109863281,329.0249938964844,1.1445143360319825,-8.32595703221502
110,291.45001220703125,332.3399963378906,1.1402984471375257,-7.196755623425835
111,296.7200012207031,339.0299987792969,1.1425923341349786,-7.987287469480483
112,290.5899963378906,333.1499938964844,1.1464606424685937,-8.969494910392902
113,287.3399963378906,332.70001220703125,1.1578618237880138,-12.157714246625366
114,288.010009765625,334.54998779296875,1.1615915296319623,-13.257645666407049
