,crm,acn,Ratio,Spread
0,218.0399932861328,339.2749938964844,1.5560218507769603,40.01560599948533
1,219.4600067138672,338.2799987792969,1.5414197960011349,43.480779806134194
2,219.6699981689453,337.69000244140625,1.537260460036483,44.43606594141113
3,219.32000732421875,338.5299987792969,1.5435436233542117,42.98724442675473
4,220.5800018310547,338.64990234375,1.535270194634991,45.05915927671646
5,221.91000366210938,340.25,1.533279232053372,45.77266099625376
6,221.3000030517578,340.67999267578125,1.5394486578298996,44.2815441938838
7,218.125,338.05999755859375,1.5498452610136104,41.378475427133196
8,215.72999572753906,340.2799987792969,1.5773420735105421,34.99225408522949
9,216.89999389648438,340.1000061035156,1.5680037605986679,37.20751240511714
10,215.9550018310547,339.5307922363281,1.5722293503622986,36.13286909733495
11,214.50999450683594,338.79998779296875,1.579413530692958,34.350016818380254
12,214.0500030517578,337.1000061035156,1.5748656916487127,35.24982220845766
13,214.89999389648438,338.3599853515625,1.5744997438880701,35.468441141155324
14,215.0399932861328,340.82000732421875,1.5849145180669844,33.25195454787848
15,214.80499267578125,343.3399963378906,1.598379963430903,30.323171160601987
16,214.22500610351562,341.6700134277344,1.5949119089423018,30.9842407443046
17,214.7960968017578,341.17999267578125,1.5883900953315142,32.46770004056657
18,214.14999389648438,340.6700134277344,1.5908009485744237,31.85375355901533
19,214.1790008544922,339.9200134277344,1.5870837573785652,32.65421249702081
20,212.36000061035156,337.2300109863281,1.5880109720148952,32.1799803252585
21,211.61000061035156,337.6650085449219,1.5956949462264873,30.44032326069663
22,210.86000061035156,338.19500732421875,1.6038841238038772,28.605664975431637
23,210.839599609375,337.5799865722656,1.6011223090809508,29.185197247577662
24,210.86000061035156,338.8999938964844,1.6072275107441456,27.90067840316601
25,212.02499389648438,339.5299987792969,1.6013678035763248,29.297232940543154
26,211.17999267578125,338.45001220703125,1.6026613502475309,28.90730101261545
27,212.35000610351562,340.739990234375,1.6046149302593957,28.652615172743708
28,216.6103057861328,340.69000244140625,1.5728245302316401,36.11359027131169
29,217.6199951171875,342.3800048828125,1.5732929536113731,36.17998887501892
30,219.9600067138672,342.8949890136719,1.5588969746655965,39.7355625757379
31,218.80999755859375,342.8500061035156,1.5668845570536876,37.78005165072369
32,219.86000061035156,343.55999755859375,1.5626307495899192,38.896588812674054
33,219.11000061035156,343.9800109863281,1.5698964448365633,37.17191587897156
34,218.8699951171875,344.4100036621094,1.5735825437274085,36.32442260566887
