,pypl,nvda,Ratio,Spread
0,183.69679260253906,278.4440002441406,1.515780413469734,73.71262655386379
1,183.0399932861328,274.0061950683594,1.496974459783911,76.88442027725982
2,182.17999267578125,274.38800048828125,1.5061368510240258,74.84492339121299
3,182.3000030517578,272.1618957519531,1.4929341261430595,77.3023537495328
4,183.02999877929688,274.31500244140625,1.498743398737513,76.55634802405977
5,183.14999389648438,277.8399963378906,1.5170079475674165,73.26265033753633
6,182.72999572753906,277.1600036621094,1.5167734369970154,73.13307686642365
7,183.9550018310547,276.1199035644531,1.5010187318420578,76.53443361821029
8,185.85000610351562,278.93011474609375,1.5008345740421118,77.37693194969977
9,186.4199981689453,282.75360107421875,1.5167557335665778,74.65213203091984
10,187.22999572753906,286.53009033203125,1.5303642411496698,72.43695101440498
11,188.17950439453125,288.8500061035156,1.5349705964679434,71.9472576815317
12,188.08999633789062,289.1807861328125,1.5374596829345422,71.44394667974875
13,189.16000366210938,290.8599853515625,1.5376399858350427,71.82723670658605
14,189.27000427246094,288.4432067871094,1.523977388260028,74.45604660084693
15,190.41000366210938,293.5495910644531,1.5416710541394103,71.5470645542241
16,190.5399932861328,292.6742858886719,1.5360254865190668,72.67293082011939
17,190.55029296875,291.05999755859375,1.5274707428884784,74.30707227096603
18,190.07000732421875,289.5400085449219,1.5233334949634036,74.90128820417895
19,191.2100067138672,292.1300048828125,1.527796635246006,74.50869409700924
20,191.6999969482422,294.1400146484375,1.5343767309910468,73.44316346341178
21,191.5749969482422,296.69000244140625,1.5486885406113982,70.65223231439016
22,191.02000427246094,299.3999938964844,1.5673750769549555,66.87246647621207
23,191.3300018310547,297.4100036621094,1.554434750514056,69.45999152767324
24,192.0800018310547,297.7799987792969,1.5502915240557493,70.535656546803
25,191.96499633789062,296.6106872558594,1.5451290230734294,71.48328959434075
26,191.77000427246094,297.4700012207031,1.5511810741687573,70.24811928831052
27,191.97999572753906,296.3800048828125,1.5438067063166285,71.74288399363273
28,192.63189697265625,308.75,1.602797900307375,60.629459066953864
29,191.7899932861328,308.3699951171875,1.607852369321105,59.3866551521325
30,191.8800048828125,309.04998779296875,1.6106419633547324,58.88016404585266
31,191.6999969482422,308.04998779296875,1.606937885743109,59.533190318880536
32,191.5399932861328,310.5870056152344,1.6215256160694476,56.68775794197983
33,191.77999877929688,308.44000244140625,1.6083012014008997,59.297382947760575
34,192.0,309.5,1.6119791666666667,58.66144804878234
35,193.46200561523438,305.5766906738281,1.5795178474556513,65.40284169097588
36,191.1999969482422,302.8601989746094,1.5839968818440597,63.75920571302844
37,190.77000427246094,301.8900146484375,1.5824815635967229,63.90055901215322
38,190.27000427246094,301.5899963378906,1.5850632762167955,63.236803898488624
39,190.19000244140625,303.2986145019531,1.5947137631242914,61.373978457108585
40,189.97999572753906,304.6449890136719,1.6035635112371531,59.62280616592749
41,190.1999969482422,303.2200012207031,1.5942166460876248,61.47185661851176
42,188.3800048828125,295.9949951171875,1.5712654604787815,65.18874275215363
43,190.0,297.3399963378906,1.5649473491467927,66.96635801404578
44,189.63999938964844,297.0447998046875,1.5663615311153698,66.56763650533541
45,189.75999450683594,297.8478088378906,1.5696027479973442,65.99592368209322
46,191.0500030517578,299.4100036621094,1.5671813602693085,66.92028076307729
47,189.92999267578125,299.3599853515625,1.5761596214168396,64.81142660320954
48,189.9405975341797,299.9700012207031,1.5792832344160848,64.22185209545283
49,191.66000366210938,303.0299987792969,1.5810810445017487,64.47609039990901
50,192.07000732421875,303.30828857421875,1.5791548758689176,64.98810187172795
51,191.33999633789062,302.5899963378906,1.5814257454230412,64.29926373204516
52,193.625,300.6449890136719,1.5527178257646062,70.64872266379773
53,193.3300018310547,300.5199890136719,1.5544405222542093,70.20509987295667
54,192.60499572753906,298.0599060058594,1.5475190811119868,71.26769965085019
55,191.8800048828125,295.8800048828125,1.54200540626167,72.0501469560089
56,190.25999450683594,296.6622009277344,1.5592463444388225,68.14530501646094
57,190.27000427246094,296.7349853515625,1.5595468475769145,68.09181488481674
58,189.41000366210938,295.2300109863281,1.558682251614293,67.93909778392616
59,189.24009704589844,295.5,1.5615083939020027,67.34160580765068
60,189.52499389648438,294.1400146484375,1.551985353494285,69.25074318568572
61,189.7550048828125,295.4599914550781,1.5570603349173642,68.37412333084454
62,188.66000366210938,294.2099914550781,1.559471990586882,67.51345717885896
63,193.63999938964844,302.9599914550781,1.5645527391551608,68.36263224863659
64,193.41140747070312,304.1296081542969,1.5724491752140561,66.75239391647987
65,193.4636993408203,302.3349914550781,1.562747908187478,68.64780564514113
66,194.67999267578125,300.7900085449219,1.5450483863837796,72.53725093985916
67,195.13999938964844,301.1117858886719,1.5430551749025214,73.10215808767724
68,195.5800018310547,300.25,1.535177406631589,74.81206929558014
69,194.89999389648438,301.2300109863281,1.545561931347817,72.52131115806843
70,191.63999938964844,294.6355895996094,1.537443073147517,72.83194040725947
71,189.51499938964844,285.8299865722656,1.5082182808369207,77.54150638170442
72,189.3498992919922,287.70001220703125,1.5194093753563374,75.35324257402719
73,189.41709899902344,286.6700134277344,1.5134326042508566,76.5127719368271
74,190.02000427246094,287.1099853515625,1.510946105126325,77.23492817271101
75,191.6300048828125,291.5799865722656,1.5215779321749512,75.86827855445004
76,191.05999755859375,292.989990234375,1.533497299163953,73.35955907096483
77,191.4001007080078,288.5849914550781,1.5077577827157553,78.4201226040535
78,191.75999450683594,286.6000061035156,1.4945766286684932,81.09882011331409
79,192.35499572753906,284.06988525390625,1.4768001432948308,84.77583369069758
