,amzn,nflx,Ratio,Spread
42,154.65249633789062,386.6700134277344,2.500250707773401,-36.11202180505769
43,152.60150146484375,391.2900085449219,2.5641294796504153,-45.41135933880191
44,150.19749450683594,377.3800048828125,2.512558589089093,-36.98609475436371
45,144.82699584960938,367.4599914550781,2.5372340929908836,-39.318867764602494
46,151.35800170898438,390.0299987792969,2.5768706931610166,-46.98839281937803
47,153.7884979248047,390.79998779296875,2.541152251737653,-42.21320754449932
48,153.56300354003906,394.5199890136719,2.5691083133237047,-46.44767394168611
49,151.14199829101562,386.239990234375,2.555477594590824,-43.69119582123529
50,152.05250549316406,380.0299987792969,2.4993340132522985,-35.403883243816104
51,147.89849853515625,368.07000732421875,2.4886662878239196,-32.921253830312146
52,145.64100646972656,361.7300109863281,2.4837099094170196,-31.7317230131435
53,137.4530029296875,350.260009765625,2.548216498004023,-38.94264234242838
54,136.01449584960938,341.760009765625,2.512673429628468,-33.72459457194663
55,139.2790069580078,358.7900085449219,2.5760523167220453,-43.306615055638936
56,146.8175048828125,356.7699890136719,2.430023513193745,-24.08752127986873
57,145.52450561523438,340.32000732421875,2.338575251538886,-10.587515915011133
58,141.85299682617188,331.010009765625,2.3334720955613513,-9.654061386921748
59,147.3665008544922,343.75,2.332619679552644,-9.814998595557663
60,153.10400390625,357.5299987792969,2.3352099857442186,-10.504890837762114
61,157.23899841308594,371.3999938964844,2.3620094101640836,-14.940900798603375
62,161.25050354003906,380.6000061035156,2.360302744784988,-14.988668725813065
63,161.4915008544922,374.5899963378906,2.319564771866263,-8.428823867659796
64,164.88900756835938,382.9200134277344,2.322289515078706,-9.007433342760246
65,163.4080047607422,374.489990234375,2.2917481354887945,-3.9563163318563936
66,163.64950561523438,375.7099914550781,2.2958211211369695,-4.625333634017986
67,164.77349853515625,373.8500061035156,2.268872175605051,-0.20095974340149203
68,168.99049377441406,378.510009765625,2.2398301899212107,4.760106326449309
69,169.31500244140625,391.82000732421875,2.3141481952245395,-7.809525085962386
70,166.30099487304688,381.4700012207031,2.2938527909103303,-4.33597374290907
71,162.99749755859375,374.5899963378906,2.298133418908682,-4.9928941394551405
72,163.55999755859375,373.4700012207031,2.2833822865943194,-2.5895559267273796
73,168.34649658203125,391.5,2.325560721183356,-9.699162753066625
74,164.05499267578125,380.1499938964844,2.3172107577839314,-8.140217818564233
75,158.75599670410156,368.3500061035156,2.320227353616552,-8.429883169685704
76,157.7845001220703,362.1499938964844,2.2952190716851546,-4.446339284237988
77,154.4604949951172,355.8800048828125,2.304019580502203,-5.760064100282941
78,151.1219940185547,348.0,2.3027753323402598,-5.496845311205286
79,150.78750610351562,344.1000061035156,2.2820193462665994,-2.3599852037111844
80,155.54100036621094,350.42999267578125,2.2529750474197616,2.1551198537480247
81,151.7064971923828,341.1300048828125,2.2486182938507704,2.7066931170110053
82,152.78500366210938,337.8599853515625,2.2113425876452797,8.437323904117127
83,158.11549377441406,348.6099853515625,2.204780676642164,9.848830893400295
84,153.9980010986328,226.19000244140625,1.4687853142751888,122.8747590543985
85,148.29600524902344,218.22000122070312,1.4715163827525972,117.83566337839873
86,144.35000610351562,215.52000427246094,1.4930377219236708,111.53286786727169
87,146.07400512695312,209.91000366210938,1.437011352428355,121.07617024375064
88,139.39100646972656,198.39999389648438,1.423334251765903,117.33892634847523
89,138.16700744628906,188.5399932861328,1.364580421700352,124.40637461095746
90,144.59649658203125,199.52000427246094,1.3798398231541589,128.09523560721738
91,124.28150177001953,190.36000061035156,1.5316841034203867,90.90660224189342
92,124.5,199.4600067138672,1.6020884073402988,82.305099595859
93,124.25350189208984,199.8699951171875,1.6085662944998373,81.33272604613829
94,125.92849731445312,204.00999450683594,1.6200462870402346,81.01422676378131
95,116.40699768066406,188.32000732421875,1.6177722222579054,74.98092361002124
96,114.77249908447266,180.97000122070312,1.5767714623649438,78.60182306803914
97,108.78900146484375,173.10000610351562,1.5911535520385727,72.82047532774699
98,108.85900115966797,177.66000366210938,1.6320194174988631,68.42018199145117
99,105.37200164794922,166.3699951171875,1.5788823645301364,71.75460520745487
100,106.93049621582031,174.30999755859375,1.6301242744331779,67.37030630936302
101,113.05500030517578,187.63999938964844,1.6597231337237728,68.01335343241031
102,110.81050109863281,186.50999450683594,1.683143679143033,64.02253598693396
103,115.36849975585938,190.55999755859375,1.6517506768472607,70.37160156848005
104,107.11250305175781,177.19000244140625,1.6542420109049856,64.90554981097988
105,107.31900024414062,183.47999572753906,1.7096692599645853,59.0866796290123
106,107.59100341796875,186.35000610351562,1.7320221968707223,56.83724417765324
107,107.55699920654297,187.44000244140625,1.7427039042011856,55.66966727095805
108,104.0999984741211,180.33999633789062,1.7323727087539058,54.882530225618204
109,106.7750015258789,187.8300018310547,1.7591196361212937,53.49554108271635
110,111.07749938964844,191.39999389648438,1.7231211986963524,59.74169288758943
111,115.14649963378906,195.19000244140625,1.6951449072458724,65.23510366545774
112,120.20950317382812,197.44000244140625,1.6424658386275792,74.53634035133324
113,121.68399810791016,192.91000366210938,1.5853358425241382,82.43039760718703
114,125.51100158691406,205.08999633789062,1.6340399944611195,78.98170891609588
115,122.3499984741211,198.97999572753906,1.6263179256976157,77.87988460238681
116,124.79000091552734,197.13999938964844,1.5797740038730839,85.28674367144201
117,123.0,198.61000061035156,1.6147154521166793,79.73285744460064
118,121.18000030517578,202.8300018310547,1.673791065524461,71.3605290376966
119,116.1500015258789,192.77000427246094,1.6596642422730459,69.94459023364759
120,109.6500015258789,182.94000244140625,1.6683994518525374,64.94484962734829
121,103.66999816894531,169.69000244140625,1.6368284502607182,64.55147892614251
122,102.30999755859375,167.5399932861328,1.6375720582945115,63.59864827123783
123,107.66999816894531,180.11000061035156,1.6727965419646467,63.257476103261205
124,103.66000366210938,173.35000610351562,1.6722940380030094,60.8686728083154
125,106.22000122070312,175.50999450683594,1.6523252917514337,64.54931585641053
126,108.68000030517578,170.91000366210938,1.5725984834577695,74.76179175019188
127,108.94999694824219,178.88999938964844,1.6419458871084867,67.39779304967205
128,112.44000244140625,181.7100067138672,1.6160619243009917,72.54022919754156
129,116.45999908447266,190.85000610351562,1.638760154592524,72.57184747184736
130,113.22000122070312,189.13999938964844,1.6705528824447917,66.88980282921004
131,107.4000015258789,179.60000610351562,1.672253291916756,63.15147358307791
132,108.91999816894531,178.36000061035156,1.6375321668083227,67.85934964890622
133,106.20999908447266,174.8699951171875,1.646455104270428,65.16649538388647
134,109.55999755859375,179.9499969482422,1.6424790156827376,67.72951117386945
135,113.5,185.8800048828125,1.637709294121696,70.78861422523771
136,114.33000183105469,184.05999755859375,1.609901116161784,74.50226976131385
137,116.33000183105469,189.27000427246094,1.627009381013649,73.85526072047871
138,115.54000091552734,186.97999572753906,1.6183139540066505,74.34288309577833
139,111.75,177.33999633789062,1.586935090271952,75.33599980625657
140,109.22000122070312,174.4499969482422,1.5972348928629607,72.45380992455229
141,110.4000015258789,176.55999755859375,1.5992753181004826,73.03597863754779
142,110.62999725341797,174.77999877929688,1.5798608254407867,75.34071240162869
143,113.55000305175781,189.11000061035156,1.6654336902496811,67.67270040210632
144,113.76000213623047,190.9199981689453,1.6782699945831032,66.34181551040636
145,118.20999908447266,201.6300048828125,1.7056933122783298,65.78447165645348
146,122.7699966430664,216.44000244140625,1.762971478044998,61.378103222307224
147,124.62999725341797,223.8800048828125,1.7963572961297856,58.181690009337096
148,122.41999816894531,220.44000244140625,1.8006862092677762,56.57958211081756
149,121.13999938964844,218.50999450683594,1.8037807132885613,55.58927431968015
150,114.80999755859375,213.91000366210938,1.8631653010265028,45.747373351711296
151,120.97000122070312,226.75,1.8744316583605474,46.96141820185749
152,122.27999877929688,226.02000427246094,1.8483808188484232,50.68017183516701
153,134.9499969482422,224.89999389648438,1.6665431565940754,80.70676829225219
154,135.38999938964844,226.2100067138672,1.6708029229163481,80.40062053300191
155,134.16000366210938,221.4199981689453,1.6504173533462765,82.38439525662379
156,139.52000427246094,226.72999572753906,1.6250715939254885,89.30323285427214
157,142.57000732421875,229.91000366210938,1.6126112916531634,93.08180333365753
158,140.8000030517578,226.77999877929688,1.610653365511171,92.17354552822205
159,139.41000366210938,233.49000549316406,1.6748439807739919,82.292256824114
160,137.8300018310547,229.94000244140625,1.6682870157925087,82.23748753662743
161,142.69000244140625,244.11000061035156,1.7107715777816466,79.15557510566627
162,140.63999938964844,242.6999969482422,1.725682579646724,75.88849919033593
163,143.5500030517578,249.3000030517578,1.7366771003262969,75.92766305618015
164,143.17999267578125,249.11000061035156,1.739838059458766,75.27348725529701
165,144.77999877929688,245.69000244140625,1.6969885654988637,82.34389748783171
166,142.10000610351562,241.14999389648438,1.6970442191312347,80.76950586108727
167,142.3000030517578,245.1699981689453,1.7229092966341772,77.20579439334766
168,138.22999572753906,241.16000366210938,1.744628598104369,71.9300719253669
169,133.22000122070312,226.5399932861328,1.700495355129356,75.1197856630457
170,133.6199951171875,224.5500030517578,1.6805119836654896,78.0223615068633
171,133.8000030517578,229.61000061035156,1.7160687247632693,73.37305184155535
172,137.27999877929688,233.97999572753906,1.704399750933167,76.94266292782889
173,130.75,223.27999877929688,1.7076864151380258,72.74447525865433
174,129.7899932861328,224.57000732421875,1.7302567142378653,69.26421251299693
175,128.72999572753906,220.64999389648438,1.714052677850598,70.76584274408985
176,126.7699966430664,223.55999755859375,1.7635087440133745,63.3841034511837
177,127.81999969482422,230.0399932861328,1.7997183057061747,59.299688464568355
178,127.51000213623047,226.11000061035156,1.7732726595736215,62.52242207109514
179,126.11000061035156,218.38999938964844,1.7317421166654265,67.04832143938494
180,129.47999572753906,228.9600067138672,1.7683040953728557,64.16695405409409
181,129.82000732421875,227.44000244140625,1.7519641781669801,66.46269438878163
182,133.27000427246094,233.57000732421875,1.752607487328519,68.20385352936744
183,136.4499969482422,236.52999877929688,1.7334555080203977,72.49901166421368
184,126.81999969482422,218.1300048828125,1.719996888564216,68.92817803137267
185,128.5500030517578,224.1199951171875,1.7434460505376304,66.88518844301045
186,126.27999877929688,235.3800048828125,1.8639531767353972,50.44616657087948
187,123.52999877929688,240.1300048828125,1.9439003258782297,39.42204477046044
188,124.66000366210938,243.6300048828125,1.954355829662664,38.50014959585456
189,122.19000244140625,242.85000610351562,1.9874785273039786,33.64484346392418
190,118.54000091552734,236.8699951171875,1.9982283894698394,31.29738021567794
191,117.30999755859375,237.0500030517578,2.0207144146717466,28.311121053352842
192,113.77999877929688,226.41000366210938,1.9898928290664244,30.89743233513257
193,115.1500015258789,224.07000732421875,1.9458966943553282,36.36308834537379
194,114.41000366210938,224.36000061035156,1.9610173361497385,34.38479079402651
195,118.01000213623047,245.1999969482422,2.0777899543225486,21.758186786302524
196,114.80000305175781,239.7100067138672,2.088066205066157,19.924567844235746
197,113.0,235.44000244140625,2.0835398446142146,20.08786724838597
198,115.87999725341797,239.0399932861328,2.0628236015865298,23.058586786501785
199,121.08999633789062,240.74000549316406,1.988108124319378,33.2451814289443
200,120.94999694824219,236.72999572753906,1.9572550781364824,36.935782749973434
201,120.30000305175781,240.02000427246094,1.995178704768568,32.16281388647996
202,114.55999755859375,224.75,1.961854092088712,34.33700230469167
203,113.66999816894531,229.97999572753906,2.0232251203675102,27.07647400516975
204,112.20999908447266,214.2899932861328,1.90972279684998,39.43549023403721
205,112.9000015258789,220.8699951171875,1.9563329683973454,34.429728170244054
206,112.52999877929688,232.50999450683594,2.0662045412695127,21.945567944761017
207,106.9000015258789,230.0,2.1515434678859235,11.610730268335535
208,113.79000091552734,245.10000610351562,2.153967871794526,12.230249755898788
209,116.36000061035156,240.86000061035156,2.0699553054911575,22.333706562650768
210,115.06999969482422,272.3800048828125,2.367080955984951,-12.129433297690364
211,115.25,268.1600036621094,2.3267679276538775,-7.498761590156173
212,119.31999969482422,289.57000732421875,2.426835468193347,-19.623065683903583
213,119.81999969482422,282.45001220703125,2.357286036775312,-11.362321148458088
214,120.5999984741211,291.0199890136719,2.4131011002966165,-18.152731647648984
215,115.66000366210938,298.6199951171875,2.5818777940694155,-37.02333016716444
216,110.95999908447266,296.94000244140625,2.6760995393966165,-46.06639246688125
217,103.41000366210938,295.7200012207031,2.859684660557249,-62.071697018001096
218,102.44000244140625,291.8800048828125,2.8492776056869227,-60.44475733656376
219,96.79000091552734,286.75,2.962599414068181,-68.20522436135762
220,92.12000274658203,273.0,2.9635257475079615,-65.10981975033822
221,89.30000305175781,269.05999755859375,3.0129897913065915,-67.60364333164888
222,90.9800033569336,260.7900085449219,2.8664541539066346,-55.500735576371945
223,90.52999877929688,258.6000061035156,2.856511759532403,-54.33741805527075
224,89.9800033569336,263.4599914550781,2.9279837922430647,-60.45221732304419
225,86.13999938964844,254.66000366210938,2.9563501911599994,-60.41319411365337
226,96.62999725341797,274.9700012207031,2.845596699124163,-56.79027375100157
227,100.79000091552734,290.1300048828125,2.878559403188934,-62.45923389810611
228,98.48999786376953,299.2699890136719,3.0385825515766527,-76.84667231553418
229,98.94000244140625,310.20001220703125,3.135233520847509,-86.75001058858852
230,97.12000274658203,306.0199890136719,3.1509470794824677,-86.72231458143007
231,94.8499984741211,295.2799987792969,3.113126025614657,-81.16133645356105
232,94.13999938964844,287.9800109863281,3.0590611095541838,-75.4812107457441
233,92.45999908447266,285.04998779296875,3.08295468976312,-76.3841062939898
234,93.19999694824219,286.69000244140625,3.0760730882922354,-76.33581667721278
235,94.12999725341797,291.5,3.096781137847269,-79.02401962158847
236,93.41000366210938,285.5400085449219,3.056846133716058,-74.70669270737987
237,93.94999694824219,281.1700134277344,2.992762347641514,-69.1047035361539
238,92.41999816894531,280.9599914550781,3.0400345923127863,-72.38537199833438
239,96.54000091552734,305.5299987792969,3.1648021118897245,-87.5555978497835
240,95.5,316.95001220703125,3.3188482953615837,-101.3483721562691
241,94.12999725341797,320.4100036621094,3.4039096251059853,-107.93402328369784
242,91.01000213623047,312.5899963378906,3.4346773871072207,-107.23228118927797
243,88.25,305.55999755859375,3.4624362329585696,-106.4992240725726
244,88.45999908447266,308.4200134277344,3.4865477800108997,-108.88012727481943
245,90.3499984741211,310.260009765625,3.433979136751094,-106.4080922042112
246,89.08999633789062,320.010009765625,3.5919858897729284,-119.03278561202869
247,90.55000305175781,315.17999267578125,3.480728680877309,-110.87176490319139
248,92.48999786376953,320.3399963378906,3.463509609003626,-111.60567265884895
249,91.58000183105469,317.8299865722656,3.4705173642450156,-111.17181778309704
250,88.44999694824219,290.4100036621094,3.2833240665010655,-90.89293737136693
251,87.86000061035156,290.7099914550781,3.3087865858815735,-92.53900112278184
