,sbux,tsla,Ratio,Spread
0,90.29499816894531,361.8833312988281,4.007789342015721,-121.17479909269974
1,90.41999816894531,365.933349609375,4.047040002430066,-124.89159222869742
2,90.58999633789062,365.8033447265625,4.038010371058595,-124.30840598972617
3,90.58999633789062,364.6666564941406,4.0254627578742195,-123.1717177573043
4,90.93000030517578,366.4100036621094,4.029583222614958,-124.0086818745049
5,91.2300033569336,366.6700134277344,4.0191822858227155,-123.4689430858316
6,91.25,366.6086730957031,4.0176292941994864,-123.35429567479076
7,91.0967025756836,370.2613525390625,4.06448688119581,-127.41563560595634
8,90.88999938964844,366.0902099609375,4.027838182631036,-123.79552266980286
9,91.23999786376953,367.9466247558594,4.032733815987596,-124.71891104367711
10,91.21430206298828,368.5013122558594,4.039951015591719,-125.34209844528121
11,91.20500183105469,364.7033386230469,3.998720808082566,-121.56891738374406
12,90.84500122070312,362.5699768066406,3.991083405082422,-120.39524569711554
13,91.02999877929688,364.663330078125,4.005968746217989,-121.9954322185713
14,91.80999755859375,364.5566711425781,3.970773127511692,-119.80945144798955
15,92.06999969482422,365.2492980957031,3.9670826469681835,-119.80896434328605
16,92.25,364.6600036621094,3.952953969236958,-118.73982484480345
17,92.55000305175781,363.4466552734375,3.9270301814056454,-116.72672790183327
18,91.86000061035156,363.6666564941406,3.95892286172225,-118.78613859435214
19,91.94999694824219,362.4066467285156,3.9413448478145248,-117.286216465508
20,90.97000122070312,359.1999816894531,3.948554214240306,-116.69202540537884
21,90.81999969482422,361.2866516113281,3.978051671716947,-119.17856960440301
22,90.9000015258789,362.123291015625,3.983754509756854,-119.80194001576024
23,90.86000061035156,360.7408752441406,3.9702935595516813,-118.5261587407457
24,90.79000091552734,359.1766662597656,3.956125813832187,-117.14855504058022
25,91.38999938964844,361.1433410644531,3.951672431079577,-117.5157530751217
26,91.1050033569336,358.5533447265625,3.935605416991345,-115.68549955920892
27,91.48999786376953,361.52001953125,3.9514704117663295,-117.62585546996934
28,86.94000244140625,369.3333435058594,4.248140477736631,-137.56856359509905
29,87.08999633789062,377.7933349609375,4.337964758836134,-145.62870111147862
30,87.22000122070312,377.484619140625,4.327959342552987,-144.97341809302657
31,87.4000015258789,381.3974304199219,4.363814917176988,-148.4063843074346
32,87.48989868164062,382.0658264160156,4.366970726601041,-148.83513234016695
33,87.5,380.3433532714844,4.346781180245536,-147.08573108704786
34,88.0999984741211,381.8466796875,4.334241615221655,-146.98958073291746
35,85.01499938964844,375.6166687011719,4.4182399740969425,-148.98356461384938
36,84.76000213623047,372.0,4.388862560457504,-146.04666794691568
37,84.50499725341797,364.6000061035156,4.31453781378318,-139.32646642312002
38,84.62999725341797,367.64501953125,4.344145473978517,-142.0382546763052
39,84.45999908447266,367.6666564941406,4.353145399947481,-142.5130729953546
40,84.30999755859375,363.6433410644531,4.313169868279599,-138.88963184281624
41,84.12000274658203,363.7200012207031,4.323822983178419,-139.4727804342346
42,82.76930236816406,346.489990234375,4.186213732878423,-125.84346840280242
43,82.6500015258789,347.5233154296875,4.204758729748758,-127.19482595006963
44,82.62000274658203,344.3666687011719,4.168078640198523,-124.11815000929371
45,83.27999877929688,344.6666564941406,4.138648673705595,-122.65871945663702
46,82.93000030517578,346.67333984375,4.180312776655248,-125.59842922729402
47,83.12000274658203,348.8783874511719,4.197285562114807,-127.29696806109692
48,83.36000061035156,348.5133361816406,4.18082214047348,-126.2921301511974
49,82.0199966430664,354.933349609375,4.327400196734578,-136.28432802609345
50,81.66000366210938,346.1438903808594,4.238842454785142,-128.45453858890497
51,81.8499984741211,344.7787780761719,4.212324795402192,-126.58293784904907
52,82.24559783935547,347.5777282714844,4.226095224578262,-128.3272987041074
53,82.78500366210938,349.1583251953125,4.217651866277829,-128.46994683241533
54,83.05999755859375,352.3500061035156,4.242114332533591,-130.9285486273707
55,83.12000274658203,352.336669921875,4.238891461494368,-130.75525053180004
56,82.7416000366211,343.8883361816406,4.156172179767337,-123.31566326417865
57,82.54119873046875,344.8000183105469,4.1773081032717005,-124.76157547486491
58,82.69499969482422,347.806640625,4.205896872949245,-127.35819496377255
59,82.36000061035156,344.2975769042969,4.180397940174654,-124.74217227024721
60,81.94000244140625,343.5057678222656,4.19216204036484,-125.06999489347311
61,81.77999877929688,344.5433349609375,4.213051358569607,-126.53410001802425
62,81.5,341.8299865722656,4.194232964076879,-124.56717276619045
63,80.8499984741211,331.4949951171875,4.100123702825972,-115.96495628645826
64,80.51010131835938,328.42333984375,4.079281164298535,-113.79939932548055
65,80.80000305175781,328.0566711425781,4.060107162773693,-112.65991017859821
66,81.02999877929688,330.0367126464844,4.073018852504396,-114.02682875086629
67,81.31999969482422,327.2699890136719,4.024471104793937,-110.48702027248558
68,81.02999877929688,326.93927001953125,4.03479297722838,-110.92938612391316
69,80.68000030517578,325.2433166503906,4.031275600150508,-110.16645917582017
70,80.80999755859375,336.6666564941406,4.166151053896892,-121.24325215988122
71,80.97000122070312,333.6000061035156,4.120044474177652,-117.75006378337696
72,80.57649993896484,330.96502685546875,4.1074634304812,-116.16408080167065
73,80.6500015258789,332.8512268066406,4.12710750786329,-117.85434011980988
74,80.05999755859375,327.7433166503906,4.093721292091273,-114.31926336342639
75,79.70999908447266,326.1333312988281,4.091498369648812,-113.64230443291152
76,79.77999877929688,328.9866638183594,4.12367346267411,-116.30903166823322
77,79.87999725341797,331.0274353027344,4.144059172317637,-118.08322708065899
78,80.52999877929688,335.47332763671875,4.165818114018949,-120.79634443929743
79,81.0,335.8800048828125,4.146666726948302,-119.95009177493412
80,81.16999816894531,338.3166809082031,4.168001583590513,-121.93358644416597
81,81.0199966430664,338.7866516113281,4.181518953942355,-122.80343142444013
82,81.08000183105469,341.1766662597656,4.2079015608641805,-125.0334841589476
83,80.91999816894531,340.85333251953125,4.212226152154568,-125.13668840459249
84,80.30999755859375,330.3333435058594,4.11322816022812,-116.24283986979674
85,79.79499816894531,330.4366760253906,4.1410700370689435,-117.71905848139463
86,79.73500061035156,328.3331604003906,4.117804701662784,-115.77548443187405
87,79.4749984741211,328.2799987792969,4.130607173099757,-116.4154368686088
88,79.56500244140625,330.75,4.15697844342521,-118.64550538764217
89,79.48999786376953,330.3666687011719,4.156078469990104,-118.46212139661392
90,79.5,328.32000732421875,4.129811412883255,-116.3887963109307
91,79.54000091552734,334.8333435058594,4.209622072565191,-122.79549799610152
92,79.36000061035156,332.6231994628906,4.191320525512999,-121.06519901802164
93,78.98999786376953,329.3333435058594,4.169304372863077,-118.76169689949822
94,79.43000030517578,331.5367126464844,4.173948273608164,-119.79210691740585
95,79.61000061035156,337.7833251953125,4.242976040768816,-125.55887440134512
96,79.5250015258789,335.07000732421875,4.213392026345083,-123.07214720833076
97,79.61499786376953,334.8999938964844,4.206493787383339,-122.66222141737725
98,80.61000061035156,338.8733215332031,4.203862039044403,-123.98306934284219
99,81.2300033569336,342.4916687011719,4.216319765447081,-125.94861232320471
100,81.3302001953125,342.0,4.205080021673318,-125.18983875036812
101,81.18000030517578,340.1583251953125,4.190173982712157,-123.74856702254525
102,81.08999633789062,340.4866638183594,4.198873833951099,-124.31683834726186
103,81.21499633789062,342.5939636230469,4.218358419887173,-126.09091297740017
104,81.20999908447266,342.6999816894531,4.219923476824387,-126.21025272894616
105,80.81999969482422,331.94000244140625,4.107151740841493,-116.48993439841672
106,80.72000122070312,331.5133361816406,4.106954053125235,-116.32984421060036
107,80.83000183105469,326.6666564941406,4.041403551826175,-111.189924742421
108,80.82330322265625,328.4266662597656,4.063514520744082,-112.96779166766845
109,80.38999938964844,328.3466491699219,4.084421590531845,-114.04287654091962
110,80.4000015258789,327.32666015625,4.071227039105106,-112.99622381851762
111,80.1500015258789,325.663330078125,4.063173098917217,-111.99934408949102
112,80.20999908447266,354.8299865722656,4.423762506200489,-141.00605900815222
113,79.86260223388672,348.1666564941406,4.359570647028192,-135.26881993942195
114,79.45999908447266,343.6266784667969,4.324524067782745,-131.80210194997863
115,79.6500015258789,346.65966796875,4.352287022318732,-134.3285826783128
116,79.16000366210938,340.1385192871094,4.296848200500016,-129.11367098613886
117,79.18000030517578,336.92333984375,4.255157092007819,-125.84518446376987
118,79.01000213623047,336.36334228515625,4.257224822057244,-125.7383682613349
119,78.30999755859375,336.7133483886719,4.299749187665769,-127.95444754539636
120,78.36000061035156,342.316650390625,4.368512604955289,-133.42445134214958
121,78.11000061035156,338.8833312988281,4.338539606334575,-130.65758259945108
