,intc,v,Ratio,Spread
0,50.58000183105469,209.8300018310547,4.148477545175275,62.44844188579512
1,50.90999984741211,212.52000427246094,4.174425553121739,61.570689202458965
2,50.70000076293945,211.1999969482422,4.16568035049468,61.73744477616319
3,50.849998474121094,212.40499877929688,4.177089580197242,61.35618521726079
4,50.69990158081055,212.46389770507812,4.190617557046576,60.47299934093465
5,50.72999954223633,212.8000030517578,4.194756652315494,60.302182937244226
6,50.59000015258789,211.8300018310547,4.187191168059696,60.50334965760433
7,49.4900016784668,207.52999877929688,4.193372231579326,58.76249225023636
8,49.22999954223633,208.4499969482422,4.234206761862852,56.414640624223495
9,49.255001068115234,207.9199981689453,4.221297201504689,57.08194025679691
10,49.19499969482422,207.75999450683594,4.223193328501926,56.91243444054399
11,49.38999938964844,208.7899932861328,4.22737387864582,56.95331527946334
12,49.560001373291016,208.32000732421875,4.20338986181883,58.356900955486054
13,49.599998474121094,208.72999572753906,4.208266172355719,58.16656458857162
14,50.400001525878906,211.88999938964844,4.204166527273798,59.39993684128345
15,50.625,213.35000610351562,4.214321108217592,59.17555401022915
16,50.601898193359375,214.41000366210938,4.237192898234932,57.988688284494316
17,50.38999938964844,215.63099670410156,4.2792418995027495,55.60401080585214
18,50.56999969482422,215.4842987060547,4.261109353498953,56.73921628981688
19,50.65999984741211,215.0500946044922,4.244968323178503,57.66767413433834
20,50.7599983215332,215.4600067138672,4.244681123688407,57.806923539731514
21,50.5099983215332,216.44000244140625,4.2850922517084005,55.45400307610308
22,50.790000915527344,218.4407958984375,4.300862216201625,54.990899568926835
23,50.80270004272461,218.49000549316406,4.300755773008442,55.011429757623745
24,50.77000045776367,218.3800048828125,4.301359127709406,54.941854091764384
25,50.69279861450195,217.5825958251953,4.292179594972102,55.31529386823874
26,50.720001220703125,217.8000030517578,4.294163994673864,55.24727516543501
27,50.970001220703125,217.9499969482422,4.276044569912914,56.47020600504001
28,51.45690155029297,218.27000427246094,4.241802317986988,58.824108706837166
29,51.560001373291016,217.64999389648438,4.2212953471570485,60.01031227193553
30,51.57749938964844,217.24000549316406,4.211914266180263,60.516394513214294
31,51.54499816894531,217.39100646972656,4.217499547816449,60.18690661722607
