,lly,tmo,Ratio,Spread
72,234.0749969482422,556.1799926757812,2.3760760436910813,-131.90996957699912
73,235.21499633789062,562.0,2.3893034404688924,-135.6548183740844
74,234.8800048828125,561.739990234375,2.3916041321382,-136.00459873715118
75,236.61000061035156,567.010009765625,2.396390720185048,-138.1254802789377
76,240.7100067138672,575.6799926757812,2.391591444555498,-139.33215864326138
77,236.3800048828125,566.844970703125,2.3980241940689675,-138.37910599778826
78,236.375,566.1400146484375,2.3950926055988893,-137.6832604087203
79,238.22500610351562,569.25,2.389547635283277,-137.42565102661956
80,239.08999633789062,572.280029296875,2.3935758001690215,-138.88112521666778
81,240.27780151367188,574.0999755859375,2.3893175814382133,-138.53889136644455
82,239.85499572753906,570.8099975585938,2.3798128357809976,-136.0185532532813
83,239.2899932861328,568.3599853515625,2.3751932855459685,-134.59702373210217
84,240.2100067138672,569.8800048828125,2.372424082905259,-134.4423285863303
85,240.80999755859375,568.52001953125,2.360865517607582,-131.99017061700852
86,241.60000610351562,569.489990234375,2.3571604960571566,-131.52207654274054
87,240.7949981689453,569.2449951171875,2.364023337053691,-132.74244982399472
88,241.28500366210938,571.1400146484375,2.367076303872786,-133.74550477463634
89,237.27999877929688,562.8800048828125,2.3722185088443486,-132.77586736293193
90,237.7899932861328,562.8900146484375,2.3671728438593784,-131.8575262370901
91,241.02000427246094,563.8499755859375,2.339432269483049,-126.93784820120392
92,240.2949981689453,563.6500244140625,2.345658580948799,-128.05763685690738
93,239.7550048828125,559.030029296875,2.3316719897885667,-124.42059987328425
94,237.42999267578125,554.6699829101562,2.3361411785392128,-124.29280917978834
95,236.375,554.3699951171875,2.3452987630552617,-125.9132408774703
96,236.5800018310547,555.489990234375,2.348000616852893,-126.66006798978516
97,236.6999969482422,553.4299926757812,2.338107308031764,-124.38164146280151
98,239.19000244140625,553.66748046875,2.314760127168695,-120.0865337310113
99,240.60000610351562,563.27001953125,2.3411055911981524,-127.12242131169081
100,240.9499969482422,563.8800048828125,2.340236613507565,-127.0953129135129
101,241.60499572753906,564.239990234375,2.335382132870611,-126.26299385293085
102,240.6199951171875,563.0599975585938,2.340038271899933,-126.87601302817616
103,242.72999572753906,567.1500244140625,2.336546922081605,-127.12517312653365
104,245.07000732421875,571.8300170898438,2.3333333333333335,-127.5456064880433
105,242.51499938964844,574.239990234375,2.3678535005240833,-134.606500107148
106,242.9949951171875,573.760009765625,2.361200935389314,-133.25277598902858
107,243.0,577.1649780273438,2.375164518631044,-136.64863378512786
108,243.72999572753906,577.8200073242188,2.3707381834534322,-135.97484056461462
109,244.8800048828125,578.344970703125,2.361748444834818,-134.40642448514842
110,244.77000427246094,577.2899780273438,2.358499685217739,-133.55166762232784
111,245.25999450683594,580.97998046875,2.3688330485245803,-136.3497332589355
112,245.9149932861328,585.2100219726562,2.3797248559453994,-139.38747035069724
113,244.46499633789062,583.9500122070312,2.3886855826177946,-140.76691246441942
114,245.17999267578125,586.04248046875,2.3902540907720606,-141.5578618297987
115,245.625,586.260009765625,2.386809200063613,-140.9653374092115
116,245.19000244140625,587.1500244140625,2.394673594223628,-142.6471848438722
117,247.56500244140625,589.8800048828125,2.3827277646905096,-141.05391606644338
118,248.30999755859375,593.5499877929688,2.3903588000032445,-143.3677728381627
119,248.16000366210938,602.2100219726562,2.426700568527617,-152.30084322833756
120,249.47500610351562,601.219970703125,2.4099406994448915,-148.9170726688978
121,249.1300048828125,599.9849853515625,2.40832085092997,-148.310098377266
122,249.77499389648438,602.6735229492188,2.412865729861605,-149.8245524940168
123,250.8000030517578,602.7999877929688,2.403508694011333,-148.08517731340373
124,251.24000549316406,603.3499755859375,2.4014884667814336,-147.8342218545298
125,250.8300018310547,604.1300048828125,2.4085237031960847,-149.36058716115002
126,242.64999389648438,600.1500244140625,2.4733156377909875,-160.27080169739685
127,244.02999877929688,597.1199951171875,2.446912257116506,-154.72872816079882
128,247.17999267578125,594.5349731445312,2.405271424715856,-146.40972356142942
129,244.3300018310547,592.7000122070312,2.4258175736308543,-149.76264505385802
130,245.60000610351562,593.4000244140625,2.4161238178632454,-148.15084883412698
131,245.25,596.4400024414062,2.4319673901790266,-151.82794838702097
132,244.64999389648438,594.5,2.430002104359517,-150.98014633918382
133,242.6750030517578,592.3400268554688,2.440877797080461,-152.41527958651534
134,243.10000610351562,588.97998046875,2.4227888345587023,-148.2815935690026
135,242.82000732421875,590.3599853515625,2.431265824662053,-150.17128456193143
136,243.21499633789062,596.4500122070312,2.452357055230274,-155.5423068045135
137,241.9600067138672,595.8499755859375,2.462596954258508,-157.22674721332356
138,243.74000549316406,596.1599731445312,2.4458847940792845,-154.29658545368812
139,242.30999755859375,594.3499755859375,2.4528495793584244,-155.0896534635831
140,240.52000427246094,590.6409301757812,2.4556831851154612,-154.63896052708526
141,240.93499755859375,589.1400146484375,2.445223901127783,-152.3826263001866
142,241.18499755859375,589.4000244140625,2.4437673585848683,-152.18755719779278
143,242.3699951171875,590.0999755859375,2.434707214070043,-150.73043897938817
144,242.49000549316406,591.2449951171875,2.4382241813007632,-151.65700176643844
145,243.05999755859375,588.2999877929688,2.420390001243002,-147.67442906655788
146,243.5,586.5599975585938,2.408870626523999,-145.1334955803402
147,237.82000732421875,583.4600219726562,2.453368110350902,-152.37289854340156
148,238.86000061035156,589.8150024414062,2.4692916391788926,-156.83476314254955
149,240.4499969482422,590.9650268554688,2.457746035998812,-155.09049262220674
150,239.8699951171875,590.22998046875,2.4606244736045273,-155.41123254238886
151,238.83999633789062,587.885009765625,2.461417764108215,-154.94118455343659
152,239.5500030517578,587.6599731445312,2.4531829081945777,-153.42371172581306
153,239.8699951171875,587.2100219726562,2.448034493375369,-152.3912740462951
154,243.50999450683594,591.14501953125,2.4276006441889804,-149.70032439756721
155,243.6999969482422,591.0999755859375,2.425523114435973,-149.30941606843083
156,242.88999938964844,590.7999877929688,2.432376751935336,-150.48387936371353
157,243.02999877929688,591.0700073242188,2.4320866160271346,-150.49905583990534
158,243.17999267578125,590.0150146484375,2.426248180026359,-149.17102695363673
159,242.83999633789062,589.5599975585938,2.427771398654909,-149.33491045810422
160,243.2899932861328,589.9099731445312,2.424719427118975,-148.8657496367698
161,242.5749969482422,584.364990234375,2.4090075134951356,-144.62228562295303
162,243.14999389648438,583.3099975585938,2.3989718782675555,-142.5206171058905
163,243.42999267578125,585.8049926757812,2.406461858855664,-144.50592611296167
164,241.61000061035156,581.1699829101562,2.4054053285957258,-143.18387606309255
165,240.0,580.2000122070312,2.41750005086263,-145.14461438104115
166,239.27999877929688,580.155029296875,2.424586393583146,-146.4102608328439
167,239.63999938964844,579.9400024414062,2.420046753123375,-145.53991929639562
168,240.16000366210938,579.7349853515625,2.413953100064133,-144.38833038384598
169,237.14999389648438,574.030029296875,2.420535711872876,-144.16254167662333
170,237.0500030517578,573.9099731445312,2.421050266846961,-144.22450040600125
171,237.0,572.2100219726562,2.4143882783656383,-142.61557056289195
172,236.56500244140625,567.1099853515625,2.397269162804534,-138.3073667280214
173,236.25999450683594,567.5999755859375,2.402437944564985,-139.35256762480043
174,235.6300048828125,566.3499755859375,2.403556269786627,-139.24934748465722
175,233.3699951171875,566.2899780273438,2.426575780416756,-143.30328066947186
176,232.52499389648438,563.5499877929688,2.4236103755962266,-142.10145923106523
177,234.22999572753906,564.4244995117188,2.4097020441748565,-139.87232973682973
178,234.64999389648438,563.8800048828125,2.403068483059785,-138.56330594274903
179,233.69000244140625,558.3599853515625,2.389319095888844,-134.79077371023783
180,234.25999450683594,560.530029296875,2.392768899687301,-135.92325227988852
181,234.67999267578125,560.9299926757812,2.390190941631424,-135.5586864936203
182,241.8249969482422,561.5599975585938,2.3221751458505526,-123.18252955122826
183,242.9199981689453,558.5449829101562,2.2992960115276344,-118.17426723880358
184,243.1750030517578,555.8800048828125,2.285925765011702,-115.04509987782144
185,244.02499389648438,556.5800170898438,2.2808320090602914,-114.19786059907462
186,244.35000610351562,554.5599975585938,2.2695313431818036,-111.5862163187523
187,244.13999938964844,556.1300048828125,2.277914337155489,-113.53850211346317
188,243.97999572753906,556.6699829101562,2.281621414289264,-114.36973728253334
189,244.4600067138672,542.02001953125,2.2172134690549505,-98.84600247844789
190,245.48500061035156,542.9874877929688,2.211896802016148,-97.94765849161338
191,245.92999267578125,542.7000122070312,2.2067256063496616,-96.8501569640235
192,246.41000366210938,544.4500122070312,2.2095288507588773,-97.7263855388443
193,246.33999633789062,548.3829956054688,2.226122447664905,-101.78680435271578
194,245.67999267578125,551.9500122070312,2.2466217382846807,-106.55523583204236
195,245.64999389648438,550.3599853515625,2.240423362613562,-105.01981621867107
196,241.43499755859375,542.2849731445312,2.2460909918949277,-104.61742706024275
197,242.63999938964844,545.7100219726562,2.249052189850679,-105.84899241141984
198,243.2449951171875,545.135009765625,2.2410944550081977,-104.17269712100979
199,244.25999450683594,543.7700805664062,2.226193780378506,-100.96014882866702
200,242.60800170898438,544.4600219726562,2.2441964738894,-104.65723828460314
201,240.97500610351562,541.1749877929688,2.2457722754885885,-104.34477127138133
202,241.07000732421875,540.510009765625,2.242128814633854,-103.50686105212567
203,240.4600067138672,538.239990234375,2.2383763420369855,-102.347235069874
204,240.13999938964844,536.2750244140625,2.233176587728347,-100.96478353301428
205,239.91000366210938,536.2000122070312,2.235004810229666,-101.3084361073336
206,239.7100067138672,537.510009765625,2.2423344654411133,-102.98249120518041
207,241.61000061035156,539.4099731445312,2.232564760489557,-101.42386629746757
208,240.61500549316406,537.1431274414062,2.2323758501282107,-100.96822560079836
209,240.2899932861328,537.239990234375,2.2357984320830195,-101.65671314283942
210,239.5399932861328,539.0599975585938,2.2503966463532517,-104.84195707111463
211,238.9499969482422,532.1500244140625,2.2270350751639847,-99.00596338891343
212,239.43499755859375,533.010009765625,2.2261157107376857,-98.98309462548703
213,239.0500030517578,529.7999877929688,2.2162726669292674,-96.47388411028824
214,238.4199981689453,528.010009765625,2.2146213145739355,-95.83071371861105
215,239.74000549316406,531.3049926757812,2.216171604663331,-96.7228668732392
216,239.1300048828125,529.8300170898438,2.2156567819646513,-96.35828483630003
217,241.58999633789062,539.0499877929688,2.231259555296516,-101.10029503257336
218,241.3699951171875,537.6099853515625,2.22732732413798,-100.06076421708845
219,241.58999633789062,538.9998168945312,2.2310518856943053,-101.05012413413586
220,239.91000366210938,533.8900146484375,2.2253762098239607,-98.99843854873986
221,239.2050018310547,532.780029296875,2.2272946853894218,-99.1717789380876
222,239.00999450683594,530.8250122070312,2.220932280686903,-97.5717366976872
223,238.32000732421875,528.7000122070312,2.2184457702192395,-96.70273104173891
224,237.78500366210938,526.8499755859375,2.215656864276383,-95.82656986439981
225,237.13999938964844,531.9299926757812,2.243105313506216,-102.08069821095883
226,238.55999755859375,530.0750122070312,2.2219777734397286,-97.64087310495911
227,239.16000366210938,530.010009765625,2.2161314670091534,-96.48367026998382
228,240.8350067138672,533.6500244140625,2.2158324559854576,-97.07465094753327
229,241.63499450683594,535.8250122070312,2.2174975661146323,-97.79340858348964
230,243.07000732421875,539.97998046875,2.2214998321388872,-99.33620081110014
231,249.28880310058594,542.7249755859375,2.1770932702779775,-90.76102575889009
232,251.89999389648438,546.864990234375,2.170960712524286,-90.14784940101312
233,252.05999755859375,548.3200073242188,2.1753551243162117,-91.31160934913045
234,251.24009704589844,547.27001953125,2.1782749886108768,-91.75409914498341
235,251.1999969482422,549.1099853515625,2.1859474204719134,-93.66705979349133
236,250.44000244140625,548.5250244140625,2.190245244636576,-94.46552861547703
237,250.88999938964844,549.6300048828125,2.190721057913518,-94.75137267695511
238,247.02000427246094,539.9199829101562,2.185733841679596,-92.08596269297102
239,249.17019653320312,547.3800048828125,2.1968117074140987,-95.63195642546175
240,248.35000610351562,541.6649780273438,2.181054820677437,-91.40993489920125
241,248.63400268554688,542.1599731445312,2.1805544184968673,-91.38796664410076
242,247.49000549316406,539.9299926757812,2.181623421923172,-91.24042196465582
243,248.49000549316406,542.14501953125,2.1817578475854007,-91.63513334804931
244,249.8699951171875,543.739990234375,2.176091571056238,-90.71808758726111
245,247.74000549316406,543.4600219726562,2.193670823938252,-94.31537239351202
246,248.14999389648438,546.969970703125,2.204190949653189,-97.07901289004538
247,246.3699951171875,545.1799926757812,2.2128506047031533,-98.52919418093082
248,246.1300048828125,544.2449951171875,2.211209459717492,-98.03105455911687
249,248.8699951171875,542.3800048828125,2.1793708181953293,-91.17841770777387
250,248.82000732421875,540.3300170898438,2.1715698142624844,-89.21942346776105
251,249.6699981689453,542.72998046875,2.1737893397247454,-90.07213536088922
252,253.41000366210938,548.9450073242188,2.166232585104132,-89.47917235150489
253,255.62269592285156,554.489990234375,2.1691735478829446,-90.99635730449093
254,254.61900329589844,557.7999877929688,2.190724103749385,-96.13339208113537
255,254.01499938964844,559.8125,2.203856076787304,-99.24538194390739
256,253.9149932861328,560.0399780273438,2.2056199627260433,-99.65490262878258
257,253.4550018310547,557.7750244140625,2.200686592825097,-98.22727857820247
258,254.14999389648438,556.1599731445312,2.1883139346879386,-95.34712249899998
259,255.6125946044922,553.9299926757812,2.167068463636832,-90.45474733199514
260,255.86000061035156,554.4600219726562,2.1670445581567934,-90.53441964851994
261,256.69000244140625,554.280029296875,2.159336257840422,-88.84356179781908
262,257.29998779296875,558.5499877929688,2.1708123369302093,-92.00315452072432
263,259.55999755859375,558.3499755859375,2.151140317605736,-87.68921157028468
264,258.3800048828125,555.4000244140625,2.1495472324414675,-86.88721932306977
265,258.6300048828125,554.0700073242188,2.1423268641056272,-85.10212336520722
266,257.7200012207031,538.0,2.087536851822665,-70.6886097867713
267,259.0047912597656,539.6900024414062,2.0837066365314105,-70.03988904170389
268,262.0899963378906,543.9500122070312,2.0754321790510546,-68.68385226909278
269,262.25,544.0750122070312,2.0746425632298617,-68.51759512736636
270,263.2749938964844,543.4249877929688,2.0640964785536564,-66.00175846475061
271,262.1499938964844,543.531005859375,2.0733588346906466,-68.15563143724155
272,262.82000732421875,547.0800170898438,2.081576751555895,-70.48500685870722
273,260.510009765625,529.1799926757812,2.0313230695122715,-56.78990674100903
274,261.8399963378906,528.2999877929688,2.0176443445684504,-53.48890672304908
275,262.2699890136719,526.89501953125,2.0089794547701127,-51.301216140726645
276,263.0,533.0601196289062,2.02684456132664,-56.13746594518489
277,262.8999938964844,534.5900268554688,2.0334349154300897,-57.84941582927883
278,262.2850036621094,534.114990234375,2.0363916456407574,-58.493855446993116
279,261.6400146484375,534.739990234375,2.0438004903527416,-60.29293892789861
280,260.9750061035156,525.1699829101562,2.0123382340370473,-51.93345694706341
281,262.4049987792969,523.47998046875,1.994931433867377,-47.640416712978215
282,263.3999938964844,530.3400268554688,2.013439784147798,-52.68925809324123
283,263.07000732421875,531.530029296875,2.0204888983858758,-54.479940197719664
284,261.5609130859375,527.4000244140625,2.0163564127059836,-53.09696290567019
285,261.3299865722656,527.0300903320312,2.0167226013547874,-53.14738792938824
286,259.94000244140625,523.8400268554688,2.015234369221601,-52.48753407216817
287,265.79998779296875,533.989990234375,2.0089917786237788,-51.97047544949073
288,266.239990234375,538.3599853515625,2.0220853556884384,-55.539527314835546
289,265.6199951171875,538.767578125,2.028339688385673,-57.07570679270055
290,265.3699951171875,539.2899780273438,2.032219120285973,-58.05318556306316
291,263.56500244140625,538.2100219726562,2.04203903017172,-60.25888560308278
292,264.0799865722656,541.5999755859375,2.050893680418029,-62.711405635087495
293,262.8900146484375,541.7000122070312,2.0605575793034436,-64.97756656046074
294,265.4700012207031,537.2050170898438,2.0235997085155732,-55.78618196803166
295,263.5098876953125,536.125,2.0345536354973635,-58.27418985548048
296,265.25,539.85498046875,2.035268540881244,-58.83661697285931
297,266.07000732421875,539.5700073242188,2.0279249538514406,-57.05897180883762
298,266.989990234375,538.3099975585938,2.0162179004765037,-54.12430291781033
299,265.989990234375,535.0050048828125,2.0113727001959623,-52.63962571410435
300,265.94000244140625,538.260009765625,2.02399039190886,-55.98562414987277
301,271.7200012207031,534.6749877929688,1.9677424753089185,-41.879180970686214
302,269.4200134277344,537.0800170898438,1.9934674126720098,-48.470913632686525
303,268.4599914550781,535.9299926757812,1.9963123360430388,-49.068432068982425
304,268.8500061035156,537.4299926757812,1.9989956498972663,-49.85848237009561
305,268.7200012207031,535.4500122070312,1.9925945585541265,-48.115151800974566
306,267.9700012207031,532.5145263671875,1.9872169419762868,-46.54490256518728
307,266.29998779296875,529.8099975585938,1.9895231762852623,-46.880325037671874
308,268.7900085449219,544.9000244140625,2.0272331823784864,-57.43772859257184
309,269.9200134277344,548.469970703125,2.031972226653607,-58.950709509930114
310,269.19500732421875,541.6749877929688,2.0122029497396094,-53.475466427352394
311,268.5,536.3300170898438,1.9975047191428073,-49.39562830970841
312,268.5199890136719,535.5900268554688,1.9946002114136792,-48.619251764474946
313,269.2200012207031,535.9000244140625,1.9905654185579567,-47.655006271968155
314,268.989990234375,535.4199829101562,1.990482926311261,-47.5936573252223
315,273.45001220703125,547.0599975585938,2.000585017873066,-51.11502497103795
316,273.7900085449219,547.3900146484375,1.999306028578559,-50.826141466570455
317,275.739990234375,548.5700073242188,1.9894466771321133,-48.45655230277669
318,274.7099914550781,549.4849853515625,2.0002366220502643,-51.246453044293226
319,274.0679016113281,546.530029296875,1.9941409631834286,-49.4603030666462
320,276.2206115722656,549.9000244140625,1.990800111852609,-48.91168693504864
321,275.6199951171875,551.1300048828125,1.9996009529297185,-51.234978829760344
322,276.8900146484375,564.4005126953125,2.038356325026463,-62.19365043968822
323,274.57000732421875,559.7000122070312,2.038460127752134,-61.71629517901028
324,277.00048828125,558.1300048828125,2.0149062131476105,-55.722045764123216
325,275.7864990234375,556.3800048828125,2.017430174620437,-56.18188919305249
326,274.4549865722656,553.4600219726562,2.0165784884616293,-55.685678999025306
327,276.4200134277344,558.9149780273438,2.021977247944325,-57.56366626565961
328,276.44000244140625,562.8800048828125,2.036174214700058,-61.4923068102699
329,284.8550109863281,566.614990234375,1.9891347119800895,-49.909321909865476
330,282.9549865722656,566.0399780273438,2.0004594542912546,-52.792953541073025
331,283.67999267578125,568.239990234375,2.00310210415092,-53.67322592052569
332,284.2799987792969,568.280029296875,1.9990151672192171,-52.62106458945659
333,283.6000061035156,569.2949829101562,2.007387061558667,-54.87381939136032
334,283.8399963378906,570.239990234375,2.009019157242189,-55.38196877879938
335,285.5,572.6699829101562,2.0058493271809326,-54.79023110474129
336,287.79998779296875,579.4349975585938,2.013325302763442,-57.368542388053534
337,287.7300109863281,580.5900268554688,2.0178292311783084,-58.65095154874286
338,287.95001220703125,583.2949829101562,2.025681396709846,-60.95543597750902
339,288.7049865722656,587.5999755859375,2.0352955539922952,-63.88613713523393
340,289.2699890136719,586.1300048828125,2.026238556171515,-61.38768374625676
341,288.0,588.1824951171875,2.042300330268012,-65.7519546315843
342,287.739990234375,588.8900146484375,2.046604693941793,-66.93277396209221
343,290.8349914550781,585.6400146484375,2.0136504611031114,-58.048895353954386
344,292.5299987792969,589.6900024414062,2.01582745325995,-59.01343508936686
345,290.2900085449219,587.4000244140625,2.0234937721708164,-60.80094594295344
346,290.1300048828125,586.1699829101562,2.0203700859789335,-59.86216158077361
347,290.3800048828125,588.9000244140625,2.0280322835992877,-62.137124216661
348,289.8299865722656,588.6900024414062,2.0311562975372923,-62.928309084617986
349,289.6300048828125,589.6300048828125,2.0358042845781235,-64.23234128946747
350,285.1300048828125,591.9600219726562,2.0761056775345335,-74.75377800365
351,285.29998779296875,590.9500122070312,2.0713285576298763,-73.43434571667918
352,284.5400085449219,589.72998046875,2.072573145282823,-73.59771596207379
353,284.95001220703125,588.7349853515625,2.066099175752326,-71.85638483514113
354,283.6099853515625,587.469970703125,2.071400871076165,-73.03064180470967
355,284.55499267578125,587.739990234375,2.0654706659954454,-71.58044988245986
356,285.0199890136719,587.4337768554688,2.0610265928657046,-70.42779647523294
357,287.4100036621094,581.4550170898438,2.0230855213147882,-60.0984560665707
358,286.6318054199219,578.280029296875,2.0175012624634663,-58.34003457419755
359,286.1000061035156,576.4849853515625,2.0149771864841584,-57.51303315257844
360,286.5799865722656,572.1300048828125,1.9964060007328563,-52.28433681026883
361,286.94000244140625,571.25,1.9908343038250669,-50.748989470667034
362,286.7250061035156,570.8200073242188,1.990827431068698,-50.7103579551876
363,284.19000244140625,571.1099853515625,2.0096061805316774,-55.61484237043653
364,286.6099853515625,567.9550170898438,1.981630250576151,-48.05474177520268
365,287.8999938964844,571.5900268554688,1.9853770023384798,-49.34152902739704
366,286.9065856933594,567.9099731445312,1.979424668039873,-47.469791638694524
367,287.3999938964844,569.3200073242188,1.9809325658137495,-47.98166723218464
368,287.1499938964844,569.9500122070312,1.9848512078063787,-49.066750983016
369,287.1400146484375,572.010009765625,1.9920943810843315,-51.144913921229154
370,287.7099914550781,573.8599853515625,1.9945778818778446,-51.95735190731461
371,290.61761474609375,573.2000122070312,1.9723512379241828,-46.00458709918127
372,289.19000244140625,569.9099731445312,1.9707111875695031,-45.313252803028895
373,289.80340576171875,572.1300048828125,1.9742004183112585,-46.41669698672303
374,289.6000061035156,571.4500122070312,1.9732389508402504,-46.10695585578373
375,290.31500244140625,573.77001953125,1.9763705447742164,-47.125444283663064
376,288.9700012207031,571.9000244140625,1.9790982524074163,-47.703775698481486
377,289.0299987792969,574.3099975585938,1.9870255682253124,-50.004534358817814
378,290.2699890136719,576.85498046875,1.987304930933042,-50.292343860119054
379,289.1099853515625,579.239990234375,2.003528136636338,-54.78892623954568
380,289.67999267578125,576.5650024414062,1.9903514810106873,-51.07634529510535
381,289.8349914550781,577.72998046875,1.9933065278568791,-51.95917664634221
382,289.625,578.2000122070312,1.996374664504208,-52.81145907930574
383,290.57000732421875,580.7349853515625,1.9986060870473012,-53.62622077033718
384,291.70001220703125,583.1799926757812,1.9992456917069819,-54.014262722851704
385,289.19500732421875,588.969970703125,2.0365841587397333,-64.36413989600324
386,288.7950134277344,592.0172729492188,2.0499567008533552,-68.1395572206031
387,288.2200012207031,591.5549926757812,2.052442544481154,-68.7239805642567
388,288.04998779296875,589.7550048828125,2.0474050681324427,-67.23347084425343
389,288.0899963378906,589.094970703125,2.044829665005779,-66.50060849122947
390,288.9519958496094,592.0599975585938,2.0489908568298754,-67.89652429859525
391,288.57000732421875,592.8699951171875,2.05451010177602,-69.40186148011271
392,288.6099853515625,592.77001953125,2.053879108892172,-69.2291132724584
393,290.20001220703125,594.47998046875,2.048518109794712,-68.04472372393339
394,290.6300048828125,595.2999877929688,2.048308769884255,-68.08200872754851
395,288.8299865722656,594.1099853515625,2.0569539624408613,-70.16860746684956
396,289.2650146484375,593.02001953125,2.0500924394606987,-68.28675330869426
397,288.44500732421875,591.7000122070312,2.051344267304121,-68.45941800396584
398,290.0299987792969,595.280029296875,2.0524774395832868,-69.15425062502386
