,alb,apd,Ratio,Spread
0,181.9149932861328,234.1999969482422,1.2874144825427922,-38.107768913644826
1,184.0399932861328,235.0500030517578,1.2771680701287471,-36.6545055257564
2,183.5260009765625,238.80999755859375,1.301232502685499,-40.97161194103921
3,186.5,240.35000610351562,1.2887399791073224,-39.288128148008575
4,187.4499053955078,239.7299041748047,1.2789011745244112,-37.63843181120671
5,188.22999572753906,240.4499969482422,1.2774265654040127,-37.5129912847351
6,188.68609619140625,240.33999633789062,1.2737557307565779,-36.9086272468821
7,190.94000244140625,240.0500030517578,1.2572012149492977,-34.175644077403454
8,192.0,240.41000366210938,1.252135435740153,-33.38672231708593
9,194.9499969482422,235.16000366210938,1.2062580525433024,-24.93924562502885
10,199.77999877929688,238.05999755859375,1.1916107669095841,-22.604041469327814
11,198.35000610351562,235.1199951171875,1.1853793187910577,-21.2139959705372
12,194.9250030517578,235.22999572753906,1.2067717945094976,-25.03632836304384
13,192.44000244140625,234.67999267578125,1.2194969325425786,-27.179796413376966
14,194.1199951171875,234.72000122070312,1.2091490167151817,-25.39887513434157
15,195.72000122070312,236.4199981689453,1.2079501159533865,-25.364639026448305
16,193.1750030517578,231.99000549316406,1.2009318070568709,-23.693148298060425
17,189.5,231.39999389648438,1.2211081472109993,-27.086441364877476
18,187.0800018310547,230.52499389648438,1.2322268101358227,-28.834456871600043
19,186.4600067138672,229.63999938964844,1.2315777706800324,-28.621469818052294
20,186.97999572753906,230.33999633789062,1.2318964680774422,-28.757855081091794
21,185.92999267578125,230.60000610351562,1.2402517893152856,-30.155954256126183
22,186.4499969482422,230.5500030517578,1.2365245740162583,-29.542322980293523
23,185.6199951171875,231.52999877929688,1.2473332877372667,-31.421950658551527
24,188.2100067138672,233.27000427246094,1.2394133996663512,-30.354664531473237
25,189.3800048828125,233.5,1.2329707148570872,-29.31650915899802
26,191.36000061035156,233.9250030517578,1.2224341675671155,-27.595411621414133
27,190.9600067138672,234.07000732421875,1.225754079884105,-28.17396588847284
28,191.72999572753906,233.6300048828125,1.2185365362174008,-26.899378880522267
29,191.13999938964844,233.3300018310547,1.2207282754846087,-27.238867859401427
30,187.38499450683594,233.35499572753906,1.2453238123025165,-31.33387972607652
31,186.02999877929688,231.1699981689453,1.242649033413164,-30.61755055347034
32,184.50999450683594,230.60000610351562,1.2497968292713384,-31.695078237482125
33,187.17999267578125,231.47500610351562,1.2366439532052915,-29.676089849417924
34,187.2550048828125,233.42999267578125,1.2465888045121458,-31.549771326183322
35,186.00100708007812,232.10000610351562,1.2478427388492082,-31.578982345129834
36,186.35000610351562,231.86000061035156,1.2442178321236843,-30.960699768100643
37,176.9600067138672,226.22000122070312,1.278367951163599,-35.498441140089845
38,176.75,226.02000427246094,1.278755328274178,-35.52606868927838
39,176.80999755859375,227.22999572753906,1.2851648598221175,-36.67102929905405
40,178.47000122070312,226.89999389648438,1.2713620907969334,-34.54176356656148
41,178.07000732421875,227.44000244140625,1.2772504806342693,-35.51532210608112
42,177.7100067138672,227.11000061035156,1.2779809354012566,-35.57552188571332
43,178.94000244140625,228.4199981689453,1.2765172407088865,-35.55233749899033
44,176.9199981689453,225.1300048828125,1.2724960841782864,-34.45180972498229
45,177.0399932861328,223.8000030517578,1.2641211677524822,-32.991746203322684
46,174.61000061035156,223.58999633789062,1.2805108273084522,-35.41558795743773
47,175.4600067138672,224.33859252929688,1.2785739424662101,-35.24286973673352
48,173.3000030517578,222.97999572753906,1.2866704662488888,-36.225482599096914
49,172.80999755859375,222.36500549316406,1.2867600754277424,-36.14160516614552
50,172.08999633789062,221.44000244140625,1.2867685929089057,-35.99700533576145
51,174.7100067138672,216.6699981689453,1.2401693654777226,-28.387194020406913
52,176.67999267578125,218.3300018310547,1.2357369871058563,-27.911946593306443
53,180.47999572753906,223.1999969482422,1.2367021400266167,-28.663150606326372
54,181.11000061035156,222.9600067138672,1.2310750701920303,-27.7403034185313
55,181.94000244140625,220.5449981689453,1.2121853094949353,-24.425662922890485
56,182.65499877929688,220.27000427246094,1.2059347170597532,-23.375690555098306
57,180.72000122070312,218.7100067138672,1.2102147257445457,-23.913020451869404
58,184.16000366210938,226.97000122070312,1.2324608856825399,-28.44442546522463
59,182.6300048828125,227.89999389648438,1.2478781569475403,-31.032770851707046
60,185.3000030517578,228.98500061035156,1.2357528161852847,-29.22378917751003
61,185.05999755859375,228.0399932861328,1.2322489803012708,-28.53892177337322
62,185.7449951171875,228.02999877929688,1.227650837296755,-27.786464217880695
63,187.7899932861328,227.97360229492188,1.2139816307866942,-25.513511548795652
64,186.9499969482422,227.05999755859375,1.2145493515116568,-25.510371724446163
65,185.8699951171875,225.8677978515625,1.2151923590957063,-25.488776849475517
66,185.4250030517578,224.6699981689453,1.2116488848390798,-24.77330029543295
67,186.5800018310547,225.1199951171875,1.2065601506480323,-23.971403854986466
68,185.3800048828125,225.96499633789062,1.2189286351607005,-26.117071598355086
69,187.3699951171875,226.80999755859375,1.2104926267236071,-24.805139268456845
70,187.3800048828125,226.80499267578125,1.210401252885147,-24.78928488551249
71,188.25,227.60000610351562,1.2090305769111056,-24.641317978616986
72,188.77000427246094,227.36000061035156,1.2044286457831075,-23.837684261378104
73,186.8699951171875,225.72000122070312,1.2078985771854518,-24.257088693249518
74,186.5800018310547,223.5850067138672,1.1983331789026348,-22.436415451666154
75,186.7100067138672,223.00999450683594,1.1944190803259862,-21.72049205389816
76,186.8699951171875,221.30999755859375,1.184299263345133,-19.847085031140143
77,185.22000122070312,220.5,1.1904761826302883,-20.82550187385245
78,184.8000030517578,219.38999938964844,1.1871753017677322,-20.170733719490205
79,183.1999969482422,220.3000030517578,1.202510953720142,-22.81497043773503
80,181.10000610351562,221.7899932861328,1.224682417511124,-26.58112295205662
81,179.0,220.0800018310547,1.2294972169332663,-27.147310315797245
82,176.99000549316406,217.5399932861328,1.2291089131274981,-26.785917782868285
83,175.47999572753906,216.41000366210938,1.2332460048501526,-27.292614947026625
84,176.83999633789062,218.2899932861328,1.2343926589381007,-27.69851143499658
85,176.2899932861328,218.25999450683594,1.2380736446712688,-28.264656302425767
86,176.42999267578125,220.55999755859375,1.250127567391042,-30.41291520218714
87,179.39999389648438,218.73500061035156,1.2192586847944036,-25.36875910049635
88,179.25999450683594,217.74000549316406,1.214660337863955,-24.52550813530529
