,amd,asml,Ratio,Spread
0,121.52999877929688,701.5349731445312,5.772525139398262,140.39515296806258
1,121.2750015258789,701.1400146484375,5.781405943737061,139.02355282114638
2,121.34600067138672,700.72998046875,5.774644212349237,139.92545172667678
3,121.74030303955078,702.8400268554688,5.7732731832212645,140.54703576774853
4,122.41999816894531,704.27001953125,5.752900098555177,143.8258048113555
5,123.6897964477539,712.2899780273438,5.758680169937965,144.60269841559273
6,123.27999877929688,709.1699829101562,5.752514519242933,144.88371545205757
7,125.2249984741211,701.75,5.6039130249622096,165.7781808340369
8,122.69000244140625,692.4500122070312,5.643899245480319,157.51633573836648
9,123.30500030517578,692.8800048828125,5.619236877401221,161.34689793959774
10,123.27010345458984,692.0900268554688,5.614419128888136,161.89511911587692
11,121.31109619140625,688.0750122070312,5.671987425794731,152.33861028275066
12,118.81999969482422,682.0999755859375,5.740615867175849,141.05593927122288
13,119.19999694824219,684.5599975585938,5.74295314668369,141.228445387978
14,113.41000366210938,681.640380859375,6.010407890385362,104.0364038419134
15,111.69000244140625,679.4400024414062,6.083266072071648,94.32103422066552
16,110.73500061035156,675.3009033203125,6.098351014567882,91.84411408615301
17,109.7699966430664,675.1400146484375,6.150496814204672,85.31969114742719
18,109.70999908447266,674.5499877929688,6.148482302634878,85.49406958208897
19,110.12000274658203,671.3699951171875,6.0967124806762305,91.51446741226562
20,109.3499984741211,667.5800170898438,6.104984237817196,89.9700440512114
21,107.69999694824219,671.4000244140625,6.233983690238356,74.71922946357768
22,107.54000091552734,670.1799926757812,6.2319135853663195,74.83084779484693
23,107.16000366210938,665.9849853515625,6.21486527241551,76.3933270296543
24,106.418701171875,665.5349731445312,6.253928734477197,71.7077767800115
25,107.2698974609375,666.3599853515625,6.211994241853532,76.77964440672747
26,106.86499786376953,662.3300170898438,6.1978199628486,78.00456722838453
27,108.19000244140625,668.22998046875,6.176448520099177,81.28391169408178
28,107.89019775390625,676.5,6.27026378747653,70.93691856872829
29,110.0436019897461,679.2899780273438,6.172916605280153,83.06519873329432
30,109.55599975585938,679.9450073242188,6.206369426041893,79.03218034407553
31,109.2499008178711,677.9500122070312,6.205497736215173,78.90659683827278
32,109.00980377197266,675.3900146484375,6.195681409180612,79.80326074951222
33,110.64710235595703,678.4349975585938,6.1315206915770455,88.10108222629037
