,pypl,meta,Ratio,Spread
0,187.85499572753906,332.9700012207031,1.7724841435871943,15.237803234930526
1,188.11000061035156,332.29998779296875,1.766519518977039,16.383023065490125
2,187.6501007080078,332.7799987792969,1.7734069820570886,15.045979947690443
3,187.19000244140625,333.4599914550781,1.7813985101018253,13.508585484906506
4,187.3350067138672,332.4798889160156,1.7747878239534838,14.75890621724618
5,188.39999389648438,332.8949890136719,1.7669585976556863,16.328429796300487
6,187.60000610351562,331.7900085449219,1.7686033995214467,15.942617942927415
7,179.92999267578125,318.614990234375,1.7707719846823564,14.824421745519873
8,180.6699981689453,319.8074951171875,1.7701195459034327,15.010931039216176
9,178.77499389648438,319.45001220703125,1.7868830827201794,11.837037790129544
10,180.30999755859375,323.75,1.7955188529953465,10.397558237431939
11,181.27499389648438,327.01141357421875,1.8039521422406224,8.93443351717882
12,181.1699981689453,326.7699890136719,1.8036650235484968,8.980196561579179
13,183.0032958984375,328.07000732421875,1.7926999932629073,11.0965631050439
14,187.02499389648438,326.9599914550781,1.748215490577937,19.701088953064005
15,190.0749969482422,331.0700988769531,1.7417866852161739,21.27471967316602
16,189.9499969482422,331.1700134277344,1.7434589036501642,20.941865267672984
17,191.97659301757812,332.2850036621094,1.7308620725011203,23.603474984903517
18,192.21499633789062,333.1600036621094,1.733267486978251,23.172744063274866
19,191.9550018310547,334.2749938964844,1.7414237227883738,21.573249167713914
20,191.52000427246094,334.45001220703125,1.746292840152795,20.58760471237638
21,187.44000244140625,334.1300048828125,1.782597100569616,13.30445176659582
22,186.55499267578125,332.0,1.77963610213848,13.785224279622343
23,188.17999267578125,333.25,1.7709108989825635,15.563442390876263
24,188.11990356445312,333.010009765625,1.7702008317877433,15.691455434350972
25,188.0399932861328,333.2699890136719,1.772335678115817,15.282561877328748
26,187.44000244140625,331.9200134277344,1.7708067067033495,15.514443221673945
27,187.22000122070312,333.260009765625,1.7800449075564502,13.764470464687223
28,186.24920654296875,331.8800048828125,1.7819136577435346,13.335381178007923
29,186.24000549316406,331.2349853515625,1.7785383139054969,13.963254379620354
30,183.75999450683594,328.7124938964844,1.7888142344511018,11.864198643986173
31,184.75,329.4800109863281,1.783383009398258,12.941575440074859
32,184.02499389648438,329.1449890136719,1.7885885066178495,11.9255348813861
33,182.5500030517578,328.65008544921875,1.8003291150646414,9.671765221264069
34,181.05999755859375,326.55999755859375,1.8036010270734373,8.985199807109256
35,178.9290008544922,330.42999267578125,1.8467100978476485,1.1440521887631572
36,178.61920166015625,329.6499938964844,1.845546228135549,1.346734333512347
37,177.87730407714844,330.6400146484375,1.8588094549995724,-1.0258265400160103
38,175.9499969482422,328.7200012207031,1.868258067190533,-2.6973862530217163
39,176.7100067138672,330.05218505859375,1.867761714213625,-2.6132775758382083
40,178.2949981689453,331.1099853515625,1.8570907134355823,-0.7174164346837533
41,178.4149932861328,331.94000244140625,1.860493876257686,-1.323820363217192
42,178.19000244140625,321.406005859375,1.8037263676735291,8.790901541357231
43,176.0399932861328,319.3999938964844,1.8143604071680253,6.790330942179753
44,175.6699981689453,319.95001220703125,1.82131277703623,5.550819760898878
45,175.15499877929688,320.0,1.8269532826934292,4.541120903919011
46,175.50999450683594,319.9713134765625,1.8230945444198048,5.231348652926658
47,175.5,319.9490051269531,1.8230712542846332,5.235032050773827
48,174.47000122070312,318.2900085449219,1.8243251350831804,4.974606504782787
49,174.81500244140625,321.6900939941406,1.840174410099404,2.217437329371978
50,174.02000427246094,322.84600830078125,1.8552235396759633,-0.4199710410310449
51,175.8800048828125,324.94000244140625,1.8475096282713392,0.9521809938577686
52,175.91000366210938,325.0700988769531,1.8479341260281748,0.8779878486384287
53,174.5399932861328,323.0299987792969,1.8507506084851075,0.36504780282517646
54,174.72999572753906,321.9103088378906,1.842329976015415,1.8388108729999313
55,173.52000427246094,319.6099853515625,1.8419201099702096,1.8842924893403843
56,178.97000122070312,326.94000244140625,1.8267866134628268,4.7104473779245835
57,179.05999755859375,325.1499938964844,1.8158717654962864,6.668165793829178
58,179.0800018310547,324.7300109863281,1.8133236970406146,7.125427042550757
59,177.41000366210938,323.1199951171875,1.8213177861863625,5.62336986494613
60,177.47999572753906,322.4013977050781,1.8165506280494688,6.472398809472895
61,175.5050048828125,319.268798828125,1.8191435568535832,5.9245650430034855
62,173.24000549316406,316.55999755859375,1.8272915465307176,4.412497282557854
63,167.56829833984375,311.25,1.857451576960916,-0.8468382809486574
64,169.10000610351562,314.0199890136719,1.8570075557622545,-0.7624610231747628
65,165.60000610351562,310.010009765625,1.872041052775321,-3.274797707059361
66,164.42999267578125,308.04998779296875,1.8734415952956565,-3.4951177973418455
67,163.5,307.739990234375,1.882201775133792,-4.9181791089846
68,163.9600067138672,305.94000244140625,1.8659428513888374,-2.2609601392582706
69,163.52999877929688,303.0400085449219,1.8531157023605822,-0.16229412920388353
70,155.90989685058594,295.8299865722656,1.8974420004637047,-7.152475645854236
71,154.65220642089844,294.7799987792969,1.9060833699134518,-8.44621766059653
72,153.10000610351562,291.04998779296875,1.9010449130627787,-7.608761205586984
73,155.8800048828125,296.8500061035156,1.9043494791181306,-8.228199422145805
74,157.2899932861328,301.70001220703125,1.9181131990907783,-10.450665575142933
75,159.2899932861328,303.7799987792969,1.9070877743940668,-8.803614472019161
76,162.1999969482422,309.0199890136719,1.9051787597275958,-8.620758064292728
77,157.63999938964844,302.0799865722656,1.9162648296235782,-10.178396973167834
78,156.60000610351562,301.1499938964844,1.923052248781002,-11.186451377171137
79,157.67999267578125,301.29998779296875,1.9108320762831106,-9.32386995178116
80,158.40939331054688,302.125,1.9072416962528986,-8.78963033570018
81,159.7989959716797,304.8299865722656,1.9075838663359874,-8.905066172034095
82,158.8699951171875,302.2521057128906,1.9025122112576385,-8.058395905239776
83,158.2100067138672,300.260009765625,1.897857259488423,-7.296200780221636
84,162.0850067138672,299.9549865722656,1.850602919132328,0.2299579092047448
85,162.74000549316406,301.0050048828125,1.849606702240503,0.40054216254462705
86,163.3332061767578,303.2744140625,1.856783572437187,-0.7634263687325078
87,163.50999450683594,303.05999755859375,1.853464667237351,-0.21956148144108778
88,162.86000061035156,303.3900146484375,1.862888453342875,-1.7608544417700618
89,157.64300537109375,295.010009765625,1.8713802687989072,-3.102818463478127
90,156.97999572753906,294.6099853515625,1.876735847686604,-3.938325009753055
91,159.00999450683594,298.4574890136719,1.8769731420929079,-4.002887706145441
92,160.94000244140625,300.010009765625,1.8641108811642415,-1.9588023151265024
93,159.9739990234375,298.70001220703125,1.8671785041972306,-2.4489703231950104
94,157.7100067138672,294.8500061035156,1.869570690200154,-2.8179565369595823
95,158.67999267578125,295.5799865722656,1.8627426280274773,-1.7403498933833366
96,158.49000549316406,294.9892883300781,1.861248521079782,-1.5036963449234808
97,158.10000610351562,294.6099853515625,1.8634406956231695,-1.851164575707185
98,158.3249969482422,294.49200439453125,1.8600474345235782,-1.3139089412191087
99,161.02999877929688,298.82000732421875,1.8556791255632619,-0.6010900027375332
100,161.22000122070312,299.1099853515625,1.8552908019278205,-0.5369949013127784
101,160.98500061035156,297.1199951171875,1.8456377550125764,1.0150672688023856
102,159.02000427246094,294.3900146484375,1.8512766113629133,0.08324004589205702
103,161.27000427246094,297.67999267578125,1.8458484826034955,0.9861794033613929
104,163.52999877929688,301.6600036621094,1.8446768538733698,1.2177107536086165
105,167.94830322265625,305.8900146484375,1.8213343557446129,5.221293328150909
106,169.0800018310547,307.0,1.81570852067269,6.220249651931783
107,169.88999938964844,308.7300109863281,1.817234752460299,5.999684374529852
108,170.02999877929688,309.6700134277344,1.8212669273125954,5.320573432999242
109,170.86000061035156,311.010009765625,1.8202622536265076,5.52730114260014
110,169.4499969482422,310.135986328125,1.8302507637273948,3.773756194540783
111,171.97999572753906,312.94000244140625,1.8196302489574683,5.6844404658239
112,172.81500244140625,314.3500061035156,1.8189972031513728,5.830487544607581
113,174.22999572753906,315.8800048828125,1.8130058694186377,6.937355409230736
114,172.94000244140625,316.3800048828125,1.8294206107115392,4.033428620022494
115,173.99940490722656,316.3500061035156,1.8181097014221854,6.037643851075802
116,172.9600067138672,316.05999755859375,1.827358841870659,4.39071428280663
117,174.8699951171875,317.900390625,1.8179241693920218,6.109620585766197
118,175.7949981689453,318.9700012207031,1.8144429849714012,6.763770601938847
119,132.1699981689453,322.30999755859375,2.4386018160233567,-77.87223503038352
120,131.7187042236328,319.1650085449219,2.423080385022932,-75.56824078513905
121,129.66000366210938,322.510009765625,2.4873515398478454,-82.74966928341378
122,129.82000732421875,321.92999267578125,2.47981801350371,-81.87148235512906
123,132.05999755859375,321.8362121582031,2.437045419567023,-77.60343783954094
124,132.5800018310547,323.55999755859375,2.4404887093824517,-78.35818548251886
125,132.5800018310547,322.989990234375,2.4361893632039453,-77.78817815830011
126,127.1332015991211,245.89999389648438,1.9341917831335755,-10.848396657777654
127,126.12999725341797,242.7899932861328,1.924918723325775,-9.607886243701058
128,125.30000305175781,241.40499877929688,1.9266160646427075,-9.769601566836213
129,124.98999786376953,238.87229919433594,1.9111313167209607,-7.814602489474521
130,124.993896484375,239.10499572753906,1.912933370770057,-8.040033869738336
131,124.63420104980469,236.39999389648438,1.896750586157465,-6.005331256838201
132,124.31999969482422,237.83999633789062,1.9131273883665603,-8.030853842079763
133,124.2300033569336,232.5399932861328,1.8718504950692667,-2.8985606613046686
134,124.27999877929688,231.49000549316406,1.8626489199139478,-1.7554054569634563
135,124.52999877929688,233.96499633789062,1.8787842177092138,-3.7645165922663297
136,125.5250015258789,235.77000427246094,1.8782712719095513,-3.7153181650230467
137,125.47000122070312,237.82000732421875,1.8954332112095122,-5.867815321554883
138,126.01000213623047,238.74000549316406,1.894611550240752,-5.781511612042618
139,126.06999969482422,237.0800018310547,1.8805425747993236,-4.009701369278088
140,125.58000183105469,231.2949981689453,1.8418139416824595,0.8621820432666023
141,124.64869689941406,228.57000732421875,1.833713572703167,1.851668604242877
142,123.31999969482422,225.30999755859375,1.827035339897508,2.635626099522386
143,124.22000122070312,225.91250610351562,1.818648397065576,3.7102873520298543
144,123.66000366210938,227.0998992919922,1.8364862733832976,1.4793281640507867
145,122.6135025024414,227.0460968017578,1.8517218101427044,-0.41704397042546515
146,121.45999908447266,224.97999572753906,1.8522970313137463,-0.5005182449367116
147,120.82039642333984,222.14999389648438,1.8386795646498133,1.1375719784573046
148,121.54000091552734,222.7899932861328,1.833059006153671,1.8385691156900232
149,120.75,220.80999755859375,1.8286542240877328,2.3463832553477912
150,119.54000091552734,218.8927001953125,1.8311251340042443,2.0088245311209105
151,119.12999725341797,217.75,1.8278351802257975,2.3874751785687804
152,119.0999984741211,218.11000061035156,1.8313182485702892,1.9715712778896257
153,120.26000213623047,220.1699981689453,1.8307832550970426,2.073262395431544
154,121.84609985351562,225.80499267578125,1.8531983620915717,-0.6060091368189096
