,amzn,low,Ratio,Spread
0,163.32550048828125,254.3300018310547,1.557197137438456,18.16334986188612
1,162.8000030517578,251.15499877929688,1.5427210938039664,20.456208350075162
2,162.51998901367188,252.39500427246094,1.5530089917199563,18.746147545024844
3,162.6272430419922,252.19000244140625,1.5507242066219369,19.1311950840654
4,162.20350646972656,251.5,1.5505213510716527,19.109877378826713
5,162.77468872070312,251.7100067138672,1.5463706838706581,19.85870563252742
6,162.5854949951172,251.10000610351562,1.544418252754077,20.151109609884674
7,157.13626098632812,242.5800018310547,1.543755720725471,19.523567534128535
8,158.67550659179688,242.75999450683594,1.5299147279948626,21.927483072713716
9,157.52499389648438,242.60000610351562,1.5400731027035446,20.15612329248957
10,158.91000366210938,243.80999755859375,1.534264627398835,21.271126690514354
11,160.53750610351562,244.6999969482422,1.5242543807205902,23.113190924962073
12,160.5699920654297,244.85499572753906,1.5249113024042786,23.01272583641806
13,161.4810028076172,247.50999450683594,1.5327499223033108,21.88702695036172
14,162.8247528076172,246.33999633789062,1.512914910602993,25.31275783065526
15,165.2154998779297,247.75,1.499556640769488,27.916064956314376
16,165.37899780273438,247.30999755859375,1.495413570310708,28.630528880302524
17,165.3207550048828,248.13999938964844,1.5009609615097603,27.702755749293107
18,165.13525390625,248.17999267578125,1.5028892184141196,27.35136458693548
19,165.31924438476562,249.8000030517578,1.511015877077026,26.04021623214165
20,165.39700317382812,249.5,1.5084916607453989,26.470751781821793
21,166.39425659179688,254.35499572753906,1.528628457119947,23.289830217196897
22,165.23797607421875,251.5800018310547,1.5225313684431374,24.123793574521773
23,165.55624389648438,250.83999633789062,1.515134617905023,25.398070425940052
24,165.57540893554688,250.89500427246094,1.5152914668030577,25.3752345512972
25,165.40451049804688,250.94000244140625,1.5171291380495298,25.04335177153361
26,165.04010009765625,250.42999267578125,1.517388759020376,24.94163133398344
27,165.28750610351562,250.7899932861328,1.517295524617989,24.996947427186132
28,164.58999633789062,252.52000427246094,1.534236647979849,22.096037393561136
29,164.2897491455078,253.3520050048828,1.5421047650422457,20.7600162605079
30,161.99575805664062,252.05999755859375,1.5559666535864651,18.201135715207005
31,162.39950561523438,252.30499267578125,1.5536069012029863,18.633905491077673
32,162.00999450683594,251.375,1.5516018055873297,18.91003178646982
33,162.05099487304688,251.3000030517578,1.5507464378643891,19.053855426610955
34,161.24850463867188,250.75999450683594,1.555115162579292,18.24673580616191
35,160.8262481689453,245.8350067138672,1.5285751518348023,22.462888078132966
36,160.281005859375,242.69000244140625,1.5141532282018124,24.692602368596642
37,160.843505859375,243.4949951171875,1.5138627687590598,24.831869897565827
38,160.35000610351562,241.72999572753906,1.5075147273239748,25.768438744081738
39,160.71450805664062,241.6300048828125,1.5034735059367186,26.480313480167826
40,161.49925231933594,242.72000122070312,1.5029171821846434,26.70765541457833
41,162.1199951171875,243.41000366210938,1.5014187700052783,27.0596844778773
42,159.1750030517578,236.3000030517578,1.484529596490234,29.22597164700041
43,158.11996459960938,237.27499389648438,1.5006011068704133,26.479903780326726
44,158.2530059814453,236.27999877929688,1.4930522002659463,27.698233444096747
45,157.8885040283203,236.6699981689453,1.4989691594423749,26.696350163088784
46,158.47349548339844,238.11380004882812,1.502546525666639,26.234564551915884
47,158.91200256347656,238.1800994873047,1.4988175571707676,26.904380287162116
48,158.9239959716797,238.3800048828125,1.4999623148494952,26.724608043806388
49,158.14999389648438,237.5,1.5017389134738346,26.305307401283432
50,157.30349731445312,237.25999450683594,1.5082944661589313,25.124311941790854
51,158.75,238.2449951171875,1.500755874753937,26.56753341504204
52,158.30999755859375,237.08999633789062,1.4976312298289234,26.98390678027143
