,amat,klac,Ratio,Spread
0,144.8072967529297,386.5124206542969,2.6691501693714,75.39224835859171
1,143.67776489257812,380.540283203125,2.6485676714670436,77.73636378393014
2,150.02886962890625,404.13275146484375,2.6936999023218595,74.54345102001032
3,150.9206085205078,407.89373779296875,2.702704036192262,73.64670292507323
4,154.0614776611328,415.34661865234375,2.69597971509739,76.28219834124788
5,161.22506713867188,434.5069274902344,2.6950333170989413,80.13112131064021
6,158.17335510253906,426.5900573730469,2.6969779903606477,78.24598506375322
7,159.5010528564453,429.4823913574219,2.692661795430066,79.6181759360053
8,156.52859497070312,421.5852966308594,2.6933436456755135,77.96782622219713
9,155.91432189941406,424.5762939453125,2.7231385082072315,73.00380246135457
10,158.460693359375,429.49224853515625,2.7104024312269375,76.26671565467957
11,156.90513610839844,425.6917724609375,2.713051867001007,75.0707890889308
12,152.3275604248047,415.32684326171875,2.7265377460485336,70.73268423665424
13,154.9036865234375,426.6591796875,2.754351360275373,67.67478658965639
14,149.42449951171875,411.5461730957031,2.754208141506455,65.18881093053274
15,148.2156982421875,413.34271240234375,2.7887917224998207,59.50963866358781
16,151.04940795898438,420.1341857910156,2.7814355015883145,61.81995481112041
17,158.08416748046875,428.2780456542969,2.7091773482452663,76.27152884949415
18,155.7359619140625,416.0573425292969,2.6715559939770603,80.94986702211902
19,165.46572875976562,439.2747497558594,2.654777838579663,88.9841753615507
20,150.96023559570312,407.6667175292969,2.7004907346666895,74.00100415059707
21,141.755615234375,388.13134765625,2.738031555325155,63.97141301409802
22,137.87159729003906,378.34881591796875,2.744211450035211,61.27859709251125
23,133.8191680908203,368.230712890625,2.7517037965795335,58.38042062480794
24,138.0102996826172,386.0682373046875,2.797387138442059,54.00468357765773
25,131.76820373535156,365.3482360839844,2.77265854528733,54.67526221988045
26,134.33441162109375,375.7033386230469,2.7967765972189094,52.56274146106314
27,128.95428466796875,357.1451721191406,2.7695487050989995,53.8401036132952
28,131.23316955566406,361.93280029296875,2.7579368959724073,56.372184477443525
29,136.91050720214844,384.2617492675781,2.806663689443612,52.278671573781324
30,137.33656311035156,383.0376892089844,2.7890437952871228,54.87121026804307
31,139.466796875,390.37213134765625,2.7990327453891073,54.379014275410114
32,135.25587463378906,368.8722839355469,2.7272182072260005,62.353507355831724
33,134.3245086669922,372.5247497558594,2.7733192806935656,55.70952234047941
34,134.8793487548828,370.76763916015625,2.748883669611683,59.24876244517755
35,137.4752960205078,380.2638854980469,2.766052494561068,58.090619872379776
36,142.87521362304688,394.9820556640625,2.7645246900988627,60.71682102281382
37,138.48590087890625,384.69610595703125,2.777871996467093,56.9044315213721
38,131.27279663085938,365.4642639160156,2.7840060796731967,52.96800181624856
39,130.64857482910156,361.435791015625,2.766473277557072,54.991493250177555
40,138.5552520751953,383.54791259765625,2.7681946866185987,58.27537881667975
41,139.66497802734375,381.716796875,2.733088869281654,63.67090058962704
42,135.2162322998047,362.3166809082031,2.6795353985671326,68.78178041055658
43,132.12490844726562,354.6457214355469,2.6841700448715535,66.5235015680533
44,129.29598999023438,352.1118469238281,2.723300598498243,59.970975924399866
45,126.91374206542969,340.2738342285156,2.681142551553553,64.15728064620073
46,132.43260192871094,354.23992919921875,2.674869511284749,67.917595920571
47,134.715576171875,354.0023498535156,2.6277759403401624,75.48801918980168
48,133.2068328857422,344.9457092285156,2.5895496631497266,79.69862220793455
49,128.6508026123047,333.3551025390625,2.591162245164097,76.6553980488708
50,132.19436645507812,342.5404968261719,2.591188308637743,78.8518231887298
51,129.67315673828125,339.03656005859375,2.6145469778519366,74.25771092789229
52,124.80943298339844,328.71295166015625,2.6337188127749935,68.95918636162334
53,118.33769226074219,310.9361572265625,2.6275327098778796,65.94894617365942
54,123.231201171875,318.53778076171875,2.5848792978771877,74.06512462035825
55,127.66812133789062,336.0968933105469,2.632582744920495,70.75726487298654
56,124.04513549804688,325.43670654296875,2.6235346129158996,69.78053117145556
57,122.7249755859375,319.97296142578125,2.607235893901009,71.00396275090499
58,119.2409439086914,316.7363586425781,2.6562718162070116,63.04996161451949
59,123.4892807006836,329.821533203125,2.670851521133682,63.61031578629998
60,129.5143585205078,347.34100341796875,2.6818725536363552,65.44321251653692
61,131.01318359375,349.0137634277344,2.6639591059016454,68.58463311510015
62,134.13987731933594,361.326904296875,2.6936576320007606,66.31433751898307
63,133.2068328857422,352.6463317871094,2.6473591793117013,71.9979996493408
64,134.4773406982422,357.347900390625,2.6573093915687167,71.37726354780422
65,130.4473876953125,345.1733703613281,2.64607345888408,70.60770694181839
66,137.5643310546875,362.1583557128906,2.632647234470378,76.4821274828753
67,136.045654296875,362.7027282714844,2.666036854657663,71.05981130810922
68,136.64122009277344,371.5218811035156,2.718959043627307,64.15359772214761
69,140.3932342529297,380.41021728515625,2.709605055467393,67.31661705521482
70,134.79498291015625,370.0074462890625,2.7449645253909813,59.73797478562848
71,130.82460021972656,362.3265686035156,2.769559914534191,54.6661038701899
