,mu,avgo,Ratio,Spread
0,82.46266174316406,616.3651733398438,7.474475845317214,46.135441423735976
1,81.49893951416016,626.1403198242188,7.6828032801019335,28.522758631139475
2,90.09294891357422,631.3276977539062,7.007515076008182,93.22674428525443
3,89.75514221191406,640.0809326171875,7.131412383102696,81.72627353829068
4,93.80873107910156,649.4594116210938,6.9232298971559,105.31388057976062
5,93.81866455078125,658.720703125,7.0212116776449545,96.13337370716533
6,92.33831787109375,653.5625,7.077912128661334,89.25255718352867
7,95.54740142822266,657.0891723632812,6.87710144432239,111.82397422626912
8,93.28216552734375,649.7329711914062,6.965243222199321,100.7579909911542
9,92.64563751220703,650.0552978515625,7.016577523857083,95.25905713061138
10,95.23155212402344,648.0136108398438,6.804610408910616,118.33086988823061
11,95.81835174560547,655.438232421875,6.840424829703204,115.67843597748856
12,93.88886260986328,628.1625366210938,6.690490428362091,127.2624306816491
13,95.13209533691406,622.3302612304688,6.541748702438032,143.20538043941087
14,93.93859100341797,604.8628540039062,6.438917675291704,150.96653282793397
15,93.38162231445312,606.826416015625,6.498349471507345,144.4733852251302
16,93.68994140625,607.6959228515625,6.486245094513673,146.1113042882232
17,94.59502410888672,607.6470336914062,6.423668046132682,153.52083983628154
18,95.10225677490234,583.4096069335938,6.134550606033112,181.88337060951392
19,96.83283233642578,582.6084594726562,6.016641725902459,196.75854105068277
20,92.36714935302734,564.4572143554688,6.111016939562708,178.59231680787866
21,89.51268768310547,550.9561157226562,6.155061701120646,168.87931255384308
22,84.609375,535.0811157226562,6.324135070406279,144.87779001671856
23,81.48638153076172,520.9254760742188,6.392791854152531,133.63547373049596
24,82.50084686279297,529.0828247070312,6.413059317887344,133.72833312852333
25,80.2829360961914,521.8145141601562,6.4996939515881875,122.9593341286402
26,81.52616882324219,544.2642211914062,6.67594502535047,110.62030146452707
27,78.29376220703125,529.7959594726562,6.766770998585088,98.80079741940779
28,78.84078216552734,547.1754150390625,6.940258582040192,85.87001871964003
29,81.82453918457031,572.3605346679688,6.994974128444576,84.95050516254855
30,81.00897216796875,579.042724609375,7.147883859194681,71.63566121355609
31,84.05241394042969,589.505615234375,7.013547709077984,85.92376696048257
32,81.52616882324219,567.4465942382812,6.960300016900937,87.43792841765207
33,80.73049926757812,576.541748046875,7.141560541276347,71.87193805036532
34,80.43211364746094,574.0701293945312,7.137324923608462,71.91691543498939
35,83.6645278930664,586.36962890625,7.008581099694996,85.90524373370772
36,87.64286804199219,597.2330932617188,6.8143946747106385,107.395900125136
37,90.52716064453125,577.7140502929688,6.381665415989919,150.37164806093824
38,89.27398681640625,560.1880493164062,6.27493034973832,157.70612799248522
39,89.37344360351562,565.22900390625,6.324350736822408,153.4740124608361
40,95.4802017211914,588.8607788085938,6.167360020123405,179.50586161153512
41,95.53986358642578,583.4291381835938,6.1066565963412875,185.42270639694334
