,mrk,jnj,Ratio,Spread
0,77.37670135498047,172.27999877929688,2.2265099928327174,-24.041086851922877
1,77.31500244140625,171.91000366210938,2.2235012382285397,-23.790842648994335
2,77.09230041503906,171.89999389648438,2.229794583519139,-24.213073415979615
3,77.11499786376953,172.02000427246094,2.230694534626708,-24.2890305002633
4,77.125,171.91000366210938,2.2289789777907214,-24.159616825908564
5,76.95999908447266,171.74000549316406,2.2315489544725593,-24.309867577784168
6,76.63999938964844,171.0500030517578,2.2318633143786415,-24.240949914016603
7,76.2699966430664,170.22000122070312,2.2318081645828625,-24.12908337278723
8,76.32499694824219,170.1873016357422,2.2297714830064166,-23.98963414755267
9,76.37999725341797,170.30999755859375,2.2297722398906274,-24.005580430130586
10,76.38059997558594,170.5500030517578,2.2328968757285477,-24.244416104792556
11,76.39230346679688,170.72999572753906,2.234910952799651,-24.401693570672315
12,76.6449966430664,170.8800048828125,2.229499802558488,-24.061252616984298
13,76.88999938964844,171.52999877929688,2.2308492670165068,-24.235722696280796
14,76.19999694824219,170.8699951171875,2.2423884771707883,-24.91493910163542
15,76.93840026855469,171.80380249023438,2.233004610058833,-24.41558553915116
16,77.02999877929688,171.9199981689453,2.231857729370129,-24.35399842120163
17,76.71499633789062,171.22000122070312,2.2318974046034743,-24.265387122511108
18,76.8499984741211,171.42999267578125,2.2307091227010183,-24.21335404094865
19,77.0999984741211,171.52000427246094,2.224643419805414,-23.81814269235344
20,77.0199966430664,171.0800018310547,2.2212413566296343,-23.53341514731415
21,78.1500015258789,172.01499938964844,2.201087601165135,-22.275195516254804
22,79.08999633789062,172.4550018310547,2.1804907044664326,-20.890769752751318
23,79.57499694824219,173.32000732421875,2.178071177771467,-20.81444154745578
24,79.44000244140625,173.00999450683594,2.177869954554011,-20.766438458884416
25,79.38999938964844,172.66000366210938,2.17483316525409,-20.51349812634451
26,79.375,173.0,2.179527559055118,-20.882606656325272
27,78.88999938964844,172.19000244140625,2.182659446997032,-21.013942796191124
28,78.12000274658203,170.88999938964844,2.18753191732479,-21.20841990043514
29,79.13999938964844,171.57000732421875,2.167930359456892,-19.908724733728754
30,79.31700134277344,172.0850067138672,2.1695853827124774,-20.080182487318304
31,79.49500274658203,172.16000366210938,2.1656707681478955,-19.809697973884234
32,79.25,172.27999877929688,2.173880110779771,-20.40521690825961
33,79.13999938964844,172.13409423828125,2.1750580688126275,-20.472811647791254
34,78.83000183105469,171.64999389648438,2.1774703781481293,-20.59038301962989
35,79.30500030517578,172.5500030517578,2.1757770933454808,-20.5684715404469
36,79.76000213623047,173.5800018310547,2.1762788011788063,-20.71536100546451
37,80.23500061035156,173.7449951171875,2.1654514089300285,-19.958433657140866
38,80.17500305175781,174.00999450683594,2.1703771485297225,-20.339881815149944
39,80.41000366210938,174.0500030517578,2.16453171402818,-19.923779606887116
40,80.25990295410156,174.02499389648438,2.168268182382484,-20.190099682123254
41,80.29000091552734,173.97000122070312,2.166770447589557,-20.076690120382843
42,80.41999816894531,173.0399932861328,2.1517035218356084,-18.894371585088102
43,80.61000061035156,172.33900451660156,2.137935779825197,-17.824608638642623
44,81.79000091552734,172.6699981689453,2.1111382349448653,-15.865349396975754
45,81.62999725341797,172.33999633789062,2.111233641266287,-15.84589735865499
46,82.05339813232422,173.0749969482422,2.1092971270870597,-15.75912268302711
47,82.125,172.8625946044922,2.104871776005993,-15.407748862793804
48,82.36000061035156,173.08999633789062,2.101626943360361,-15.17903984300751
49,81.25,170.8699951171875,2.1030153245192307,-15.11342968395119
50,80.73999786376953,170.74000549316406,2.1146892495742837,-15.973299014480668
51,81.12999725341797,170.86000061035156,2.106002790517207,-15.336347521665695
52,81.25509643554688,170.80999755859375,2.102145035223527,-15.043540495491621
53,81.51000213623047,170.88499450683594,2.096491105732398,-14.623793064321584
54,81.39630126953125,171.0800018310547,2.1018154284990143,-15.039481466220744
55,81.68000030517578,171.25999450683594,2.0967188279501485,-14.668845015413675
56,81.09500122070312,168.97999572753906,2.0837288758113903,-13.524266151120523
57,80.9000015258789,169.68649291992188,2.097484421748018,-14.609236648504558
58,80.86000061035156,169.52999877929688,2.0965866621276517,-14.530379956063038
59,80.98999786376953,169.2899932861328,2.0902580287863404,-14.038063862174548
60,81.05000305175781,169.30740356445312,2.0889253200439106,-13.93901056430506
61,80.96499633789062,169.66000366210938,2.0954734926939107,-14.456599494244424
62,81.19999694824219,169.88999938964844,2.09224145042688,-14.230484468598755
63,80.9800033569336,169.60000610351562,2.0943442710908986,-14.367474935731375
64,81.3949966430664,170.14999389648438,2.0904232558989673,-14.11200567043347
65,81.26000213623047,169.9199981689453,2.0910656374839673,-14.144019671705857
66,81.43000030517578,169.64999389648438,2.0833844192642257,-13.544067350336983
67,81.37999725341797,169.1199951171875,2.078151890206465,-13.111119083226734
68,81.37999725341797,169.0500030517578,2.0772918254756725,-13.041127017797047
69,81.3499984741211,168.85000610351562,2.0755993764060103,-12.899354453735194
70,81.5250015258789,167.69679260253906,2.0569983374892202,-11.40647896793457
71,81.48999786376953,167.50999450683594,2.055589629378441,-11.287619192327904
72,81.1449966430664,167.89999389648438,2.069135508564112,-12.34722861570834
73,81.08999633789062,167.6300048828125,2.06720942721864,-12.183989242310114
74,81.13999938964844,167.50999450683594,2.0644564427764376,-11.966928354146896
75,81.19000244140625,167.7100067138672,2.065648499455352,-12.06989004899152
76,81.37999725341797,167.80999755859375,2.0620545984541145,-11.801121524632984
77,81.0999984741211,166.6649932861328,2.055055442933398,-11.199564581627252
78,81.75,166.9600067138672,2.0423242411482225,-10.23299539008111
79,81.81999969482422,166.83999633789062,2.039110204842064,-9.97712318174076
80,81.82499694824219,167.0937042236328,2.0420862872665517,-10.221131939395926
