,txn,nvda,Ratio,Spread
0,187.82000732421875,284.3450012207031,1.5139228523714248,-89.12138928186695
1,188.67999267578125,282.8736877441406,1.4992246063429595,-86.75619102200389
2,188.69000244140625,282.8399963378906,1.4989665201033675,-86.71209527902846
3,188.07000732421875,282.8299865722656,1.5038548176620619,-87.3465199796041
4,189.44500732421875,284.260009765625,1.5004882619003972,-87.34734257692406
5,191.16000366210938,287.4200134277344,1.5035572709852647,-88.72474712025621
6,191.1300048828125,286.5899963378906,1.4994505782261005,-87.92591132004995
7,189.8699951171875,283.82000732421875,1.494812316970069,-86.46559991223026
8,188.82000732421875,278.8800048828125,1.476962154778194,-82.61697432867493
9,188.67059326171875,280.2749938964844,1.4855255874861986,-84.16726710029712
10,188.91929626464844,280.385009765625,1.4841523089988986,-84.01877643851128
11,188.1699981689453,278.20001220703125,1.4784504167197472,-82.61261326900123
12,187.02999877929688,276.1700134277344,1.4766081122292387,-81.76755107673716
13,187.5,276.9200134277344,1.47690673828125,-82.02902305872396
14,185.82000732421875,279.3900146484375,1.5035518439139752,-86.2452399402041
15,186.08999633789062,280.92999267578125,1.5096458606280267,-87.50458636081044
16,186.18499755859375,277.8796081542969,1.4924919397270244,-84.3554558020509
17,186.09750366210938,276.6700134277344,1.4866938458780956,-83.23680386021951
18,185.8699951171875,278.4642028808594,1.4981665152855521,-85.26746993007643
19,185.3000030517578,277.2300109863281,1.4961144437158618,-84.62573839892687
20,183.27000427246094,272.739990234375,1.4881867401983702,-82.24573616721403
21,182.0500030517578,267.36981201171875,1.4686613981308423,-78.14364992404703
22,180.94000244140625,266.75,1.4742455863864685,-78.6775932097236
23,180.3800048828125,266.09991455078125,1.475218468497428,-78.60957964743051
24,180.1699981689453,263.3100891113281,1.4614535815470364,-76.03803909570922
25,181.26499938964844,264.5299987792969,1.4593550860343505,-76.11978411110138
26,180.8300018310547,263.9731140136719,1.459786049553303,-76.01504390548939
27,182.08999633789062,267.1499938964844,1.467131634187934,-77.88226204271913
28,182.27000427246094,272.2267150878906,1.4935354622637773,-82.77187963603103
29,182.2100067138672,273.135009765625,1.4990121272238444,-83.74253689304038
30,181.97000122070312,274.2300109863281,1.5070066997127018,-85.08700429111283
31,180.82000732421875,272.5058898925781,1.5070560715328492,-84.55820826085167
32,181.2100067138672,271.9599914550781,1.5008000738309462,-83.6069371977949
33,181.8350067138672,273.85009765625,1.506036173151061,-84.84740676440342
34,182.74000549316406,273.7132873535156,1.4978290419486426,-83.76992388364283
35,177.36000061035156,264.8800048828125,1.49345965252186,-80.52871863854739
36,176.75,263.19000244140625,1.4890523476175743,-79.47276218688577
37,177.0500030517578,261.3999938964844,1.4764190307303646,-77.3709248853196
38,178.50999450683594,262.3800048828125,1.469833695349561,-76.83339357505855
39,177.91000366210938,261.010009765625,1.4670901264289837,-76.08704011089026
40,177.5500030517578,259.2294006347656,1.4600360246639779,-74.68062231595013
41,177.2100067138672,259.32000732421875,1.463348555383392,-75.12462752814108
42,177.77000427246094,244.71780395507812,1.376597840319613,-59.94035227207479
43,177.7675018310547,244.2899932861328,1.3742106446334565,-59.51514268731083
44,177.02000427246094,241.19500732421875,1.3625296661555981,-57.19711960269146
45,178.3800048828125,242.64500427246094,1.3602701963814139,-57.23350659971297
46,177.1300048828125,241.89999389648438,1.3656635647727955,-57.78776949286316
47,177.33999633789062,244.65960693359375,1.3796076011383087,-60.3291135025101
48,177.1999969482422,243.88999938964844,1.3763544220651738,-59.70502393029619
49,177.52999877929688,245.07000732421875,1.3804427928199716,-60.54202181858474
50,176.22999572753906,240.69000244140625,1.3657720494615786,-57.51326430771792
51,175.4774932861328,237.32000732421875,1.3524241934391312,-54.92543423618781
52,177.16000366210938,239.39999389648438,1.3513207775333025,-55.256588203225675
53,177.2449951171875,240.50999450683594,1.3569353219131524,-56.278247113027476
54,178.52999877929688,243.59959411621094,1.3644742944145465,-58.03218999527553
55,177.63999938964844,242.02000427246094,1.3624184029723887,-57.37768208473298
56,175.25,233.77000427246094,1.3339229915689639,-51.61189194089252
57,176.17999267578125,232.9250030517578,1.322085439522084,-49.80023902088843
58,177.1300048828125,234.68829345703125,1.3249493986764058,-50.57606905341004
59,176.02999877929688,232.43150329589844,1.3204084809846344,-49.46264571321649
60,174.24000549316406,231.2220001220703,1.327031639304797,-50.113694882259324
61,174.61000061035156,231.89999389648438,1.3281025891178906,-50.40710884429808
62,174.1199951171875,231.11000061035156,1.327303050145437,-50.126436389359924
63,173.10000610351562,218.6300048828125,1.2630271356089349,-38.70663623003432
64,172.19000244140625,218.42999267578125,1.2685405051324614,-39.45249876939198
65,172.44000244140625,217.0,1.2584087040577194,-37.7626514397854
66,172.75999450683594,219.6508026123047,1.2714216809240135,-40.08084834253373
67,172.57000732421875,218.4600067138672,1.2659210606825313,-39.08752865837718
68,172.5,219.6699981689453,1.273449264747509,-40.37028702945574
69,171.94000244140625,219.24000549316406,1.2750959775511037,-40.52236624060015
70,174.3699951171875,221.5,1.2702873556378675,-40.25658112518303
71,174.75,219.9398956298828,1.2585973998848803,-38.30149260596511
72,174.11000061035156,217.33990478515625,1.2482907588493484,-36.36672904062064
73,174.4199981689453,217.1125946044922,1.2447689306486194,-35.817201626856274
74,172.8800048828125,213.602294921875,1.235552342022817,-33.90759963328469
75,172.72000122070312,213.5399932861328,1.236336219180948,-34.01160878245537
76,173.02999877929688,215.02000427246094,1.2426747141501349,-35.16940253568316
77,174.41000366210938,220.74000549316406,1.2656384430838694,-39.45500099198418
78,175.0800018310547,222.1199951171875,1.2686771349906916,-40.138582046988006
79,174.4499969482422,220.5,1.2639725070641328,-39.1734257327266
80,175.0,220.68499755859375,1.26105712890625,-38.78673988085069
81,174.5500030517578,220.76499938964844,1.264766516928601,-39.33447691673712
82,174.97000122070312,222.84500122070312,1.2736183326627035,-40.97792483259755
83,175.1199951171875,222.0500030517578,1.2679877183822756,-40.0270202154648
84,175.17999267578125,217.42999267578125,1.2411805101407627,-35.344647260213264
85,175.44000244140625,217.9300994873047,1.2421916122583807,-35.574495081185916
86,174.77000427246094,215.8300018310547,1.2349373265138937,-34.170805993955526
87,174.86000061035156,215.6999969482422,1.2335582534332494,-33.947257242230535
88,175.22999572753906,216.45469665527344,1.2352605257825473,-34.31737713688648
89,174.60000610351562,214.58999633789062,1.2290377367493677,-33.10749976216036
90,173.64999389648438,212.57000732421875,1.2241290803092988,-32.07497112124034
91,177.15499877929688,217.8699951171875,1.2298269685780312,-33.7317915922915
92,176.02000427246094,214.6699981689453,1.21957728075417,-31.711529062719393
93,174.97000122070312,212.61000061035156,1.2151225874552645,-30.74292422224599
94,175.89999389648438,216.0399932861328,1.2281978441299461,-33.20626519872627
95,176.91000366210938,219.90130615234375,1.2430122751698425,-36.01775511291038
96,176.5399932861328,217.5601043701172,1.2323559116573644,-34.061149003328524
97,176.55999755859375,217.8300018310547,1.233744930013181,-34.310253651084565
98,177.02000427246094,220.61990356445312,1.2462992782718796,-36.62201584292583
99,178.4199981689453,222.75,1.2484587057840835,-37.29693256115851
100,178.36000061035156,221.22500610351562,1.240328578977793,-35.83430124394911
101,177.7899932861328,220.4250030517578,1.239805452363164,-35.62677441584242
102,177.64999389648438,219.8300018310547,1.2374332079017596,-35.1772911668707
103,178.99000549316406,221.94000244140625,1.2399575151132252,-35.89445877891367
104,179.11500549316406,222.0500030517578,1.2397063129377643,-35.87453206235256
105,182.91000366210938,217.16000366210938,1.1872505566358755,-27.039940930867687
106,180.33990478515625,215.02999877929688,1.1923595004415015,-27.58134466392545
107,180.08999633789062,212.6699981689453,1.1809095590736036,-25.481103545782844
108,180.6649932861328,215.10499572753906,1.1906290854413673,-27.318438572632175
109,179.97000122070312,214.47000122070312,1.1916986151358164,-27.405831756090606
110,180.0,214.6699981689453,1.1926111009385851,-27.574647414695306
111,179.4199981689453,214.82000732421875,1.197302471945965,-28.32752127007589
112,182.86000061035156,216.9499969482422,1.1864267539325428,-26.881908319819445
