,ge,unp,Ratio,Spread
0,73.8415298461914,271.3299865722656,3.67449031916638,-18.529910541635616
1,73.65339660644531,271.739990234375,3.6894427515186092,-19.58399751852417
2,73.2513656616211,271.3500061035156,3.7043678797334043,-20.57038591989601
3,73.0913314819336,270.6400146484375,3.702764871855333,-20.408279278103407
4,73.49726867675781,272.8900146484375,3.712927290517587,-21.26853350862956
5,73.69242858886719,273.44000244140625,3.710557620063497,-21.150381831544706
6,73.88758850097656,273.5899963378906,3.7027869211657194,-20.632236257975478
7,73.94223022460938,274.6700134277344,3.7146568691989357,-21.525184744045816
8,73.80952453613281,275.2300109863281,3.7289226927832555,-22.539506694434408
9,73.98907470703125,275.1300048828125,3.7185220381823028,-21.824801830627905
10,73.7822036743164,275.1499938964844,3.729218974144901,-22.553023906477364
11,73.94223022460938,275.9649963378906,3.73217031051958,-22.820167654202066
12,73.5597152709961,275.1600036621094,3.7406344307942474,-23.324733563646674
13,73.83294677734375,276.75,3.748326622186547,-23.979308523858265
14,72.79078674316406,276.3399963378906,3.7963595216099555,-27.13719052751827
15,72.59172821044922,277.9100036621094,3.8283976771626937,-29.388684439429312
16,72.25214385986328,277.2300109863281,3.8369797237301344,-29.871275337224517
17,72.0426254272461,277.5799865722656,3.8529965409518034,-30.938547487924012
18,72.01405334472656,276.739990234375,3.8428609053518867,-30.19636906697437
19,71.87353515625,275.92498779296875,3.8390345930963266,-29.86243749184831
20,71.42857360839844,273.2099914550781,3.824939763643196,-28.670788697838276
21,71.17095947265625,266.95001220703125,3.7508277840429134,-23.292763998103737
22,71.86580657958984,265.29998779296875,3.6916024521224107,-19.26389665068976
23,72.14675903320312,258.70001220703125,3.5857468259658516,-11.702066647835778
24,71.7174072265625,259.8999938964844,3.623945760830898,-14.371955171406796
25,72.09992218017578,261.7699890136719,3.6306556387053464,-14.932391703368467
26,71.85792541503906,259.9700012207031,3.6178333805096785,-13.960891629345383
27,72.19359588623047,259.9599914550781,3.600873294422788,-12.80169764699059
28,71.75643920898438,254.3800048828125,3.5450477711408297,-8.718338263724206
29,71.561279296875,255.85000610351562,3.5752575780836873,-10.856478954480934
30,71.95159912109375,256.239990234375,3.5612827701456076,-9.910184145233131
31,71.98282623291016,255.50010681152344,3.5494592277443835,-9.063393183252174
32,71.96308135986328,256.7835998535156,3.568268548277231,-10.414483760369421
33,71.83060455322266,256.7349853515625,3.574172693497735,-10.819410062091464
34,71.82669830322266,257.70001220703125,3.5878025622050482,-11.797810154802875
35,70.88212585449219,255.24000549316406,3.600907879330881,-12.57159325207428
36,70.82747650146484,253.5800018310547,3.580248998788065,-11.098684313342318
37,70.58547973632812,253.34500122070312,3.589194295584201,-11.692171421936422
38,70.82747650146484,254.07000732421875,3.58716729543462,-11.58868980650638
39,70.50741577148438,253.39219665527344,3.593837525920982,-12.006622644528164
40,70.40592956542969,252.64500427246094,3.588405207230063,-11.60687323398514
41,70.35128784179688,252.1999969482422,3.5848668117544533,-11.348934513539803
42,69.07884216308594,245.2100067138672,3.549712169971799,-8.715224071755813
43,69.23887634277344,244.0500030517578,3.5247539524409057,-7.007335596360917
44,69.07884216308594,243.4199981689453,3.5237996258574102,-6.925215526833938
45,69.57064819335938,242.77999877929688,3.4896900500988948,-4.601494224808846
46,69.61748504638672,241.44000244140625,3.468094290974929,-3.1011496380261576
47,69.76580810546875,242.82000732421875,3.48050160842593,-3.973363299677146
48,70.21858215332031,242.9499969482422,3.459910318578744,-2.553258905334644
49,68.16939544677734,240.27499389648438,3.5246754400818614,-6.893746408743567
50,68.77439880371094,241.67999267578125,3.514098223752712,-6.227486711270302
51,68.86026763916016,241.25999450683594,3.503616857417408,-5.513512399422211
52,69.44410705566406,243.6699981689453,3.5088650210971486,-5.924713366228559
53,69.71116638183594,244.5,3.5073290649130113,-5.840424579231808
54,70.00780487060547,245.5800018310547,3.5078946166781986,-5.904870087567417
55,69.83606719970703,244.8000030517578,3.5053520747626634,-5.712823594076099
56,69.7150650024414,240.77000427246094,3.4536294883183314,-2.0970817340540577
57,70.39031982421875,245.1999969482422,3.4834334829073725,-4.215306619529059
58,70.09938049316406,243.6999969482422,3.4764928767381513,-3.711351598067921
59,70.14051818847656,243.0500030517578,3.4651868752758754,-2.920520796871699
60,69.82044982910156,242.44000244140625,3.4723351544543597,-3.4062898130912345
61,70.05074310302734,242.57000732421875,3.4627756477537743,-2.747874449478104
62,70.09367370605469,242.17999267578125,3.455090593359237,-2.2108847893912014
63,71.17095947265625,241.6999969482422,3.3960480333429097,1.9572512606853252
64,70.24980163574219,240.14500427246094,3.418443877146527,0.35861518997199937
65,70.30445098876953,240.9550018310547,3.4273079220765834,-0.2642876452443659
66,70.44496154785156,240.92999267578125,3.420116746207936,0.24176625670529006
67,70.34738159179688,243.0800018310547,3.4554235897729555,-2.2423126335949632
68,70.3434829711914,243.58999633789062,3.462865158918146,-2.76565425806956
69,70.0,243.13999938964844,3.4734285627092634,-3.4915880010425155
70,70.72989654541016,245.2989959716797,3.4681090734268545,-3.1517481889941052
71,70.9055404663086,245.39500427246094,3.460872065266361,-2.646430966727138
72,70.53864288330078,245.22000122070312,3.4763923885861456,-3.7275196708284852
73,70.44886779785156,245.2899932861328,3.4818159745303,-4.104861116403612
74,70.01171112060547,244.49000549316406,3.4921301248014647,-4.8015005124341315
75,70.13661193847656,244.4550018310547,3.4854121845162584,-4.338892813411235
76,70.26541900634766,245.05999755859375,3.487633049430125,-4.502911266794143
77,70.79624938964844,244.3300018310547,3.451171551282485,-1.9555918524716844
78,71.15534973144531,245.5,3.4501973629047806,-1.896192500835184
79,71.15534973144531,245.72000122070312,3.453289206617635,-2.116193721538309
80,71.08509063720703,245.125,3.448332101748743,-1.761727933975294
81,70.7806396484375,245.2382049560547,3.464763898350393,-2.917235687234381
82,70.7494125366211,244.5399932861328,3.456424364789669,-2.3259315564418728
83,70.85089874267578,244.66000366210938,3.45316725692772,-2.098498960148987
84,71.16705322265625,246.52999877929688,3.4641029467384676,-2.8861238076120515
85,71.01483154296875,247.02000427246094,3.47842836355948,-3.897267639576313
86,70.83528137207031,246.64999389648438,3.4820217992913367,-4.141956023890657
87,70.77283477783203,246.4499969482422,3.482268270331274,-4.15574803430323
88,71.09148406982422,247.13999938964844,3.4763657366740848,-3.754839095480463
89,71.05386352539062,247.2550048828125,3.479824918942762,-3.9986403559171606
90,70.91334533691406,246.22999572753906,3.4722659685237502,-3.4547020669239146
91,70.75721740722656,242.27499389648438,3.424032243977706,-0.03421181191208689
92,70.73770141601562,240.67999267578125,3.402428801867871,1.4939754617856806
93,70.37471008300781,242.25999450683594,3.4424297339354917,-1.328744887885506
94,70.60108947753906,243.02499389648438,3.4422272474109628,-1.3187233879549751
95,70.85870361328125,242.4600067138672,3.421739240914114,0.1282183429745487
96,70.42935180664062,241.3000030517578,3.4261284089939075,-0.1816848290339692
97,70.56986999511719,242.1699981689453,3.431634466461414,-0.5706090799412777
98,71.78766632080078,244.3300018310547,3.4035094655286073,1.438572327162973
99,71.64714813232422,244.67999267578125,3.4150695324799925,0.6075106161562189
100,71.9359130859375,245.07000732421875,3.406782465268056,1.2060968591205494
101,71.54566955566406,244.52000427246094,3.4176772094112438,0.42008216681105637
102,71.7447280883789,244.47999572753906,3.40763707998692,1.1415772994252222
103,71.82669830322266,245.69000244140625,3.420594406333485,0.21219961082212535
104,71.74082946777344,245.72999572753906,3.4252460913896035,-0.12176981821346544
105,71.8423080444336,248.4600067138672,3.458407914180565,-2.5043639518761154
106,71.95417785644531,248.23199462890625,3.449862148715675,-1.8933601136158984
107,71.93496704101562,248.52000427246094,3.4547872126049723,-2.24713892001634
108,71.79547119140625,247.69000244140625,3.44993908851251,-1.8947079283072412
109,71.54176330566406,247.75,3.463012212062507,-2.823286797970667
110,71.57689666748047,247.9149932861328,3.463617519460969,-2.867999307731452
111,71.35831451416016,247.44000244140625,3.467570725655311,-3.141335117306511
112,72.90398406982422,246.86000061035156,3.386097533077478,2.7303417644142485
113,72.38095092773438,245.35000610351562,3.389704099749597,2.449706819744165
114,71.9984359741211,244.1999969482422,3.3917403016367844,2.2901573897917444
115,72.04137420654297,244.56500244140625,3.3947853595940187,2.072153027881086
116,71.83450317382812,245.05499267578125,3.4113828571040155,0.8739297313284737
117,71.73302459716797,244.85499572753906,3.4134207654364817,0.7265098269051862
118,71.57689666748047,244.3699951171875,3.4140903908203684,0.6769988612138604
119,70.30445098876953,238.07000732421875,3.3862721915323424,2.6207068615915716
120,70.32786560058594,237.5800018310547,3.378177338415845,3.1908734193996793
121,70.25761413574219,238.5,3.3946498601447352,2.0303659369182583
122,70.03895568847656,237.39999389648438,3.389542170680074,2.381784190092361
123,69.80484008789062,235.6199951171875,3.375410570678488,3.3602768013648188
124,69.78141784667969,235.2550048828125,3.371313053565396,3.6450798514918006
125,69.5316162109375,234.30999755859375,3.3698339018579606,3.7348791018835357
126,68.23575592041016,231.17999267578125,3.3879597222521936,2.42844312746098
127,68.3099136352539,232.38999938964844,3.4019952159581535,1.4723189643725618
128,68.69632720947266,232.22000122070312,3.3803845220517394,2.9652228361823916
129,69.0320053100586,234.02999877929688,3.390166600668003,2.304435613922408
130,69.60968017578125,234.73500061035156,3.3721603089913503,3.5771318381471815
131,69.8165512084961,236.60000610351562,3.3888813183702973,2.4203594071607313
132,70.24980163574219,236.49000549316406,3.366415277859532,4.013613969268874
133,63.01327133178711,235.6999969482422,3.7404818376623954,-19.970991647356982
134,61.89695739746094,235.3000030517578,3.801479312477644,-23.392752907618757
135,62.38875961303711,236.81500244140625,3.7957959720667382,-23.22404344469254
136,61.959407806396484,235.1649932861328,3.7954687046226927,-23.043941123536996
137,62.78392028808594,235.47000122070312,3.7504826098823045,-20.52619039515082
138,62.59953308105469,234.75,3.7500279705927304,-20.43744776366802
139,62.90398025512695,233.42999267578125,3.710893837385682,-18.07515070204684
140,62.59953308105469,236.27999877929688,3.774469027961574,-21.967446542964893
141,63.095237731933594,236.69000244140625,3.7513132678413434,-20.680381175058926
142,62.95082092285156,236.42999267578125,3.7557888715309127,-20.914789393352777
143,62.380950927734375,237.14999389648438,3.801641212093935,-23.585768314454015
144,62.24043655395508,237.10000610351562,3.8094206793999272,-24.016838327963455
145,61.904762268066406,236.75,3.824423054478437,-24.816029500979596
146,61.0772819519043,236.77999877929688,3.8767278309102036,-27.67894746918492
147,59.578453063964844,238.0850067138672,3.996159592432745,-34.11526914572724
148,59.39500427246094,238.4499969482422,4.0146473574512695,-35.108305258031834
149,60.07025909423828,239.22000122070312,3.9823367641117473,-33.56654174018652
