,csco,v,Ratio,Spread
0,56.28499984741211,209.7899932861328,3.727280693877067,31.606949830810514
1,55.904998779296875,209.4199981689453,3.74599772366866,30.317704711453352
2,56.119998931884766,210.22000122070312,3.745901732390553,30.456480347361996
3,55.14799880981445,205.5800018310547,3.7277871594221565,30.85232926536937
4,55.31999969482422,205.8699951171875,3.721438833204637,31.31336226067571
5,56.07500076293945,207.2100067138672,3.6952296726639444,33.2699944262475
6,55.790000915527344,208.72000122070312,3.7411722135787358,30.51557390613558
7,55.279998779296875,208.9499969482422,3.779848074571537,28.05870005597844
8,54.47999954223633,206.47000122070312,3.789831184940348,27.04557159331562
9,54.599998474121094,206.55999755859375,3.783150244161592,27.479539719822775
10,54.68000030517578,207.24000549316406,3.7900512863301428,27.148852532537653
11,54.59000015258789,205.86000061035156,3.77102033403443,28.13587990291932
12,53.84939956665039,218.56500244140625,4.058819674876492,12.197112710385701
13,54.56999969482422,221.99000549316406,4.067986196346252,11.918544833285514
14,54.95000076293945,223.02000427246094,4.058598747515847,12.5477862905333
15,54.939998626708984,223.1999969482422,4.062613806468752,12.324120193076388
16,54.59000015258789,222.0500030517578,4.067594842115628,11.945877461513069
17,55.10499954223633,225.8300018310547,4.098176276327936,10.414576859142093
18,55.599998474121094,228.05799865722656,4.101762678345678,10.347948023074812
19,55.560001373291016,223.8699951171875,4.029337465509982,14.361307846001287
20,55.56660079956055,224.1199951171875,4.033358022486054,14.14012364291161
21,55.65999984741211,225.42999267578125,4.050125643079076,13.23794456498401
22,55.643699645996094,224.48500061035156,4.034329170032184,14.111763277698193
23,55.54800033569336,224.1699981689453,4.03560878545075,14.00890335084471
24,55.38999938964844,224.27999877929688,4.049106359463356,13.209005924175889
25,55.689998626708984,226.1699981689453,4.061231886266809,12.628926023786894
26,54.90999984741211,232.08999633789062,4.226734601763598,3.303133851461004
27,55.04999923706055,231.19000244140625,4.199636796466391,4.814422399164462
28,55.099998474121094,230.64999389648438,4.186025413500041,5.572748082874588
29,55.19499969482422,231.0988006591797,4.186951751733599,5.538755543447925
30,55.1349983215332,230.10000610351562,4.173392819595845,6.275559538648102
31,55.31529998779297,231.32000732421875,4.1818449393796415,5.842829208677122
32,55.35860061645508,232.11000061035156,4.19284443655821,5.241904194642066
33,55.3849983215332,233.3300018310547,4.212873682445125,4.137166161580259
34,55.5,234.36000061035156,4.222702713700028,3.6093117923733384
35,55.689998626708984,234.1300048828125,4.204166109828623,4.668919309919707
36,55.79990005493164,234.25999450683594,4.1982153064113215,5.018804315368262
37,55.845001220703125,234.95179748535156,4.207212684207967,4.523931491113208
38,56.14500045776367,235.25,4.190043602848878,5.5356484657242415
