,t,dis,Ratio,Spread
0,18.119335174560547,143.0500030517578,7.894881444248533,-41.87504308139631
1,18.123111724853516,142.5800018310547,7.867302480706145,-41.38395431410076
2,18.077795028686523,142.43499755859375,7.879002795007497,-41.49198995047277
3,18.066465377807617,142.24000549316406,7.8731507529905675,-41.36026052482035
4,18.070241928100586,142.5438995361328,7.888322696690979,-41.64306702119667
5,18.123111724853516,142.6416015625,7.870701440685012,-41.445554045546075
6,18.119335174560547,142.39999389648438,7.859007658096266,-41.225033926122876
7,18.074018478393555,142.69000244140625,7.8947580258360315,-41.7680823798777
8,18.115558624267578,141.72999572753906,7.823661343662776,-40.576123303769975
9,18.119260787963867,141.75999450683594,7.823718426802668,-40.58544989724065
10,18.14199447631836,141.62379455566406,7.806407103724598,-40.32230930574805
11,18.153324127197266,140.78030395507812,7.75507025427709,-39.41555606538486
12,18.175981521606445,140.4499969482422,7.727230399155292,-38.95873442927048
13,18.232627868652344,140.92999267578125,7.729549118812681,-39.122427608199345
14,18.024925231933594,139.625,7.746217984451632,-38.97720739389682
15,18.030590057373047,138.77000427246094,7.696365112339476,-38.090580346469125
16,18.040029525756836,139.1199951171875,7.711738770635464,-38.387862974990696
17,18.020544052124023,138.8699951171875,7.7062043585093285,-38.246666195186734
18,17.991012573242188,138.61000061035156,7.704402409039751,-38.151569912537866
19,17.95694923400879,138.19000244140625,7.695628062459923,-37.921775023690515
20,17.847431182861328,137.16000366210938,7.685139797251185,-37.50330444529769
21,17.696374893188477,136.3350067138672,7.7041206200002,-37.52177740992401
22,17.798337936401367,137.74000549316406,7.738925172976776,-38.357433731777746
23,17.831344604492188,137.1802978515625,7.693211078260647,-37.613423063013656
24,17.851207733154297,136.63999938964844,7.654384030043677,-36.96221262624432
25,17.975830078125,137.44000244140625,7.645822298279211,-37.06634794100448
26,18.066465377807617,136.75599670410156,7.5696044491408445,-35.87625173575785
27,18.115558624267578,137.02000427246094,7.56366431278079,-35.86613184869185
28,18.017372131347656,138.2913055419922,7.675442596947035,-37.68568802907383
29,18.013595581054688,138.56480407714844,7.6922346487494275,-37.980274110822506
30,18.096675872802734,138.93499755859375,7.677376692555863,-37.88656286778675
31,18.130664825439453,138.5749969482422,7.643128273697123,-37.336774338103424
32,18.183534622192383,138.5500030517578,7.619530851975406,-37.016565439601266
33,18.236404418945312,138.3292999267578,7.585338466339955,-36.50064731258348
34,18.27039337158203,138.58999633789062,7.585496027329932,-36.571555804384545
