,ba,hon,Ratio,Spread
51,174.82000732421875,189.77000427246094,1.0855165102499746,17.511034984608614
52,176.4801025390625,191.1699981689453,1.0832382541631362,18.07938708390219
53,176.9499969482422,192.02000427246094,1.0851653437927253,17.786526600997462
54,177.60000610351562,192.88999938964844,1.0860923015803328,17.687236023261278
55,177.99000549316406,192.74000549316406,1.0828698215898784,18.299645406584233
56,175.77000427246094,191.16000366210938,1.0875575980859191,17.24743043807149
57,176.87010192871094,192.5500030517578,1.0886520726344513,17.16179768792827
58,177.54010009765625,192.51499938964844,1.0843465745696619,17.99120651501258
59,176.46519470214844,191.94000244140625,1.0876932573892397,17.29170684874157
60,175.2100067138672,190.47000122070312,1.0870954507282042,17.273453523204978
61,175.67999267578125,190.5399932861328,1.0845856172010195,17.7607156308695
62,175.19000244140625,190.24000549316406,1.085906746058705,17.479730533139872
63,178.08999633789062,190.16000366210938,1.0677747631670356,20.998204641498717
64,176.57240295410156,189.1999969482422,1.0715151053215437,20.158827299866743
65,176.66000366210938,189.69000244140625,1.0737574918441575,19.772688441153946
66,176.17999267578125,189.64999389648438,1.0764559074848616,19.243556316058687
67,176.30999755859375,190.0301055908203,1.0778180943917652,19.017589148029145
68,176.14999389648438,189.97999572753906,1.0785126443954463,18.877985454638008
69,175.02999877929688,189.30999755859375,1.0815860074209516,18.220024911037797
70,177.4149932861328,191.65289306640625,1.0802519534372763,18.704975869805708
71,178.1300048828125,192.47999572753906,1.0805590885946872,18.725650011277423
72,177.0225067138672,191.55999755859375,1.0821222742497056,18.332506881649607
73,177.6199951171875,191.52000427246094,1.0782570067412889,19.080931765972394
74,176.25599670410156,190.4499969482422,1.0805305947574055,18.533669917532336
75,175.68499755859375,190.360107421875,1.0835308083627737,17.946535697548512
76,176.27000427246094,191.06500244140625,1.083933725593361,17.935272954315366
77,181.22999572753906,193.22999572753906,1.0662142045075187,21.651255188381782
78,182.76300048828125,193.94000244140625,1.061155714905445,22.75890553137168
79,182.26499938964844,193.83999633789062,1.0635064164101908,22.268440401898914
80,182.96499633789062,194.0399932861328,1.0605306871254732,22.89841764899768
81,182.2100067138672,194.00999450683594,1.0647603718685923,22.033238374642792
82,182.60000610351562,194.2949981689453,1.0640470518867333,22.210650199371997
83,182.9600067138672,194.85000610351562,1.0649868766579316,22.082488721274245
84,183.39999389648438,195.9199981689453,1.068266110627722,21.534181798572746
85,183.1649932861328,195.98500061035156,1.0699915802371245,21.19054322457913
86,182.57000732421875,195.41000366210938,1.0703291659242178,21.060075675841915
87,182.5,195.49000549316406,1.07117811229131,20.89706737921287
88,182.89999389648438,196.24000549316406,1.07293609645624,20.621333178813245
89,182.25990295410156,195.5749969482422,1.0730555310209606,20.527397036642867
90,181.9949951171875,195.1699981689453,1.072392117394626,20.61829920546967
91,181.1300048828125,194.38499450683594,1.07317942509083,20.377699005225082
92,179.3000030517578,193.33999633789062,1.0783044787906666,19.252895861441544
93,178.8300018310547,191.8289031982422,1.0726885938270465,20.20671673591525
94,180.39999389648438,191.8350067138672,1.0633869911544696,22.062125480406337
95,181.1999969482422,193.0,1.0651214307422332,21.845681885554853
96,180.0,191.97999572753906,1.0665555318196616,21.44287066713406
97,179.8800048828125,192.11000061035156,1.0679897453611178,21.170589662857566
98,185.6999969482422,195.2100067138672,1.051211685093757,24.97124683155448
99,185.9250030517578,195.77000427246094,1.0529514646180347,24.678035092786303
100,186.97000122070312,196.8800048828125,1.0530031748270217,24.807070619065257
101,186.75,196.52000427246094,1.0523159532661897,24.90621961201245
102,186.41000366210938,196.5800018310547,1.0545571480561722,24.443094314550308
103,186.52999877929688,197.0850067138672,1.0565861148536169,24.0803655532018
104,186.02000427246094,197.24000549316406,1.0603161002204329,23.320675165602353
105,184.44000244140625,197.24000549316406,1.0693992782602797,21.447294500643892
106,184.59339904785156,196.74000549316406,1.065801954500896,22.129174186437098
107,184.07000732421875,196.67999267578125,1.068506464115859,21.56861054879232
108,184.1699981689453,196.7100067138672,1.068089312426547,21.65715391456621
109,183.63999938964844,196.8699951171875,1.0720431048328833,20.868755185339126
110,183.80999755859375,196.6699981689453,1.0699635535670584,21.270316003015523
111,183.60000610351562,196.32000732421875,1.0692810500971959,21.37132363518006
112,186.5800018310547,199.85499572753906,1.0711490715307457,21.369664287500115
113,185.52999877929688,198.3800048828125,1.0692610693044944,21.599684793174987
114,183.41990661621094,196.97000122070312,1.0738747219670355,20.50778891193582
115,183.5399932861328,197.52279663085938,1.0761839591163536,20.097378175726874
116,182.0500030517578,196.86000061035156,1.081351262347319,18.99351871445478
117,181.6999969482422,196.4499969482422,1.081177766911034,18.988526232853417
118,181.0,195.86000061035156,1.0820994508859203,18.74854837540309
119,179.92010498046875,193.35000610351562,1.074643693235421,19.97813015738518
120,179.3083953857422,192.99000549316406,1.0763021166855513,19.61283735047195
121,178.68499755859375,193.33999633789062,1.0820158322160833,18.52369455477742
122,177.35499572753906,193.00999450683594,1.0882692856498206,17.276736368644038
123,177.51100158691406,192.00999450683594,1.081679404601989,18.46170980021168
124,177.6199951171875,191.55999755859375,1.078482168813309,19.040938479839582
125,176.9499969482422,190.55999755859375,1.0769143873697409,19.24653331486465
126,174.2100067138672,188.26499938964844,1.0806784463240737,18.292772763178164
127,173.6699981689453,188.4250030517578,1.084960010585472,17.492490370319643
128,174.16000366210938,189.1199951171875,1.0858979739349468,17.378489287668913
129,174.85890197753906,189.5,1.083730927375614,17.827155970397598
130,175.6999969482422,190.24000549316406,1.0827547455746689,18.084422141442445
131,175.5,191.0,1.0883190883190883,17.087294734806306
132,175.91000366210938,191.83999633789062,1.0905576280151743,16.73343260135843
133,171.47000122070312,189.7100067138672,1.106374324157652,13.598988626247035
134,170.00999450683594,188.47000122070312,1.108581891125965,13.107889575916658
135,168.97999572753906,188.8699951171875,1.1177062367886361,11.486644057984762
136,167.77999877929688,187.69000244140625,1.1186673251100665,11.243821242884309
137,168.75999450683594,188.9199981689453,1.119459613168527,11.17578938882258
138,167.2386016845703,188.08999633789062,1.1246805130112738,10.201902236320535
139,166.92999267578125,187.66000366210938,1.1241838608750847,10.265982582929666
140,146.59500122070312,186.4600067138672,1.27193973301413,-12.644865826905686
141,152.86000061035156,187.6199951171875,1.2273975818922116,-6.376553520783517
142,157.3000030517578,188.5399932861328,1.1986013326655551,-2.0321180905940253
143,153.25999450683594,187.88999938964844,1.2259559319067304,-6.17229199364408
144,152.06320190429688,187.5500030517578,1.2333687618244094,-7.251311809719169
145,152.4600067138672,186.8699951171875,1.2256984578775472,-6.10081932038392
146,154.4600067138672,186.36000061035156,1.2065259129217716,-3.21945963138495
147,150.36500549316406,186.02999877929688,1.2371894522210105,-7.744829458175502
148,150.19000244140625,186.18499755859375,1.2396630570082736,-8.10732630932776
149,150.72000122070312,187.0800018310547,1.2412420403122788,-8.373920255881927
150,154.59500122070312,189.6750030517578,1.226915498910432,-6.374401436144183
151,154.55099487304688,189.92999267578125,1.2289147205541822,-6.681568620480732
152,154.27000427246094,190.2100067138672,1.232968182057813,-7.294748321938954
153,154.25,190.1199951171875,1.2325445388472447,-7.228455442863435
154,153.76499938964844,196.35000610351562,1.2769486351439094,-14.033523209549315
155,153.0500030517578,196.35000610351562,1.2829140946643092,-14.881281920073263
156,151.41000366210938,195.69500732421875,1.2924840009972987,-16.17080186646686
157,151.47000122070312,196.1300048828125,1.294843885272282,-16.534661364328628
158,150.63999938964844,196.7449951171875,1.3060607801005293,-18.133770320350948
159,150.1699981689453,195.02000427246094,1.2986615612331442,-16.966051740799145
160,148.85000610351562,193.50999450683594,1.3000335006520736,-17.02113358751984
161,148.00999450683594,199.3000030517578,1.3465307104146471,-23.80712925893141
162,146.10000610351562,197.10000610351562,1.3490759607762453,-23.871772309673702
163,147.0500030517578,197.22000122070312,1.3411764510558137,-22.86537258374989
164,144.77000427246094,196.91000366210938,1.360157476347929,-25.25872988545555
165,144.36000061035156,195.0,1.3507896867244624,-23.834860427788925
166,146.94000244140625,196.7664031982422,1.3390935070707155,-22.54220036999112
167,148.6300048828125,196.8699951171875,1.3245642780702986,-20.641985815275802
168,149.97999572753906,197.11500549316406,1.314275310763795,-19.28633554854065
169,151.88999938964844,197.8000030517578,1.3022582385054524,-17.70667501606937
170,151.17999267578125,197.11000061035156,1.303810094984402,-17.858515174846417
171,153.53939819335938,197.64999389648438,1.287291706377372,-15.60100241348519
172,152.41000366210938,196.82000732421875,1.2913850967457863,-16.110119275385358
173,153.843505859375,197.40499877929688,1.2831545776117483,-14.995432130888531
174,153.63999938964844,197.11000061035156,1.2829341408057304,-14.941728040270448
175,152.57000732421875,200.9550018310547,1.317133067995569,-20.055400225548908
176,151.75999450683594,199.86000061035156,1.316947864025845,-19.920817100969487
177,152.97000122070312,200.83999633789062,1.3129371428069827,-19.46612893278447
178,152.30999755859375,200.25,1.3147528278500806,-19.658687447106985
179,153.01849365234375,201.32899475097656,1.3157167473390092,-19.89763071387489
180,156.19000244140625,205.41000366210938,1.315129012429382,-20.21823686635429
181,156.92999267578125,205.85000610351562,1.311731445299966,-19.780845769291773
182,153.5050048828125,202.0399932861328,1.3161785405001778,-20.031781352698715
183,151.88999938964844,200.8699951171875,1.3224701818708227,-20.776667081499056
184,151.30999755859375,199.24000549316406,1.3167669599360725,-19.83437553135255
185,151.4199981689453,198.7949981689453,1.3128714870749227,-19.2589423984316
186,150.16990661621094,197.81500244140625,1.3172745918192639,-19.76115846222777
187,149.25999450683594,196.9499969482422,1.3195096087131513,-19.975019916563895
188,150.47000122070312,197.9199981689453,1.315345228705385,-19.510337241542942
189,147.33999633789062,194.3800048828125,1.3192616378043498,-19.68153625496106
190,148.77999877929688,194.9199981689453,1.3101223267120294,-18.514143715203602
191,148.93499755859375,195.02999877929688,1.3094974450351637,-18.44036497130398
192,148.33999633789062,195.24000549316406,1.3161656351159943,-19.355854274231092
193,146.94000244140625,193.9199981689453,1.3197223012587929,-19.695795340694247
194,146.97999572753906,193.8800048828125,1.3190911043582645,-19.60838271143362
195,148.8000030517578,195.39999389648438,1.3131719750604942,-18.970420725138467
196,140.69000244140625,194.17999267578125,1.3801975215449456,-27.36630604178967
197,137.13999938964844,193.97000122070312,1.4143940650720486,-31.365491403467047
198,139.02000427246094,193.9149932861328,1.3948711503855582,-29.081394408197696
199,136.9945068359375,193.69749450683594,1.4139070170076604,-31.265492677666913
200,136.09500122070312,193.9250030517578,1.424923776129534,-32.55952937115225
201,135.08859252929688,194.82000732421875,1.4421647577826961,-34.647814908526726
202,133.3000946044922,194.05999755859375,1.4558129019666424,-36.008395996528066
203,136.3498992919922,194.92999267578125,1.4296306318374337,-33.26229078954799
204,132.27000427246094,193.9600067138672,1.4663944994991607,-37.129765325732336
205,131.63999938964844,192.83999633789062,1.4649042633849683,-36.75674077160289
206,132.90370178222656,193.36000061035156,1.4548879979820841,-35.778395116875885
207,133.76499938964844,195.5500030517578,1.4618921537324858,-36.94717197942185
208,133.4199981689453,194.4499969482422,1.4574276691415977,-36.25622781719579
209,132.9499969482422,194.77000427246094,1.464986902920242,-37.1335074065893
210,137.52999877929688,196.03500366210938,1.42539813424051,-32.96807835803472
211,135.58999633789062,195.1300048828125,1.4391180039311162,-34.36330670016889
212,133.05999755859375,193.85000610351562,1.456861638811865,-36.08308342894182
213,131.27000427246094,192.19000244140625,1.464081634693187,-36.5454436443529
214,131.27999877929688,193.02000427246094,1.4702925507864995,-37.363595162645765
215,130.5500030517578,192.9600067138672,1.4780544021693076,-38.16914082975899
216,129.47000122070312,192.00999450683594,1.4830462091332108,-38.49966799214545
217,126.98999786376953,194.0749969482422,1.5282699441922907,-43.50516723969156
218,126.33999633789062,192.25999450683594,1.5217666620208319,-42.46086029169635
219,124.51000213623047,192.13999938964844,1.543169191977218,-44.510657441197424
220,123.5999984741211,191.52000427246094,1.5495146168028529,-44.96963782399345
221,121.53359985351562,189.3300018310547,1.557840811588351,-45.22972825327395
222,121.41999816894531,190.49000549316406,1.5688519878588194,-46.52442745509589
223,123.13999938964844,192.9199981689453,1.566672073454329,-46.91504462685049
224,129.1649932861328,194.71820068359375,1.507515277395975,-41.56951676706501
225,129.83999633789062,193.27999877929688,1.4886013880985673,-39.33097549537197
226,130.24000549316406,192.9499969482422,1.4814956143284992,-38.52668977263636
227,124.51000213623047,192.05999755859375,1.5425266586089574,-44.430655610142736
228,124.94000244140625,191.47999572753906,1.5325755721618335,-43.34080990308138
229,127.44499969482422,193.7449951171875,1.520224375857218,-42.635677658645136
230,127.26000213623047,193.57000732421875,1.5210592808021812,-42.68003825029356
231,129.0399932861328,193.99000549316406,1.5033324208488708,-40.98953190052049
232,125.91999816894531,192.61000061035156,1.52962200930093,-43.308850912416545
233,125.8550033569336,193.22000122070312,1.5352587983547836,-43.995914739881016
234,126.2699966430664,194.61000061035156,1.5412212384899733,-44.893863814746084
235,126.75,194.89500427246094,1.5376331698024532,-44.6097358528786
236,125.81500244140625,194.35000610351562,1.5447283895577322,-45.173348011861634
237,124.08309936523438,193.9499969482422,1.5630653807039183,-46.82682618344572
238,126.8009033203125,196.76499938964844,1.5517633884089865,-46.41937578934332
239,128.02000427246094,197.5,1.542727647311017,-45.708909623961574
240,128.9199981689453,198.72500610351562,1.5414598892802744,-45.866808632336074
241,131.1199951171875,199.55999755859375,1.5219646506258524,-44.093302005450965
242,130.72500610351562,198.89390563964844,1.5214679392109014,-43.895541683684854
243,132.39999389648438,199.47000122070312,1.5065710756501753,-42.48563339834243
244,132.0800018310547,199.0399932861328,1.5069654037461897,-42.43503448503634
245,129.94000244140625,197.5,1.5199322478776967,-43.43240122013475
246,127.5999984741211,196.41000366210938,1.5392633699909004,-45.1169068493158
247,126.13999938964844,195.69000244140625,1.5513715188543544,-46.12800112606686
248,125.45999908447266,195.44000244140625,1.557787373406689,-46.68426564984392
249,125.3499984741211,195.14999389648438,1.5568408158917826,-46.52468291362422
250,124.95960235595703,193.7100067138672,1.550181043006758,-45.54758161193996
251,125.62999725341797,193.8699951171875,1.5431823557722235,-44.91269445619096
252,125.66000366210938,190.97999572753906,1.5198152965288017,-41.98711699013626
253,126.13999938964844,190.43499755859375,1.5097114196927897,-40.87299624325436
254,127.58999633789062,191.6300048828125,1.501920294560772,-40.34876742882102
255,126.2738037109375,192.27999877929688,1.5227227907021708,-42.55934800959358
256,127.22000122070312,193.86000061035156,1.52381700008036,-43.017459925594466
257,126.98999786376953,193.27000427246094,1.5219309199437447,-42.70017456391031
258,127.08999633789062,192.55999755859375,1.5151467708492166,-41.87160140014302
259,123.75,191.34500122070312,1.5462222320864898,-44.61678057436535
260,120.95069885253906,189.44009399414062,1.5662587797454781,-46.030955985541794
261,118.86810302734375,188.77000427246094,1.5880627305799382,-47.83016387805523
262,117.26000213623047,186.9199981689453,1.5940644274574136,-47.886855005835315
263,117.99369812011719,186.36000061035156,1.5794063884720158,-46.45692689200064
264,119.24500274658203,187.7949981689453,1.574866819098867,-46.40827433885528
265,120.72000122070312,189.6699981689453,1.5711563639084645,-46.53439432621809
266,123.23999786376953,191.0,1.5498215133948063,-44.876480008005075
267,123.58000183105469,191.42999267578125,1.5490369787943827,-44.90333589887766
268,123.55999755859375,190.63999938964844,1.5428941660446738,-44.13706133034904
269,123.31999969482422,189.6300048828125,1.5377068225112178,-43.411628112481395
270,123.7886962890625,190.02000427246094,1.535035184704909,-43.24590210984229
271,123.52999877929688,189.42999267578125,1.533473605987997,-42.962623646847845
272,124.12000274658203,189.52999877929688,1.5269899660432942,-42.36307231768444
273,118.5165023803711,186.27999877929688,1.5717642272419008,-45.75704515101964
274,118.2699966430664,185.19000244140625,1.5658240272070139,-44.9593263744529
275,118.71499633789062,186.4600067138672,1.570652507819302,-45.70170225572417
276,117.8499984741211,186.67999267578125,1.584047476392413,-46.94730112603247
277,118.9657974243164,188.44000244140625,1.5839846957802128,-47.38432750126387
278,118.63999938964844,189.52999877929688,1.597521912966511,-48.860616897068866
279,119.38999938964844,189.9600067138672,1.5910880951921458,-48.40136288832804
280,121.7300033569336,190.5229034423828,1.5651269053508234,-46.18975764977196
281,121.53500366210938,189.3699951171875,1.5581518855561352,-45.268057067995954
282,120.5,187.3000030517578,1.55435687179882,-44.42525082643496
283,120.18499755859375,187.61000061035156,1.5610101462030328,-45.108741295952285
284,121.34970092773438,188.8240966796875,1.5560326497395751,-44.9418688567242
285,122.33999633789062,190.99000549316406,1.561141173861646,-45.93360164235057
286,122.05000305175781,190.4199981689453,1.5601801999807718,-45.70743430902999
287,125.5999984741211,193.64999389648438,1.5417993331933395,-44.72826226585386
288,128.02000427246094,193.35000610351562,1.510310886195683,-41.5589157274772
289,128.65499877929688,193.57000732421875,1.5045665474396475,-41.026015015992584
290,127.83000183105469,193.8300018310547,1.5163107177861757,-42.26419404205464
291,128.52000427246094,193.86000061035156,1.5084033159489365,-41.476068938772386
292,127.83999633789062,193.5500030517578,1.5140019445885367,-41.97234494999597
293,127.7699966430664,192.99000549316406,1.5104485447572946,-41.4953448109363
294,131.4499969482422,195.72999572753906,1.4890072291489427,-39.87202274828971
295,130.93499755859375,196.0050048828125,1.4969642077176482,-40.75765771428689
296,131.11000061035156,196.1699981689453,1.4962245233446902,-40.71515292856435
297,130.94630432128906,195.44000244140625,1.4925201856928763,-40.179249041191326
298,131.35000610351562,195.3101043701172,1.486944006810287,-39.57068879472766
299,131.72999572753906,196.1199951171875,1.4888028655434569,-39.930032459801765
300,132.22000122070312,196.38999938964844,1.4853274661662725,-39.619045749483774
301,130.58999633789062,192.97999572753906,1.477754813839029,-38.14171050030305
302,131.52999877929688,193.1699981689453,1.4686383331689858,-37.21716841135978
303,132.3000030517578,194.60000610351562,1.4708994831042075,-37.734195685014754
304,131.4499969482422,194.22999572753906,1.4775960459247193,-38.37202274828971
305,132.25999450683594,194.625,1.471533404531789,-37.806627016707495
306,131.41000366210938,194.16000366210938,1.4775131135476354,-38.349450025987835
307,131.47000122070312,193.58999633789062,1.472503191149322,-37.708304641037074
308,128.4499969482422,191.5500030517578,1.4912417874866999,-39.24907784575302
309,127.87000274658203,190.9499969482422,1.493313465603615,-39.33676077007405
310,127.91000366210938,190.8699951171875,1.492221012059346,-39.20933054985127
311,128.67010498046875,191.4447021484375,1.4878724329749906,-38.88279868046445
312,129.5601043701172,192.1750030517578,1.4832884242109536,-38.55784280140543
313,130.36000061035156,192.3300018310547,1.4753758893108062,-37.764418533984866
314,130.63499450683594,191.89999389648438,1.4689784664586374,-37.008355123699346
315,135.539794921875,192.3000030517578,1.418771536157328,-31.592827814131567
316,137.9499969482422,194.5,1.409931165659793,-30.93509017872077
317,139.19000244140625,195.38999938964844,1.4037646092570497,-30.35483664227914
318,139.36000061035156,195.57000732421875,1.4033439040448163,-30.33328070741527
319,139.67300415039062,196.0,1.4032776139686964,-30.392150534825305
320,139.3300018310547,196.22000122070312,1.4083111938707265,-31.018843634265636
321,140.4600067138672,197.0399932861328,1.4028191931353486,-30.499008582307425
322,139.4748992919922,194.6833953857422,1.3958310518523511,-29.3104354023792
323,138.10499572753906,193.9499969482422,1.4043662644244754,-30.201307772711772
324,139.1699981689453,194.0968017578125,1.3946741705219312,-29.0853577280474
325,139.58999633789062,194.52499389648438,1.393545375741815,-29.015565349514702
326,139.33009338378906,195.08999633789062,1.4001999969992784,-29.888730198969824
327,139.3800048828125,194.89999389648438,1.3983353929450053,-29.639548562076698
328,139.1699981689453,194.82000732421875,1.3998707328264612,-29.80856329445365
329,139.9250030517578,196.23699951171875,1.4024441324409427,-30.330359336221306
330,138.92840576171875,195.38999938964844,1.4064078423585242,-30.66500727126933
331,138.4149932861328,194.60000610351562,1.4059171010559284,-30.483758219482837
332,139.1199951171875,195.0800018310547,1.4022427305775087,-30.127845549259774
333,138.90499877929688,194.85000610351562,1.4027573364232093,-30.15276723670388
334,139.1199951171875,194.8509979248047,1.4005966414868853,-29.898841643009774
335,139.22000122070312,195.16000366210938,1.4018100987711206,-30.089271884374085
336,138.35000610351562,194.0,1.402240632030375,-29.960806287039844
337,138.0399932861328,194.55999755859375,1.4094465881007747,-30.88838064621652
338,137.7283935546875,194.6999969482422,1.4136518398505324,-31.397838412825337
339,139.36500549316406,196.1199951171875,1.4072398908405117,-30.87733429796282
340,140.0800018310547,197.09500122070312,1.4070174089404432,-31.004581690954495
341,140.5749969482422,197.27999877929688,1.4033790009750646,-30.602672156428667
342,140.80999755859375,197.6300048828125,1.4035225361080974,-30.674042127356927
343,140.44000244140625,195.52000427246094,1.3921959617882727,-29.002738286239747
344,140.85800170898438,196.1999969482422,1.3928920939372373,-29.187116507368785
345,140.3000030517578,195.75999450683594,1.3952957252226037,-29.408723359682938
346,139.868896484375,194.72000122070312,1.3921608457278107,-28.879885625396838
347,139.4949951171875,194.05499267578125,1.3911251261219715,-28.658205422330752
348,139.99989318847656,194.97999572753906,1.3927153177541705,-28.984559620690504
349,139.60000610351562,194.5399932861328,1.3935528995742186,-29.018696334320765
350,137.70620727539062,194.64999389648438,1.413516483735662,-31.374141246190703
351,135.86500549316406,194.25399780273438,1.4297574058723173,-33.16122605229501
352,136.2624969482422,194.77000427246094,1.4293735153440068,-33.205933823631796
353,135.62010192871094,194.85000610351562,1.4367339600285733,-34.04761224594213
354,135.4199981689453,194.7449951171875,1.4380815075350273,-34.17986080397807
355,134.64999389648438,193.50999450683594,1.4371333329253746,-33.85784085454185
356,133.72000122070312,191.9499969482422,1.435462123810717,-33.40051942145524
357,128.25999450683594,187.10000610351562,1.4587557626438512,-35.02436348454921
358,127.43419647216797,186.8300018310547,1.4660900056905757,-35.7334935655434
359,128.11480712890625,187.02000427246094,1.4597844578908479,-35.11650779995051
360,127.9000015258789,187.82000732421875,1.468491048346202,-36.17120211568462
361,127.87999725341797,187.61000061035156,1.467078547386637,-35.9849141194216
362,128.2899932861328,188.3000030517578,1.4677684379621183,-36.18879140242538
363,126.98999786376953,186.27999877929688,1.466887171532451,-35.71016907074625
364,116.88999938964844,183.74000549316406,1.5719052652286671,-45.145568145328724
365,116.1500015258789,183.69000244140625,1.581489453536331,-45.972967678079954
366,116.80000305175781,184.5800018310547,1.5803081935645276,-46.09227157431735
367,116.12000274658203,184.67999267578125,1.5904235989282842,-46.998526942820945
368,115.3550033569336,185.0399932861328,1.6040916119917108,-48.265574011666644
369,114.22000122070312,184.64999389648438,1.6166169840927593,-49.221326895787
370,115.8550033569336,184.4199981689453,1.5918172959761803,-47.05273759893839
371,113.6500015258789,185.77000427246094,1.6345798660650241,-51.017175986838424
372,114.4800033569336,184.39999389648438,1.6107616045533248,-48.66304688921454
373,118.94999694824219,184.0399932861328,1.5472046911124575,-43.00305269540243
374,119.21489715576172,184.67999267578125,1.5491351926805363,-43.32896452062107
375,119.98500061035156,184.2899932861328,1.5359419289800247,-42.02586687153374
376,120.05999755859375,183.52000427246094,1.5285691154782537,-41.166955281946855
377,122.16000366210938,183.2899932861328,1.5004091993407844,-38.44700361751532
378,128.85000610351562,186.13999938964844,1.4446254603985593,-33.36479029196269
379,128.60000610351562,185.05999755859375,1.4390356825460107,-32.581209108678394
380,132.38999938964844,184.77999877929688,1.395724749838958,-27.807481269698002
381,131.38999938964844,184.66000366210938,1.4054342379170284,-28.873168743592032
382,130.64999389648438,183.8000030517578,1.4068121824589204,-28.890579763789788
383,134.6125946044922,186.60000610351562,1.386200204013366,-26.992196140655437
384,133.72000122070312,185.0500030517578,1.3838618109667467,-26.500525524970868
385,134.4647979736328,181.64999389648438,1.3509111427966753,-22.217423825854638
386,133.5399932861328,180.9199981689453,1.3548001143095203,-22.583952916434924
387,132.61000061035156,180.6999969482422,1.3626423053808259,-23.466627821238944
388,133.2899932861328,181.1999969482422,1.3594418641710129,-23.16037234350216
389,133.35000610351562,179.8699951171875,1.3488562945963407,-21.75921435963494
390,134.80599975585938,180.47999572753906,1.3388127832173469,-20.642868643677303
391,133.36000061035156,179.8800048828125,1.34883026439376,-21.757373812498116
392,132.42999267578125,179.97999572753906,1.3590576582464293,-22.960058874812376
393,135.02999877929688,180.35220336914062,1.3356454491562408,-20.24948454276978
394,137.0749969482422,179.6199951171875,1.3103775241009838,-17.092557563104606
395,137.8300018310547,180.52999877929688,1.3098019036565187,-17.107365079481667
396,138.64999389648438,180.92999267578125,1.3049405022755571,-16.535108659161068
