,vz,meta,Ratio,Spread
0,51.1150016784668,226.4207000732422,4.429633036060848,-36.13662525429211
1,51.10499954223633,228.7899932861328,4.476861272585408,-38.543153078868755
2,51.00910186767578,228.41000366210938,4.47782837374072,-38.52015845987003
3,50.99679946899414,228.86270141601562,4.487785582606282,-39.01865393409949
4,51.005001068115234,230.1999969482422,4.513282857122557,-40.32541765277725
5,51.10499954223633,230.875,4.517659760650044,-40.62815979273594
6,51.2400016784668,229.8800048828125,4.486338746148358,-39.1305968236918
7,51.209800720214844,229.6199951171875,4.48390721869273,-38.983015136143905
8,51.29999923706055,227.9149932861328,4.44278745956551,-36.94223436027005
9,51.349998474121094,230.11500549316406,4.481305011316317,-38.95611611140174
10,51.369998931884766,229.58999633789062,4.469340103400056,-38.35665193359978
11,51.44499969482422,228.80999755859375,4.447662531167512,-37.29745037003181
12,51.435001373291016,227.41000366210938,4.421308400707034,-35.934676884389944
13,51.61000061035156,227.8300018310547,4.414454546341513,-35.703211357265076
14,51.33000183105469,226.77639770507812,4.418008759311562,-35.69194914500082
15,51.2599983215332,224.61000061035156,4.381779320425725,-33.78615172954585
16,51.165000915527344,224.45469665527344,4.386879559053361,-33.984491380423805
17,51.130001068115234,225.0399932861328,4.401329720027489,-34.70008075049722
18,51.15999984741211,224.79690551757812,4.393997384441926,-34.34531754857153
19,51.084999084472656,224.7949981689453,4.4004111225925815,-34.62261298420978
20,50.939998626708984,222.3000030517578,4.363957774729914,-32.667406129721456
21,50.8739013671875,225.05999755859375,4.423879268354133,-35.67345865207366
22,50.9900016784668,224.39999389648438,4.4008626497309775,-34.58125231770495
23,51.01499938964844,224.41050720214844,4.398912278487336,-34.49870749584099
24,51.084999084472656,223.2299041748047,4.369774066270967,-33.057518990069156
25,51.5099983215332,224.5500030517578,4.359347900772248,-32.7954876906108
26,51.818199157714844,223.55160522460938,4.31415234142359,-30.649761113672753
27,52.11000061035156,224.8699951171875,4.315294424934577,-30.881871682715314
28,52.279998779296875,231.63499450683594,4.4306618193450396,-37.01402468213655
29,51.974998474121094,232.31500244140625,4.469745247940284,-38.82944685879073
30,52.03499984741211,233.48989868164062,4.487170161743604,-39.78097803143953
31,52.15999984741211,233.45010375976562,4.475653842843102,-39.27584986939388
32,52.310001373291016,232.8350067138672,4.4510609940979755,-38.10234725495326
33,52.32500076293945,233.59539794921875,4.46431714368304,-38.806900773619304
34,52.47249984741211,233.92999267578125,4.458144615866218,-38.59240568498291
35,52.48500061035156,232.43409729003906,4.428581396342716,-37.04997413505495
36,52.699501037597656,232.97999572753906,4.420914641323132,-36.79735914192764
37,52.810001373291016,231.63999938964844,4.386290349668535,-35.04600697005196
38,52.814998626708984,234.47000122070312,4.439458625719431,-37.85740569610715
39,52.73500061035156,233.82000732421875,4.433867538029786,-37.50521768889334
40,52.80500030517578,231.90269470214844,4.391680586344359,-35.32731958839497
41,52.77000045776367,231.86000061035156,4.3937843206184715,-35.41491823581211
42,52.81999969482422,223.15310668945312,4.2247843237174365,-26.521893859014142
43,52.875,223.4499969482422,4.226004670415928,-26.614036356060637
44,53.150001525878906,222.86180114746094,4.193072337711012,-25.002101746566552
45,53.27000045776367,223.19900512695312,4.189956883967394,-24.892589791731126
46,53.185001373291016,222.10000610351562,4.175989477647208,-24.110013963407198
47,53.11000061035156,223.2100067138672,4.202786747292219,-25.499217358029853
48,53.20000076293945,223.27000427246094,4.1968045314013755,-25.224174415666994
49,52.20500183105469,223.11000061035156,4.273728431853675,-28.76821936907976
50,52.270599365234375,220.625,4.220823994353116,-26.039021053711878
51,52.45000076293945,220.55999755859375,4.205147652055685,-25.306167142823682
52,52.6349983215332,221.61000061035156,4.2103164752964375,-25.667486087668777
53,52.78499984741211,221.44000244140625,4.19513125095259,-24.93908235018128
54,52.6510009765625,223.3800048828125,4.2426544745512,-27.37791782160079
55,52.66999816894531,222.89999389648438,4.232010663480678,-26.827186634587548
56,53.154998779296875,224.42999267578125,4.222180374937635,-26.551690169887365
57,53.3849983215332,223.39999389648438,4.184696092916696,-24.665479932777743
58,53.60499954223633,224.80999755859375,4.193825193141956,-25.256492547916878
59,53.56039810180664,223.75999450683594,4.177713430761231,-24.37252575849044
60,53.415000915527344,222.60000610351562,4.167368759490323,-23.75380250559445
61,53.649898529052734,223.94000244140625,4.174099272902394,-24.219353502604093
62,53.56999969482422,222.3699951171875,4.151017292962058,-22.94678284572464
63,54.30500030517578,218.22000122070312,4.018414510530897,-16.060627224901936
64,54.32720184326172,217.15499877929688,3.9971688474920217,-14.912975874261292
65,54.334999084472656,217.73500061035156,4.007269794407226,-15.46395118117934
66,54.09000015258789,219.2899932861328,4.054168842069065,-17.930993031458883
67,54.15999984741211,217.970703125,4.024569862243364,-16.351117391897986
68,54.000099182128906,218.36000061035156,4.0436962879249085,-17.335671634702948
69,53.95000076293945,216.4600067138672,4.0122336172896365,-15.622177416049396
70,53.67499923706055,220.2100067138672,4.102655050655698,-20.39591622476223
71,53.875,218.6699981689453,4.058839873205481,-18.111371655398614
72,53.90370178222656,216.89500427246094,4.023749707371244,-16.229530612336987
73,53.79999923706055,216.61000061035156,4.0262082468792695,-16.330576881075956
74,53.73500061035156,214.11000061035156,3.9845537950753314,-14.072545053661031
75,53.6150016784668,213.61810302734375,3.9842972365911242,-14.027363404980832
76,53.65999984741211,214.13999938964844,3.9906820722806224,-14.381746617228998
77,53.97999954223633,215.42990112304688,3.9909207660234425,-14.48039639185805
78,54.2400016784668,215.9600067138672,3.981563422399432,-14.042600890651073
79,54.275001525878906,215.69000244140625,3.9740211216495855,-13.642303878976094
80,54.310001373291016,214.88999938964844,3.9567297727104953,-12.71200808800424
81,54.14500045776367,214.55499267578125,3.9626002560134235,-12.991244659364753
82,54.08000183105469,215.8300018310547,3.990939247844428,-14.508221987223266
83,54.13999938964844,214.94000244140625,3.9700776665044213,-13.394871730832762
84,53.959999084472656,213.22999572753906,3.95163082552567,-12.354946018878763
85,53.980098724365234,213.97000122070312,3.9638682825180265,-13.020127267583035
86,53.845001220703125,212.1038055419922,3.939154995514038,-11.656854461816522
87,53.915000915527344,211.83999633789062,3.92914759789759,-11.132459779286876
88,54.01499938964844,212.4199981689453,3.9326113222108816,-11.340200698542475
89,53.9900016784668,211.25999450683594,3.912946618616132,-10.273255163961096
90,53.834999084472656,210.13999938964844,3.9034086182469725,-9.73028292115879
91,53.810001373291016,212.27499389648438,3.944898503605105,-11.958335555522751
92,53.7495002746582,210.50999450683594,3.91650142663907,-10.41856154395984
93,53.790000915527344,208.55889892578125,3.877280077635719,-8.316695607348151
94,53.630001068115234,209.67999267578125,3.9097517900375873,-10.033415336732844
95,53.4995002746582,211.57000732421875,3.954616514884268,-12.409240841683925
96,53.36000061035156,210.26480102539062,3.9404947267673074,-11.623345189212017
97,53.40999984741211,210.77000427246094,3.9462648356976815,-11.942417980382771
98,53.814998626708984,214.24000549316406,3.9810463803827796,-13.90474404720294
99,53.79499816894531,216.1230010986328,4.017529667347325,-15.862194675200215
100,53.76499938964844,216.89999389648438,4.0342229398080285,-16.75086290642281
101,53.685001373291016,216.8699951171875,4.0396756928292294,-17.018670016396527
102,53.689998626708984,217.17999267578125,4.045073537545994,-17.310064469990778
103,53.8380012512207,218.0050048828125,4.049277458603082,-17.584112350479643
104,53.779998779296875,217.27999877929688,4.040163698607983,-17.075030072549794
105,54.189998626708984,205.25,3.787599284027977,-3.518738833526953
106,54.29499816894531,201.59500122070312,3.7129571418976095,0.5271381634120473
107,54.330101013183594,200.47999572753906,3.6900353945392284,1.7728198185649546
108,54.30500030517578,201.9499969482422,3.718810345517933,0.209377047559002
109,54.345001220703125,200.6699981689453,3.692519894405644,1.6382858719129274
110,54.375,200.50070190429688,3.6873692304238506,1.9192575699323982
111,54.404998779296875,200.4199981689453,3.6838526360782233,2.111636738654994
112,55.044498443603516,197.8249969482422,3.5939104277773755,7.087281566396882
113,55.154998779296875,193.4499969482422,3.5073882917182857,11.873637400381966
114,55.30500030517578,190.00999450683594,3.4356747754877714,15.872045410330372
115,55.366600036621094,190.2899932861328,3.436909493453985,15.821361852050217
116,55.3650016784668,188.125,3.3979047104981444,17.980404984751885
117,55.27000045776367,187.83999633789062,3.398588651748511,17.911750840061643
