,avgo,asml,Ratio,Spread
0,632.8099975585938,701.5349731445312,1.1086028600228839,-56.094195403568506
1,632.8699951171875,701.1400146484375,1.1078736866307093,-55.638041807791296
2,632.3599853515625,700.72998046875,1.108118787875512,-55.748197102117274
3,632.1199951171875,702.8400268554688,1.1118775426889804,-58.103023887569975
4,635.9453125,704.27001953125,1.1074380228744118,-55.631346494619606
5,640.47998046875,712.2899780273438,1.1121190353304065,-59.02612581870437
6,641.9600219726562,709.1699829101562,1.1046949321407475,-54.39654782031141
7,638.8099975585938,701.75,1.0985269527433048,-50.1894632770576
8,636.1500244140625,692.4500122070312,1.088501117082916,-43.60254124126709
9,636.5999755859375,692.8800048828125,1.0884072124650552,-43.57360179612601
10,636.6599731445312,692.0900268554688,1.08706382692344,-42.722428669098804
11,636.5700073242188,688.0750122070312,1.080910197292063,-38.79917554348265
12,628.8200073242188,682.0999755859375,1.0847300779891498,-40.72882760744608
13,631.4299926757812,684.5599975585938,1.084142352278304,-40.526769363758945
14,636.3300170898438,681.640380859375,1.0712057620301352,-32.60932459456046
15,637.5650024414062,679.4400024414062,1.0656795775170367,-29.149310726951967
16,636.2000122070312,675.3009033203125,1.0614600603002773,-26.402446813713368
17,635.7750244140625,675.1400146484375,1.061916540793112,-26.67502861904711
18,634.0499877929688,674.5499877929688,1.0638750899451546,-27.844469822942074
19,635.1599731445312,671.3699951171875,1.0570092945142446,-23.53233667631241
20,629.530029296875,667.5800170898438,1.0604418947821552,-25.484675220591384
21,628.969970703125,671.4000244140625,1.067459585810599,-29.87591981306616
22,624.2899780273438,670.1799926757812,1.073507530576484,-33.4292926103202
23,622.5,665.9849853515625,1.0698553981551204,-31.059990971165348
24,618.9400024414062,665.5349731445312,1.0752818859975626,-34.24103326997238
25,624.2000122070312,666.3599853515625,1.0675424099968582,-29.70104680892291
26,622.1900024414062,662.3300170898438,1.0645140784823486,-27.72120776671261
27,627.0999755859375,668.22998046875,1.0655876359178331,-28.613195770198104
28,631.030029296875,676.5,1.072056746259429,-32.87471838525266
29,631.9299926757812,679.2899780273438,1.074944987420246,-34.74676991734407
30,631.7750244140625,679.9450073242188,1.076245468796161,-35.55986061614817
31,630.72998046875,677.9500122070312,1.0748656845250768,-34.630768344109015
32,630.760009765625,675.3900146484375,1.0707559201468653,-32.04014210896969
33,634.1799926757812,678.4349975585938,1.0697830354062234,-31.596879830351668
34,634.6400146484375,680.760009765625,1.072671111264133,-33.4526881042043
35,619.2999877929688,655.6599731445312,1.058711425913539,-23.998862671871507
36,614.4400024414062,651.3099975585938,1.0600058508083603,-24.605876920519677
37,614.3699951171875,647.0499877929688,1.0531926899677901,-20.417271813426737
38,618.52001953125,649.7550048828125,1.0504995543640352,-18.88943070603807
39,618.2999877929688,649.3599853515625,1.0502345110331683,-18.718834709232624
40,615.0800170898438,647.5900268554688,1.052854927590464,-20.23311698516568
41,614.2999877929688,646.4600219726562,1.052352327557796,-19.898710651646184
42,601.1649780273438,623.0999755859375,1.0364874840689673,-9.935846596856663
43,602.8200073242188,624.8699951171875,1.0365780623155552,-10.017802727274898
44,602.0599975585938,625.510009765625,1.0389496267849103,-11.432996807308427
45,603.0900268554688,629.5,1.0437910958041103,-14.372398534807871
46,602.0499877929688,627.6099853515625,1.0424549424081764,-13.543181952094415
47,603.5499877929688,630.75,1.0450667098950575,-15.153256855037057
48,601.5800170898438,628.2000122070312,1.0442501319208746,-14.61256004618258
49,601.0399780273438,626.9967041015625,1.043186355355946,-13.960070091272883
50,596.75,617.94873046875,1.0355236371491412,-9.28770171934923
51,595.6790161132812,616.4600219726562,1.0348862479577812,-8.891353766639213
52,598.3400268554688,623.1452026367188,1.0414566545240367,-12.862410365593973
53,600.3200073242188,623.4600219726562,1.0385461326727699,-11.1577291585686
54,605.3900146484375,626.989990234375,1.0356794381527437,-9.516493610105499
55,602.75,624.6099853515625,1.0362670847806927,-9.829197620181958
56,590.744384765625,617.8599853515625,1.045900733524019,-15.324442897641802
57,591.3400268554688,617.0800170898438,1.043528239363824,-13.936943631028612
58,592.5399780273438,621.5900268554688,1.0490263103003397,-17.223051402983742
59,590.4600219726562,616.4099731445312,1.043948701361998,-14.16446931667906
60,588.0050048828125,612.77001953125,1.0421170133634714,-13.028534517811977
61,588.5900268554688,613.4849853515625,1.0422959230707571,-13.146801426154752
62,586.9000244140625,610.9299926757812,1.0409438869690102,-12.315543353767453
63,584.0399780273438,600.8900146484375,1.0288508274348043,-5.192697753757102
64,583.0900268554688,599.7473754882812,1.0285673701583329,-5.018970629688283
65,585.4400024414062,600.39501953125,1.0255449183989447,-3.269733972744689
66,585.7100219726562,602.6500244140625,1.0289221659283765,-5.249329780277662
67,583.010009765625,603.9896850585938,1.0359851030712195,-9.34289441738133
68,583.8699951171875,602.1901245117188,1.031377069463647,-6.666183357240357
69,581.010009765625,597.739990234375,1.028794651017284,-5.133119253822429
70,591.8800048828125,612.77001953125,1.035294340873322,-9.0761901752835
