,cl,adm,Ratio,Spread
0,81.38999938964844,71.9000015258789,0.883400934575059,17.74776704011163
1,81.37000274658203,71.96499633789062,0.8844167863926186,17.66047275747764
2,81.56999969482422,72.45500183105469,0.888255511856427,17.393496002540292
3,81.11000061035156,72.02999877929688,0.8880532392710171,17.30552614997585
4,81.37999725341797,72.26000213623047,0.8879332093267617,17.37661244044843
5,83.01000213623047,74.2300033569336,0.8942296283177089,17.22432861749697
6,83.19999694824219,74.7300033569336,0.8981971886780514,16.936203366412048
7,82.86000061035156,73.98509979248047,0.89289282220012,17.30195637427956
8,82.5,73.4800033569336,0.8906667073567708,17.40559427461753
9,82.38999938964844,73.54000091552734,0.8925840691870061,17.222928357598793
10,82.87999725341797,74.24500274658203,0.8958132867640771,17.06435289080027
11,82.68000030517578,74.20999908447266,0.897556831283987,16.876327814682913
12,81.94000244140625,74.5,0.909201827926153,15.76111035811552
13,81.875,75.02999877929688,0.9163969316555344,15.1586234102945
14,82.16999816894531,75.13999938964844,0.914445674382968,15.377593166627708
15,82.62999725341797,75.16999816894531,0.9097180281684679,15.860567291653087
16,82.01000213623047,74.46959686279297,0.9080550533224985,15.869574404501993
17,82.48999786376953,75.13999938964844,0.9108983068921949,15.73444425259105
18,83.09500122070312,75.93000030517578,0.9137733821497053,15.619119308401185
19,82.0199966430664,74.73999786376953,0.9112411719427655,15.610318884836065
20,81.75,74.16000366210938,0.9071560080991973,15.889223439090049
21,82.08999633789062,74.48999786376953,0.9074187012649052,15.938379794015521
22,82.31999969482422,74.51499938964844,0.9051870707712537,16.169868974298243
23,82.33000183105469,74.80000305175781,0.9085388241002494,15.896019301500505
24,82.31999969482422,74.68000030517578,0.9071914550780933,16.0048680587709
25,82.41999816894531,75.0,0.9099733276657477,15.796382733060046
26,81.83999633789062,75.27999877929688,0.9198436235076348,14.869588701704277
27,81.71499633789062,75.19000244140625,0.9201493705083997,14.820189951202952
28,81.94999694824219,75.2300033569336,0.9179988548925414,15.042252482492561
29,81.73999786376953,75.30000305175781,0.9212136655209507,14.738070060129989
30,82.16000366210938,75.41500091552734,0.9179040598108846,15.091446159438167
31,82.1500015258789,75.55999755859375,0.9197808418152108,14.935295527060124
32,81.9000015258789,75.5,0.9218559046808245,14.716502908869973
33,82.37000274658203,75.25,0.9135607319513234,15.490629802503864
34,82.58989715576172,75.7699966430664,0.9174245186450201,15.215850764273444
35,82.69000244140625,75.68000030517578,0.9152255178466379,15.417480583291425
36,82.70500183105469,75.97149658203125,0.9185840626328952,15.142711036402918
37,82.82499694824219,76.44999694824219,0.9230304831283752,14.798024509927604
38,82.68000030517578,76.76000213623047,0.9283986677903444,14.3263247629251
39,82.80000305175781,76.68000030517578,0.9260869260746711,14.540148941716428
40,82.83000183105469,76.1072998046875,0.9188373550917066,15.146302902138618
41,82.9800033569336,76.27999877929688,0.9192576005472421,15.140879735199778
42,83.11499786376953,75.94000244140625,0.9136738782797837,15.631416642792988
43,83.11000061035156,75.81999969482422,0.9122849132235555,15.74584664871971
44,83.15499877929688,75.80000305175781,0.9115507686187323,15.816023481686972
45,83.01499938964844,75.83000183105469,0.9134494053915553,15.6299028840312
46,82.73999786376953,75.68000030517578,0.9146724952758888,15.473233513847607
47,81.12999725341797,75.12999725341797,0.9260446172423946,14.22782714647703
48,81.58999633789062,75.0,0.9192303390896194,14.870797304217252
49,81.74500274658203,75.5199966430664,0.9238484813216804,14.523657717477708
50,81.62000274658203,75.55999755859375,0.9257534307269788,14.344261713558414
51,81.54000091552734,75.80999755859375,0.9297277006058697,14.00504681506732
52,81.73999786376953,76.1500015258789,0.9316124726696581,13.888071586008895
53,81.12000274658203,75.69000244140625,0.9330621286818858,13.656676477178113
54,80.93000030517578,75.86000061035156,0.9373532722636111,13.274795051316719
55,81.06999969482422,75.93000030517578,0.9365980090169337,13.360917174851398
56,81.05999755859375,75.6449966430664,0.9331976180777314,13.634766847649136
57,81.26000213623047,75.55999755859375,0.929854732613952,13.942803178349525
58,81.33999633789062,76.10900115966797,0.9356897539496704,13.483005967765383
59,81.26000213623047,76.12000274658203,0.936746255789763,13.382797990361244
60,81.12000274658203,75.97000122070312,0.9365137900455027,13.376677697881238
61,81.38999938964844,76.77999877929688,0.9433591271050201,12.86776978669366
62,81.18000030517578,76.31999969482422,0.9401330304005714,13.093586143627963
63,81.26499938964844,76.66999816894531,0.9434565771831109,12.838375308653273
64,81.12999725341797,77.01499938964844,0.949278959656366,12.34282501024656
65,81.04000091552734,76.7750015258789,0.9473716764379841,12.482462494214364
66,81.08000183105469,76.81999969482422,0.9474592742966758,12.482071774514598
67,80.9000015258789,76.69999694824219,0.9480839987834464,12.401345253492185
68,80.38999938964844,77.30999755859375,0.9616867538942749,11.222610300261184
69,80.55999755859375,77.1500015258789,0.9576713488572954,11.57218161126885
70,80.80500030517578,77.33000183105469,0.9569952544892385,11.665398742221644
71,80.92400360107422,77.31999969482422,0.9554643400490116,11.808108678057682
72,80.98999786376953,77.55999755859375,0.9576490875954181,11.64170502294235
73,81.0,77.49500274658203,0.9567284289701485,11.717853824265706
74,80.88999938964844,77.29000091552734,0.9554951353531375,11.800187296895391
75,80.16000366210938,77.69000244140625,0.969186612925884,10.586123219288059
