,pfe,lly,Ratio,Spread
0,59.060001373291016,263.2950134277344,4.4580935879694294,93.41950870144642
1,59.14500045776367,264.7099914550781,4.475610607934841,92.52675608026719
2,60.125,265.9198913574219,4.422784055840697,97.33786995896104
3,60.14500045776367,265.3599853515625,4.412004045754549,98.02065666693521
4,59.74150085449219,266.1600036621094,4.455194460386507,94.7415793698945
5,59.239601135253906,265.0150146484375,4.473612407405714,92.80294946744253
6,59.54999923706055,266.42999267578125,4.4740553499448295,93.29502462536958
7,58.974998474121094,271.3900146484375,4.6017807828774515,84.80225863748124
8,58.724998474121094,272.6225891113281,4.6423600884633025,82.03371055380255
9,58.519100189208984,273.54998779296875,4.67454193431723,79.84129453539985
10,58.339900970458984,274.1400146484375,4.699014055358975,78.15028658846778
11,58.74129867553711,274.1199951171875,4.666563411056234,80.63645126549726
12,58.79010009765625,274.2699890136719,4.665241061982917,80.78628815714067
13,58.70000076293945,273.1300048828125,4.652981283353824,81.37271148249782
14,59.060001373291016,278.79998779296875,4.7206227787026735,77.91453433621204
15,58.81999969482422,277.3500061035156,4.715233042204872,77.88997103738568
16,59.09000015258789,278.0199890136719,4.705026033097679,78.8788424501323
17,59.284698486328125,277.70001220703125,4.684176849968677,80.3950252753185
18,59.18050003051758,277.614990234375,4.690987573461147,79.83986293016731
19,59.04999923706055,277.5199890136719,4.699745852655266,79.13308104590281
20,59.220001220703125,278.4200134277344,4.701452341922607,79.27753088126688
21,57.95000076293945,277.55999755859375,4.789646141576942,72.3347979443523
22,57.63999938964844,277.4700012207031,4.813844624546161,70.52017855511063
23,57.39500045776367,276.7699890136719,4.8221968256162615,69.71494317615684
24,57.595001220703125,276.30499267578125,4.797378015793158,71.40872309809741
25,57.69499969482422,276.5150146484375,4.792703286438243,71.8130811989174
26,57.91999816894531,276.1202087402344,4.767268948020797,73.59025399099083
27,58.02000045776367,276.3999938964844,4.763874383242946,73.92487234531454
28,57.54999923706055,278.0799865722656,4.8319720288230705,69.35724176258053
29,57.63999938964844,277.7049865722656,4.817921400293051,70.28519320354813
30,57.78499984741211,277.3577880859375,4.799823290098337,71.523259202385
31,57.91999816894531,277.6099853515625,4.7929902301068665,72.1004773796627
32,57.77000045776367,278.8599853515625,4.827072583380717,69.92890726944835
33,57.58000183105469,279.0741882324219,4.84672072521381,68.54737287414513
34,57.57500076293945,278.3699951171875,4.834910836794498,69.22083995457642
35,58.27000045776367,277.2349853515625,4.75776528528626,74.62585451102454
36,57.935001373291016,276.8500061035156,4.778631216726751,72.95263473211877
37,58.19499969482422,277.2799987792969,4.764670508348809,74.12004430963422
38,58.08000183105469,277.44000244140625,4.7768593955701695,73.25350590673689
39,58.21009826660156,277.05499267578125,4.759569231559663,74.43781444499614
40,58.584999084472656,277.8310852050781,4.742358787178241,75.96507298234677
41,58.400001525878906,277.3399963378906,4.748972415950921,75.3195563698935
