,nke,tsla,Ratio,Spread
0,138.10000610351562,361.8833312988281,2.6204439920702916,-74.73371532780129
1,138.9600067138672,365.933349609375,2.633371703578491,-76.99554512217827
2,138.58999633789062,365.8033447265625,2.639464278754379,-77.63489818774502
3,138.74000549316406,364.6666564941406,2.6284174863472116,-76.186297794388
4,138.94000244140625,366.4100036621094,2.6371814972195047,-77.51379380851921
5,139.30999755859375,366.6700134277344,2.6320437861863653,-77.00447735317425
6,139.1699981689453,366.6086730957031,2.634250757484805,-77.2342360015702
7,138.38999938964844,370.2613525390625,2.6754921177256543,-82.50875715408262
8,138.24000549316406,366.0902099609375,2.6482218996948794,-78.64949500948347
9,139.05999755859375,367.9466247558594,2.6459559270510047,-78.80091055544852
10,139.4571075439453,368.5013122558594,2.6423989335913793,-78.52989222813318
11,138.69500732421875,364.7033386230469,2.62953472990201,-76.316544053352
12,138.1699981689453,362.5699768066406,2.62408613745014,-75.27482720910484
13,138.5399932861328,364.663330078125,2.632188160461143,-76.59885425961926
14,137.06500244140625,364.5566711425781,2.6597356338166778,-79.55912534510759
15,136.68499755859375,365.2492980957031,2.67219742195283,-81.04189169971045
16,136.13499450683594,364.6600036621094,2.67866469590079,-81.59621173472698
17,136.2949981689453,363.4466552734375,2.6666177053902222,-80.05016973202135
18,135.8800048828125,363.6666564941406,2.6763809495575086,-81.13306130375219
19,135.47999572753906,362.4066467285156,2.6749827144764895,-80.70478557321161
20,134.5500030517578,359.1999816894531,2.6696393425667813,-79.43184267682796
21,133.99000549316406,361.2866516113281,2.696370152994436,-82.68290852041184
22,134.75709533691406,362.123291015625,2.6872298642996086,-81.9245476038327
23,134.22000122070312,360.7408752441406,2.687683444816548,-81.65890491268163
24,133.22500610351562,359.1766662597656,2.6960153860356058,-82.1635768346498
25,133.75,361.1433410644531,2.700137129453855,-83.03863839458751
26,133.13999938964844,358.5533447265625,2.6930550275670186,-81.7170086987175
27,133.52000427246094,361.52001953125,2.7076094065540337,-83.89354410192715
28,134.3800048828125,369.3333435058594,2.748424840644562,-89.91867956036663
29,134.69500732421875,377.7933349609375,2.8048057791152337,-97.72369037763116
30,134.94000244140625,377.484619140625,2.797425613687362,-96.90555927342331
31,134.0500030517578,381.3974304199219,2.8451877787176265,-102.66893515559525
32,134.07000732421875,382.0658264160156,2.849748680121078,-103.29573651808249
33,133.55999755859375,380.3433532714844,2.8477340537882605,-102.63372030235774
34,134.33999633789062,381.8466796875,2.8423901302415033,-102.51520500922032
35,133.86000061035156,375.6166687011719,2.806041139911103,-97.28324313758424
36,133.91000366210938,372.0,2.777985137978602,-93.56260371610063
37,133.14999389648438,364.6000061035156,2.7382652858923064,-87.74288862257202
38,133.58999633789062,367.64501953125,2.752040044984817,-89.8730104754182
39,133.2100067138672,367.6666564941406,2.7600528335974213,-90.68475511237739
40,132.55999755859375,363.6433410644531,2.743235876296065,-88.01299559192358
41,132.30999755859375,363.7200012207031,2.748998623929601,-88.60947762232286
42,127.56999969482422,346.489990234375,2.716077377622137,-81.23528492802785
43,127.56999969482422,347.5233154296875,2.724177441883205,-82.26861012334035
44,126.9000015258789,344.3666687011719,2.7136852999244816,-80.50508221025564
45,127.33999633789062,344.6666564941406,2.706664570490359,-79.89019429204086
46,127.68499755859375,346.67333984375,2.7150671298299085,-81.17952091713147
47,127.81999969482422,348.8783874511719,2.729450698514584,-83.1038602706754
48,128.35000610351562,348.5133361816406,2.7153355637596226,-81.63677330243576
49,127.54000091552734,354.933349609375,2.7829178850677243,-89.74102038973297
50,127.37539672851562,346.1438903808594,2.7175098117152157,-81.29382058915837
51,127.69499969482422,344.7787780761719,2.7000178464321385,-79.26416183275006
52,128.5,347.5777282714844,2.7048850449142754,-80.3892849587537
53,128.80999755859375,349.1583251953125,2.710646159561377,-81.32530783502222
54,129.55499267578125,352.3500061035156,2.7196945391775955,-82.96792971103145
55,129.38499450683594,352.336669921875,2.7231648559003463,-83.30806859652319
56,129.1811065673828,343.8883361816406,2.6620637128716904,-75.28367649950064
