,mdlz,pm,Ratio,Spread
0,63.471282958984375,88.57137298583984,1.3954558480104355,6.632261931543434
1,63.295413970947266,88.01217651367188,1.3904984736187942,6.923441386334526
2,62.84595489501953,88.18276977539062,1.40315744939662,6.067891201239911
3,63.34426498413086,89.25877380371094,1.4091058413271074,5.751291007006879
4,63.451744079589844,89.27798461914062,1.407021759829895,5.895873859334026
5,64.0184555053711,89.86399841308594,1.403720188243942,6.173504689415575
6,64.49723052978516,90.17143249511719,1.3980667348728337,6.595703816002819
7,64.8489761352539,90.5941390991211,1.3970018417896242,6.709042873632393
8,64.58377075195312,90.55570983886719,1.4021434299131355,6.34331016867632
9,65.13383483886719,91.2666244506836,1.4012168126821583,6.470670329383987
10,64.79986572265625,91.96794128417969,1.4192612941175362,5.260398463952621
11,65.27134704589844,92.55397033691406,1.417987746933285,5.392887322844695
12,66.21432495117188,92.17929077148438,1.392135173762773,7.204625965286661
13,66.18485260009766,93.58192443847656,1.413947765418737,5.757077662018014
14,66.35183715820312,95.24393463134766,1.4354377920879102,4.349544985114557
15,65.84105682373047,96.3391342163086,1.4632075920990684,2.4759374311986537
16,66.06697845458984,97.02123260498047,1.4685283764213097,2.1381342041676508
17,66.1750259399414,97.45355224609375,1.4726636047644297,1.8704744333487702
18,66.44023895263672,98.08760833740234,1.476328349862289,1.6405919341298676
19,66.89207458496094,99.31730651855469,1.4847395171218651,1.0994724493795422
20,66.1750259399414,97.7321548461914,1.4768736915175578,1.591871833251114
21,66.40094757080078,97.50157928466797,1.4683763237069136,2.166742556415409
22,66.55812072753906,98.01074981689453,1.4725588515052777,1.8970973728638347
23,67.14746856689453,98.87538146972656,1.4725109312382139,1.9306072961249987
24,66.41077423095703,96.6273422241211,1.4549949664504704,3.055955038014341
25,65.79194641113281,98.12603759765625,1.4914597143010213,0.6141918252298189
26,65.4383316040039,97.3958969116211,1.4883615539131783,0.8054382641053002
27,66.27325439453125,98.2317123413086,1.4822225532569364,1.2420104142559814
28,65.24187469482422,99.4518051147461,1.5243554171296034,-1.5498620912637955
29,65.84105682373047,98.80813598632812,1.5007070170647026,0.0069356611791226985
30,65.49726104736328,99.19241333007812,1.5144513181757133,-0.9012721355582067
31,66.69562530517578,99.8168716430664,1.4966029808752737,0.3005267995034251
32,66.73492431640625,99.73040771484375,1.4944260255994,0.4468807850545977
33,65.83123779296875,99.51905059814453,1.5117299011013565,-0.7189427448096433
34,66.2830810546875,99.50945281982422,1.5012798324465784,-0.020754643207600898
35,66.84297180175781,99.76882934570312,1.4925851836988409,0.5731190244896374
36,66.75456237792969,100.0090103149414,1.4981599272382657,0.1982057733016609
37,65.5856704711914,100.94088745117188,1.5390692315253574,-2.5150139747022617
38,65.51690673828125,103.71732330322266,1.5830619677687112,-5.3962428934783215
39,64.96684265136719,104.94701385498047,1.615393477225908,-7.464208217760222
40,64.70164489746094,105.36011505126953,1.6283993276870175,-8.281459752379567
41,64.54447174072266,107.18545532226562,1.6606450162429596,-10.346325372050648
42,64.88825988769531,107.50248718261719,1.6567324716162217,-10.139438406294579
43,64.82933044433594,107.223876953125,1.6539408353937892,-9.950634195595915
44,65.2909927368164,104.32255554199219,1.5978093021576403,-6.345758667009028
45,65.10436248779297,104.32255554199219,1.6023896334374306,-6.630175398201066
46,63.503273010253906,98.75049591064453,1.55504576740004,-3.498109486684177
47,65.57585144042969,101.10420989990234,1.5417902730816584,-2.693300217605076
48,64.31855010986328,97.09809112548828,1.5096436558292106,-0.6032563369141621
49,63.198768615722656,97.45355224609375,1.542016630714054,-2.665217844671906
50,63.55238723754883,98.51032257080078,1.5500648654248768,-3.1830881087794065
51,63.758663177490234,98.45267486572266,1.544145845587318,-2.811084457284826
52,62.697818756103516,95.87799835205078,1.529207877629989,-1.85309068509199
53,61.420875549316406,89.53736114501953,1.4577675805537431,2.54153822643155
54,59.72156524658203,90.27710723876953,1.5116333081028255,-0.7878860363915743
55,60.20287322998047,90.1233901977539,1.4969948336763652,0.09932433730255696
56,59.09291458129883,88.27884674072266,1.4938990125333964,0.2523370147937334
57,58.07136154174805,85.37753295898438,1.470217516729062,1.5968464855017948
58,58.28746032714844,86.06922912597656,1.4766337157751968,1.2344758725382639
59,60.08500289916992,89.01858520507812,1.4815441609358384,1.0244998520717223
60,60.85116958618164,90.08496856689453,1.480414742715996,1.125722630247916
61,61.16549301147461,89.66226196289062,1.4658961703467352,2.027445050962678
62,60.418968200683594,90.2098617553711,1.4930718686842859,0.34217252027418454
63,60.28145217895508,90.4404296875,1.500302770062891,-0.09796410498575425
64,60.4779052734375,89.96968078613281,1.48764545298576,0.6721711351856874
65,59.7019157409668,88.84992980957031,1.4882257747820054,0.6093463641433863
66,59.77067565917969,90.14494323730469,1.5081800940535306,-0.5808798103055517
67,60.42879104614258,90.99205780029297,1.505773261801857,-0.4250539170354892
68,60.4779052734375,89.64836120605469,1.4823324452249034,0.9934907152638124
69,61.94148254394531,91.16732788085938,1.471829929420552,1.7049548805987291
70,61.980987548828125,91.46917724609375,1.4757618563924149,1.4633094984447388
71,62.0106201171875,91.46917724609375,1.4750566447043354,1.5084682991948688
72,62.751426696777344,94.23448181152344,1.5017105868664327,-0.12787787436103826
73,62.267433166503906,93.74762725830078,1.5055643454519545,-0.37860931547084475
74,62.23780059814453,93.1439437866211,1.4965815451614457,0.17991535545869852
75,62.43534851074219,96.41555786132812,1.544246330982513,-2.7906439232073037
76,62.11927032470703,97.0484619140625,1.5622923676787441,-3.9052379749832706
77,62.623023986816406,97.43794250488281,1.5559443843752379,-3.5270189530512166
78,62.632896423339844,98.57716369628906,1.5738879937788532,-4.651194962127212
79,62.889713287353516,97.8469009399414,1.5558490542461645,-3.5295539947983965
80,63.0675048828125,98.53821563720703,1.5624245135478827,-3.9499217010030403
81,62.9390983581543,99.09322357177734,1.5744303009853806,-4.700615834344012
82,62.79093551635742,98.39217376708984,1.5669805356134259,-4.225360033407204
83,64.41084289550781,99.88192749023438,1.5507005187351834,-3.2464423379438667
84,64.92446899414062,100.33956146240234,1.5454814343026495,-2.9213315150292285
85,65.03311157226562,102.29669952392578,1.5729940802579065,-4.7129028096417525
86,64.2626724243164,99.9890365600586,1.555942708075484,-3.5793570383984896
87,64.9738540649414,99.83323669433594,1.5365140044571246,-2.3397459546724857
88,63.25518035888672,100.06692504882812,1.5819562047105873,-5.1926214989133594
89,63.26506042480469,99.01533508300781,1.5650871811099434,-4.125974723883095
90,65.40846252441406,99.71640014648438,1.5245183313896835,-1.5605842047787826
91,63.689788818359375,97.36978149414062,1.5288130687924746,-1.8331527421837046
92,63.00823974609375,95.9773941040039,1.5232514745812131,-1.4794177693001893
93,63.897212982177734,96.3863525390625,1.5084594153730408,-0.5336179952944542
94,65.37882995605469,97.91505432128906,1.4976568774189454,0.1956028196663857
95,64.43059539794922,97.14582824707031,1.5077592818607166,-0.48024110323961167
96,64.92446899414062,96.3376693725586,1.4838422379897012,1.0805605748145217
97,65.46772003173828,97.24320983886719,1.4853611793984023,1.002912077458982
98,65.11213684082031,96.27924346923828,1.4786681583590509,1.4249844649659116
99,64.75654602050781,100.89457702636719,1.5580598908782872,-3.7322547011646545
100,64.87507629394531,100.65115356445312,1.5514610435047262,-3.3081960362500435
