,ibm,aapl,Ratio,Spread
0,131.47000122070312,177.381103515625,1.3492135229986753,-30.166027756678318
1,131.24000549316406,177.8300018310547,1.3549984333116885,-30.87246648543055
2,130.75,177.1649932861328,1.3549903884216659,-30.75614733830787
3,130.80499267578125,177.09500122070312,1.3538856399744483,-30.624576579213056
4,131.2100067138672,177.85000610351562,1.3554606889957517,-30.92606224283756
5,131.6699981689453,178.77999877929688,1.3577884200309998,-31.340974091973692
6,131.9499969482422,178.99000549316406,1.3564987467439917,-31.237448888872194
7,132.0800018310547,178.90499877929688,1.3545199598659656,-31.006867682766682
8,132.5850067138672,177.64999389648438,1.3398950477098237,-29.186377659681966
9,132.19500732421875,177.76119995117188,1.344689209897303,-29.734290104876408
10,131.97999572753906,178.1999969482422,1.3502045970369645,-30.413848859004247
11,131.92999267578125,178.00999450683594,1.3492761645511235,-30.279837921244138
12,131.5800018310547,177.1925048828125,1.34665224515138,-29.854254650327533
13,132.16000366210938,177.7899932861328,1.345263229113436,-29.802279201010435
14,131.09500122070312,176.2259063720703,1.3442610681652742,-29.43074126115752
15,131.18930053710938,176.47000122070312,1.345155439492455,-29.56924334429354
16,131.55999755859375,176.74000549316406,1.343417518797446,-29.424155279379164
17,131.31649780273438,176.61000061035156,1.344918601740794,-29.566812103977355
18,131.10000610351562,176.4250030517578,1.345728412189805,-29.624233664618032
19,130.80999755859375,176.46499633789062,1.349017656382469,-29.988967420173537
20,130.02999877929688,174.67999267578125,1.3433822526774757,-29.077376539078074
21,128.8000030517578,173.25,1.3451086637814762,-29.02468600470982
22,129.03500366210938,172.9250030517578,1.3401402576356618,-28.43654436691807
23,128.3249969482422,172.85000610351562,1.3469706621012574,-29.156585763551618
24,128.9499969482422,172.3350067138672,1.3364483194446204,-27.941735293846648
25,129.6199951171875,173.35499572753906,1.337409367827945,-28.211486000042896
26,129.67999267578125,173.03500366210938,1.3343230523980822,-27.824310964721064
27,130.11000061035156,174.25999450683594,1.3393282122002526,-28.56779538154055
28,130.10000610351562,177.36000061035156,1.3632589722496473,-31.678992951302206
29,129.67990112304688,177.64500427246094,1.3698730700288115,-32.43441409232068
30,129.77000427246094,177.66000366210938,1.3690375110807589,-32.348519423674816
31,129.9250030517578,177.22959899902344,1.364091551557794,-31.7445530596315
32,130.14999389648438,177.49000549316406,1.3637342590606025,-31.753023416676598
33,130.24000549316406,178.2899932861328,1.3689341658964438,-32.45221966859913
34,130.27999877929688,178.46499633789062,1.3698572153061068,-32.582439769164836
35,130.57000732421875,176.90989685058594,1.3549045487245817,-30.702599812437427
36,130.58999633789062,176.49000549316406,1.3514818166968243,-30.260325522523516
37,129.55499267578125,175.26499938964844,1.352823197082486,-30.194276908271434
38,129.5800018310547,175.64199829101562,1.355471491040849,-30.543271514711535
39,129.51499938964844,175.3800048828125,1.3541289094645963,-30.354065352627572
40,128.94000244140625,174.86000061035156,1.3561346153208937,-30.477920656577027
41,128.91000366210938,175.0399932861328,1.3578464689593557,-30.69150481730435
42,128.60499572753906,171.1300048828125,1.3306637422185867,-27.123052625879808
43,128.72999572753906,170.8350067138672,1.3270800309466697,-26.68808424092319
44,128.44500732421875,170.97500610351562,1.3311144564143575,-27.147202737559297
45,129.07000732421875,171.7100067138672,1.3303633452389791,-27.182352267854355
46,128.74000549316406,171.3800048828125,1.3312101722095435,-27.221873857414465
