,mu,amat,Ratio,Spread
0,82.4626693725586,144.8072967529297,1.75603455302549,-10.347107077194769
1,81.49893188476562,143.67776489257812,1.7629404652287894,-10.808295560337276
2,90.09294128417969,150.0288848876953,1.6652679194306688,-2.9743643802284145
3,89.7551498413086,150.92062377929688,1.6814703562540063,-4.423653151168785
4,93.80872344970703,154.06149291992188,1.6422938854137346,-0.8737978109015418
5,93.81867218017578,161.22508239746094,1.718475423397949,-8.020966169464705
6,92.33832550048828,158.17335510253906,1.71297621269624,-7.412661080931733
7,95.54740142822266,159.5010528564453,1.6693395160125424,-3.4435405344994114
8,93.28216552734375,156.5286102294922,1.678012183192821,-4.210038102342586
9,92.6456298828125,155.914306640625,1.6829105359620424,-4.64638389874917
10,95.23155212402344,158.460693359375,1.6639515982371684,-2.9245137862658543
11,95.81835174560547,156.90512084960938,1.6375268201877156,-0.40038489322329585
12,93.88886260986328,152.32757568359375,1.6224243371288996,0.9923950647845541
13,95.13209533691406,154.9036865234375,1.6283010058260567,0.4683322314432783
14,93.93858337402344,149.42449951171875,1.5906616232094328,3.977539052891083
15,93.38162231445312,148.21568298339844,1.58720398414473,4.267049961979503
16,93.68994140625,151.04940795898438,1.6122265175086123,1.9422285600545675
17,94.59501647949219,158.08419799804688,1.6711683541206304,-3.598667810211473
18,95.10225677490234,155.73594665527344,1.6375631024601767,-0.41317866443770046
19,96.83283996582031,165.4657440185547,1.708777147060441,-7.286519863285256
20,92.36714935302734,150.9602508544922,1.634350003349372,-0.15198092223228943
21,89.51268005371094,141.75559997558594,1.583637087958123,4.3411562490353015
22,84.60938262939453,137.87159729003906,1.6295071894560835,0.13190214852088755
23,81.48638153076172,133.8191680908203,1.6422273952648465,-0.9704140505390828
24,82.5008544921875,138.0103302001953,1.672835160916598,-3.4871131467960117
25,80.2829360961914,131.76820373535156,1.6412977669061932,-0.9058258185518671
26,81.52616882324219,134.3343963623047,1.6477457275535248,-1.4199704390025178
27,78.29376220703125,128.95428466796875,1.6470569433996094,-1.3751860801495386
28,78.84078216552734,131.233154296875,1.664533895939149,-2.751158615917169
29,81.82453155517578,136.91050720214844,1.6732207884358883,-3.50361141704382
30,81.00897979736328,137.33656311035156,1.695325178194895,-5.275796109025655
31,84.05240631103516,139.46681213378906,1.6592839902488146,-2.3826435002263144
32,81.52616882324219,135.25584411621094,1.659048205852291,-2.341418192908768
33,80.73049926757812,134.32449340820312,1.6638630335109135,-2.723379216493149
34,80.43212127685547,134.87936401367188,1.6769340640588541,-3.7707448695296284
35,83.66452026367188,137.4752960205078,1.643173182458338,-1.0313621337652623
36,87.64286804199219,142.8751983642578,1.6301976596179195,0.13529418044573416
37,90.52716064453125,138.4859161376953,1.5297720060113391,9.285315692926625
38,89.27398681640625,131.27279663085938,1.4704484622247747,14.429978667166845
39,89.37344360351562,130.6486053466797,1.4618280339098453,15.2183307695749
40,95.48019409179688,138.5552520751953,1.4511412905380678,17.39132954348475
41,95.53987121582031,139.6649932861328,1.4618503406879817,16.380089860637305
42,93.22249603271484,135.21624755859375,1.4504680019631948,17.003835633348423
43,90.30835723876953,132.12489318847656,1.4630417076367226,15.285187360619497
44,90.07959747314453,129.2959747314453,1.4353524922221415,17.736520824266343
45,86.83724975585938,126.91374969482422,1.4615127730511832,14.767009999311236
46,88.3490219116211,132.43260192871094,1.4989707759434885,11.74345005544968
47,89.61214447021484,134.715576171875,1.5033182942815477,11.545353463857234
48,88.37886047363281,133.2068328857422,1.5072250555378395,11.018469862463471
49,85.79293823242188,128.6508026123047,1.4995500243129156,11.306243304667655
50,92.79481506347656,132.19436645507812,1.4245878540158756,19.319797514140255
51,88.69712829589844,129.6731719970703,1.4619771179566667,15.077455443772218
52,81.46649169921875,124.80944061279297,1.532034067130325,8.006483782419119
53,75.29010772705078,118.33768463134766,1.571756080630901,4.2836590214903305
54,76.74221801757812,123.231201171875,1.6057810727290731,1.7869584286633906
55,79.00987243652344,127.66810607910156,1.6158500468618042,1.0929856600332724
56,75.31001281738281,124.04513549804688,1.647126734646036,-1.3909370143744357
57,72.42570495605469,122.7249755859375,1.6944947330564832,-4.831541573948761
58,69.02422332763672,119.24095153808594,1.7275232634213917,-6.961915733991865
59,72.71414184570312,123.4892807006836,1.698284234210225,-5.119760167220369
60,79.23860931396484,129.51434326171875,1.6344853144576001,-0.37570430784744846
61,80.08401489257812,131.01318359375,1.6359467462949562,-0.4791399062896946
62,78.98002624511719,134.13986206054688,1.6984023485158042,-5.4280336783397365
63,77.92576599121094,133.2068328857422,1.709406782100368,-6.23513939967406
64,78.69160461425781,134.4773406982422,1.7089159810305454,-6.241573651744253
65,75.24038696289062,130.44740295410156,1.7337417870862313,-7.908127117495105
66,77.7865219116211,137.56431579589844,1.7684852390263088,-10.822455011079589
67,77.67711639404297,136.04566955566406,1.7514253343999953,-9.48439070804948
68,79.4275894165039,136.64122009277344,1.7203243998285231,-7.190655435656018
69,81.6057357788086,140.39324951171875,1.720384580469356,-7.3474924152573555
70,78.73139190673828,134.79498291015625,1.7120868772373339,-6.493543980637376
71,77.46825408935547,130.8245849609375,1.6887509147945734,-4.608048868755538
72,75.76751708984375,126.46707916259766,1.669146410230591,-3.0577358779216928
73,77.24945068359375,128.4820556640625,1.6632099584799964,-2.6266708534064014
74,74.20601654052734,120.80926513671875,1.6280252029259543,0.022705448817853524
75,73.3805160522461,118.4468765258789,1.6141461371237302,1.0225441569031173
76,72.88321685791016,121.49415588378906,1.6669702727398628,-2.8455644779141585
77,71.84744262695312,119.07220458984375,1.6572921768154145,-2.133235525446344
78,71.73788452148438,115.3797378540039,1.608351551256707,1.3783974155362497
79,71.66816711425781,113.71217346191406,1.5866482713395906,2.9308880459683104
80,72.08645629882812,115.99514770507812,1.6091115260851545,1.338331186985607
81,69.8455810546875,112.52105712890625,1.6109975095032114,1.113690642663337
82,70.8614501953125,114.01988220214844,1.609053750493112,1.2916330800642097
83,72.43504333496094,116.19367218017578,1.6041085478869954,1.7151755201768364
84,72.90313720703125,117.01753234863281,1.605109695297816,1.6639390738418396
85,70.63238525390625,114.83381652832031,1.625795534378751,0.09961004520190753
86,69.12850952148438,111.96520233154297,1.619667530901204,0.4859655854970637
87,69.83563232421875,113.62284851074219,1.6270039337975348,-0.004521858148499147
88,66.8079605102539,108.1139144897461,1.6182789246073814,0.5070148332834858
89,66.20043182373047,108.00472259521484,1.6314806356972893,-0.38656451762286426
90,69.8953857421875,113.78165435791016,1.6278850620783363,-0.06470024839987931
91,67.9134521484375,109.53333282470703,1.612837064817461,0.9122926014578152
92,70.31368255615234,112.13394165039062,1.5947670150946898,2.273442436183651
93,70.97100830078125,112.95780181884766,1.5916048612430975,2.534547258222255
94,73.32144165039062,117.93071746826172,1.6084069654627888,1.4411965241595877
