,vz,tmus,Ratio,Spread
0,51.1150016784668,127.54000091552734,2.4951579130878927,41.03764650486775
1,51.10499954223633,127.7249984741211,2.4992662091418523,40.81966182821586
2,51.00910186767578,127.40499877929688,2.497691472980684,40.82339029464032
3,50.99679946899414,127.2699966430664,2.4956467458403164,40.917819030513215
4,51.005001068115234,127.72000122070312,2.504068200099397,40.4948633864482
5,51.10499954223633,128.1699981689453,2.5079737661090813,40.37466213339164
6,51.2400016784668,128.4600067138672,2.5070258100294223,40.5298916159596
7,51.209800720214844,128.27499389648438,2.504891487418899,40.61530145330178
8,51.29999923706055,128.17999267578125,2.498635371970541,41.00777803879714
9,51.349998474121094,128.07000732421875,2.4940605867546872,41.28266123795245
10,51.369998931884766,128.22000122070312,2.496009419636535,41.19862899668507
11,51.44499969482422,128.22999572753906,2.4925648068463304,41.43598755168799
12,51.435001373291016,128.26499938964844,2.493729871974951,41.36800935241979
13,51.61000061035156,128.6199951171875,2.4921525595058767,41.5901623819052
14,51.33000183105469,128.1300048828125,2.4962010580972502,41.15671460504106
15,51.2599983215332,127.98999786376953,2.4968786979067015,41.0658495403749
16,51.165000915527344,127.69000244140625,2.495651327207451,41.05254282658166
17,51.130001068115234,128.3800048828125,2.5108547271842423,40.24711063377052
18,51.15999984741211,128.58999633789062,2.5134870352114604,40.13605537106821
19,51.084999084472656,129.13999938964844,2.5279436567299594,39.33869925747152
20,50.939998626708984,128.35000610351562,2.519631126103306,39.65047997895567
21,50.8739013671875,130.0,2.555337737157446,37.7824968396819
22,50.9900016784668,129.8249969482422,2.5460873244698794,38.340399562721245
23,51.01499938964844,129.55999755859375,2.5396451849195367,38.68784158571643
24,51.084999084472656,129.8719940185547,2.542272611257214,38.60670462856527
25,51.5099983215332,130.0050048828125,2.5238790355088265,39.875344340195284
26,51.818199157714844,130.4499969482422,2.5174552390599705,40.44680087479344
27,52.11000061035156,130.7899932861328,2.5098827816968323,41.0691678506866
28,52.279998779296875,132.4600067138672,2.5336650689885243,39.959809620947595
29,51.974998474121094,132.52000427246094,2.549687506743152,38.893918836868636
30,52.03499984741211,132.1699981689453,2.54002111187704,39.44180990603522
31,52.15999984741211,131.55999755859375,2.522239224376091,40.46406142581844
32,52.310001373291016,132.1300048828125,2.525903296004821,40.38876022527745
33,52.32500076293945,132.3209991455078,2.528829378235339,40.24723405877003
34,52.47249984741211,132.57000732421875,2.5264663911520686,40.48467893377264
35,52.48500061035156,132.42999267578125,2.5231969350432326,40.665921189333176
36,52.699501037597656,132.7100067138672,2.5182402888252633,41.093331120892714
37,52.810001373291016,132.60000610351562,2.510888139657934,41.567762642301005
38,52.814998626708984,132.86500549316406,2.515668066797471,41.31924423078232
39,52.73500061035156,132.51370239257812,2.5128226198705397,41.406713291399626
40,52.80500030517578,131.9700927734375,2.49919689443695,42.18118241335006
