,t,meta,Ratio,Spread
0,18.119335174560547,226.4207000732422,12.496082107423879,-70.81862814524774
1,18.123111724853516,228.7899932861328,12.624211380453875,-73.1554897570523
2,18.077795028686523,228.41000366210938,12.634837561752404,-73.16466296646522
3,18.066465377807617,228.86270141601562,12.667818338010084,-73.71465552362969
4,18.070241928100586,230.1999969482422,12.739176258081187,-75.01951945477018
5,18.123111724853516,230.875,12.739258219292697,-75.24049647091948
6,18.119335174560547,229.8800048828125,12.686999973683518,-74.27793295481806
7,18.074018478393555,229.6199951171875,12.70442405443399,-74.40708602262941
8,18.115558624267578,227.9149932861328,12.581173896609414,-72.34535295922444
9,18.119260787963867,230.11500549316406,12.700021716450111,-74.51357236943343
10,18.14199447631836,229.58999633789062,12.655168462187868,-73.79333480337974
11,18.153324127197266,228.80999755859375,12.604302989103312,-72.91604122082464
12,18.175981521606445,227.41000366210938,12.511566618384757,-71.32147409742032
13,18.232627868652344,227.8300018310547,12.495730372623166,-71.25501462967105
14,18.024925231933594,226.77639770507812,12.58126703922816,-71.9850830450425
15,18.030590057373047,224.61000061035156,12.457163070961414,-69.77003854868684
16,18.040029525756836,224.45469665527344,12.442035991948126,-69.53367197049002
17,18.020544052124023,225.0399932861328,12.487968877921201,-70.28630255927635
18,17.991012573242188,224.79690551757812,12.494955723165678,-70.29682008345685
19,17.95694923400879,224.7949981689453,12.51855174503721,-70.58743594886252
20,17.847431182861328,222.3000030517578,12.45557418174722,-69.03294088357464
21,17.696374893188477,225.05999755859375,12.717858822329863,-73.090150295064
22,17.798337936401367,224.39999389648438,12.607918486452542,-71.55452616282366
23,17.831344604492188,224.41050720214844,12.585170225783955,-71.28159055091473
24,17.851207733154297,223.2299041748047,12.505030892683479,-69.93041040553544
25,17.975830078125,224.5500030517578,12.491773791576689,-70.18029920584115
26,18.066465377807617,223.55160522460938,12.37384294878258,-68.40355933222344
27,18.115558624267578,224.8699951171875,12.413086440290721,-69.30035479027913
28,18.017372131347656,231.63499450683594,12.856203047714384,-76.90854304897246
29,18.013595581054688,232.31500244140625,12.896648056523334,-77.62098258462885
30,18.096675872802734,233.48989868164062,12.902363965779463,-78.08241636016263
31,18.130664825439453,233.45010375976562,12.875981438485791,-77.75073702851296
32,18.183534622192383,232.8350067138672,12.804716549977034,-76.68161394700599
33,18.236404418945312,233.59539794921875,12.809290284577301,-76.98797914674904
34,18.27039337158203,233.92999267578125,12.803774276674224,-77.03068946353687
35,18.126888275146484,232.43409729003906,12.822614326405162,-76.76716215987247
36,18.11178207397461,232.97999572753906,12.863449591871767,-77.44278700171677
37,18.08534812927246,231.63999938964844,12.80815816946991,-76.32979549183213
38,18.1707706451416,234.47000122070312,12.903690536834462,-78.42622071367427
39,18.13821792602539,233.82000732421875,12.89101323392554,-78.05577739079393
40,18.070241928100586,231.90269470214844,12.83340287445307,-76.72221720867643
41,18.036252975463867,231.86000061035156,12.85522003521291,-76.97140752665422
42,17.892749786376953,223.15310668945312,12.471705542954373,-69.49686530823706
43,17.983383178710938,223.4499969482422,12.425359273485672,-69.01542990015338
44,18.104228973388672,222.86180114746094,12.309930540264627,-67.38945562381079
45,18.18731117248535,223.19900512695312,12.272237661200817,-67.01318075900585
46,18.130664825439453,222.10000610351562,12.249964810550312,-66.40063937226296
47,18.130664825439453,223.2100067138672,12.311187088996169,-67.51063998261452
48,18.149547576904297,223.27000427246094,12.301684288625298,-67.4084795357779
49,17.851207733154297,223.11000061035156,12.498314060621162,-69.81050684108232
50,17.867597579956055,220.625,12.347770818808794,-67.1847563579365
51,17.854984283447266,220.55999755859375,12.352853077729518,-67.22807218823843
52,17.97960662841797,221.61000061035156,12.32563121042271,-67.20786516334883
53,17.963668823242188,221.44000244140625,12.327103367375456,-67.17473490282535
54,17.95694923400879,223.3800048828125,12.439752542138482,-69.17244266272971
55,17.930513381958008,222.89999389648438,12.43132246959366,-68.9194528840041
56,18.19108772277832,224.42999267578125,12.337359705805659,-68.2117367067479
57,18.221298217773438,223.39999389648438,12.260377456452325,-66.92230149835896
58,18.28700828552246,224.80999755859375,12.293426789584402,-67.76801168116714
59,18.30060386657715,223.75999450683594,12.22691863821469,-66.60125486549947
60,18.198640823364258,222.60000610351562,12.231683028643074,-66.31688693231013
61,18.24395751953125,223.94000244140625,12.274749171152424,-67.26772043676439
62,18.24018096923828,222.3699951171875,12.19121649572503,-65.73014471363172
63,19.2731990814209,218.22000122070312,11.322458731361532,-52.708977727947115
64,19.545000076293945,217.15499877929688,11.110514092178661,-49.30985002494103
65,19.475000381469727,217.73500061035156,11.180230877814221,-50.49098304784363
66,19.65850067138672,219.2899932861328,11.154970409585362,-50.470143882368376
67,19.625,217.970703125,11.106787420382165,-49.43854495430415
68,19.655000686645508,218.36000061035156,11.109640955582117,-49.57020776617952
69,19.628400802612305,216.4600067138672,11.02789824248234,-47.89864372259737
70,19.674999237060547,220.2100067138672,11.192376887063435,-51.24847380030752
71,19.7549991607666,218.6699981689453,11.06909680883326,-49.02145583904564
72,19.69499969482422,216.89500427246094,11.012693964623937,-47.761714909917146
73,19.665000915527344,216.61000061035156,11.015000789515238,-47.73432954168746
74,19.58919906616211,214.11000061035156,10.930002798337979,-45.885287466113084
75,19.55500030517578,213.61810302734375,10.92396316510431,-45.68707604849584
