,amd,avgo,Ratio,Spread
0,115.56999969482422,575.4099731445312,4.978887035251077,182.3796790635136
1,116.62000274658203,579.969970703125,4.973160324506364,184.76461865712685
2,118.34629821777344,580.8800048828125,4.908307345734748,195.27265943778656
3,120.5,587.0374755859375,4.871680295318983,203.36021735350204
4,119.86289978027344,587.864990234375,4.904478294051113,198.31879020428556
5,120.0999984741211,584.6599731445312,4.868109746650102,203.09202704823934
6,119.91999816894531,585.0599975585938,4.878752555802673,201.5014434212954
7,120.70999908447266,584.5599975585938,4.842680821739711,207.22667271880886
8,121.06999969482422,588.3599853515625,4.859667851941979,205.8078033516029
9,122.02999877929688,586.677490234375,4.807649726322118,213.8399307833609
10,124.04000091552734,590.9400024414062,4.764108336663454,222.87198804310702
11,122.55000305175781,584.0,4.765401758116262,219.95683672712306
12,122.20249938964844,584.260009765625,4.781080687250793,217.3983659337219
13,121.04000091552734,577.280029296875,4.769332658050401,216.6893412812089
14,122.12409973144531,581.9000244140625,4.764825498764607,219.23979974577816
15,123.37000274658203,588.0,4.766150497765881,221.38048414971814
16,120.91999816894531,579.969970703125,4.796311441328428,213.20567691224056
17,118.41000366210938,576.5900268554688,4.869436779182997,199.9839984377731
18,116.35600280761719,570.9249877929688,4.9067084982021525,192.0634514192165
19,114.34989929199219,565.3200073242188,4.943773547895092,184.39964870346688
20,114.81999969482422,568.5900268554688,4.9520120916800465,184.23897037596868
21,113.29000091552734,567.6599731445312,5.010680276786269,175.04929600860993
22,113.83000183105469,571.260009765625,5.018536419014411,175.02093702616042
23,115.0470962524414,583.0,5.067489914919328,171.33106078972293
24,116.45500183105469,587.3400268554688,5.043493346104131,176.30321235444245
25,117.19999694824219,586.510009765625,5.004351749468383,182.06078109178537
26,117.91999816894531,588.1799926757812,4.987957952925755,185.15303503315494
27,118.27999877929688,587.0800170898438,4.963476692160765,188.63412904485534
28,118.94000244140625,587.5999755859375,4.940305729986919,192.47957115012417
29,118.27999877929688,585.2899780273438,4.948342780417663,190.42416810735534
30,114.375,580.1099853515625,5.07199987192623,169.77569194558356
31,113.44999694824219,578.5800170898438,5.09986807098639,165.18749888452982
32,112.58000183105469,577.7999877929688,5.132350136750355,160.21320070447115
33,113.68990325927734,583.6300048828125,5.133525389249437,161.72430100590253
34,113.19210052490234,582.3599853515625,5.144881865881117,159.70175038829103
35,112.18499755859375,578.989990234375,5.161028683286916,156.41055838311223
36,111.97000122070312,578.72998046875,5.168616362949039,155.2485379440579
37,109.87999725341797,596.47998046875,5.428467376942855,123.67481983546821
38,109.04949951171875,599.5,5.497503451958311,115.16171663032304
39,108.83999633789062,602.5800170898438,5.536384025768905,110.69600225799189
40,108.34500122070312,602.8400268554688,5.564077899888149,107.16199250373683
41,107.55999755859375,595.8499755859375,5.539698671537677,108.959867342471
42,107.13999938964844,595.2835083007812,5.556127605861232,106.74837995170111
43,108.41000366210938,595.989990234375,5.4975553002649775,114.44196870410195
44,104.83999633789062,590.9400024414062,5.636589308309928,95.87919036452348
45,106.33999633789062,586.1199951171875,5.511754892813962,110.62050764195698
46,105.61000061035156,581.7000122070312,5.508001220009603,110.21214796715486
47,105.55500030517578,577.2650146484375,5.468855222201462,114.28336214230166
48,105.30000305175781,577.760009765625,5.486799553857945,112.10176249952877
49,104.12000274658203,576.1500244140625,5.533519105030718,105.9069820027334
50,102.94999694824219,570.6500244140625,5.542982431567775,103.66832188780796
51,101.94499969482422,567.7000122070312,5.568689135381434,99.97107459264652
52,103.56999969482422,570.780029296875,5.51105562401,107.63914328545201
53,106.97000122070312,587.6500244140625,5.493596500963,113.25746082136294
54,107.45999908447266,588.1099853515625,5.4728270087668465,116.03844700577673
55,107.01000213623047,584.6699829101562,5.463694713002945,116.50207664617534
56,106.44999694824219,581.719970703125,5.464725104557469,115.74809882291316
57,105.5,575.72998046875,5.457156212973934,115.45461293854231
58,109.31999969482422,591.489990234375,5.410629270815661,124.96087050194177
59,108.18000030517578,591.2000122070312,5.464965895167832,117.71065700183368
60,109.22000122070312,593.77001953125,5.436458642143819,122.0194306339975
61,110.80989837646484,597.530029296875,5.39238856863518,128.7753291857369
62,111.04000091552734,597.1400146484375,5.37770181668772,130.6872895748815
63,111.23999786376953,600.2849731445312,5.396305148078773,128.8651522209263
64,111.08000183105469,597.02001953125,5.374684999008893,131.07185901297515
65,105.62999725341797,581.523193359375,5.505284563855824,110.5212287440682
66,103.73999786376953,578.1300048828125,5.572874655752431,101.41357071657143
67,104.69999694824219,583.2899780273438,5.571060124440019,102.60322988661056
68,103.75499725341797,582.3499755859375,5.612741467898341,97.29280907598724
69,105.5199966430664,587.25,5.565295855594472,104.0668553365494
70,105.99500274658203,587.6749877929688,5.544365041416249,106.7836560653455
71,106.45999908447266,587.510009765625,5.518598673849831,110.0242159562377
72,106.0208969116211,583.5499877929688,5.504103481405325,111.07992542356698
73,105.0354995727539,579.989990234375,5.521847304897513,108.12230136484453
74,105.38999938964844,583.2899780273438,5.534585647645761,107.16704861305476
75,106.41000366210938,586.8800048828125,5.515270977213485,110.3235407847115
76,106.75330352783203,586.010009765625,5.489385249917294,113.46419215172006
77,105.17500305175781,581.72998046875,5.531066922645812,107.30501596696928
78,104.2300033569336,577.989990234375,5.54533216558633,104.79458294931459
79,104.36000061035156,574.97998046875,5.509581996032656,108.66442141109047
80,103.91999816894531,575.5900268554688,5.538780186655871,105.14410795679663
81,102.9000015258789,571.4099731445312,5.553060881158725,102.57769310300063
82,101.63980102539062,567.1699829101562,5.58019572242641,98.48245682501528
83,101.59989929199219,565.4400024414062,5.56535987123732,99.94851898395422
84,102.51000213623047,570.2000122070312,5.562384160808669,101.2081174896561
85,102.20999908447266,567.6799926757812,5.554055354277183,101.74385484530643
86,105.9800033569336,590.697998046875,5.5736740831894815,103.66143674889844
87,108.38999938964844,593.5339965820312,5.475911061207326,116.76564996479675
88,108.86289978027344,594.4749755859375,5.460767412826713,118.95253186248175
89,108.03500366210938,590.1099853515625,5.462210999660743,117.84164609861085
90,108.18270111083984,589.1300048828125,5.4456950957363555,119.7985280127968
91,109.2300033569336,593.7750244140625,5.436006648043112,122.08058194700953
92,109.33000183105469,592.47998046875,5.4191893400340065,124.0370364633913
93,114.5,603.9600219726562,5.274760017228439,146.75243115392442
94,114.73999786376953,598.405029296875,5.215313233728308,153.89481929275024
95,114.36499786376953,597.280029296875,5.222577191041871,152.53949180444653
96,112.14929962158203,592.6799926757812,5.284740918361703,142.48444240985015
97,110.94989776611328,586.8900146484375,5.289685042212699,140.3413287261497
98,114.7300033569336,600.6900024414062,5.235683647394438,151.54374041478644
99,115.4000015258789,607.3400268554688,5.262911774912502,149.32522233551907
100,112.47000122070312,605.5449829101562,5.384057760627901,131.74063882038985
101,111.3499984741211,601.1799926757812,5.399012132142074,128.6976994565701
102,110.62999725341797,600.760009765625,5.430353653444245,124.35544551520053
103,110.9937973022461,603.1199951171875,5.433817112093548,124.40170886058371
104,109.87999725341797,598.719970703125,5.448853164077605,121.43482960109321
105,110.9000015258789,600.6500244140625,5.4161408128916815,126.2512949172812
106,111.68000030517578,602.9299926757812,5.398728429693948,129.13039975725138
107,112.90499877929688,603.6099853515625,5.346175916723406,136.55280011745043
108,114.25150299072266,607.5875244140625,5.317982770549629,141.48131814485993
109,113.88990020751953,608.219970703125,5.340420613196459,138.45715632772846
110,113.4800033569336,608.4199829101562,5.361473078181593,135.5460016516908
111,113.27999877929688,607.8400268554688,5.365819503933098,134.8030861018479
112,114.05999755859375,610.8150024414062,5.355207921406667,136.98718361759933
113,113.47000122070312,610.8099975585938,5.383008645347125,133.08983080742888
114,112.9999008178711,592.4600219726562,5.243013645893022,148.33046518961459
115,115.9677963256836,600.2000122070312,5.175574868400806,160.22074911641386
116,116.16999816894531,599.469970703125,5.1602821739854,162.28819539372734
117,113.58999633789062,590.0800170898438,5.194823805914752,154.61348377650512
118,115.25,595.4600219726562,5.166681318634762,160.21308613053174
119,115.12999725341797,595.9188232421875,5.176051745493253,158.96056189828226
120,115.94000244140625,601.4400024414062,5.1875106932601796,158.79692438822593
121,116.87999725341797,609.3599853515625,5.213552358581551,157.09426140099112
122,117.5250015258789,612.4099731445312,5.210891003559605,158.31046514684414
123,114.58000183105469,608.5900268554688,5.311485574531752,142.6515749129241
124,114.37999725341797,608.7899780273438,5.3225213555349296,141.12875213651859
125,114.55000305175781,609.1500244140625,5.317765239507035,141.89315922924874
126,114.54000091552734,610.4400024414062,5.329491859281568,140.53702500608046
127,114.75759887695312,611.08837890625,5.325036292903611,141.32788642156532
128,114.70999908447266,606.3099975585938,5.285589768962564,145.79143290594988
129,116.77999877929688,608.0891723632812,5.207134601127305,157.7036638182031
130,116.62999725341797,608.9749755859375,5.221426647749413,155.825719507747
131,115.0999984741211,603.6799926757812,5.2448305879996315,151.0009743396069
132,115.0,602.5800170898438,5.239826235563859,151.43953935447513
133,114.18000030517578,601.7349853515625,5.270055909469864,146.8609236701613
134,113.9000015258789,599.27001953125,5.261369723468278,147.4739197065232
135,113.95999908447266,604.7100219726562,5.306335791775639,142.43075351528006
136,119.47989654541016,614.7000122070312,5.14479866471432,168.9505056941877
137,119.19999694824219,620.22998046875,5.203271781441907,161.56922365961333
138,119.61499786376953,624.3350219726562,5.219537960312605,160.20908396491683
139,119.52999877929688,623.8599853515625,5.219275426443138,160.12191907748212
140,120.0,623.8200073242188,5.198500061035157,163.27058229748258
141,120.5250015258789,626.6599731445312,5.199418918986497,163.90308505327363
142,119.78739929199219,626.739990234375,5.232102824994487,158.94441437371398
143,117.9104995727539,620.7349853515625,5.264458954891905,152.5352166794167
144,118.18000030517578,622.7661743164062,5.269640994315785,152.28656124722357
145,118.11000061035156,623.3200073242188,5.277453256312903,151.2697357934233
146,119.71880340576172,628.5150146484375,5.2499273027163325,156.7156825937796
147,118.0010986328125,623.0449829101562,5.2799930689535675,150.82446002503042
148,119.66999816894531,629.4400024414062,5.259797878101311,155.4678868796138
149,118.85399627685547,624.2899780273438,5.25257877381875,155.22070616445427
150,118.54000091552734,620.9299926757812,5.238147358529729,156.50386131361137
151,116.86000061035156,616.5499877929688,5.275971115632137,149.77199703032778
152,118.83999633789062,621.9199829101562,5.233254813824535,157.49810279244417
153,119.01000213623047,625.3900146484375,5.25493658871256,155.15252453361182
154,119.7300033569336,630.5599975585938,5.266516160354537,154.7447784749814
155,120.23999786376953,633.2000122070312,5.26613459295333,155.47797287771465
156,121.52999877929688,632.8099975585938,5.207027103717831,164.40032014140382
157,121.2750015258789,632.8699951171875,5.218470312549443,162.6537180572247
158,121.34600067138672,632.3599853515625,5.21121406435171,163.63333084218067
159,121.74030303955078,632.1199951171875,5.192364232178932,166.4813184164505
160,122.41999816894531,635.9453125,5.194782895049269,167.1516450685803
161,123.6897964477539,640.47998046875,5.178114920249596,171.01568530124274
162,123.27999877929688,641.9600219726562,5.207333130509929,166.82515733942517
163,125.2249984741211,638.8099975585938,5.101297706868088,182.8398116409938
164,122.69000244140625,636.1500244140625,5.1850192497785,168.73279720503598
165,123.30500030517578,636.5999755859375,5.162807461257644,172.35056898450927
166,123.27010345458984,636.6599731445312,5.164755729916814,172.0597564452127
167,121.31109619140625,636.5700073242188,5.247417815101021,159.19244342642975
168,118.81999969482422,628.8200073242188,5.2922067744426196,150.4658164491246
169,119.19999694824219,631.4299926757812,5.297231617799071,150.36921145258208
170,113.41000366210938,636.3300170898438,5.610880844212895,107.17297502601565
171,111.69000244140625,637.5650024414062,5.708344422105994,94.56154618745092
172,110.73500061035156,636.2000122070312,5.745247741910059,89.6099569739718
173,109.7699966430664,635.7750244140625,5.7918834276854385,83.65220912326191
174,109.70999908447266,634.0499877929688,5.779327254435337,84.98040949419254
175,110.12000274658203,635.1599731445312,5.7678891872734335,86.58227308512352
176,109.3499984741211,629.530029296875,5.7570190953945035,87.11924956452339
177,107.69999694824219,628.969970703125,5.840018463560325,76.7658571172588
178,107.54000091552734,624.2899780273438,5.805188513227961,80.38760297180767
179,107.16000366210938,622.5,5.80907035019176,79.66420064413143
180,106.418701171875,618.9400024414062,5.816083034520098,78.32107035292171
181,107.2698974609375,624.2000122070312,5.818967175151208,78.6910487305069
182,106.86499786376953,622.1900024414062,5.822205725719174,78.02296889384178
183,108.19000244140625,627.0999755859375,5.7962839581740795,81.87684981875196
184,107.89019775390625,631.030029296875,5.848817060621506,75.96382595440497
185,110.0436019897461,631.9299926757812,5.742541876579655,89.30692316105382
186,109.55599975585938,631.7750244140625,5.7666857663838105,86.23678949192589
187,109.2499008178711,630.72998046875,5.773277373681379,85.25723181048403
188,109.00980377197266,630.760009765625,5.786268646855401,83.63915103946925
189,110.64710235595703,634.1799926757812,5.731555360894982,91.04859928775869
190,110.52999877929688,634.6400146484375,5.741789755337539,89.81403006131876
191,108.4800033569336,619.2999877929688,5.708886141487989,91.59496359149597
192,108.55999755859375,614.4400024414062,5.659911719413689,96.98404712247867
193,107.125,614.3699951171875,5.735075800393815,87.56268407275405
194,107.5199966430664,618.52001953125,5.752604527923748,86.02524907625235
195,107.52909851074219,618.2999877929688,5.7500713421418705,86.30548244811001
196,106.18000030517578,615.0800170898438,5.792804815615182,80.60223884806823
197,106.83000183105469,614.2999877929688,5.7502572055034475,85.68151255048139
198,102.31999969482422,601.1649780273438,5.875341866891671,68.98643626063773
199,103.5198974609375,602.8200073242188,5.823228404488022,75.2677787302826
200,102.69999694824219,602.0599975585938,5.8623175798341505,70.60479708440761
201,103.19999694824219,603.0900268554688,5.843895781876196,72.88187110527093
202,102.8311996459961,602.0499877929688,5.854740486015623,71.48260860410898
203,103.75,603.5499877929688,5.817349279932229,76.05974400223971
204,103.63999938964844,601.5800170898438,5.804515830110373,77.30214793847091
205,104.31500244140625,601.0399780273438,5.761778880894414,82.3067966648743
206,102.32209777832031,596.75,5.832073549673036,73.4152914457631
207,101.82980346679688,595.6790161132812,5.849751210680783,71.23013903059615
208,102.81500244140625,598.3400268554688,5.819578978237731,75.08543788353467
209,103.38999938964844,600.3200073242188,5.806364356979808,76.9086060452268
210,104.56999969482422,605.3900146484375,5.7893278800344286,79.64336456936604
211,103.68000030517578,602.75,5.81356093967826,76.39673934922081
212,101.58000183105469,590.744384765625,5.815557925940347,74.51253074157358
213,101.87000274658203,591.3400268554688,5.804849424874582,75.83501463150509
214,102.2301025390625,592.5399780273438,5.796139916820802,77.01683789648808
215,101.05999755859375,590.4600219726562,5.8426680807142555,71.35747782515506
216,100.61799621582031,588.0050048828125,5.843934753198351,70.88900670073718
217,100.875,588.5900268554688,5.834845371553594,72.00386086274483
218,101.01000213623047,586.9000244140625,5.810315929134626,74.58679532941011
219,96.94000244140625,584.0399780273438,6.024757203615266,50.527022728235295
220,96.17140197753906,583.0900268554688,6.063029287975339,46.39329161196969
221,96.25,585.4400024414062,6.082493531858766,44.5631795877286
222,97.83000183105469,585.7100219726562,5.987018409589064,54.74361865150553
223,97.56230163574219,583.010009765625,5.97577137880927,55.6730064503825
224,97.69000244140625,583.8699951171875,5.976763031277315,55.65766061499886
225,97.36000061035156,581.010009765625,5.967645913344937,56.33494566588007
226,97.55999755859375,591.8800048828125,6.0668308701764175,46.78777169083111
227,97.42130279541016,592.5499877929688,6.082345142082064,45.200432957720125
228,96.4885025024414,589.2899780273438,6.107359558331141,42.29070883601679
229,96.70010375976562,590.3300170898438,6.104750606642726,42.65024421378581
230,95.27999877929688,584.6199951171875,6.135810270856321,38.96739840155243
231,94.77999877929688,583.0499877929688,6.151614215048148,37.23030240803297
232,95.11000061035156,585.1300048828125,6.152139639657706,37.33298561887051
233,97.45999908447266,593.8200073242188,6.092961347244936,44.18635867835559
234,97.94000244140625,595.469970703125,6.079946455580005,45.71123668793058
235,96.96990203857422,594.0,6.125612045722283,40.76476286956546
236,97.17400360107422,593.010009765625,6.102558171834648,43.10472301293913
237,97.08000183105469,592.3800048828125,6.101977685514603,43.11298076474196
238,98.03990173339844,594.2000122070312,6.060797712984754,47.641949743998396
239,97.75,592.5999755859375,6.062403842311381,47.32451639641209
240,95.52999877929688,585.3001098632812,6.126872368286125,39.940835314327785
241,95.9800033569336,585.2750244140625,6.0978850171271874,42.94234402694616
242,95.30020141601562,581.5,6.101770944444996,42.22101793257929
243,94.7699966430664,579.7999877929688,6.117969909576738,40.414146212208436
