,intc,ibm,Ratio,Spread
0,52.39500045776367,136.69509887695312,2.608934014365453,59.895742995816185
1,52.34989929199219,135.66000366210938,2.5914090666237612,60.758321894491296
2,52.47999954223633,135.25999450683594,2.5773627226878615,61.65597707555613
3,51.689998626708984,133.80999755859375,2.588701898116363,60.084144202210716
4,51.689998626708984,134.11000061035156,2.5945057878383255,59.7841411504529
5,48.06999969482422,133.2899932861328,2.772831165640394,46.75730284262246
6,48.38859939575195,133.49000549316406,2.758707777453943,47.77596527063218
7,48.3849983215332,133.56500244140625,2.760463099612523,47.68719386561394
8,47.82500076293945,132.2050018310547,2.764349183941947,46.905149714605635
9,48.13999938964844,132.39999389648438,2.750311499275889,47.91505782744087
10,48.224998474121094,133.02000427246094,2.7583205491202505,47.620177161087064
11,48.04999923706055,132.50999450683594,2.7577522707769813,47.46079793878712
12,46.38999938964844,133.4720001220703,2.877171844754401,40.14913253943421
13,47.178001403808594,133.2899932861328,2.8252573089154334,43.34532320612177
14,47.0,133.47999572753906,2.839999909096576,42.47444819894866
15,47.04499816894531,133.6699981689453,2.841322210044886,42.45656810090073
16,46.57500076293945,132.67779541015625,2.8486912128132547,41.650985376632114
17,47.070098876953125,133.75360107421875,2.841583176272195,42.46897782866372
18,47.7400016784668,134.5,2.81734384732262,44.285021836037565
19,47.66999816894531,132.8730926513672,2.787352585591823,45.644158997914836
20,47.50960159301758,132.6199951171875,2.7914356397524176,45.28372413372326
21,48.154998779296875,133.39999389648438,2.770221104311119,46.97243194189365
22,48.08539962768555,133.42999267578125,2.774854606780847,46.67620968391142
23,48.33000183105469,133.22000122070312,2.7564658839946894,47.82182819718542
24,48.25,132.6300048828125,2.7488083913536268,48.10580980254718
25,48.83000183105469,133.55999755859375,2.735203615611025,49.39438016284358
26,48.50849914550781,133.00250244140625,2.741839157761761,48.72209644837297
27,48.779998779296875,133.5449981689453,2.7376999079717947,49.218113048868695
28,48.7400016784668,133.7449951171875,2.744049866873018,48.865123325947614
29,48.654998779296875,134.0500030517578,2.755112658820932,48.234971090169005
