,amat,msft,Ratio,Spread
0,144.80728149414062,320.7940979003906,2.2153174522054058,35.818820717952384
1,143.67776489257812,316.9402160644531,2.205909984063408,36.871730254531805
2,150.02886962890625,324.251708984375,2.1612620943316165,45.30969016440313
3,150.9206085205078,330.1068420410156,2.187288040229172,41.665888867013315
4,154.06149291992188,331.5830383300781,2.152277198186236,47.978449455073964
5,161.2250518798828,339.27099609375,2.1043317532719197,58.05466636923533
6,158.17335510253906,338.0821228027344,2.1374151328051796,51.67595001388745
7,159.50103759765625,338.7756042480469,2.1239711625112645,54.27485212984485
8,156.5286102294922,336.1700439453125,2.147658779135914,49.50939485872144
9,155.914306640625,333.1979064941406,2.1370579369739673,50.958183885060045
10,158.460693359375,331.6424560546875,2.0929004475737805,58.82815741590074
11,156.90512084960938,325.95574951171875,2.07740670123916,60.6573593383362
12,152.32757568359375,313.4430236816406,2.057690620198058,61.81870069886899
13,154.90367126464844,310.9661560058594,2.00748086515382,70.68376342468432
14,149.4244842529297,311.1247253417969,2.0821535834459257,56.937920540401855
15,148.2156982421875,311.3525695800781,2.100672015668149,53.71253193025681
16,151.04942321777344,312.0560302734375,2.0659200387911114,60.03613498225142
17,158.08416748046875,315.3154296875,1.9946047394433546,74.22147589836223
18,155.7359619140625,301.970458984375,1.9389899113411386,81.74337261071648
19,165.4657440185547,307.32037353515625,1.8573051199086532,100.52134614566378
20,150.96023559570312,299.8404235839844,1.986221221772649,72.03057444094495
21,141.75559997558594,300.5141296386719,2.1199453826898433,48.531237172012574
22,137.87159729003906,298.8001708984375,2.167235143217023,40.61365626263066
23,133.8191680908203,293.28192138671875,2.191628640133784,36.0827024988777
24,138.0102996826172,293.6187744140625,2.1275134905822153,46.139006575509406
25,131.76820373535156,285.8119201660156,2.1690507426211223,38.46672770232542
26,134.33441162109375,293.9555969238281,2.188237499062898,36.686726513703185
27,128.95428466796875,297.0565185546875,2.3035800579992207,20.244180207397196
28,131.23316955566406,305.3984069824219,2.3271434197349294,17.55346453359167
29,136.91050720214844,308.0931396484375,2.250325018470188,28.93737883912789
30,137.33656311035156,305.89373779296875,2.227329204002138,32.19331301577186
31,139.466796875,310.5500793457031,2.2266954307700924,32.81951955279866
32,135.255859375,298.4534606933594,2.2065843363272735,34.47386646206932
33,134.3245086669922,303.09991455078125,2.256475140379669,27.517851567201237
34,134.8793487548828,298.1562194824219,2.2105401770901434,33.83743762698575
35,137.47528076171875,301.7326965332031,2.1948141866768482,36.69834594274628
36,142.87521362304688,308.3210144042969,2.1579741271131323,43.500767386196834
37,138.48590087890625,299.5729675292969,2.16320192617476,41.364208056604504
38,131.27279663085938,292.30108642578125,2.2266691494943562,30.74905220713268
39,130.64857482910156,292.261474609375,2.237004689807567,29.24072044045184
40,138.5552520751953,297.6806640625,2.1484617840465963,43.42848843765328
41,139.6649932861328,297.33319091796875,2.12890276884788,46.52789491985491
42,135.21624755859375,288.6266784667969,2.13455619186389,44.20241941043643
43,132.12489318847656,285.8468933105469,2.1634597872695,39.316272126012485
44,129.29598999023438,285.6384582519531,2.2091826534877623,32.509600470034094
45,126.91374206542969,278.2423400878906,2.192373619749107,33.9982264924577
46,132.43258666992188,292.4587097167969,2.208359113650237,33.467473206206854
47,134.715576171875,295.1590881347656,2.1909796663616015,36.4284461538135
48,133.2068328857422,296.62835693359375,2.226825385061335,31.217799720115213
49,128.65078735351562,292.816162109375,2.276054178391884,23.731924810142036
50,132.19436645507812,298.01824951171875,2.2543944761291352,27.317195548732546
51,129.67315673828125,293.7791442871094,2.265535533156199,25.304211545214148
52,124.80943298339844,287.762939453125,2.305618514358621,19.259366997267225
53,118.33768463134766,276.8921813964844,2.339847887501558,14.081500502985396
54,123.231201171875,273.85430908203125,2.2222806113857216,29.254302270893877
55,127.66812133789062,286.4128112792969,2.2434168238543073,27.69846303783905
56,124.04513549804688,283.5238342285156,2.2856505665470435,21.603169326835175
57,122.7249755859375,278.0437927246094,2.2655844207515097,23.809481751039446
58,119.2409439086914,274.4400634765625,2.3015589652386064,18.77351840443757
59,123.48927307128906,285.07257080078125,2.308480434865074,18.67600656990894
60,129.5143585205078,292.26019287109375,2.25658526367033,26.429375558233207
61,131.01318359375,293.0841979980469,2.237058820788998,29.32215290789637
62,134.13987731933594,298.2564697265625,2.223473553777953,31.90344806084838
63,133.2068328857422,296.9956970214844,2.229583052066343,30.850459632224588
64,134.4773406982422,301.8602294921875,2.2446921386521237,29.136529095134254
65,130.44740295410156,297.3232727050781,2.279257892237935,23.680056857950692
66,137.5643310546875,301.89996337890625,2.194609322520447,36.75190577945771
67,136.045654296875,301.48297119140625,2.2160426420789494,33.40288733512873
68,136.64122009277344,308.45220947265625,2.2573876994308937,27.910531548964716
69,140.39324951171875,313.1281433105469,2.2303646678141016,32.53887040109422
70,134.79498291015625,311.5893249511719,2.311579542681146,20.19512195825806
71,130.8245849609375,306.0794677734375,2.339617342297159,15.859196738632566
72,126.46707916259766,307.18145751953125,2.428944034712707,3.951475568531326
73,128.4820556640625,312.6912841796875,2.4337350656753998,3.4383823398741
74,120.80925750732422,308.63092041015625,2.554695946140097,-11.528238589942955
75,118.4468765258789,297.33319091796875,2.5102662023595514,-6.088735245476666
76,121.49414825439453,299.189697265625,2.4625852484611586,-0.3886251712210327
77,119.07220458984375,294.821533203125,2.4759895411247954,-2.0263906414328647
78,115.37974548339844,283.1962890625,2.4544714314978973,0.44230311351507057
79,113.71216583251953,280.0194091796875,2.46252814841389,-0.5160766383016511
80,115.99515533447266,285.5391845703125,2.4616475036992598,-0.374500663351252
81,112.52105712890625,277.8055114746094,2.468920205365207,-1.2558871653380055
82,114.01988983154297,278.4905090332031,2.4424730583817866,1.7759166720370883
83,116.19367218017578,283.2359619140625,2.437619507152356,2.4210035450257448
84,117.01753234863281,284.2882995605469,2.4294504751096677,3.4116721785734154
85,114.83381652832031,278.7784118652344,2.42766826265399,3.5063871230789556
86,111.96520233154297,272.0474853515625,2.4297503124765125,3.123731692400814
87,113.62284088134766,278.6890869140625,2.4527558433879304,0.592737848218722
88,108.11390686035156,268.2650451660156,2.48131857368292,-2.6442605074884926
89,108.00472259521484,281.1710205078125,2.603321537721998,-15.820990702955182
90,113.78165435791016,287.5346374511719,2.527073798265461,-7.85898744718909
91,109.5333251953125,275.5122375488281,2.5153279794761376,-6.371583034535458
92,112.13394165039062,282.4119567871094,2.5185234071910965,-6.822300423838126
93,112.95780181884766,279.7414245605469,2.4765126450421984,-2.1087619172435796
94,117.93071746826172,287.8821105957031,2.4411121782005596,2.082375202553781
95,112.63024139404297,275.3434753417969,2.444667364056274,1.4769038211443655
96,111.66741180419922,272.742431640625,2.442453238898912,1.690325236442821
97,104.96737670898438,262.6658630371094,2.502357125350807,-4.847835576557568
98,106.38679504394531,267.55029296875,2.514882536486156,-6.212395652432658
99,103.15091705322266,258.6650085449219,2.5076365381362415,-5.35143296374201
100,105.96990203857422,253.5026397705078,2.3922135898382737,6.801447366990349
101,111.03215026855469,259.23089599609375,2.3347372393409396,13.626540994815205
102,109.6623764038086,259.6081237792969,2.3673399418533907,9.852551582583349
103,115.97528839111328,264.8896789550781,2.2840182820823713,20.225738957965437
104,110.51599884033203,252.82933044433594,2.28771701018249,18.748155591690338
105,109.92044830322266,251.89395141601562,2.2916022933344475,18.20668996362966
106,105.67212677001953,251.31680297851562,2.378269565118824,8.248861830792041
107,109.1164321899414,259.3669738769531,2.376974472785797,8.739870458520361
108,105.80115509033203,258.342041015625,2.441769570427232,1.543587883212727
109,107.99021911621094,261.227783203125,2.4189948436164515,4.086280912624179
110,114.49768829345703,264.59112548828125,2.310886179729109,16.860143586809247
111,118.8857650756836,271.8949890136719,2.2870272891004353,20.437821330905454
112,116.70664978027344,270.5317687988281,2.31804930831418,16.397277164501563
113,113.8907241821289,271.07904052734375,2.38016785365107,8.867080540021366
114,116.74644470214844,273.2283935546875,2.3403572952629657,13.799335751297608
115,114.38823699951172,268.69085693359375,2.3489378277133572,12.488995110489302
116,114.42803192138672,267.4270935058594,2.3370767548425952,13.851441880879097
117,115.0947036743164,271.1586608886719,2.355961240892281,11.773085358480134
118,111.90067291259766,269.0789489746094,2.4046231534709275,5.932248185883939
119,106.70663452148438,263.48663330078125,2.469261958099997,-1.3555988888348582
