,bac,jpm,Ratio,Spread
0,42.88153839111328,151.96353149414062,3.5437985015396127,-7.828736243250562
1,42.17792510986328,149.22984313964844,3.538102994657533,-7.516524274885926
2,43.18448257446289,151.3140411376953,3.503898440297042,-6.136667234804024
3,43.27243423461914,151.9053955078125,3.5104425760796234,-6.425337056655268
4,43.40924835205078,152.44825744628906,3.5118842927186265,-6.497354905803336
5,43.62424850463867,153.32073974609375,3.5145760672482593,-6.629916845406045
6,43.68288040161133,153.78602600097656,3.520510199581616,-6.893422153600442
7,43.61447525024414,153.70848083496094,3.524253816033257,-7.05129246813239
8,43.516746520996094,153.6309356689453,3.5303865282029068,-7.310079512475271
9,43.4776611328125,153.5049285888672,3.5306620593033085,-7.318584311367163
10,45.12919998168945,156.7523956298828,3.4734140133989286,-4.882300874814847
11,46.89802169799805,162.69485473632812,3.469119780446371,-4.737381969148645
12,46.106449127197266,159.72044372558594,3.4641670904856143,-4.487158149266678
13,47.03483581542969,161.41732788085938,3.4318675739462607,-2.9890110243513726
14,48.06094741821289,163.0166778564453,3.391873997778693,-1.0570106376234656
15,47.81663513183594,163.17271423339844,3.412467518542712,-2.0538447198894283
16,48.09025573730469,163.3385009765625,3.3964989054915167,-1.2779695408631704
17,47.748226165771484,164.26495361328125,3.4402315395547673,-3.381512708553162
18,47.650489807128906,164.06015014648438,3.442989795289358,-3.5130677085814903
19,46.81983947753906,153.9764404296875,3.2887007334477256,3.7119691948518727
20,45.20737838745117,147.52053833007812,3.263196044365789,4.618606439396599
21,45.38328552246094,145.238525390625,3.20026467274486,7.506001603614989
22,44.708988189697266,144.00001525878906,3.2208292133073235,6.423925822667554
23,43.89787292480469,141.4839630126953,3.2230254813268906,6.148534938416061
24,43.536293029785156,141.35719299316406,3.246881696989112,5.03093223102435
25,44.396270751953125,142.8980255126953,3.2186943428442985,6.4497023829008935
26,44.85557556152344,144.25357055664062,3.215956294190985,6.674849148003672
27,44.43536376953125,141.70826721191406,3.189087591291006,7.773998819118885
28,44.826263427734375,142.9760284423828,3.1895593678665257,7.851513917150653
29,45.09011459350586,144.91671752929688,3.213935445401787,6.818865346801074
30,45.871910095214844,147.4034881591797,3.213371491468723,7.022634245685948
31,45.82305145263672,146.22349548339844,3.1910466642435824,8.034480508637968
32,45.373512268066406,145.01422119140625,3.1960104903200617,7.696671268974553
33,47.181419372558594,148.77854919433594,3.153329237925973,10.154233157126397
34,47.406185150146484,149.27590942382812,3.148869898538268,10.430401565228648
35,48.25639343261719,152.08453369140625,3.151593454736096,10.547758563432508
36,48.15866470336914,152.7184295654297,3.1711516609958172,9.577530479050564
37,47.93389892578125,152.08453369140625,3.1727970621978256,9.437897715479563
38,46.82960891723633,150.10482788085938,3.2053401971847575,7.617203149305807
39,46.34098815917969,148.71029663085938,3.209044574536146,7.330152116913537
40,46.702571868896484,150.88502502441406,3.2307647948806477,6.399809578515159
41,46.595069885253906,151.1580810546875,3.244078856989224,5.756786804024058
42,45.021705627441406,147.6765594482422,3.2801191645265235,3.823594819074811
43,44.91421127319336,148.3689727783203,3.3033859122195692,2.761241001245748
44,44.5233154296875,148.1056671142578,3.3264743580956035,1.6792834650410788
45,43.76105880737305,145.00448608398438,3.313550678064339,2.1571677777985037
46,42.607906341552734,140.96710205078125,3.3084728670018024,2.225991893218447
47,43.99559783935547,144.3023223876953,3.279926389785577,3.66649464554119
48,43.19425964355469,138.2852783203125,3.201473516653896,6.925743244671322
49,41.503623962402344,133.06785583496094,3.2061743802301597,6.324863988784854
50,42.17792510986328,135.82772827148438,3.2203511177395767,5.8855905932781365
51,41.726192474365234,134.8622589111328,3.232076806288672,5.29642768779412
52,40.21387481689453,131.0686798095703,3.259289993972581,3.8853843163650885
53,37.65079116821289,126.00733947753906,3.346738157893537,0.12590404090833607
54,37.896297454833984,125.11988067626953,3.301638658114065,1.8582696845312348
55,40.30225372314453,130.13247680664062,3.2289131446738164,5.1257422296966535
56,39.938907623291016,128.59164428710938,3.2197085984424643,5.416123650260898
57,39.60502243041992,125.69525909423828,3.1737201844807936,7.1634470903767475
58,40.459381103515625,126.94352722167969,3.1375548453619135,8.85544374660911
59,40.75398635864258,129.19627380371094,3.1701505876446037,7.61657749846192
60,42.030616760253906,134.9695281982422,3.21121931110646,6.236830807228257
61,42.2564811706543,136.6761474609375,3.234442236422054,5.30752111333406
62,42.128822326660156,136.6273956298828,3.2430860414396543,4.916936615115658
63,42.06989669799805,136.18853759765625,3.237196862528473,5.153002826685407
64,43.38581085205078,139.08493041992188,3.205769989967758,6.78531225482193
65,42.31540298461914,136.31533813476562,3.221411791453663,5.8711091319293995
