,mo,pep,Ratio,Spread
0,46.38420104980469,169.1300048828125,3.6462847490077586,-5.2584212306852045
1,46.63999938964844,169.27000427246094,3.629288303765067,-4.4747934973227395
2,46.875,169.36000061035156,3.6130133463541667,-3.716258379624523
3,46.78499984741211,169.5500030517578,3.6240248713207253,-4.2312300215974155
4,46.790000915527344,169.4600067138672,3.6217141140861058,-4.123176013128958
5,46.82400131225586,169.52000427246094,3.620365614249422,-4.060406204933802
6,46.869998931884766,169.97000122070312,3.6264135927913532,-4.344316660553918
7,46.8650016784668,170.53500366210938,3.638856237158007,-4.927362998571116
8,46.98809814453125,170.1699981689453,3.6215553488782923,-4.117885368201744
9,46.904998779296875,169.7100067138672,3.6181646121004594,-3.9579460076068957
10,46.720001220703125,169.41000366210938,3.6260701891214504,-4.325925253593315
11,46.6870002746582,169.5399932861328,3.6314175742440975,-4.575073465083452
12,46.6703987121582,169.86500549316406,3.639673330001189,-4.960029975970347
13,46.689998626708984,169.77999877929688,3.6363247756056762,-4.804252620280952
14,46.494998931884766,170.42999267578125,3.6655553627490436,-6.158344155665251
15,46.69499969482422,170.58999633789062,3.6532818814173633,-5.59619250829687
16,46.790000915527344,170.77999877929688,3.649925100185737,-5.443168078558646
17,46.71500015258789,170.82000732421875,3.6566414806006535,-5.753986586280522
18,46.76499938964844,170.92999267578125,3.6550838213764005,-5.6834365539653255
19,46.74100112915039,171.16000366210938,3.6618814216061817,-6.000099565926664
20,46.810001373291016,171.49000549316406,3.6635334428982373,-6.080957884081361
21,47.2056999206543,171.91000366210938,3.6417213165161053,-5.072182468710256
22,47.32500076293945,172.7100067138672,3.6494454079146603,-5.44141848030694
23,47.28519821166992,172.4550018310547,3.6471244354114396,-5.33013116790568
24,47.277198791503906,172.3300018310547,3.645097557303327,-5.234015176450104
25,47.242698669433594,172.0800018310547,3.6424676548461408,-5.108586932900071
26,47.334999084472656,172.02000427246094,3.6340975514857212,-4.71531447171191
27,47.400001525878906,172.39999389648438,3.6371305558367846,-4.860595700124126
28,47.310001373291016,172.46499633789062,3.6454236172408185,-5.250567342097018
29,47.400001525878906,172.25999450683594,3.6341769823105894,-4.720596310475688
30,47.44499969482422,172.8300018310547,3.6427442921853097,-5.128125921394545
31,47.34370040893555,172.77020263671875,3.6492754293475227,-5.434094417519649
32,47.38999938964844,172.89500427246094,3.6483436695343574,-5.391721417256353
33,47.44990158081055,173.33099365234375,3.652926304960797,-5.611418195244628
34,47.400001525878906,172.92999267578125,3.6483119643227635,-5.390594479421001
35,47.38999938964844,172.72999572753906,3.6448617419748075,-5.226712872334478
36,47.34000015258789,172.44000244140625,3.642585591161635,-5.11725497007939
37,47.310001373291016,172.62879943847656,3.6488859528111237,-5.414370442682955
38,47.323299407958984,172.47999572753906,3.6447161944615134,-5.217550683206671
39,47.33000183105469,172.7667999267578,3.65025973469116,-5.4801540226197325
40,47.33000183105469,172.8699951171875,3.6524400682309315,-5.58334921304942
41,47.2599983215332,172.6699981689453,3.6536183728612452,-5.636118330996286
42,47.220001220703125,172.7100067138672,3.6575604034110922,-5.820546918640222
43,47.1349983215332,172.39999389648438,3.6575792942741017,-5.817459405213075
44,47.08000183105469,172.21499633789062,3.6579224647416004,-5.831041127107998
45,47.20000076293945,172.92999267578125,3.6637709720454623,-6.1127497888987286
46,47.255001068115234,173.0500030517578,3.662046326108779,-6.034167110419734
47,47.35499954223633,173.6199951171875,3.6663498425828163,-6.243088408094
48,47.400001525878906,173.72999572753906,3.665189665293322,-6.190597531178813
49,47.40999984741211,171.39999389648438,3.6152709227616735,-3.824494132935317
50,47.39670181274414,171.49000549316406,3.618184365880358,-3.9625217781537887
51,47.54999923706055,171.83999633789062,3.613880107151679,-3.7589919898972286
52,47.586299896240234,171.8800048828125,3.61196405809212,-3.6679274660023995
53,47.7400016784668,172.0800018310547,3.604524419375369,-3.312943740772315
54,47.790000915527344,172.22999572753906,3.6038918691792743,-3.282402253378993
55,47.970001220703125,172.97000122070312,3.605795222411875,-3.372469345409772
56,48.564998626708984,173.10000610351562,3.5642955008407418,-1.3540797443337484
57,48.88999938964844,174.1699981689453,3.5624872232218237,-1.2505711536079533
58,48.86000061035156,173.64999389648438,3.554031758642561,-0.8388853566802683
59,48.869998931884766,173.44859313964844,3.5491834853813256,-0.6013830326555509
60,49.03710174560547,173.6199951171875,3.540584352188936,-0.16941639107784878
61,49.13999938964844,173.67999267578125,3.5343914292430316,0.14212503291156198
62,49.029998779296875,173.22000122070312,3.532939129785294,0.2049303790785726
63,48.720001220703125,174.9600067138672,3.5911330527536913,-2.6544027585074477
64,48.94499969482422,174.67999267578125,3.568903744303284,-1.5619726059883337
65,49.23500061035156,174.25999450683594,3.5393519314834356,-0.09484992699865158
66,48.98419952392578,174.61000061035156,3.5646188425527963,-1.3504392569142314
67,48.845001220703125,174.46429443359375,3.5717942486128234,-1.7073451315562838
68,48.814998626708984,174.30999755859375,3.5708286891812087,-1.6613805060564206
69,48.65999984741211,173.82000732421875,3.5721333306470004,-1.7310540938923995
70,49.099998474121094,174.69000244140625,3.557841300819577,-1.0123185494023548
71,49.06999969482422,174.37899780273438,3.5536783959085176,-0.8096323862637322
72,49.244998931884766,174.38330078125,3.541137263957613,-0.18205463422390578
73,49.39830017089844,174.51499938964844,3.5328138576812576,0.23978116432766372
74,49.43000030517578,174.4600067138672,3.5294356794814665,0.40923550487002247
75,49.029998779296875,173.66000366210938,3.541913277294187,-0.2350720623276774
76,49.220001220703125,173.8800048828125,3.5327102919630637,0.2309804592581739
77,49.59000015258789,174.25,3.513813257992229,1.196963711526021
78,49.83000183105469,173.82000732421875,3.488260103090984,2.493545513473944
79,49.7599983215332,173.77000427246094,3.4921625830775698,2.290782499042703
80,49.94499969482422,174.06430053710938,3.485119663643678,2.664482306105381
81,49.9109001159668,174.3249969482422,3.4927239649696196,2.28066040504481
82,49.81999969482422,174.11000061035156,3.4947812460231664,2.167436886185467
83,49.790000915527344,174.08999633789062,3.496485100155913,2.0791226831131238
84,50.099998474121094,175.43499755859375,3.501696664705765,1.853449106831985
85,50.244998931884766,174.91000366210938,3.4811425491167434,2.902005258338559
86,50.55500030517578,174.53329467773438,3.452344844706999,4.398055661102401
87,50.45000076293945,174.6300048828125,3.4614470216439646,3.922217017690994
88,50.41999816894531,174.5800018310547,3.4625150371104536,3.8638878199486695
89,50.45000076293945,173.8300018310547,3.4455896769529906,4.722220069448806
90,50.540000915527344,174.1699981689453,3.446181143923076,4.707192932124823
91,49.869998931884766,172.0399932861328,3.4497693397009024,4.417979594281913
92,49.67499923706055,172.52000427246094,3.472974472513944,3.233870969053893
