,crm,acn,Ratio,Spread
0,256.8500061035156,412.1600036621094,1.6046719636673894,26.68511479796775
1,255.96279907226562,412.4049987792969,1.6111911585357492,24.91834338435917
2,256.8399963378906,413.80499267578125,1.6111392251049264,25.022956596581714
3,257.5799865722656,414.42999267578125,1.6089370847121711,25.66722020540181
4,257.9800109863281,415.6449890136719,1.6111519160905041,25.13836323506377
5,258.1400146484375,414.7699890136719,1.6067636378596697,26.287808513067837
6,258.3800048828125,415.2699890136719,1.6072063672342463,26.1994502575318
7,257.3800048828125,414.55999755859375,1.6106923214464417,25.194197983897546
8,256.0450134277344,415.8900146484375,1.6242847657168589,21.574345172846456
9,256.010009765625,415.75,1.6239599396157034,21.654320009368867
10,255.39999389648438,415.7799987792969,1.6279561813451562,20.57799533611354
11,255.77999877929688,415.05999755859375,1.6227226504787566,21.94979754894087
12,255.77999877929688,415.04998779296875,1.622683516200577,21.95980731456587
13,255.52000427246094,415.2799987792969,1.6252347833263336,21.28384238088774
14,254.19000244140625,415.29998779296875,1.633817159621375,18.9825760673233
15,254.45399475097656,413.25,1.6240656799451327,21.485375013710843
16,254.56500244140625,414.6000061035156,1.6286606647704645,20.325774155043582
17,254.4600067138672,414.6600036621094,1.629568469391665,20.08568333324684
18,254.63499450683594,415.1499938964844,1.6303728978828134,19.895839813362734
19,254.55499267578125,416.1600036621094,1.6348530401529362,18.748607408735673
20,254.5500030517578,415.3399963378906,1.631663686342362,19.560056311639592
21,256.760009765625,414.2900085449219,1.6135301167930824,24.40074426098125
22,257.1499938964844,414.7449951171875,1.6128524400593334,24.61467552346955
23,257.2699890136719,414.2900085449219,1.6103316602656892,25.2754829679671
24,257.64898681640625,414.4200134277344,1.608467467885053,25.795551689490544
25,256.9599914550781,415.32000732421875,1.6162827721638728,23.713762820376196
26,256.239990234375,414.79998779296875,1.6187948938554193,22.998804773149864
27,255.27000427246094,413.95001220703125,1.6216163484888109,22.185018020975242
28,255.21499633789062,415.260009765625,1.6270987822982141,20.78066844758036
29,255.82000732421875,414.2200012207031,1.619185323123429,22.858418292603638
30,255.86000061035156,415.510009765625,1.6239740826015394,21.637007980911683
31,256.135009765625,416.4800109863281,1.626017510716032,21.138714489129775
32,255.02499389648438,416.010009765625,1.631251915388674,19.704767951518257
33,255.39999389648438,416.6300048828125,1.6312843180868513,19.727989232597913
34,254.11000061035156,414.6199951171875,1.6316555590937152,19.52534610410249
