,mdlz,cl,Ratio,Spread
0,63.47129440307617,80.53067016601562,1.2687730874779932,-3.8020088162447965
1,63.295413970947266,80.56971740722656,1.2729155613739762,-4.057076395177521
2,62.84595489501953,80.1498794555664,1.2753387165403416,-4.189274279447506
3,63.344268798828125,80.51114654541016,1.2710091705549789,-3.9385009251712293
4,63.45174789428711,80.83334350585938,1.2739340709814744,-4.128689621721794
5,64.01844787597656,81.9268798828125,1.2797386159928477,-4.526192221922717
6,64.49722290039062,82.46387481689453,1.2785647367213246,-4.47514480692249
7,64.84898376464844,82.90323638916016,1.278404557425829,-4.482465703744513
8,64.5837631225586,82.5907974243164,1.2788167401702255,-4.495776749755013
9,65.13382720947266,83.32307434082031,1.2792596091866428,-4.552452472962333
10,64.79986572265625,82.5907974243164,1.2745519840705448,-4.230354632634903
11,65.27134704589844,82.86418151855469,1.2695338041711484,-3.924654667074822
12,66.21431732177734,83.20591735839844,1.256615196288261,-3.1082130167263844
13,66.18484497070312,82.65914916992188,1.248913542163786,-2.5976434386093845
14,66.35183715820312,82.44435119628906,1.2425330590276868,-2.1777418709951095
15,65.84105682373047,81.73160552978516,1.241347108819909,-2.0923482016341555
16,66.06697845458984,81.20436096191406,1.2291217619060433,-1.2876215602534304
17,66.17503356933594,80.91145324707031,1.2226885108005885,-0.8619981015518792
18,66.44023895263672,80.5892562866211,1.21295855579434,-0.21406987143939515
19,66.89207458496094,81.47773742675781,1.218047697463342,-0.5475962351523154
20,66.17503356933594,81.15554809570312,1.2263771352782333,-1.1060929501846917
21,66.40094757080078,82.07332611083984,1.2360264290404621,-1.7463982624072574
22,66.55811309814453,81.32152557373047,1.2218123649902195,-0.8015634583014335
23,67.14746856689453,82.13631439208984,1.2232227981947366,-0.8924925166151243
24,66.41077423095703,82.13631439208984,1.2367920016478657,-1.7973172166722295
25,65.79194641113281,80.24168395996094,1.2196277559343198,-0.6627451549485843
26,65.43833923339844,79.89810180664062,1.2209677498334526,-0.7534713611792969
27,66.27325439453125,81.18408966064453,1.2249902378016266,-1.0139974688488027
28,65.24187469482422,81.52767944335938,1.2496219617341429,-2.6243512022390862
29,65.84105682373047,80.93866729736328,1.2293038903377889,-1.2994099692122805
30,65.49726104736328,80.41838073730469,1.2278128802844357,-1.2013811829106689
31,66.69563293457031,81.28225708007812,1.2187043364565948,-0.5933899810272041
32,66.73492431640625,81.21354675292969,1.2169572017176018,-0.47642108712965436
33,65.83123779296875,79.633056640625,1.2096545547428608,-0.005859268863534606
34,66.2830810546875,79.633056640625,1.201408494800098,0.5491048781557422
35,66.84297943115234,79.43672180175781,1.1884078549128245,1.433119607900022
36,66.75456237792969,79.38763427734375,1.189246569064331,1.373611301235354
37,65.58566284179688,78.25871276855469,1.1932289676987369,1.066863875727091
38,65.51691436767578,78.07219696044922,1.191634217117036,1.1689412479148413
39,64.96684265136719,77.8071517944336,1.1976440383900384,0.7583758500384019
40,64.7016372680664,77.13961791992188,1.1922359491510774,1.1001784548868554
41,64.54447174072266,76.90401458740234,1.1914887908034695,1.142747520409952
42,64.88825988769531,77.69916534423828,1.1974302513076374,0.7698451667355042
43,64.82933044433594,78.09183502197266,1.2045756833633232,0.3047970094729462
44,65.2909927368164,77.4046630859375,1.1855335604705917,1.5589930489169146
45,65.10435485839844,77.1985092163086,1.1857656739585987,1.5359140411898093
46,63.50327682495117,74.19461059570312,1.168358773047617,2.5733322903419347
47,65.57585144042969,76.70767974853516,1.1697549946144097,2.605846309952565
48,64.31855773925781,75.53948974609375,1.1744587005872347,2.2297996588043785
49,63.198768615722656,74.64616394042969,1.181133202045635,1.7477750533097631
50,63.55238723754883,75.2940673828125,1.1847559258690805,1.5341940263712073
51,63.7586669921875,75.98124694824219,1.1917006821606284,1.1003719363743412
52,62.697818756103516,75.94197082519531,1.2112378441842127,-0.16330981631604713
53,61.420875549316406,75.2744369506836,1.2255513500494437,-1.0641465640662235
54,59.72156524658203,73.49761962890625,1.230671355069895,-1.3744607159127358
55,60.20287322998047,74.15534210205078,1.2317575245747925,-1.4410298022738917
56,59.092918395996094,72.48649597167969,1.2266528365705338,-1.1354553854809697
57,58.07136154174805,72.41777801513672,1.2470480473077061,-2.3214367379261662
58,58.28746032714844,72.60429382324219,1.2456245891609972,-2.242535114209264
59,60.084999084472656,74.10624694824219,1.2333568790449219,-1.5367103487126346
60,60.851165771484375,73.7724838256836,1.2123429829220185,-0.26192391573735874
61,61.165489196777344,73.75284576416016,1.2057918073194451,0.14377330918348408
62,60.418968200683594,70.87654876708984,1.1730843951467533,2.1031762792116635
63,60.281455993652344,72.79081726074219,1.2075159111685538,0.02001217253292653
64,60.4779052734375,73.13440704345703,1.2092748039601562,-0.08229414703186277
65,59.7019157409668,72.28034210205078,1.2106871480583463,-0.18131715772956936
66,59.77067184448242,72.29998016357422,1.2096230129668253,-0.11650741273981025
67,60.428794860839844,73.40926361083984,1.2148060172289128,-0.41746923755330867
68,60.4779052734375,74.00808715820312,1.2237210734001434,-0.9559742617779565
69,61.94147872924805,74.80323791503906,1.2076437219397191,0.04646911040853441
70,61.980987548828125,74.9603042602539,1.209408033410258,-0.06207160608586859
71,62.0106201171875,74.44002532958984,1.2004399438179023,0.4946027174429699
72,62.751426696777344,75.01920318603516,1.1954979692898016,0.8253003120213234
73,62.267433166503906,75.18608093261719,1.2074703759117331,0.0639707290450926
74,62.23780059814453,76.03031921386719,1.2216099939774197,-0.8166629450696692
75,62.43534851074219,77.36538696289062,1.2391279749095927,-1.9090978651931638
76,62.11927032470703,78.94587707519531,1.2708757952650283,-3.8778023778568556
77,62.623023986816406,78.77900695800781,1.2579879083225463,-3.092210581968334
78,62.632896423339844,78.96551513671875,1.260767418498191,-3.266593210121346
79,62.88970947265625,79.5152587890625,1.264360408973345,-3.5009132478356153
80,63.0675048828125,79.50543212890625,1.2606402025359578,-3.272714230490766
81,62.9390983581543,79.45635986328125,1.2624324455862974,-3.3813537721805065
82,62.79093551635742,78.54340362548828,1.2508716899914198,-2.650374498711361
83,64.41084289550781,79.13240051269531,1.228557133479373,-1.2497643848074236
84,64.92446899414062,80.50492095947266,1.2399781192933308,-1.9914376023258202
85,65.03311157226562,81.06775665283203,1.2465612469234,-2.42083601597503
86,64.2626724243164,80.08032989501953,1.2461406734886715,-2.379680102050958
87,64.9738540649414,80.78140258789062,1.2432909167916923,-2.2072633661676693
88,63.25518035888672,79.50762176513672,1.2569345516689638,-3.0443965883792177
89,63.26505661010742,79.67548370361328,1.2593916448165174,-3.2001282910001154
90,65.40846252441406,80.19882202148438,1.2261230263828589,-1.0908868279433395
91,63.68978500366211,76.08125305175781,1.1945597405829398,0.9157634115200151
92,63.008243560791016,74.2347640991211,1.1781754244188478,1.9251676988626056
93,63.897212982177734,73.55343627929688,1.1511211967854131,3.6983479340343135
94,65.37882995605469,76.03187561035156,1.1629433512569354,3.039664190324697
95,64.43059539794922,75.1333236694336,1.166112515418801,2.773572930165639
96,64.92446899414062,75.87389373779297,1.1686486607174333,2.6395896193538673
97,65.46772766113281,76.69345092773438,1.171469572377813,2.487275051536184
98,65.11213684082031,75.7060317993164,1.1627023082408583,3.0379494655769688
99,64.75654602050781,75.78501892089844,1.1703066883292077,2.522217629617739
100,64.87508392333984,76.57496643066406,1.1803447764499153,1.877861061906668
101,65.56649780273438,77.41427612304688,1.180698660403643,1.8877615853759235
102,65.3195571899414,77.7401351928711,1.1901509829102506,1.2586044514801498
103,64.91458892822266,77.77962493896484,1.1981840480414552,0.7217234970285742
104,60.19316864013672,74.75809478759766,1.2419697529886982,-2.055701885278029
105,60.361087799072266,74.1755142211914,1.228863112409506,-1.266879197538859
106,60.44010543823242,74.18538665771484,1.2274198749293976,-1.179700376621415
107,61.279685974121094,75.55791473388672,1.2330010105762526,-1.5210365873196454
108,62.22792434692383,77.13780212402344,1.2396010783515177,-1.9362760910815981
109,61.60564422607422,76.51571655273438,1.2420244526937283,-2.0784890846548794
110,61.73405075073242,77.17729949951172,1.250157709740051,-2.582360224117483
111,62.978607177734375,77.86849975585938,1.2364277846936762,-1.7449680360381907
112,62.781063079833984,77.8191146850586,1.239531649632977,-1.9382111088396132
113,62.1390266418457,77.21678924560547,1.2426456193249427,-2.124449391257929
114,62.267433166503906,78.2733383178711,1.2570509869672513,-3.0232866562088136
115,61.6451530456543,77.93761444091797,1.2642942809014928,-3.4518613441180324
116,61.68466567993164,77.78949737548828,1.2610832290008853,-3.255213964670165
117,62.46498107910156,77.72038269042969,1.2442232647442841,-2.2276981998674645
118,61.85258102416992,76.89094543457031,1.2431323666917617,-2.150424587717015
119,60.4796142578125,75.8837661743164,1.254699903521856,-2.8295542645025367
120,60.05488586425781,75.6665267944336,1.259956216809117,-3.1339759352843717
121,58.474491119384766,75.23206329345703,1.2865791878352404,-4.640589121400598
122,57.753440856933594,73.3362045288086,1.2698153294532963,-3.6303406507667435
123,58.31645584106445,73.22759246826172,1.2556934644285662,-2.8302208110870484
124,57.891727447509766,72.9906005859375,1.260812274985538,-3.1148899794274914
125,58.07939529418945,73.10909271240234,1.258778476292375,-3.0028841981458103
126,59.08689498901367,75.49867248535156,1.2777566412888919,-4.155029984288465
127,59.541255950927734,76.93043518066406,1.2920526104465786,-5.028736236071541
128,60.29194259643555,77.88824462890625,1.2918516351389049,-5.064535312136645
129,61.8822135925293,79.369384765625,1.282588003206253,-4.592468525906927
130,61.862457275390625,78.87566375732422,1.2750166616595358,-4.123012674615243
131,60.9636116027832,77.88824462890625,1.2776186085627246,-4.239576197400442
132,61.63910675048828,78.6683120727539,1.2762727466379244,-4.189985172876039
133,61.6788444519043,79.13240051269531,1.2829747576480763,-4.605266866232444
134,62.92056655883789,80.93939208984375,1.2863741780544238,-4.887147175176711
135,62.066261291503906,79.9815902709961,1.2886484316390516,-4.978622471089256
136,61.99672317504883,80.00132751464844,1.2904121930567733,-5.08376800729204
137,61.95698928833008,78.46095275878906,1.266377751082356,-3.592195312719926
138,62.02652359008789,77.36490631103516,1.247287480148225,-2.410745257713319
139,61.867584228515625,77.71050262451172,1.2560778571453235,-2.951554501636639
140,62.14573287963867,77.32540893554688,1.244259345775318,-2.2248323277677886
141,61.55963897705078,77.44390106201172,1.2580304619863436,-3.06317828470836
142,60.47685623168945,77.35503387451172,1.2790849044494184,-4.304209434965774
143,60.33778381347656,77.16742706298828,1.2789237884761817,-4.287414523245463
144,59.66228485107422,76.15037536621094,1.2763570077192552,-4.100025980137932
145,61.01327896118164,76.55521392822266,1.2547303674160708,-2.845542920107778
146,61.04308319091797,75.11471557617188,1.2305196862557475,-1.3684383367938184
147,60.94374084472656,75.6611099243164,1.2414910682474676,-2.036847208751968
148,61.579505920410156,76.96253204345703,1.2498075600497514,-2.557408235510042
