,csco,ma,Ratio,Spread
0,61.25,371.43499755859375,6.06424485809949,58.28194164462177
1,61.224998474121094,370.3999938964844,6.049816302617745,59.13862863990805
2,61.39500045776367,369.9750061035156,6.026142248472459,60.77610991120649
3,61.26499938964844,368.80999755859375,6.0199135106970925,61.01392076179427
4,61.290000915527344,371.5299987792969,6.061837057097721,58.47223620791429
5,61.30500030517578,372.0799865722656,6.069325254384708,58.02922753211804
6,61.34000015258789,372.1499938964844,6.067003471971521,58.20884721706959
7,59.96500015258789,368.0,6.13691318375021,52.55202299895778
8,60.060001373291016,368.3399963378906,6.1328669316629965,52.8895973462309
9,59.685001373291016,368.6000061035156,6.175756012773819,49.95500082207967
10,59.72999954223633,366.8599853515625,6.141972010097676,52.015958925550294
11,59.6682014465332,367.0299987792969,6.151182537455581,51.405187181896665
12,59.63999938964844,367.7149963378906,6.165576795792422,50.51904602888372
13,59.7400016784668,366.30999755859375,6.131737316147912,52.63728426816964
14,58.959999084472656,363.989990234375,6.17350739291706,49.39413263368748
15,58.869998931884766,362.1700134277344,6.1520302360932835,50.572207529989655
16,59.25,364.4800109863281,6.151561366857859,50.97246550474749
17,59.25,366.2749938964844,6.181856437071466,49.17748259459124
18,59.03499984741211,362.1400146484375,6.134327358083536,51.779031012790924
19,59.22999954223633,361.57000732421875,6.104508021587722,53.73982127485901
20,58.88999938964844,360.8399963378906,6.127356088940941,52.04487251183126
21,58.7400016784668,369.20001220703125,6.285325189944188,42.615038263662186
22,58.875,372.2200012207031,6.322208088674363,40.55788851184626
23,58.81999969482422,370.30999755859375,6.295647730021642,42.07561727278748
24,58.595001220703125,368.6600036621094,6.291663042612111,42.12086999707752
25,58.5,369.0150146484375,6.307948968349359,41.088288325585594
26,58.54499816894531,365.55999755859375,6.244085899596149,44.864242766946845
27,58.08000183105469,364.0,6.267217433271043,43.10777886397936
28,57.59000015258789,363.2300109863281,6.307171557977602,40.382962541963465
29,57.63999938964844,367.17999267578125,6.370228948019785,36.78958697885314
30,57.121700286865234,363.4599914550781,6.36290568435081,36.81295908686296
31,57.05500030517578,359.3893127441406,6.298997648266393,40.40791809694569
32,56.86000061035156,358.3599853515625,6.302497036665909,40.04646255167442
33,56.720001220703125,355.70001220703125,6.271156638783688,41.70792765952443
34,56.63999938964844,354.8599853515625,6.265183424709163,41.977362947001936
35,56.849998474121094,338.1300964355469,5.947759111892824,60.2050139180394
36,55.826499938964844,337.6300048828125,6.047844755661624,53.40527712544069
37,55.119998931884766,332.70001220703125,6.03592196397118,53.296341165430405
38,55.439998626708984,337.9949951171875,6.096590972034291,50.283670112632294
39,55.5099983215332,340.2200012207031,6.128985975644075,48.55791802745726
40,56.16999816894531,342.1400146484375,6.091152319773376,51.34517620643696
41,56.90999984741211,349.4800109863281,6.140924475898064,49.283043043251595
42,55.86000061035156,339.1650085449219,6.071697186520802,52.1092080022451
43,55.7599983215332,339.5199890136719,6.088952640490974,51.040988073506
44,55.97999954223633,341.8699951171875,6.107002463607563,50.26008157466286
45,56.04499816894531,343.1600036621094,6.122937191070429,49.43365827325634
46,56.39500045776367,345.7099914550781,6.13015318111387,49.37996777929412
47,56.244998931884766,341.2900085449219,6.0679174153463755,52.730105103118476
48,56.11000061035156,338.79998779296875,6.038139085859582,54.25728659321571
49,55.880001068115234,349.4200134277344,6.253042354129645,41.996851011430394
50,56.310001373291016,353.07000732421875,6.270111857814428,41.4137187746404
51,56.28499984741211,352.69000244140625,6.2661455698240065,41.61540699062975
52,55.904998779296875,351.82000732421875,6.293176191866892,39.77514657446572
53,56.119998931884766,353.0799865722656,6.291518055814895,40.04859815626598
54,55.14799880981445,345.5299987792969,6.265503848487869,40.66605620050102
55,55.31999969482422,344.29998779296875,6.223788678458393,43.122817292167596
56,56.07500076293945,344.427001953125,6.142255858527966,48.38064542388916
57,55.790000915527344,352.1600036621094,6.312242299391987,38.61495886671695
58,55.279998779296875,356.57501220703125,6.45034406803521,30.562497094109446
59,54.47999954223633,352.70001220703125,6.473935667594784,28.731717450714186
60,54.599998474121094,353.0,6.465201645881224,29.287589802428883
61,54.68000030517578,354.3299865722656,6.480065555865153,28.5281947981545
62,54.59000015258789,350.5400085449219,6.421322725134746,31.676270915159805
63,53.84939956665039,361.1400146484375,6.706481735259608,15.794130090296944
64,54.56999969482422,365.4057922363281,6.696092986619269,16.667839331755758
65,54.95000076293945,370.0899963378906,6.735031686978512,14.693890763544784
66,54.939998626708984,371.1300048828125,6.755187734977269,13.582544668972316
67,54.59000015258789,370.31500244140625,6.783568444885801,11.901277018675428
68,55.10499954223633,377.6499938964844,6.853280047793612,8.239380358804778
69,55.599998474121094,382.54998779296875,6.880395652726967,6.8698333655300825
70,55.560001373291016,379.95001220703125,6.838552966445427,9.184540374775379
71,55.56660079956055,378.92999267578125,6.819384076464473,10.25162854099703
72,55.65999984741211,381.1300048828125,6.847466868984064,8.71775995167978
73,55.643699645996094,381.5,6.856122120331574,8.231508026842716
74,55.54800033569336,383.1650085449219,6.897908227647078,5.883949860225398
75,55.38999938964844,382.67999267578125,6.908828252258447,5.242066427695745
76,55.689998626708984,386.3800048828125,6.9380501779632695,3.6817181860247796
77,54.90999984741211,394.5400085449219,7.185212340945151,-10.041417227482059
78,55.04999923706055,390.82000732421875,7.099364445787538,-5.32290797009769
79,55.099998474121094,390.67999267578125,7.090381188654162,-4.826287195317393
80,55.19499969482422,391.0,7.083975036902937,-4.468723834372399
81,55.1349983215332,388.9100036621094,7.053777373748807,-2.8066711724752214
82,55.31529998779297,390.05999755859375,7.051575199712784,-2.6707118713100204
