,acn,avgo,Ratio,Spread
0,339.2749938964844,632.8099975585938,1.8651831374040768,15.17865655315154
1,338.2799987792969,632.8699951171875,1.8708466282397298,13.218296284564417
2,337.69000244140625,632.3599853515625,1.8726049950539636,12.601459274569834
3,338.5299987792969,632.1199951171875,1.867249571371946,14.445776695565087
4,338.64990234375,635.9453125,1.87788423412707,10.8494657256947
5,340.25,640.47998046875,1.882380545095518,9.370858903134376
6,340.67999267578125,641.9600219726562,1.8843490541682544,8.712069717465283
7,338.05999755859375,638.8099975585938,1.8896349824645342,6.858108750030283
8,340.2799987792969,636.1500244140625,1.8694899103566318,13.758110275694662
9,340.1000061035156,636.5999755859375,1.871802305678809,12.964387196583061
10,339.5307922363281,636.6599731445312,1.875117037106279,11.81723575298156
11,338.79998779296875,636.5700073242188,1.8788961932112258,10.511422349388681
12,337.1000061035156,628.8200073242188,1.8653811804771152,15.014590526294
13,338.3599853515625,631.4299926757812,1.8661485400518427,14.811066811570413
14,340.82000732421875,636.3300170898438,1.8670559339684223,14.609491607806035
15,343.3399963378906,637.5650024414062,1.856949406540916,18.18748781610418
16,341.6700134277344,636.2000122070312,1.8620305768846526,16.362941545257286
17,341.17999267578125,635.7750244140625,1.8634592826732104,15.852028098060373
18,340.6700134277344,634.0499877929688,1.8611852021060504,16.60304431531722
19,339.9200134277344,635.1599731445312,1.8685571547836024,14.060617730752824
20,337.2300109863281,629.530029296875,1.866767514123757,14.552867693147391
21,337.6650085449219,628.969970703125,1.8627040255474054,15.943737539143854
22,338.19500732421875,624.2899780273438,1.8459467600266883,21.63598635479923
23,337.5799865722656,622.5,1.8440074197548486,22.25132293647698
24,338.8999938964844,618.9400024414062,1.826320488605435,28.332431053838036
25,339.5299987792969,624.2000122070312,1.8384237459170054,24.275681249723903
26,338.45001220703125,622.1900024414062,1.83835124833977,24.223001285746705
27,340.739990234375,627.0999755859375,1.8404061558920404,23.686706739929605
28,340.69000244140625,631.030029296875,1.8522117607645474,19.661180261265145
29,342.3800048828125,631.9299926757812,1.8456977150055067,21.9889891236179
30,342.8949890136719,631.7750244140625,1.8424737737677246,23.127536723182857
31,342.8500061035156,630.72998046875,1.8396674033551443,24.086666834777702
32,343.55999755859375,630.760009765625,1.8359530045637797,25.412665585013315
33,343.9800109863281,634.1799926757812,1.8436536206197967,22.79487541125866
34,344.4100036621094,634.6400146484375,1.8426875174945974,23.15610575683968
35,343.1499938964844,619.2999877929688,1.8047501058087985,36.08961268928658
36,343.80999755859375,614.4400024414062,1.7871498990854402,42.210153320232735
37,342.6700134277344,614.3699951171875,1.792891035231339,40.102880279103715
38,345.05999755859375,618.52001953125,1.7924999243826305,40.51753828539222
39,344.3800048828125,618.2999877929688,1.7954003688552338,39.43883729443564
40,342.8599853515625,615.0800170898438,1.7939685100877307,39.75568979551963
41,342.82000732421875,614.2999877929688,1.7919023822084001,40.45936419268628
42,336.7900085449219,601.1649780273438,1.784984598042667,42.07754877642287
43,336.05999755859375,602.8200073242188,1.7937868586073356,39.02825569640015
44,335.79998779296875,602.0599975585938,1.7929125057913422,39.29166718300587
45,338.0400085449219,603.0900268554688,1.7840788415887303,42.53990200330111
46,338.1499938964844,602.0499877929688,1.7804228852870254,43.790004469273526
47,339.7699890136719,603.5499877929688,1.7763487279881058,45.38406820676846
48,340.0400085449219,601.5800170898438,1.7691448122945523,47.86975505693135
49,339.8949890136719,601.0399780273438,1.7683107943764584,48.132818177893796
50,338.3800048828125,596.75,1.76354982974442,49.52929522338877
51,338.2200012207031,595.6790161132812,1.7612175919914772,50.29468465272521
52,341.0400085449219,598.3400268554688,1.7544569899829077,53.01966693530892
