,v,adbe,Ratio,Spread
117,219.97000122070312,449.4949951171875,2.0434377079727084,-57.81785720031943
118,220.77000427246094,450.32000732421875,2.0397698899731918,-57.21188386645262
119,225.32000732421875,454.1549987792969,2.015599964568622,-52.90817064559079
120,226.14999389648438,458.0299987792969,2.0253372148617035,-55.298552828893754
121,226.50999450683594,460.20001220703125,2.0316984829256297,-56.824624127912934
122,227.0,461.2900085449219,2.0321145750877614,-57.038135339730935
123,227.67999267578125,463.9800109863281,2.037860268412081,-58.51181781233024
124,228.08999633789062,466.54998779296875,2.0454644889459574,-60.348410776365974
125,228.19000244140625,466.42999267578125,2.0440421915309344,-60.04953223139908
126,224.9199981689453,461.6700134277344,2.0525965551580603,-61.138691711366825
127,224.61500549316406,458.5350036621094,2.0414264071777004,-58.54923000104467
128,225.08999633789062,461.3399963378906,2.0495801850090074,-60.50459462932137
129,224.7550048828125,463.07281494140625,2.060344841632572,-62.83662085771781
130,223.4499969482422,459.2843017578125,2.055423173105689,-61.38240812588371
131,223.25,458.20001220703125,2.0524076694603863,-60.655858136882195
132,223.9499969482422,460.1600036621094,2.054744406933207,-61.36374747884165
133,221.05499267578125,460.45001220703125,2.0829659019842537,-66.83212283827399
134,223.30999755859375,463.0400085449219,2.07353013124021,-65.38853533561681
135,223.66000366210938,461.19000244140625,2.06201374805547,-62.91246452865236
136,224.08999633789062,461.0199890136719,2.0572983914843306,-61.97331240778042
137,224.6999969482422,461.5050048828125,2.0538718787304497,-61.36720487253641
138,224.97500610351562,460.4049987792969,2.0464717692571375,-59.775282989516974
139,222.17999267578125,455.44000244140625,2.0498695537631617,-59.80979733213642
140,224.8699951171875,460.2522888183594,2.0467483382053975,-59.81040881588152
141,225.1750030517578,457.5799865722656,2.0321082729910662,-56.59253122070593
142,225.39999389648438,455.7250061035156,2.021850126193032,-54.33510398012087
143,225.27670288085938,454.2799987792969,2.016542292078684,-53.11063039048518
144,226.42999267578125,454.9800109863281,2.0093628304700837,-51.74772419067754
145,225.60000610351562,454.55999755859375,2.0148935516873205,-52.8123285796402
146,226.36000061035156,458.19000244140625,2.0241650521556545,-55.08291221017797
147,227.24000549316406,465.1400146484375,2.04691077013035,-60.45883759284343
148,228.77000427246094,466.0,2.036980335258474,-58.58207572081117
149,228.85000610351562,469.4501037597656,2.0513440735824995,-61.88907819710912
150,227.66000366210938,467.5,2.0535008015455305,-62.06756167653473
151,227.7100067138672,466.79998779296875,2.0499757324215184,-61.27810775561378
152,227.39999389648438,468.3194885253906,2.05945251141289,-63.35213619664021
153,227.74000549316406,468.9800109863281,2.0592781227468846,-63.40447137939518
154,227.00999450683594,460.3500061035156,2.0278843101317863,-56.08025547305838
155,226.99000549316406,461.1400146484375,2.0315432551603028,-56.90601886851292
156,226.50999450683594,457.25140380859375,2.0186809187123713,-53.876015729475434
157,227.10479736328125,459.6300048828125,2.0238674401385692,-55.19067800322595
158,226.1199951171875,458.44500732421875,2.027441257844659,-55.7672209433936
159,226.02000427246094,457.7699890136719,2.0253516518911425,-55.271058766847126
160,226.24000549316406,458.5899963378906,2.0270066531259303,-55.697544384974414
161,221.61000061035156,444.260009765625,2.0046929675649,-49.649363772116466
162,221.38999938964844,445.6000061035156,2.0127377358145955,-51.38288181609855
163,221.02000427246094,441.6400146484375,1.9981902366810596,-48.08470991500193
164,220.75999450683594,443.5799865722656,2.0093313897891494,-50.48976783354485
165,218.96749877929688,442.3699951171875,2.02025413626825,-52.486058482758644
166,219.2899932861328,444.17498779296875,2.025514165680158,-53.714197138686735
167,219.0,444.04998779296875,2.027625515036387,-54.10791540920051
168,215.75,445.0,2.062572421784473,-60.87128419993471
169,215.33670043945312,443.1700134277344,2.05803289696241,-59.78057692654503
170,214.6699981689453,443.32000732421875,2.0651232641057082,-61.12311791029905
171,215.50999450683594,447.2950134277344,2.075518652632819,-63.595601478072275
172,215.77000427246094,449.92608642578125,2.0852114636733408,-65.76158848140429
173,216.2801971435547,454.2650146484375,2.1003541731882267,-69.18792190832787
174,216.25,452.7099914550781,2.0934566078847543,-67.68691310367396
175,216.86000061035156,451.75,2.083141191222685,-65.6357982442112
176,218.35000610351562,450.54998779296875,2.0634301589136275,-61.77057580842948
177,219.16000366210938,452.7200012207031,2.0657053917496992,-62.49172626999948
178,218.2104949951172,448.80999755859375,2.056775489046192,-60.28013259574917
179,217.16000366210938,446.739990234375,2.057192773534307,-60.08916548902702
180,217.9499969482422,446.9800109863281,2.050837427139194,-58.91610541912744
181,217.27999877929688,445.3999938964844,2.049889526872197,-58.53453087282433
182,214.27999877929688,432.7799987792969,2.019693864311851,-51.280711063670346
183,214.36000061035156,432.2699890136719,2.0165608685522525,-50.62760001457767
184,215.4550018310547,432.4599914550781,2.007194020931499,-48.85894628504932
185,216.08999633789062,436.1600036621094,2.018418302807987,-51.42312787764062
186,216.50999450683594,435.6199951171875,2.0120087116968337,-50.13185806484754
187,215.5449981689453,436.0527038574219,2.023023997595349,-52.290679978659035
188,214.91000366210938,434.29998779296875,2.0208458442716033,-51.67379452864592
189,214.13499450683594,438.7250061035156,2.048824420846869,-57.48509117003554
190,214.5,437.6300048828125,2.0402331229967947,-55.73719546109451
191,213.4600067138672,433.4800109863281,2.03073174061775,-53.44746366213233
192,213.0500030517578,433.4800109863281,2.0346397783482764,-54.18084750473722
193,211.7899932861328,429.25,2.026771866506809,-52.204647615801754
194,210.90499877929688,426.0899963378906,2.02029349140167,-50.627655843801826
195,211.3300018310547,426.75,2.019353600068391,-50.52744587851729
196,211.5749969482422,428.9049987792969,2.0272007797037586,-52.24421574166738
197,212.05599975585938,431.5199890136719,2.034934118867101,-53.99882417959899
198,211.5850067138672,430.07391357421875,2.0326294393620277,-53.395225817543896
199,211.4499969482422,430.92999267578125,2.0379758755979664,-54.492800275986475
200,211.85000610351562,430.6300048828125,2.0327117888889514,-53.477306065679194
201,213.56500244140625,432.8349914550781,2.0267131154779485,-52.61463563735928
202,213.3300018310547,431.9700012207031,2.0248910022641775,-52.169996893864756
203,213.6999969482422,428.0,2.002807702911016,-47.53817611918013
204,215.8000030517578,426.30999755859375,1.975486522381313,-42.091840044638765
205,215.1999969482422,423.5339050292969,1.9680943821349641,-40.388993494460216
206,214.6699981689453,422.8800048828125,1.969907339124333,-40.6831154688928
207,215.10000610351562,423.8699951171875,1.970571748441525,-40.90393971635124
208,214.3699951171875,421.7900085449219,1.9675795034391177,-40.12974212056131
209,212.7899932861328,420.4599914550781,1.9759387411122158,-41.62591396820202
210,214.89999389648438,425.3522033691406,1.9793030034892853,-42.74391482386316
211,213.55999755859375,423.010009765625,1.980754891372225,-42.79860630742886
212,211.64999389648438,419.8399963378906,1.9836522959846132,-43.04506437631611
213,212.47999572753906,424.3599853515625,1.9971761760373667,-46.08040827951189
214,213.15499877929688,428.489990234375,2.010227265080649,-49.00301825926105
215,212.40499877929688,424.8999938964844,2.000423701600282,-46.75456574837879
216,213.3000030517578,425.4700012207031,1.9947022744179788,-45.72365646344273
217,214.97000122070312,432.6700134277344,2.012699497468604,-49.936501024255485
218,214.5399932861328,435.5899963378906,2.030344038264896,-53.625649921328296
219,215.22500610351562,434.5799865722656,2.01918910093211,-51.39034053359459
220,214.23480224609375,435.3420104980469,2.032078849625772,-53.92356695591477
221,214.38999938964844,434.3900146484375,2.026167339358701,-52.69396607976527
222,216.30999755859375,437.1199951171875,2.020803476726872,-51.98959762662728
223,215.80999755859375,436.5799865722656,2.022983140314116,-52.343951633044334
224,220.01499938964844,434.9200134277344,1.9767743773572788,-43.162386156499316
225,220.2550048828125,431.3500061035156,1.9584118251161513,-39.163074981877436
226,219.1699981689453,429.2200012207031,1.9583884875056785,-38.973848844733176
227,218.6750030517578,431.88519287109375,1.975009428804588,-42.52445068694002
228,218.25999450683594,428.7900085449219,1.9645836128319527,-40.17160256289569
229,218.74000549316406,429.989990234375,1.9657583406607932,-40.51297655154256
230,217.85000610351562,427.94000244140625,1.964379116143161,-40.054953008205906
231,221.15499877929688,431.82000732421875,1.9525672478927616,-38.0232345276821
232,220.19000244140625,430.6199951171875,1.955674600765663,-38.549335494228025
233,218.30999755859375,423.2401123046875,1.938711543391828,-34.53226460877162
234,218.50999450683594,424.3407897949219,1.9419742824699338,-35.27520253722626
235,217.3249969482422,418.1600036621094,1.924122901341615,-31.214051284082338
236,216.55999755859375,418.1199951171875,1.9307351303606222,-32.54241635095784
237,216.52999877929688,417.3999938964844,1.9276774407685136,-31.87607469983275
238,211.8699951171875,415.3299865722656,1.9603058297261124,-38.14153290459965
239,211.5500030517578,417.489990234375,1.9734813718354423,-40.87391440680083
240,210.97500610351562,412.94000244140625,1.9572934731367932,-37.35243808911603
241,211.3300018310547,412.32501220703125,1.9510954840035428,-36.10245808554854
242,210.5500030517578,410.57000732421875,1.9499881328583577,-35.74265659932244
243,209.89999389648438,412.1700134277344,1.9636494779080498,-38.50535039584609
244,208.3000030517578,408.4549865722656,1.9608976504468598,-37.65226732839441
245,206.56500244140625,407.8900146484375,1.974632729782668,-40.19073454946349
246,207.0,404.17999267578125,1.9525603510907308,-35.70262152414703
247,207.99000549316406,406.0050048828125,1.952040935429258,-35.75678605376678
248,207.86000061035156,408.4100036621094,1.9648321103765565,-38.39432783042108
249,209.13999938964844,410.6000061035156,1.963278221773958,-38.29476432390201
250,209.75,412.19000244140625,1.9651489985287545,-38.793637257408
251,210.25999450683594,414.05999755859375,1.9692761741470126,-39.751392397990266
252,205.3800048828125,400.80999755859375,1.9515531601398655,-35.23035233928838
253,202.83999633789062,399.760009765625,1.9708145187485866,-38.723741591637555
254,204.3300018310547,404.4599914550781,1.9794449558586902,-40.758513052340255
255,203.39999389648438,401.17498779296875,1.9723451319135108,-39.13703792848637
256,203.5,404.19500732421875,1.9862162522074631,-41.978174031956975
257,202.25,401.5199890136719,1.9852657058772405,-41.539062099757395
258,201.35000610351562,399.3699951171875,1.9834615495957235,-40.99890987817148
259,215.25999450683594,401.1600036621094,1.8636068656471598,-17.90777298811671
260,217.8800048828125,404.010009765625,1.8542775872569084,-16.071300762846683
261,218.625,406.25,1.8582046883933676,-16.97869952973597
262,217.39999389648438,402.739990234375,1.8525299058938374,-15.659888932402941
263,216.83380126953125,401.489990234375,1.8516024156921471,-15.422651897185096
264,214.39999389648438,398.54998779296875,1.858908578072977,-16.836061799030155
265,214.05999755859375,397.75,1.8581239116903454,-16.644233990464933
266,220.74659729003906,400.1300048828125,1.8126213939192979,-7.063750082082299
267,219.9499969482422,402.85528564453125,1.8315766821280277,-11.213929871974903
268,220.52499389648438,404.489990234375,1.8342138144406652,-11.820122986534704
269,222.58999633789062,410.42999267578125,1.843883370449184,-14.06640372390658
270,222.49000549316406,412.1700134277344,1.8525327127127882,-15.985280609860046
271,222.14999389648438,412.2366027832031,1.855667855544906,-16.660057243511325
272,220.6699981689453,410.6199951171875,1.860787594708802,-17.690755087200763
273,217.27499389648438,404.9775085449219,1.8638937748071644,-18.120997880784536
274,215.97000122070312,404.5,1.8729453058929009,-19.977762493843308
275,215.8350067138672,404.1099853515625,1.8723097402234279,-19.829215908506832
276,216.22000122070312,404.94500732421875,1.872837873638145,-19.975588542392565
277,215.38999938964844,401.69000244140625,1.8649426787672452,-18.20522877005616
278,214.00999450683594,398.3599853515625,1.8614083247352171,-17.34366105591713
279,212.9499969482422,395.9599914550781,1.85940360239271,-16.83971140126662
280,210.32000732421875,404.6600036621094,1.9240204905389997,-30.24405206857083
281,207.47000122070312,401.4800109863281,1.9351231919030085,-32.161936852933
282,208.8300018310547,404.93499755859375,1.9390652397072223,-33.18425619380563
283,209.0,401.1700134277344,1.9194737484580593,-29.11519207074449
284,207.16000366210938,399.4849853515625,1.9283885802741485,-30.721411632992876
285,210.78500366210938,405.6675109863281,1.9245558457119536,-30.419808770551334
286,211.52999877929688,407.25,1.925258839645296,-30.669706316737553
287,207.40499877929688,407.7200012207031,1.9658156921018322,-38.51819858598672
288,209.73500061035156,408.0,1.9453119355981396,-34.630464600790766
289,208.52999877929688,406.32000732421875,1.9484966657207823,-35.105888948989765
290,208.5399932861328,407.010009765625,1.9517120114566042,-35.77801396512971
291,207.6199951171875,404.0199890136719,1.9459589563405482,-34.433617032386714
292,208.64999389648438,407.1199951171875,1.9512101942316291,-35.691238463646506
293,208.55999755859375,407.5950012207031,1.9543297180284613,-36.327223275896166
294,206.96499633789062,399.614990234375,1.9308337028255946,-31.200231011841517
295,205.6199951171875,396.8900146484375,1.9302111860387938,-30.881092872508
296,206.4600067138672,403.8699951171875,1.9561657559999537,-36.35852351173654
297,208.08999633789062,407.4200134277344,1.957902929491033,-36.992938464688315
298,208.63499450683594,406.9800109863281,1.9506795202230247,-35.57808411757615
299,213.63999938964844,420.57000732421875,1.9685920638726455,-40.21550258255488
300,214.69000244140625,423.55499267578125,1.9728677994280566,-41.322321117549826
301,210.36000061035156,402.9849853515625,1.9156920716025712,-28.49749676317962
302,207.6699981689453,399.1600036621094,1.922087962544217,-29.484189966934515
303,206.4199981689453,399.54998779296875,1.9356166618408521,-32.110080476141185
304,206.63999938964844,399.67999267578125,1.934185026404927,-31.846563652862223
305,204.99000549316406,397.1549987792969,1.9374359146136082,-32.272955258284675
306,204.39999389648438,396.6400146484375,1.9405089358726229,-32.81333968127726
307,206.00999450683594,400.79998779296875,1.9455366170580097,-34.09346431874608
308,202.22039794921875,392.17999267578125,1.9393691074342798,-32.252015693189925
309,205.09500122070312,398.6099853515625,1.9435382772816463,-33.54013333702725
310,204.0500030517578,394.0199890136719,1.930997221860995,-30.819351456181472
311,204.02000427246094,395.2200012207031,1.9371629886493968,-32.07302323279075
312,201.68240356445312,391.2467956542969,1.9399153755585983,-32.281142732835555
313,201.4001007080078,390.0400085449219,1.93664256956061,-31.57931782934194
314,202.9499969482422,390.8999938964844,1.9260901688812273,-29.666964869451228
315,196.27000427246094,377.6000061035156,1.9238803580975796,-28.315647661356458
316,193.7899932861328,378.1549987792969,1.9513649408148095,-33.306698243299685
317,195.83999633789062,381.6499938964844,1.948784727497688,-33.13480144124177
318,195.22000122070312,378.510009765625,1.9388894959472212,-31.10381814003339
319,194.25,376.99810791015625,1.9407882003096846,-31.326981817664468
320,194.02000427246094,377.3367919921875,1.9448344690390589,-32.077065031053486
321,193.07000732421875,376.9100036621094,1.9521934498566194,-33.34956008976352
322,193.4250030517578,385.4800109863281,1.9929171767063594,-41.28457764478973
323,192.53500366210938,378.6000061035156,1.966395714557662,-35.996537011609384
324,191.80999755859375,381.81500244140625,1.9905896840688408,-40.50836996645305
325,192.63999938964844,391.94000244140625,2.0345722782558693,-49.14872485597696
326,194.52999877929688,397.6000061035156,2.0439007279006405,-51.428039165776376
327,194.59500122070312,395.05999755859375,2.0301651896521737,-48.77175912217579
328,193.57000732421875,392.94000244140625,2.0299632565661585,-48.48519631772147
329,196.22000122070312,394.0899963378906,2.0084088975956558,-44.895079609621156
330,197.1165008544922,390.30999755859375,1.9800980428660993,-39.511489430824305
331,197.30499267578125,386.3299865722656,1.9580345197199198,-35.19431839210697
332,197.27000427246094,383.2300109863281,1.9426674237661958,-32.156927441491156
333,197.5,382.4465026855469,1.93643798828125,-30.962020009352138
334,196.68870544433594,380.19000244140625,1.9329528941813197,-30.15670270259367
335,197.00999450683594,379.44000244140625,1.9259936704796987,-28.83200489128408
336,194.69000244140625,381.6340026855469,1.9602136622315938,-35.17583318087217
337,193.5800018310547,387.92999267578125,2.003977626853955,-43.457309126830104
338,192.9550018310547,387.8399963378906,2.010002294096896,-44.48526597811313
339,192.50999450683594,385.2701110839844,2.0012992679728305,-42.711376495912454
340,191.0,382.80609130859375,2.004220373343423,-42.94832179980492
341,191.85000610351562,385.1000061035156,2.0072973356890538,-43.721809339939036
342,194.1300048828125,388.489990234375,2.0011846724512723,-43.03350242019528
343,199.9199981689453,406.9100036621094,2.0353641826179096,-51.09680951268772
344,199.41000366210938,404.2950134277344,2.0274560252894473,-49.39405925491801
345,199.80999755859375,404.25,2.0231720381331506,-48.633566703624105
346,199.1649932861328,404.32000732421875,2.0300756706945355,-49.85730936132817
347,198.10760498046875,402.19000244140625,2.030159329224427,-49.61868148413496
348,199.38999938964844,406.8999938964844,2.04072418447286,-52.03482186797968
349,199.24000549316406,405.6000061035156,2.0357357705324484,-51.00313192290097
350,197.9600067138672,402.989990234375,2.0357141673411823,-50.68268200168567
351,197.58999633789062,402.5199890136719,2.0371476110831988,-50.8745276287431
352,198.11000061035156,403.5799865722656,2.037151003628728,-51.004380491686256
353,199.09500122070312,404.30499267578125,2.0307139315245606,-49.96749127731304
354,199.6699981689453,406.1000061035156,2.033855911391882,-50.73399322976346
355,198.02499389648438,402.0150146484375,2.030122595830438,-49.59146221084851
356,197.92999267578125,403.30999755859375,2.0376396326110857,-51.05637618926145
357,200.9199981689453,409.260009765625,2.0369301886091757,-51.65809051352554
358,200.77999877929688,405.739990234375,2.020818770301797,-48.38849140489928
359,200.77999877929688,407.79998779296875,2.031078744258955,-50.44848896349303
360,201.97000122070312,408.7300109863281,2.0237164356883257,-49.24992491766111
361,202.41000366210938,405.8299865722656,2.0049897694272705,-45.562857091415744
362,203.6739959716797,410.5,2.015475751048155,-47.97193574542994
363,204.0,409.6499938964844,2.0080882053749236,-46.53879805288367
364,203.6864013671875,405.06500244140625,1.988669836191919,-42.51474834448275
365,203.84500122070312,400.8599853515625,1.9664940663300892,-38.026039715374544
366,203.08999633789062,400.0050048828125,1.96959482050167,-38.52155543315562
367,202.3000030517578,398.8299865722656,1.9714779068501855,-38.759617944461446
368,201.6699981689453,399.5711975097656,1.9813120500701955,-40.6277344306578
369,199.52000427246094,397.5150146484375,1.9923566867290066,-42.41729962257538
370,200.1999969482422,397.8900146484375,1.987462640927533,-41.57597965376838
371,194.27000427246094,395.80999755859375,2.037422087063301,-50.1030893217903
372,196.25999450683594,394.7950134277344,2.0115918907456365,-45.52855970462057
373,198.44500732421875,398.0400085449219,2.0057950255941965,-44.86516754568263
374,197.5500030517578,396.3599853515625,2.0063780269733367,-44.786060961478064
375,197.72000122070312,398.7300109863281,2.016639735608991,-46.852006604041925
376,197.5679931640625,394.7099914550781,1.9978438062450068,-43.10388769951428
377,197.32000732421875,394.3800048828125,1.998682293959184,-43.21747962408583
378,200.57000732421875,401.32000732421875,2.000897405739684,-44.34412548178913
379,197.85000610351562,394.885009765625,1.9958807055028351,-42.77446238598137
380,196.4199981689453,389.2200012207031,1.9815701295645372,-39.66734493065392
381,194.36000061035156,388.00311279296875,1.9963115433963619,-42.135225847431265
382,194.49000549316406,387.3699951171875,1.9917218580715337,-41.26956517429259
383,196.42999267578125,392.6199951171875,1.9987782403740597,-43.04946140187199
384,199.00999450683594,399.2099914550781,2.0059796114479336,-45.024543699600294
385,205.17999267578125,401.489990234375,1.9567696879139498,-36.268111870628424
386,207.72999572753906,403.5799865722656,1.9428103541753572,-33.79685373793476
387,205.61489868164062,406.92999267578125,1.9790880684470364,-40.93018702204862
388,205.07000732421875,404.4624938964844,1.9723142314859488,-39.437349092004446
389,205.5399932861328,405.6199951171875,1.9734358682814723,-39.75417462472573
390,206.16000366210938,404.0799865722656,1.9600309438999706,-37.10513795637386
391,207.5,406.94000244140625,1.9611566382718373,-37.568268738433154
392,201.50999450683594,393.3599853515625,1.9520619129301715,-34.70272483939008
393,200.77000427246094,396.4200134277344,1.9744982068624193,-39.08639202352496
394,202.4499969482422,398.6499938964844,1.969128179332115,-38.31132742079016
395,201.35000610351562,396.19000244140625,1.9676681918634849,-37.81891720239023
396,202.67999267578125,396.80999755859375,1.9578153340145132,-36.05993195154176
